Temperature,Simulations,Return
500,10,198.0
500,16,269.0
500,12,500.0
500,6,304.0
500,4,165.0
500,3,353.0
500,12,500.0
500,2,327.0
500,10,202.0
500,12,205.0
500,7,342.0
500,9,240.0
500,9,185.0
500,15,399.0
500,9,449.0
500,15,500.0
500,3,232.0
500,8,303.0
500,8,219.0
500,10,500.0
500,11,415.0
500,2,180.0
500,15,500.0
500,2,91.0
500,4,443.0
500,9,265.0
500,12,500.0
500,1,10.0
500,8,200.0
500,13,500.0
500,5,205.0
500,10,188.0
500,5,200.0
500,5,319.0
500,3,322.0
500,15,500.0
500,13,500.0
500,10,257.0
500,14,385.0
500,14,500.0
500,3,323.0
500,2,212.0
500,10,500.0
500,5,172.0
500,10,218.0
500,15,273.0
500,11,398.0
500,2,220.0
500,16,225.0
500,9,216.0
500,13,352.0
500,13,242.0
500,1,8.0
500,7,249.0
500,8,382.0
500,10,267.0
500,4,169.0
500,16,213.0
500,12,335.0
500,16,459.0
500,13,459.0
500,1,10.0
500,5,500.0
500,16,236.0
500,9,500.0
500,10,229.0
500,12,485.0
500,11,316.0
500,10,140.0
500,4,183.0
500,3,212.0
500,12,370.0
500,15,500.0
500,12,264.0
500,7,461.0
500,13,469.0
500,4,184.0
500,7,433.0
500,3,186.0
500,5,267.0
500,1,10.0
500,11,241.0
500,5,472.0
500,15,256.0
500,9,500.0
500,7,285.0
500,2,325.0
500,1,10.0
500,3,64.0
500,8,191.0
500,13,455.0
500,2,322.0
500,11,217.0
500,13,500.0
500,12,220.0
500,4,180.0
500,8,242.0
500,14,232.0
500,16,500.0
500,4,165.0
500,8,174.0
500,10,211.0
500,7,500.0
500,2,420.0
500,12,439.0
500,10,203.0
500,9,500.0
500,3,169.0
500,7,212.0
500,2,279.0
500,7,209.0
500,9,254.0
500,8,473.0
500,5,194.0
500,10,229.0
500,12,192.0
500,9,308.0
500,13,500.0
500,13,500.0
500,8,208.0
500,2,119.0
500,7,500.0
500,2,200.0
500,11,373.0
500,4,499.0
500,6,184.0
500,12,178.0
500,8,220.0
500,6,280.0
500,7,203.0
500,7,356.0
500,10,237.0
500,15,474.0
500,1,10.0
500,2,263.0
500,2,297.0
500,6,281.0
500,12,256.0
500,6,413.0
500,16,500.0
500,1,10.0
