Temperature,Simulations,Return
500,51,460.0
500,78,375.0
500,96,314.0
500,74,500.0
500,38,442.0
500,84,263.0
500,46,303.0
500,38,356.0
500,61,500.0
500,58,500.0
500,78,421.0
500,99,414.0
500,73,367.0
500,74,309.0
500,76,500.0
500,77,500.0
500,64,500.0
500,70,436.0
500,37,500.0
500,66,500.0
500,43,344.0
500,94,372.0
500,98,393.0
500,100,394.0
500,57,500.0
500,30,500.0
500,26,500.0
500,91,500.0
500,13,500.0
500,78,500.0
500,61,328.0
500,59,500.0
500,57,500.0
500,74,500.0
500,12,353.0
500,90,350.0
500,15,366.0
500,29,373.0
500,62,500.0
500,97,334.0
500,12,208.0
500,25,385.0
500,4,179.0
500,58,500.0
500,24,299.0
500,23,500.0
500,39,500.0
500,60,395.0
500,78,500.0
500,23,258.0
500,10,282.0
500,3,133.0
500,40,302.0
500,11,410.0
500,69,342.0
500,27,414.0
500,92,278.0
500,84,297.0
500,8,385.0
500,52,430.0
500,82,342.0
500,65,500.0
500,43,330.0
500,50,451.0
500,18,239.0
500,47,248.0
500,32,462.0
500,33,433.0
500,47,340.0
500,41,370.0
500,44,271.0
500,5,270.0
500,32,500.0
500,56,500.0
500,61,324.0
500,39,283.0
500,50,357.0
500,36,500.0
500,79,417.0
500,30,471.0
500,63,500.0
500,66,500.0
500,29,500.0
500,76,500.0
500,24,312.0
500,90,281.0
500,2,201.0
500,61,500.0
500,13,500.0
500,61,500.0
500,32,500.0
500,23,385.0
500,8,188.0
500,8,136.0
500,38,464.0
500,98,357.0
500,82,460.0
500,79,360.0
500,81,419.0
500,57,500.0
