Temperature,Simulations,Return
1,14,260.0
1,7,354.0
1,15,500.0
1,2,498.0
1,11,489.0
1,4,500.0
1,2,222.0
1,9,215.0
1,12,500.0
1,12,386.0
1,7,364.0
1,5,490.0
1,4,258.0
1,11,270.0
1,4,500.0
1,2,474.0
1,12,415.0
1,13,224.0
1,6,500.0
1,3,123.0
1,13,349.0
1,9,285.0
1,6,214.0
1,9,267.0
1,12,240.0
1,6,351.0
1,12,216.0
1,13,500.0
1,8,490.0
1,13,500.0
1,8,278.0
1,13,199.0
1,3,166.0
1,8,236.0
1,10,356.0
1,9,411.0
1,12,253.0
1,16,309.0
1,14,500.0
1,10,216.0
1,2,306.0
1,10,464.0
1,3,239.0
1,8,320.0
1,1,10.0
1,13,500.0
1,1,10.0
1,14,311.0
1,7,165.0
1,9,208.0
1,2,262.0
1,10,500.0
1,4,202.0
1,13,232.0
1,1,10.0
1,16,500.0
1,13,225.0
1,8,500.0
1,2,272.0
1,4,326.0
1,1,10.0
1,13,500.0
1,14,500.0
1,4,416.0
1,9,181.0
1,9,500.0
1,5,206.0
1,11,439.0
1,15,500.0
1,3,271.0
1,11,500.0
1,15,471.0
1,10,500.0
1,1,10.0
1,14,500.0
1,2,131.0
1,13,340.0
1,11,185.0
1,4,320.0
1,13,244.0
1,5,437.0
1,1,9.0
1,16,331.0
1,4,500.0
1,3,392.0
1,13,500.0
1,9,500.0
1,9,367.0
1,5,352.0
1,8,218.0
1,16,360.0
1,3,500.0
1,7,216.0
1,5,283.0
1,2,425.0
1,7,373.0
1,1,8.0
1,9,427.0
1,2,500.0
1,2,500.0
