Temperature,Simulations,Return
1,3,213.0
1,2,140.0
1,5,260.0
1,15,500.0
1,1,10.0
1,12,230.0
1,9,500.0
1,7,207.0
1,7,229.0
1,16,365.0
1,15,301.0
1,10,455.0
1,3,176.0
1,6,215.0
1,10,332.0
1,2,302.0
1,13,366.0
1,16,400.0
1,16,500.0
1,1,9.0
1,14,422.0
1,15,500.0
1,6,417.0
1,8,306.0
1,11,500.0
1,4,255.0
1,10,211.0
1,13,242.0
1,12,500.0
1,14,500.0
1,11,500.0
1,5,500.0
1,14,302.0
1,2,183.0
1,6,296.0
1,9,314.0
1,9,469.0
1,10,279.0
1,5,210.0
1,5,182.0
1,8,500.0
1,16,461.0
1,6,454.0
1,4,500.0
1,6,447.0
1,1,9.0
1,15,491.0
1,16,307.0
1,16,500.0
1,15,321.0
1,9,500.0
1,7,500.0
1,2,375.0
1,10,262.0
1,13,280.0
1,3,137.0
1,5,301.0
1,12,334.0
1,5,345.0
1,13,500.0
1,15,297.0
1,1,9.0
1,16,346.0
1,15,201.0
1,7,339.0
1,15,395.0
1,16,160.0
1,10,205.0
1,9,301.0
1,6,222.0
1,12,397.0
1,9,425.0
1,10,314.0
1,4,283.0
1,4,235.0
1,16,500.0
1,14,226.0
1,15,421.0
1,3,272.0
1,14,249.0
1,12,248.0
1,8,232.0
1,8,365.0
1,4,500.0
1,10,270.0
1,6,500.0
1,4,283.0
1,6,423.0
1,8,163.0
1,1,8.0
1,8,150.0
1,2,199.0
1,2,232.0
1,10,185.0
1,11,281.0
1,9,369.0
1,2,500.0
1,4,296.0
1,6,325.0
1,13,408.0
