Temperature,Simulations,Return,Discounted Return,Map
1,91,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,22,0,0.0,0.0,"['SFHF', 'FHHH', 'FHFF', 'FFFG']"
1,90,0,1.0,0.8502341582884777,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,51,0,1.0,0.837556937769312,"['SFFH', 'HHFH', 'FHFF', 'HHFG']"
1,34,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,11,0,1.0,0.8921050870283477,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,51,0,1.0,0.9416796087056153,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
1,63,0,1.0,0.8867604854519608,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,13,0,1.0,0.9165572373164391,"['SFHF', 'HFFF', 'HHFF', 'FFHG']"
1,66,0,1.0,0.9083329444789534,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,35,0,1.0,0.9645880999032158,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,33,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,94,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,11,0,1.0,0.9193151828650342,"['SFFF', 'HHFF', 'HFHF', 'FHFG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,72,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,53,0,1.0,0.8078974551636565,"['SHHF', 'FHFH', 'FFFF', 'FFHG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,15,0,1.0,0.7816331707050701,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,31,0,1.0,0.8894287717672626,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,75,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'HFHF', 'HFHG']"
1,51,0,1.0,0.7792882711929549,"['SFFH', 'HHFH', 'HFFH', 'FHFG']"
1,30,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'HHHF', 'FHFG']"
1,93,0,1.0,0.857932408958235,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,28,0,1.0,0.8527925358961662,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHHF', 'HHFG']"
1,63,0,1.0,0.9220814271464737,"['SHFH', 'FHFH', 'FFFF', 'FHFG']"
1,86,0,1.0,0.9733217421754432,"['SHHF', 'FHFH', 'FFHH', 'FFFG']"
1,91,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHFF', 'HHHG']"
1,20,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HHFG']"
1,52,0,1.0,0.93603800616986,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,27,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,30,0,1.0,0.9332298921513504,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,39,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,45,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,59,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHFF', 'HHHG']"
1,47,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,68,0,1.0,0.7562227231210928,"['SHHF', 'FHFH', 'FFFF', 'FHHG']"
1,39,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHFG']"
1,83,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'FFHF', 'HFHG']"
1,87,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'HFFF', 'FHFG']"
1,85,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'FHFF', 'HFHG']"
1,56,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,98,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHHF', 'FFFG']"
1,68,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HHHF', 'FFFG']"
1,21,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FFHH', 'FFFG']"
1,19,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,98,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,72,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FFFF', 'HHFG']"
1,91,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FHFF', 'HHHG']"
1,47,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,67,0,1.0,0.776950406379376,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,63,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,57,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,43,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFHF', 'FHHG']"
1,6,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFHF', 'HFHF', 'FFFG']"
1,19,0,1.0,0.8894287717672626,"['SFFH', 'HFFH', 'FFHF', 'FFFG']"
1,48,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,38,0,1.0,0.8006481694852418,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,8,0,1.0,0.8657003616774767,"['SFFH', 'FHFF', 'FFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHFG']"
1,55,0,1.0,0.9083329444789534,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,71,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFH', 'FHFG']"
1,40,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,29,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,30,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,32,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,68,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,77,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HHFG']"
1,90,0,1.0,0.9473552137914398,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,44,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,86,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFF', 'FFHG']"
1,100,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFFH', 'FFFG']"
1,5,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,56,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'FFHH', 'HFFG']"
1,6,0,1.0,0.8325391341551359,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,55,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFHG']"
1,70,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHHF', 'FFFG']"
1,19,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,85,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,43,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFH', 'HHFG']"
1,73,0,1.0,0.9416796087056153,"['SFFF', 'FFFH', 'FHHF', 'FFFG']"
1,98,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HHFH', 'FFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,81,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HHHF', 'HHFG']"
1,40,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,56,0,1.0,0.8814479033836181,"['SFFH', 'HFFF', 'FFHH', 'HFFG']"
1,70,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,12,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,26,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,57,0,1.0,0.9193151828650342,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,51,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FHHF', 'HFFG']"
1,43,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,96,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,39,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HFFG']"
1,62,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,38,0,1.0,0.7746195551602378,"['SHFH', 'FFFF', 'FFHH', 'HFFG']"
1,52,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,18,0,0.0,0.0,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,72,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,49,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,36,0,1.0,0.9616943356035061,"['SFHF', 'FHHH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHHF', 'FHFF', 'FFFG']"
1,71,0,1.0,0.9616943356035061,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,51,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,84,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FHFF', 'HFFG']"
1,89,0,1.0,0.8502341582884777,"['SHHH', 'FFHF', 'HFFF', 'HHHG']"
1,97,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,11,0,1.0,0.776950406379376,"['SFFF', 'HFHF', 'HHHF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,71,0,1.0,0.9138075656044898,"['SFHF', 'FFHF', 'FFFH', 'HHFG']"
1,80,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,64,0,1.0,0.8788035596734672,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9416796087056153,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,39,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FHHF', 'HHFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,52,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'FHFH', 'HHFG']"
1,56,0,1.0,0.9220814271464737,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,79,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
1,18,0,1.0,0.9616943356035061,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,44,0,1.0,0.9165572373164391,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,39,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,40,0,1.0,0.8300415167526705,"['SFHH', 'HFFH', 'HHFH', 'HHFG']"
1,91,0,1.0,0.8527925358961662,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,88,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHFF', 'HFHG']"
1,39,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HHFF', 'HFFG']"
1,44,0,1.0,0.9001824484431542,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,21,0,1.0,0.9332298921513504,"['SFFF', 'FHHF', 'FHFF', 'HHFG']"
1,91,0,1.0,0.90289112180858,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,61,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'HFHF', 'HFHG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,88,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFH', 'FFFG']"
1,62,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FFHG']"
1,2,0,1.0,0.9388545698794984,"['SFFF', 'FFFF', 'HHFF', 'FFFG']"
1,87,0,1.0,0.9304302024748964,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,56,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FFHG']"
1,75,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHHG']"
1,9,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'FHHF', 'HFFG']"
1,25,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,34,0,1.0,0.7449472384453084,"['SFHH', 'HFHH', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,33,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,51,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HHFG']"
1,57,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,68,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,59,0,1.0,0.9791880578299021,"['SFHF', 'HFHH', 'FFFF', 'HHFG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHFH', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHFF', 'FFHG']"
1,77,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,56,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,57,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,99,0,1.0,0.9276389118674717,"['SHHF', 'FFFH', 'FHFH', 'FHFG']"
1,60,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFH', 'FHFG']"
1,42,0,1.0,0.8152123778407558,"['SHFH', 'FHFH', 'FFFH', 'FHFG']"
1,95,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'HFFF', 'HFFG']"
1,97,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'HFFH', 'HFFG']"
1,51,0,1.0,0.985089730404757,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,25,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,35,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'FFFH', 'FFFG']"
1,36,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,81,0,1.0,0.9388545698794984,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,58,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HFFF', 'HFFG']"
1,40,0,1.0,0.8867604854519608,"['SHHH', 'FFFF', 'HFFF', 'FHHG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,65,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHFF', 'HHFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FHFH', 'FHHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,84,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'HFFH', 'HFFG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,52,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,93,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,14,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HFHG']"
1,58,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,96,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFF', 'FHHG']"
1,32,0,1.0,0.7607805594527743,"['SHFH', 'FFFH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HHFF', 'FHFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'HFFG']"
1,34,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'HHHG']"
1,14,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,50,0,1.0,0.9821344612135428,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,57,0,1.0,0.9704017769489168,"['SHHF', 'FFFH', 'FFFF', 'HHFG']"
1,10,0,1.0,0.9083329444789534,"['SFFH', 'HHFF', 'HHHF', 'FFFG']"
1,38,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,67,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,97,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'HFFG']"
1,58,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,57,0,1.0,0.9001824484431542,"['SHHH', 'FFFF', 'FHFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFF', 'FHFG']"
1,87,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,40,0,1.0,0.857932408958235,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,92,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HFFH', 'HHFG']"
1,70,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,20,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,76,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'HFFF', 'FFFG']"
1,97,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,70,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,60,0,1.0,0.9083329444789534,"['SFHF', 'HFFF', 'HFHF', 'FFHG']"
1,28,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SHFF', 'FFHH', 'FFHF', 'FFFG']"
1,83,0,1.0,0.9332298921513504,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,53,0,1.0,0.837556937769312,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,7,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,50,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,15,0,1.0,0.8867604854519608,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,23,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HHFF', 'HHHG']"
1,58,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,41,0,1.0,0.9588092525966956,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,27,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HHHF', 'FFFG']"
1,48,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,62,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,82,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFF', 'HHFG']"
1,68,0,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,43,0,1.0,0.8078974551636565,"['SFHF', 'HFFH', 'FHFH', 'FHFG']"
1,82,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FFFF', 'FFHG']"
1,87,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,96,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,85,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,58,0,1.0,0.9445131481500655,"['SFFF', 'HFHH', 'FFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHH', 'FFFG']"
1,12,0,1.0,0.79346393184295,"['SFFF', 'FHFF', 'HHFH', 'FFFG']"
1,33,0,1.0,0.8152123778407558,"['SFHF', 'HFFH', 'HFHH', 'HFFG']"
1,43,0,1.0,0.857932408958235,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9502058312852957,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'FFHG']"
1,16,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,86,0,1.0,0.9473552137914398,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,13,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,39,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,86,0,1.0,0.9674905716180701,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HFFF', 'FFHG']"
1,72,0,1.0,0.9559328248389055,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,40,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FHFF', 'HFFG']"
1,18,0,1.0,0.9445131481500655,"['SFFF', 'HFFF', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FFFH', 'FFFG']"
1,31,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFHF', 'FHFG']"
1,54,0,1.0,0.9473552137914398,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,89,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHHF', 'HHFG']"
1,53,0,1.0,0.9530650263643888,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,65,0,1.0,0.9445131481500655,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHH', 'FFFG']"
1,97,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,60,0,1.0,0.9616943356035061,"['SHFH', 'FHFF', 'FFFF', 'HFFG']"
1,46,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FFFF', 'HFFG']"
1,58,0,1.0,0.9138075656044898,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,86,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'HFFG']"
1,26,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,96,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'FFHH', 'FFFG']"
1,60,0,1.0,0.835044266956004,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,28,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,53,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,98,0,1.0,0.9530650263643888,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,54,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,93,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,37,0,1.0,0.9445131481500655,"['SFHF', 'FFHH', 'HFFH', 'FFFG']"
1,28,0,1.0,0.9733217421754432,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,46,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,99,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,75,0,1.0,0.7653658663581259,"['SHFF', 'FFFF', 'HFHF', 'HFHG']"
1,56,0,1.0,0.8788035596734672,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,85,0,1.0,0.9559328248389055,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
