Temperature,Simulations,Return,Discounted Return,Map
1,81,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FFFF', 'FHHG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'HHHG']"
1,38,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'FHFG']"
1,61,0,1.0,0.8553586117313603,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFH', 'HFFG']"
1,91,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,97,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,31,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHFG']"
1,98,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,3,0,1.0,0.8201257512162927,"['SFFF', 'HHHF', 'FHFF', 'FHHG']"
1,22,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HHFG']"
1,23,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,78,0,1.0,0.9388545698794984,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHHF', 'FHHG']"
1,82,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFH', 'HFFG']"
1,27,0,1.0,0.8553586117313603,"['SFHF', 'HFFH', 'FHFF', 'FFFG']"
1,55,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'FHFF', 'HFHG']"
1,27,0,1.0,0.93603800616986,"['SFFH', 'HHFF', 'FHHF', 'HFFG']"
1,51,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,63,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,30,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHF', 'HFFG']"
1,95,0,1.0,0.9645880999032158,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,18,0,1.0,0.9332298921513504,"['SFFF', 'HFFH', 'HHFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'FFFG']"
1,21,0,1.0,0.9056079456455165,"['SFFH', 'HFHF', 'HFFH', 'FFFG']"
1,70,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'FFFG']"
1,28,0,1.0,0.9138075656044898,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,57,0,1.0,0.985089730404757,"['SFHH', 'FHHF', 'FFFF', 'FFFG']"
1,28,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,38,0,1.0,0.9502058312852957,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,44,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HFHF', 'HHHG']"
1,23,0,1.0,0.8054737627981655,"['SFFH', 'FFHH', 'FFFH', 'FHFG']"
1,57,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'FHFG']"
1,64,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFFH', 'FFFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'HHFG']"
1,45,0,1.0,0.8974819010978248,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,39,0,1.0,0.8974819010978248,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,97,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FHFF', 'HHHG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,6,0,0.0,0.0,"['SHHF', 'FHHF', 'FHHH', 'FFFG']"
1,62,0,1.0,0.9530650263643888,"['SFHF', 'HFFH', 'HFHF', 'HFFG']"
1,30,0,0.0,0.0,"['SFFH', 'FFHF', 'FHFF', 'FFFG']"
1,41,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,38,0,1.0,0.8735386475474635,"['SHFF', 'FFHH', 'FFHF', 'HFFG']"
1,49,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'HHFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFF', 'HFHG']"
1,20,0,1.0,0.9110661429076764,"['SHFF', 'FFHH', 'FFHH', 'FFFG']"
1,82,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,43,0,1.0,0.8947894553945313,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,89,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HHFH', 'FHFG']"
1,97,0,1.0,0.9388545698794984,"['SFFH', 'FHFF', 'FHHF', 'HFHG']"
1,12,0,1.0,0.9388545698794984,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,12,0,1.0,0.8275513922024125,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,35,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,47,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,59,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHFG']"
1,99,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HHFH', 'HFFG']"
1,36,0,1.0,0.9165572373164391,"['SFFF', 'FHFF', 'HHFH', 'FHFG']"
1,87,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,14,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FFFF', 'HHFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,76,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,33,0,1.0,0.8127667407072335,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,26,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,96,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,96,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,44,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HFHF', 'HHHG']"
1,65,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,16,0,1.0,0.9502058312852957,"['SFHF', 'HFFF', 'HHFF', 'FFHG']"
1,32,0,1.0,0.8761671489944468,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,75,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'FFFF', 'HHFG']"
1,33,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFFG']"
1,68,0,1.0,0.7607805594527743,"['SFHH', 'HFHF', 'HFFH', 'FHFG']"
1,31,0,1.0,0.9416796087056153,"['SFFF', 'FHFH', 'HFFF', 'FFFG']"
1,73,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'HHFG']"
1,86,0,1.0,0.8631032605924442,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,96,0,1.0,0.8921050870283477,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,55,0,1.0,0.9733217421754432,"['SFHF', 'FFHF', 'HFFF', 'FFFG']"
1,43,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'FFHG']"
1,45,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'HFFG']"
1,86,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HHHF', 'HHFG']"
1,38,0,1.0,0.9791880578299021,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,59,0,1.0,0.93603800616986,"['SHHF', 'FFFF', 'HHHF', 'FFFG']"
1,42,0,1.0,0.9791880578299021,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,81,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FHFF', 'HHFG']"
1,12,0,1.0,0.9559328248389055,"['SHFF', 'FFFH', 'FFFH', 'FFFG']"
1,35,0,1.0,0.9220814271464737,"['SFFF', 'FFHH', 'FFFF', 'FHFG']"
1,19,0,1.0,0.9138075656044898,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,63,0,1.0,0.9276389118674717,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,77,0,1.0,0.8921050870283477,"['SFHF', 'HFHF', 'HFFH', 'HFFG']"
1,60,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,66,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,75,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FHFF', 'FFFG']"
1,90,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,33,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'HFHG']"
1,13,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,45,0,1.0,0.9674905716180701,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,73,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FFHF', 'HFFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,90,0,1.0,0.9304302024748964,"['SHHF', 'FHHF', 'FFFF', 'FFHG']"
1,67,0,1.0,0.8426049842298329,"['SFFH', 'HFFF', 'FFHH', 'HFFG']"
1,68,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHFG']"
1,46,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,60,0,1.0,0.9248559951318693,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,19,0,1.0,0.7722956964947572,"['SFFF', 'FHFF', 'HHFH', 'HFFG']"
1,55,0,1.0,0.9791880578299021,"['SHFF', 'FFHH', 'FFFH', 'FFFG']"
1,24,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
1,66,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HHFH', 'HFFG']"
1,100,0,1.0,0.8814479033836181,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,87,0,1.0,0.9616943356035061,"['SFFF', 'FFHH', 'HFFF', 'FFHG']"
1,60,0,1.0,0.9733217421754432,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,30,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,91,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FHFF', 'HHHG']"
1,46,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,75,0,1.0,0.9220814271464737,"['SHFH', 'FHFH', 'FFFH', 'HFFG']"
1,16,0,1.0,0.8921050870283477,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,81,0,1.0,0.9110661429076764,"['SFFF', 'FHFF', 'FFFH', 'HHFG']"
1,40,0,1.0,0.9165572373164391,"['SFFF', 'FHHF', 'FHHF', 'FHHG']"
1,62,0,1.0,0.9276389118674717,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,15,0,0.0,0.0,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,45,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,21,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9388545698794984,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,51,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,35,0,1.0,0.9674905716180701,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,70,0,1.0,0.8657003616774767,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,77,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFH', 'HFFG']"
1,15,0,1.0,0.8947894553945313,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,68,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,41,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,20,0,1.0,0.8176653739626438,"['SHFF', 'FHFF', 'FHHH', 'FFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,74,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFF', 'FHHG']"
1,89,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,52,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FHHF', 'HFFG']"
1,19,0,1.0,0.8006481694852418,"['SHHH', 'FFFF', 'FHHF', 'FFFG']"
1,38,0,1.0,0.8325391341551359,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,19,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFFF', 'HFFG']"
1,48,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,97,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,42,0,1.0,0.9388545698794984,"['SHHF', 'FFHH', 'HFHF', 'HFFG']"
1,23,0,1.0,0.8527925358961662,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,54,0,1.0,0.9588092525966956,"['SHFH', 'FHHH', 'FFFF', 'HFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,30,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,95,0,1.0,0.8814479033836181,"['SHFF', 'FHFF', 'FFFH', 'FHFG']"
1,42,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHF', 'FHHG']"
1,50,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'HFHF', 'HFHG']"
1,58,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HFHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'HFFG']"
1,48,0,1.0,0.9762504936564125,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,33,0,1.0,0.90289112180858,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,9,0,1.0,0.7746195551602378,"['SFHH', 'HFHH', 'FFFF', 'HFFG']"
1,37,0,1.0,0.9165572373164391,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,21,0,1.0,0.8814479033836181,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,74,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,63,0,1.0,0.90289112180858,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFH', 'HHFG']"
1,41,0,1.0,0.8735386475474635,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HHHG']"
1,42,0,0.0,0.0,"['SFFH', 'HFHH', 'FFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'HFHG']"
1,5,0,0.0,0.0,"['SHHH', 'FHHH', 'FHFH', 'FFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,51,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'HFFH', 'FFFG']"
1,46,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,47,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'FHFF', 'FFFG']"
1,98,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,61,0,1.0,0.884100203995605,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,88,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,74,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'FFHF', 'FFHG']"
1,35,0,1.0,0.9304302024748964,"['SHFF', 'FFHH', 'FFFF', 'FHFG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,10,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,34,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FFHG']"
1,58,0,1.0,0.9445131481500655,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,31,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,14,0,1.0,0.860513950810667,"['SFFH', 'HFFH', 'HFFH', 'FHFG']"
1,34,0,1.0,0.8300415167526705,"['SHFF', 'FFHH', 'HFFF', 'HFFG']"
1,30,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHFG']"
1,88,0,1.0,0.9332298921513504,"['SHFH', 'FFFF', 'FHFF', 'FHHG']"
1,86,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'HFFF', 'HHFG']"
1,86,0,1.0,0.9821344612135428,"['SFHF', 'FHFH', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HHFG']"
1,42,0,1.0,0.7746195551602378,"['SFHF', 'FFHH', 'HFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFH', 'HHFG']"
1,74,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,63,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,14,0,1.0,0.8867604854519608,"['SFFF', 'HFHF', 'FFFF', 'FHHG']"
1,63,0,0.0,0.0,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,54,0,1.0,0.9138075656044898,"['SFHF', 'HFFF', 'HFHF', 'HHHG']"
1,96,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'FFHG']"
1,36,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HFFF', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'HHFG']"
1,25,0,1.0,0.8553586117313603,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,77,0,1.0,0.9276389118674717,"['SHHH', 'FHFF', 'FFFF', 'FHFG']"
1,84,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,41,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'HFFF', 'HHFG']"
1,98,0,1.0,0.9001824484431542,"['SFHH', 'FFFH', 'HHFF', 'FHFG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,80,0,1.0,0.9304302024748964,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,23,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,42,0,1.0,0.803057341509771,"['SFFH', 'HFFF', 'FHHF', 'FFHG']"
1,45,0,1.0,0.8814479033836181,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFH', 'HHFG']"
1,32,0,1.0,0.9645880999032158,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,67,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HFFF', 'HFFG']"
1,54,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,43,0,1.0,0.803057341509771,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,16,0,1.0,0.7630697687590515,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,28,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FHHG']"
1,46,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,87,0,1.0,0.798246224976786,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,56,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHHF', 'HHHG']"
1,47,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'FHFH', 'FFFG']"
1,85,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFHF', 'HHHG']"
1,54,0,1.0,0.9616943356035061,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFH', 'FFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,27,0,1.0,0.747188804859888,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,30,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,82,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHFF', 'FHHG']"
1,75,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,71,0,1.0,0.9616943356035061,"['SHHF', 'FHFH', 'FHHF', 'FFFG']"
1,64,0,1.0,0.8735386475474635,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,91,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,10,0,1.0,0.9416796087056153,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,18,0,1.0,0.9332298921513504,"['SFFH', 'FFHF', 'FHFH', 'FFFG']"
1,6,0,1.0,0.7539540549517295,"['SFFH', 'FFFH', 'FHFF', 'FHFG']"
1,48,0,1.0,0.9733217421754432,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,31,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,97,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'HHHF', 'HFHG']"
1,83,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,88,0,1.0,0.9616943356035061,"['SHHH', 'FFHF', 'FHFF', 'FFFG']"
1,51,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,29,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,14,0,1.0,0.7630697687590515,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFF', 'HFFG']"
1,30,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'HHHG']"
1,47,0,1.0,0.8974819010978248,"['SFFH', 'HHFF', 'FFHF', 'FHHG']"
1,13,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HFFG']"
1,45,0,1.0,0.747188804859888,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,72,0,1.0,0.9445131481500655,"['SFHF', 'HFHH', 'HFFF', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,16,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,85,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'FFFH', 'FFFG']"
1,53,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HFFG']"
1,36,0,1.0,0.8300415167526705,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,18,0,1.0,0.7630697687590515,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,76,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,77,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,56,0,1.0,0.9762504936564125,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,53,0,1.0,0.8103284404851119,"['SFHF', 'FHFF', 'FFHH', 'HFFG']"
1,81,0,1.0,0.9704017769489168,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,58,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,71,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHHF', 'FFHG']"
1,71,0,1.0,0.8735386475474635,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HHFG']"
1,15,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'HHFG']"
