Temperature,Simulations,Return,Discounted Return,Map
1,75,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'HFFG']"
1,39,0,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'FFFG']"
1,37,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,56,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,50,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FHFF', 'FHFG']"
1,58,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFH', 'HFFG']"
1,95,0,1.0,0.9445131481500655,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,78,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,8,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FHFF', 'FHFG']"
1,25,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFFG']"
1,44,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,25,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HFFG']"
1,43,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,61,0,1.0,0.9138075656044898,"['SFHH', 'FHHF', 'FHFH', 'FFFG']"
1,27,0,0.0,0.0,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,79,0,1.0,0.884100203995605,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,7,0,1.0,0.837556937769312,"['SFFH', 'FHFF', 'HFFF', 'FHFG']"
1,37,0,1.0,0.860513950810667,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,100,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,7,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,27,0,1.0,0.8867604854519608,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,48,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'HHHG']"
1,94,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,87,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HFFG']"
1,17,0,1.0,0.9165572373164391,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,31,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HHHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFFF', 'FFHG']"
1,82,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,99,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,73,0,1.0,0.9791880578299021,"['SFHF', 'FHFH', 'FFFF', 'HHFG']"
1,28,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,31,0,1.0,0.9110661429076764,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,10,0,1.0,0.8921050870283477,"['SFFF', 'HFHF', 'HFHF', 'HFFG']"
1,54,0,1.0,0.8657003616774767,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFH', 'HHFG']"
1,19,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,99,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,76,0,1.0,0.9762504936564125,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,28,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,96,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,41,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FHFF', 'FFFG']"
1,21,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,80,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'FHFF', 'FHFG']"
1,53,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,85,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FHHF', 'FFHG']"
1,32,0,1.0,0.9416796087056153,"['SFHH', 'FFHH', 'FFFF', 'FHHG']"
1,68,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FHFF', 'HHFG']"
1,37,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,31,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,88,0,1.0,0.9559328248389055,"['SHHF', 'FHHH', 'FFFF', 'HHFG']"
1,94,0,1.0,0.9388545698794984,"['SFHH', 'HFHF', 'HFHH', 'FFFG']"
1,18,0,1.0,0.90289112180858,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,96,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,56,0,1.0,0.9502058312852957,"['SFHH', 'FFHH', 'FFFH', 'FFFG']"
1,61,0,1.0,0.747188804859888,"['SFHF', 'HFFF', 'HFHF', 'HHFG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFFF', 'HHFG']"
1,95,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9502058312852957,"['SHHF', 'FFHH', 'HFFF', 'FFFG']"
1,77,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,66,0,1.0,0.9559328248389055,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,20,0,1.0,0.857932408958235,"['SFHH', 'HFFH', 'FHFH', 'HFFG']"
1,28,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,65,0,1.0,0.9502058312852957,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,27,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFF', 'HFFG']"
1,84,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,94,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,23,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'FFFG']"
1,30,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,60,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'FFHG']"
1,43,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,31,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,28,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HHHF', 'HHHG']"
1,84,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFFF', 'FFHG']"
1,81,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,67,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,50,0,1.0,0.8502341582884777,"['SFFF', 'FHFH', 'HHFH', 'HHFG']"
1,93,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'HHFF', 'FHHG']"
1,57,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'HFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,23,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,62,0,1.0,0.9193151828650342,"['SFHF', 'FHFH', 'FHHH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,99,0,1.0,0.9001824484431542,"['SHFF', 'FFHH', 'HFHH', 'FFFG']"
1,17,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,94,0,1.0,0.93603800616986,"['SHHF', 'FFHH', 'HFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,18,0,1.0,0.8894287717672626,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,47,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,64,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,92,0,1.0,0.9704017769489168,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FFHG']"
1,23,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,61,0,1.0,0.8300415167526705,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,27,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,86,0,1.0,0.9001824484431542,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,70,0,1.0,0.8451404054461714,"['SFHF', 'HFFF', 'HFHF', 'FFHG']"
1,79,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,27,0,1.0,0.9416796087056153,"['SFFF', 'HFFF', 'HFFH', 'HFFG']"
1,53,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFHF', 'HFFG']"
1,86,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFHG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFF', 'HHHG']"
1,93,0,1.0,0.8974819010978248,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'HHFG']"
1,25,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHH', 'HFFG']"
1,42,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,40,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFFF', 'HFHG']"
1,71,0,1.0,0.8103284404851119,"['SFFH', 'HFHF', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FFFF', 'FHFG']"
1,64,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,89,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,45,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHF', 'HFFG']"
1,94,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HHHF', 'FFFG']"
1,47,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHHG']"
1,48,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFF', 'FFHG']"
1,58,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,69,0,1.0,0.9193151828650342,"['SFHH', 'FFFH', 'HFHH', 'FFFG']"
1,78,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,62,0,1.0,0.9416796087056153,"['SHFH', 'FFHF', 'HFFF', 'HFHG']"
1,23,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,47,0,1.0,0.9332298921513504,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,82,0,1.0,0.9733217421754432,"['SFFF', 'FHHH', 'FFFH', 'FFFG']"
1,45,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,33,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FHHG']"
1,17,0,1.0,0.9165572373164391,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,23,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,39,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,92,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,68,0,1.0,0.8921050870283477,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,13,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'FHFF', 'HFHG']"
1,29,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,49,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'FFFG']"
1,95,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,33,0,1.0,0.8275513922024125,"['SFFF', 'HHFH', 'HHFF', 'HHHG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,25,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,58,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'HFHH', 'HFFG']"
1,14,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,64,0,1.0,0.9445131481500655,"['SFFH', 'FHFH', 'FFFF', 'HFHG']"
1,89,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,53,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,72,0,1.0,0.9559328248389055,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,91,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,39,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,60,0,1.0,0.7816331707050701,"['SFHF', 'FFHF', 'FFFH', 'HHFG']"
1,65,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,69,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,95,0,1.0,0.9473552137914398,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,70,0,1.0,0.9445131481500655,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,26,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,25,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFFH', 'HFFG']"
1,64,0,1.0,0.9248559951318693,"['SHHF', 'FHHH', 'FFFF', 'FFHG']"
1,77,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFH', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,13,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,46,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFF', 'HFHG']"
1,54,0,1.0,0.9083329444789534,"['SHHF', 'FFFF', 'HFFF', 'FHHG']"
1,76,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,84,0,1.0,0.9502058312852957,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFFG']"
1,64,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,82,0,1.0,0.9138075656044898,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,32,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'FHHF', 'FFFG']"
1,9,0,1.0,0.8201257512162927,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,65,0,1.0,0.8814479033836181,"['SHFF', 'FHHF', 'FFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,91,0,1.0,0.7863441585589971,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,15,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'HFHG']"
1,65,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,49,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FHFF', 'HHFG']"
1,64,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FHFF', 'FFFG']"
1,75,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,35,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FFFF', 'HFFG']"
1,11,0,1.0,0.9473552137914398,"['SHHF', 'FHFF', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'HHHG']"
1,53,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,9,0,1.0,0.8103284404851119,"['SFFH', 'FHFF', 'FFHF', 'HFHG']"
1,18,0,1.0,0.8657003616774767,"['SHHH', 'FFFH', 'HFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,98,0,1.0,0.9821344612135428,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,71,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,91,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'HFFF', 'HHHG']"
1,85,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFFF', 'HFFG']"
1,83,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'HFFF', 'HFHG']"
1,94,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHFH', 'FFFG']"
1,44,0,1.0,0.857932408958235,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,21,0,1.0,0.9083329444789534,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,61,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFF', 'HFFF', 'HHHG']"
1,41,0,1.0,0.9445131481500655,"['SFFH', 'FHFH', 'HFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FHFG']"
1,26,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'HFFH', 'HFFG']"
1,63,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
1,50,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,96,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FHFF', 'HFHG']"
1,90,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,71,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'HHFF', 'HHFG']"
1,50,0,1.0,0.9416796087056153,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,12,0,1.0,0.9304302024748964,"['SFFF', 'FFFH', 'HHFF', 'HFFG']"
1,99,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,56,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,55,0,1.0,0.8250687380258053,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,62,0,1.0,0.9416796087056153,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,34,0,1.0,0.857932408958235,"['SHFF', 'FFHF', 'FHHF', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,58,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,82,0,1.0,0.9616943356035061,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,64,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,73,0,1.0,0.7607805594527743,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,48,0,1.0,0.7910835400474212,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,54,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,43,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,79,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,29,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHHF', 'HHFG']"
1,19,0,1.0,0.8735386475474635,"['SHFH', 'FFFH', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'FHHG']"
1,30,0,1.0,0.9674905716180701,"['SFFH', 'FFHH', 'FFFF', 'FFFG']"
1,60,0,1.0,0.9193151828650342,"['SHFH', 'FFHH', 'HFHF', 'HFFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,73,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'FHFH', 'HFFG']"
1,85,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHHF', 'FFFG']"
1,44,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFF', 'FFFG']"
1,50,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,58,0,1.0,0.9616943356035061,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,23,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,66,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FFHH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,35,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FHHF', 'HFFG']"
1,86,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,19,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HFFF', 'FFFG']"
1,22,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'HFFG']"
1,22,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFH', 'FFFG']"
1,32,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FFFF', 'FHFG']"
1,78,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,81,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,98,0,1.0,0.8451404054461714,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFHF', 'FHHG']"
1,69,0,1.0,0.9193151828650342,"['SFFH', 'HHFH', 'HFFF', 'FFFG']"
1,99,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,79,0,1.0,0.7746195551602378,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,37,0,1.0,0.9674905716180701,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,44,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'FFFF', 'FHHG']"
1,69,0,1.0,0.8553586117313603,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,89,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,52,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'FHFH', 'FFFG']"
1,76,0,1.0,0.7910835400474212,"['SHHF', 'FFHH', 'HFFF', 'FHFG']"
1,74,0,1.0,0.8325391341551359,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,97,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'HFFH', 'FFFG']"
1,88,0,1.0,0.9821344612135428,"['SHHH', 'FHHF', 'FFFF', 'HFFG']"
1,67,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
