Temperature,Simulations,Return,Discounted Return,Map
1,49,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'HFFF', 'FHFG']"
1,25,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,87,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,87,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFHF', 'HFFG']"
1,78,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'HHHF', 'HFHG']"
1,85,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,56,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HFHF', 'HHHG']"
1,54,0,1.0,0.8225935318117279,"['SHFF', 'FFFH', 'HHFF', 'HFHG']"
1,82,0,1.0,0.7792882711929549,"['SHHH', 'FFHH', 'HFHH', 'HFFG']"
1,25,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,22,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,16,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,42,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHHG']"
1,40,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFH', 'HFFG']"
1,53,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,40,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,40,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFH', 'FFFG']"
1,98,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHFF', 'FFFG']"
1,16,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,13,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,28,0,1.0,0.7722956964947572,"['SFFH', 'FFFF', 'FHFH', 'HHFG']"
1,60,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,70,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'FFHG']"
1,19,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHFF', 'FFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFH', 'FFHH', 'HFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'HFFG']"
1,49,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'HHFG']"
1,52,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFF', 'FHHG']"
1,44,0,1.0,0.9530650263643888,"['SFFH', 'HFFH', 'HHFF', 'HFHG']"
1,59,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'FHFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFH', 'FFHF', 'HFFG']"
1,45,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'FFHG']"
1,16,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFH', 'FHFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,51,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FHFF', 'FHHG']"
1,28,0,1.0,0.9110661429076764,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,6,0,1.0,0.78398512608332,"['SFFF', 'FHFH', 'HHFF', 'FHFG']"
1,37,0,1.0,0.8631032605924442,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,100,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHHG']"
1,68,0,1.0,0.7699788094052729,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,83,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,62,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,25,0,1.0,0.9110661429076764,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,62,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FFHF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFF', 'FHHF', 'FHHF', 'FHHG']"
1,96,0,1.0,0.857932408958235,"['SHHF', 'FFHF', 'HFFH', 'HFFG']"
1,17,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHH', 'HFFG']"
1,93,0,1.0,0.9276389118674717,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,24,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFF', 'HFFF', 'FFFH', 'HHFG']"
1,64,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FFHG']"
1,59,0,1.0,0.9445131481500655,"['SFFH', 'HHFH', 'HHFF', 'HFHG']"
1,58,0,1.0,0.9248559951318693,"['SFFF', 'FHHF', 'FFFF', 'HFHG']"
1,19,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHF', 'HFFG']"
1,60,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,49,0,1.0,0.8814479033836181,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'FFHG']"
1,8,0,1.0,0.9276389118674717,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,22,0,1.0,0.8078974551636565,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,7,0,1.0,0.8176653739626438,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,34,0,1.0,0.8451404054461714,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,98,0,1.0,0.9559328248389055,"['SFFH', 'HFHH', 'FFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFHH', 'FHHF', 'FFFG']"
1,73,0,1.0,0.9588092525966956,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,96,0,1.0,0.9110661429076764,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,18,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,81,0,1.0,0.9001824484431542,"['SFHF', 'HFFF', 'FHFH', 'FHFG']"
1,8,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,32,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,24,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFF', 'FHFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,89,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'HHFH', 'FHFG']"
1,22,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,60,0,1.0,0.8657003616774767,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,56,0,1.0,0.8894287717672626,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,90,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'FFFF', 'FFFG']"
1,23,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,74,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,85,0,1.0,0.7516921927868743,"['SHFF', 'FHHH', 'FFFH', 'HHFG']"
1,27,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FHFF', 'FFHG']"
1,36,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FFFF', 'HFFG']"
1,70,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFH', 'HFFG']"
1,66,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,55,0,1.0,0.9056079456455165,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,85,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,56,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,77,0,1.0,0.9445131481500655,"['SHFF', 'FFHH', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,72,0,1.0,0.9645880999032158,"['SFHH', 'HFHF', 'FFFF', 'HFFG']"
1,39,0,1.0,0.7792882711929549,"['SFFH', 'FFHF', 'HFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'HFHG']"
1,81,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHHF', 'HHHG']"
1,48,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HFHF', 'HHFG']"
1,65,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'FHFF', 'FHHG']"
1,13,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,78,0,1.0,0.9193151828650342,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,72,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HFHG']"
1,32,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,41,0,1.0,0.8735386475474635,"['SFFH', 'HHFH', 'HHFF', 'HFFG']"
1,87,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHHG']"
1,61,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FFHF', 'FFHG']"
1,93,0,1.0,0.9588092525966956,"['SHFF', 'FFHF', 'FFFF', 'FHHG']"
1,29,0,1.0,0.8176653739626438,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,49,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FHFH', 'HFFG']"
1,66,0,1.0,0.9791880578299021,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,88,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,48,0,1.0,0.90289112180858,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,96,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,76,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,27,0,1.0,0.8657003616774767,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,84,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,26,0,1.0,0.8527925358961662,"['SHFH', 'FFFF', 'FFFF', 'FHHG']"
1,46,0,1.0,0.9473552137914398,"['SHFH', 'FFHH', 'FFFF', 'HFHG']"
1,48,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,52,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,14,0,1.0,0.8631032605924442,"['SFFH', 'FFFH', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,70,0,1.0,0.9304302024748964,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,23,0,0.0,0.0,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,89,0,1.0,0.9304302024748964,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,49,0,1.0,0.8974819010978248,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,43,0,1.0,0.8631032605924442,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'HFFG']"
1,99,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'HHFG']"
1,65,0,1.0,0.9276389118674717,"['SFHH', 'FFFF', 'FFFF', 'FHHG']"
1,1,0,1.0,0.9165572373164391,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,62,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FHHF', 'FFFG']"
1,49,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHFF', 'HFFG']"
1,17,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,88,0,1.0,0.985089730404757,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,90,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHHF', 'FFFG']"
1,26,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'FFFG']"
1,51,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFHG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFH', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,48,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FFFH', 'HHFG']"
1,99,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SFFF', 'FHFF', 'FFHH', 'HFFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHHF', 'FFFG']"
1,66,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,63,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,63,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,49,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,53,0,1.0,0.7539540549517295,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,100,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFF', 'HHHG']"
1,86,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,75,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'HHFF', 'HFFG']"
1,27,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FHFF', 'HFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFF', 'HHHF', 'HHHG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'FHFG']"
1,12,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,15,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HHHG']"
1,84,0,1.0,0.9704017769489168,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FFHF', 'FFFG']"
1,44,0,1.0,0.9165572373164391,"['SFHF', 'FFFF', 'HHFH', 'HHFG']"
1,74,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,71,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,93,0,1.0,0.8683052775100066,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'FHFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFFF', 'HHHG']"
1,75,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,63,0,1.0,0.7562227231210928,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,42,0,1.0,0.7653658663581259,"['SFFH', 'FHFH', 'HHFF', 'FFHG']"
1,82,0,1.0,0.8502341582884777,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,89,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,91,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'HFFF', 'HHHG']"
1,43,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,95,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFHH', 'FFFG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHFF', 'HHFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,50,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,58,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FFHG']"
1,22,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,62,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,46,0,1.0,0.8476834558136123,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,77,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,20,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHF', 'FHFF', 'FHFH', 'FFFG']"
1,96,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,26,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,62,0,1.0,0.9530650263643888,"['SFHH', 'FFHH', 'FFHF', 'HFFG']"
1,20,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,68,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,52,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,32,0,1.0,0.9220814271464737,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,38,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,79,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,81,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FFFF', 'FHHG']"
1,18,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,14,0,1.0,0.9193151828650342,"['SFFF', 'FFFF', 'FFFF', 'FHHG']"
1,19,0,1.0,0.8527925358961662,"['SFHF', 'HFFF', 'FHHF', 'FHHG']"
1,38,0,1.0,0.7584982177744161,"['SFFF', 'FFHH', 'HFFH', 'HHFG']"
1,82,0,1.0,0.9530650263643888,"['SHHF', 'FHHF', 'FFFH', 'FHFG']"
1,17,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,28,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'FFFH', 'FFFG']"
1,97,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,80,0,1.0,0.9791880578299021,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,81,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,12,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,22,0,1.0,0.884100203995605,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,89,0,1.0,0.8761671489944468,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,70,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,42,0,1.0,0.9416796087056153,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFF', 'FHHG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,58,0,1.0,0.857932408958235,"['SFHF', 'FFFH', 'HHFH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,50,0,1.0,0.9304302024748964,"['SHHH', 'FHFH', 'FHHH', 'FFFG']"
1,99,0,1.0,0.9416796087056153,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,27,0,1.0,0.9276389118674717,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,24,0,1.0,0.9473552137914398,"['SHFH', 'FFFH', 'FHFH', 'FFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,80,0,1.0,0.9616943356035061,"['SFHF', 'FHFH', 'FHHF', 'FFFG']"
1,32,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HHHG']"
1,40,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,68,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,66,0,1.0,0.9559328248389055,"['SFHF', 'FFHF', 'HFFH', 'FFFG']"
1,22,0,1.0,0.8921050870283477,"['SFFH', 'HHFH', 'HFFH', 'HFFG']"
1,48,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHH', 'FFFG']"
1,73,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHH', 'HFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'FFFG']"
1,89,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,96,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,46,0,1.0,0.8631032605924442,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,56,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHFH', 'FFFG']"
1,83,0,1.0,0.9473552137914398,"['SFHH', 'FFHF', 'HFHH', 'HFFG']"
1,35,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FHFF', 'HHHG']"
1,75,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,26,0,1.0,0.9220814271464737,"['SFHH', 'HFFF', 'HHFF', 'HFHG']"
1,38,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FHHF', 'FFFG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,39,0,1.0,0.79346393184295,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,42,0,1.0,0.985089730404757,"['SHHF', 'FHHF', 'FFFF', 'HFFG']"
1,68,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,53,0,1.0,0.9762504936564125,"['SHFF', 'FFHH', 'FFFF', 'HFFG']"
1,67,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,100,0,1.0,0.9193151828650342,"['SHFH', 'FHFH', 'FFHF', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,80,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'HFFF', 'FFFG']"
1,56,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HHHG']"
1,18,0,0.0,0.0,"['SFFH', 'FFFH', 'FHHF', 'FFFG']"
1,33,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'HFFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,99,0,1.0,0.8788035596734672,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,50,0,1.0,0.9791880578299021,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,14,0,1.0,0.8735386475474635,"['SFFF', 'FFHF', 'FFFF', 'FHFG']"
1,9,0,1.0,0.8006481694852418,"['SHHH', 'FHHF', 'FFFH', 'FFFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FHFG']"
1,57,0,1.0,0.9388545698794984,"['SHHH', 'FFHH', 'FFFF', 'HFFG']"
1,39,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFH', 'FFFG']"
1,60,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFHG']"
1,29,0,0.0,0.0,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,49,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,50,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,39,0,1.0,0.9248559951318693,"['SFHF', 'HFHH', 'FFFH', 'HFFG']"
1,75,0,1.0,0.9388545698794984,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,89,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'HFFH', 'HHFG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFH', 'HHFG']"
1,96,0,1.0,0.9530650263643888,"['SFFH', 'FHHF', 'FHHF', 'FFFG']"
1,17,0,1.0,0.7887102894272789,"['SHHH', 'FHHF', 'FHFF', 'FFFG']"
1,77,0,1.0,0.8527925358961662,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,68,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HHHG']"
1,83,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HHHF', 'HHHG']"
1,70,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FFHF', 'FFHG']"
1,71,0,1.0,0.8894287717672626,"['SFHH', 'HFFH', 'HHFH', 'HHFG']"
1,35,0,1.0,0.9332298921513504,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFH', 'FFFG']"
1,26,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFHF', 'FHFG']"
1,74,0,1.0,0.9220814271464737,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,16,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,48,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
