Temperature,Simulations,Return,Discounted Return,Map
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHFG']"
1,47,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,97,0,1.0,0.8683052775100066,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,19,0,1.0,0.7427123967299725,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFHF', 'HFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9791880578299021,"['SFHF', 'FHHH', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFH', 'HFFG']"
1,93,0,1.0,0.9445131481500655,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,48,0,1.0,0.8814479033836181,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,83,0,1.0,0.8078974551636565,"['SHHH', 'FHFF', 'FFHH', 'HFFG']"
1,86,0,1.0,0.8657003616774767,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,5,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'HHFF', 'FHFG']"
1,76,0,1.0,0.9276389118674717,"['SFFH', 'FHHH', 'FFFH', 'HFFG']"
1,29,0,1.0,0.9001824484431542,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,13,0,1.0,0.9138075656044898,"['SFHH', 'FFFF', 'HFFF', 'HHFG']"
1,91,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HHHF', 'FFHG']"
1,18,0,1.0,0.7722956964947572,"['SFFH', 'HFFF', 'FFFH', 'HHFG']"
1,86,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,23,0,0.0,0.0,"['SFFH', 'FHHF', 'FHFH', 'FFFG']"
1,100,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,51,0,1.0,0.9645880999032158,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9473552137914398,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,55,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HFFF', 'FFFG']"
1,23,0,1.0,0.9193151828650342,"['SFFH', 'HHFF', 'HFHF', 'FHHG']"
1,22,0,1.0,0.93603800616986,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SFFH', 'FHHH', 'FFHH', 'HFFG']"
1,84,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,43,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,52,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,65,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HHHG']"
1,83,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'FHFG']"
1,25,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFF', 'FHHG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,59,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,19,0,1.0,0.8527925358961662,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,34,0,1.0,0.767668872977057,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FFHG']"
1,12,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'FFFF', 'FHFG']"
1,20,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,36,0,1.0,0.860513950810667,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,7,0,1.0,0.8325391341551359,"['SFFF', 'HHHF', 'FHFF', 'FHHG']"
1,87,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FHFF', 'HHFG']"
1,70,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SFHH', 'FHFH', 'FHHF', 'FFFG']"
1,41,0,0.0,0.0,"['SHHH', 'FFHF', 'FFHH', 'HFFG']"
1,82,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,22,0,1.0,0.7887102894272789,"['SFFH', 'HHFH', 'HHFF', 'HFHG']"
1,13,0,1.0,0.9193151828650342,"['SFFH', 'HHFH', 'FHFF', 'FFFG']"
1,70,0,1.0,0.9762504936564125,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FHHF', 'FFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FHHF', 'FHHF', 'FFFG']"
1,57,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FFFF', 'HHHG']"
1,74,0,1.0,0.78398512608332,"['SHFF', 'FFFF', 'FHFH', 'FHFG']"
1,91,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,23,0,1.0,0.9473552137914398,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FFFG']"
1,90,0,1.0,0.9445131481500655,"['SFHH', 'FFHH', 'HFFH', 'FHFG']"
1,89,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFHH', 'FFFG']"
1,11,0,0.0,0.0,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,17,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,82,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'FHFF', 'HHHG']"
1,58,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'HFFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'HHHG']"
1,24,0,1.0,0.8054737627981655,"['SHHH', 'FFHF', 'FFFF', 'FHFG']"
1,51,0,1.0,0.9056079456455165,"['SFHF', 'HFFH', 'FFFF', 'FHHG']"
1,91,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'HFFF', 'FFFG']"
1,59,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFF', 'FHHG']"
1,28,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,83,0,1.0,0.8300415167526705,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,81,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'HHHF', 'FHFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FFHG']"
1,46,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HFHF', 'FFHG']"
1,85,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,64,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'HHFH', 'HHFG']"
1,11,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFFF', 'FFFG']"
1,13,0,1.0,0.798246224976786,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,29,0,1.0,0.8451404054461714,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,41,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,74,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHFG']"
1,80,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,94,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'HHFF', 'HFHG']"
1,27,0,0.0,0.0,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,98,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFF', 'HFHG']"
1,54,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'FHFG']"
1,46,0,1.0,0.9138075656044898,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,30,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,9,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'FFFF', 'HFFG']"
1,34,0,1.0,0.9332298921513504,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9530650263643888,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,71,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,24,0,1.0,0.8735386475474635,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,79,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,44,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,81,0,1.0,0.9733217421754432,"['SHFF', 'FHHF', 'FFFF', 'HFFG']"
1,96,0,1.0,0.9193151828650342,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,55,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HFFG']"
1,39,0,1.0,0.9645880999032158,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,21,0,1.0,0.9110661429076764,"['SHHH', 'FHHF', 'FHFF', 'FFFG']"
1,25,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,93,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'HFFF', 'FFFG']"
1,42,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHH', 'HFFG']"
1,16,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FFHG']"
1,32,0,1.0,0.9276389118674717,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,66,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,54,0,1.0,0.7746195551602378,"['SFFF', 'HFHH', 'FFFF', 'HHHG']"
1,88,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,18,0,0.0,0.0,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,72,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HHFG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHFF', 'HFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FHHG']"
1,67,0,1.0,0.837556937769312,"['SFHF', 'FHHF', 'FFFF', 'HHHG']"
1,48,0,1.0,0.90289112180858,"['SFFH', 'HHFF', 'HHHF', 'HFFG']"
1,62,0,1.0,0.9138075656044898,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,60,0,1.0,0.8894287717672626,"['SHHH', 'FHHF', 'FFFF', 'HFFG']"
1,58,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,17,0,0.0,0.0,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHF', 'FFHG']"
1,31,0,1.0,0.8735386475474635,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,62,0,1.0,0.9332298921513504,"['SHHH', 'FFHF', 'FFFH', 'HFFG']"
1,6,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,49,0,1.0,0.9445131481500655,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FHHG']"
1,40,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFFF', 'HHHG']"
1,82,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FFFG']"
1,34,0,1.0,0.985089730404757,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,48,0,1.0,0.9110661429076764,"['SFHH', 'FFHF', 'FHFH', 'FFFG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9645880999032158,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,94,0,1.0,0.9645880999032158,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,54,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,98,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FHHF', 'HFFG']"
1,31,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,41,0,1.0,0.9165572373164391,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,59,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'HFHH', 'HFFG']"
1,25,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,49,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,21,0,1.0,0.9332298921513504,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,6,0,1.0,0.7584982177744161,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HFFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,31,0,1.0,0.9056079456455165,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,27,0,1.0,0.9416796087056153,"['SFHF', 'FFHH', 'FFFF', 'HFHG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,45,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,37,0,1.0,0.8867604854519608,"['SFHF', 'FFHF', 'HFFF', 'HHFG']"
1,79,0,1.0,0.8947894553945313,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,95,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,86,0,1.0,0.8201257512162927,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,69,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHHG']"
1,75,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFHF', 'FFFG']"
1,49,0,1.0,0.9193151828650342,"['SFHH', 'FHHH', 'FHHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,25,0,1.0,0.7958514863018556,"['SFFF', 'FFHH', 'HFFF', 'HFHG']"
1,92,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,74,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FHHF', 'FFFG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FHFH', 'FFFG']"
1,88,0,1.0,0.9704017769489168,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,47,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FHFG']"
1,55,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HHHG']"
1,49,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,36,0,1.0,0.9821344612135428,"['SFFH', 'HFHH', 'HFFH', 'HFFG']"
1,37,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,63,0,1.0,0.9193151828650342,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,93,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,92,0,1.0,0.985089730404757,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,82,0,1.0,0.9821344612135428,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,31,0,1.0,0.9276389118674717,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'HHFG']"
1,80,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'HHFH', 'FHFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,45,0,1.0,0.9616943356035061,"['SHFH', 'FHFH', 'FFHF', 'FFFG']"
1,16,0,0.0,0.0,"['SFHF', 'FHHH', 'FHHH', 'FFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,94,0,1.0,0.9276389118674717,"['SHFH', 'FFHF', 'HFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,79,0,1.0,0.9473552137914398,"['SFHF', 'FFHH', 'HFFH', 'HFFG']"
1,62,0,1.0,0.8103284404851119,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
1,88,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,84,0,1.0,0.8683052775100066,"['SHHF', 'FHFH', 'FFFF', 'FHHG']"
1,18,0,1.0,0.8867604854519608,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,52,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,12,0,1.0,0.884100203995605,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,75,0,1.0,0.9110661429076764,"['SHHF', 'FFFF', 'HFHH', 'FFFG']"
1,68,0,1.0,0.79346393184295,"['SHHF', 'FFFF', 'HFHF', 'HHFG']"
1,50,0,1.0,0.8947894553945313,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,22,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,64,0,1.0,0.9248559951318693,"['SFFH', 'FHFH', 'HFFH', 'HHFG']"
1,43,0,1.0,0.9332298921513504,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,29,0,1.0,0.9193151828650342,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,57,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,14,0,0.0,0.0,"['SHHH', 'FFHF', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'HFFF', 'HHFG']"
1,84,0,1.0,0.7562227231210928,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,49,0,1.0,0.9056079456455165,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,62,0,1.0,0.8631032605924442,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,36,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FFFH', 'HFFG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFHF', 'FFFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFH', 'FHFG']"
1,88,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,25,0,1.0,0.7722956964947572,"['SHHF', 'FFFF', 'HHFF', 'HFHG']"
1,10,0,1.0,0.8788035596734672,"['SFFH', 'FHHH', 'FFFH', 'FFFG']"
1,40,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,87,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,23,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'FFFF', 'FFFG']"
1,100,0,1.0,0.9001824484431542,"['SFFH', 'FHFF', 'FFHH', 'HFFG']"
1,14,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,54,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'HHFG']"
1,72,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'FHFG']"
1,34,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FFHG']"
1,70,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,55,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'HHFG']"
1,28,0,1.0,0.8735386475474635,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,73,0,1.0,0.8400771692771434,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,41,0,1.0,0.776950406379376,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,65,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFHG']"
1,87,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'HFFF', 'HHFG']"
1,92,0,1.0,0.9110661429076764,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,100,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFFF', 'HHFG']"
1,59,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,30,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,81,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FHFF', 'FFFG']"
1,53,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,97,0,1.0,0.9445131481500655,"['SFHF', 'FFHH', 'FFFF', 'HFHG']"
1,44,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,42,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,31,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,14,0,1.0,0.9138075656044898,"['SHFH', 'FFFH', 'FFFF', 'HFFG']"
1,26,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HHHG']"
1,36,0,1.0,0.9276389118674717,"['SFHF', 'FHHH', 'FHHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FFFH', 'FFFH', 'FHFG']"
1,19,0,1.0,0.8078974551636565,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,60,0,1.0,0.9083329444789534,"['SFFH', 'FHHH', 'FHHH', 'FFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,60,0,1.0,0.9821344612135428,"['SHFF', 'FFHF', 'FFHH', 'FFFG']"
1,85,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,56,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FHHH', 'FFFG']"
1,87,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,77,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,26,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'HFFH', 'FHFG']"
1,68,0,1.0,0.8054737627981655,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,20,0,1.0,0.8325391341551359,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,84,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HHFG']"
1,79,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HHFF', 'HHFG']"
1,69,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFH', 'HHFG']"
1,61,0,1.0,0.985089730404757,"['SHFF', 'FHHH', 'FFHH', 'FFFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FFFG']"
1,73,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,79,0,1.0,0.9588092525966956,"['SHFF', 'FHHF', 'FHHH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'FHHG']"
1,61,0,1.0,0.9445131481500655,"['SHHH', 'FFFH', 'FFHF', 'FFFG']"
1,90,0,1.0,0.9762504936564125,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,44,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,39,0,1.0,0.7722956964947572,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,72,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,42,0,1.0,0.9110661429076764,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,72,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,37,0,0.0,0.0,"['SFFH', 'HFHH', 'HFHF', 'FFFG']"
1,84,0,1.0,0.884100203995605,"['SHHF', 'FFHH', 'FFHF', 'HFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FFHF', 'FHHH', 'FFFG']"
1,77,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,59,0,1.0,0.9645880999032158,"['SFHF', 'FHFH', 'FFFF', 'HFFG']"
1,70,0,1.0,0.9332298921513504,"['SHFF', 'FHHH', 'FHHH', 'FFFG']"
