Temperature,Simulations,Return,Discounted Return,Map
1,68,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,24,0,1.0,0.9674905716180701,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,77,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'HFFF', 'FFFG']"
1,48,0,1.0,0.9248559951318693,"['SFFH', 'HHFH', 'HHFF', 'HFHG']"
1,25,0,1.0,0.7816331707050701,"['SFFH', 'HHFH', 'FHFF', 'FFHG']"
1,99,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'HFFG']"
1,49,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,59,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,28,0,1.0,0.8814479033836181,"['SFHF', 'FFHH', 'FHHF', 'FFFG']"
1,8,0,1.0,0.8476834558136123,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,38,0,1.0,0.9138075656044898,"['SFFH', 'FFHF', 'FHFH', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFH', 'FHFG']"
1,61,0,1.0,0.9001824484431542,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,55,0,1.0,0.9616943356035061,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,83,0,1.0,0.9248559951318693,"['SFHF', 'FHFF', 'FFFF', 'HHHG']"
1,64,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,39,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FFHF', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFHF', 'HFFG']"
1,48,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,82,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,24,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'FHFG']"
1,99,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,94,0,1.0,0.8894287717672626,"['SHHF', 'FFFF', 'HHHF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFFG']"
1,74,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'HHFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,71,0,1.0,0.9332298921513504,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HHHG']"
1,15,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,68,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFFF', 'HFFG']"
1,94,0,1.0,0.9530650263643888,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,98,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'HFFH', 'FFFG']"
1,88,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'HFFF', 'FFFG']"
1,60,0,1.0,0.9001824484431542,"['SFFF', 'HFFF', 'FHFH', 'HFFG']"
1,71,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFHH', 'FFFG']"
1,41,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FFFF', 'FFFG']"
1,74,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'HHFF', 'HHHG']"
1,21,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,17,0,1.0,0.8476834558136123,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,51,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,29,0,1.0,0.7746195551602378,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,49,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHH', 'HFFG']"
1,78,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,15,0,1.0,0.7539540549517295,"['SFFF', 'FFFH', 'FFFF', 'HHHG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFHF', 'FHFG']"
1,36,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,27,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'HFFF', 'FFFG']"
1,71,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,38,0,1.0,0.9083329444789534,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,75,0,1.0,0.8788035596734672,"['SHFF', 'FFHF', 'HFFH', 'FFFG']"
1,12,0,0.0,0.0,"['SHHH', 'FHHF', 'FHHF', 'FFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHF', 'HFFG']"
1,51,0,1.0,0.9056079456455165,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,7,0,0.0,0.0,"['SFFF', 'HFFH', 'HHFF', 'HFHG']"
1,61,0,1.0,0.9821344612135428,"['SFFH', 'FHHH', 'FFFF', 'FFFG']"
1,78,0,1.0,0.8867604854519608,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,58,0,1.0,0.9502058312852957,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,88,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FHFG']"
1,55,0,1.0,0.8476834558136123,"['SHHH', 'FFHF', 'HFFH', 'FFFG']"
1,21,0,1.0,0.8225935318117279,"['SHHF', 'FHHH', 'FFFF', 'HFFG']"
1,36,0,1.0,0.9530650263643888,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,2,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,39,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHF', 'HFFG']"
1,8,0,1.0,0.8325391341551359,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,41,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,92,0,1.0,0.9473552137914398,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,35,0,1.0,0.9388545698794984,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,44,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,84,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFHF', 'FFHG']"
1,39,0,1.0,0.9588092525966956,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,41,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,59,0,1.0,0.9332298921513504,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,34,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,36,0,1.0,0.8225935318117279,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,43,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HHHG']"
1,12,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FHFG']"
1,93,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,34,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,56,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FHFF', 'HHHG']"
1,12,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,56,0,1.0,0.9791880578299021,"['SFHH', 'HFHF', 'HFFH', 'FFFG']"
1,20,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'HFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,37,0,0.0,0.0,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,24,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,100,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,85,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,79,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,82,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHH', 'HFFG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHFF', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFHF', 'FFFG']"
1,36,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FHFG']"
1,43,0,1.0,0.93603800616986,"['SHFF', 'FFFH', 'FFFH', 'HHFG']"
1,51,0,1.0,0.93603800616986,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,64,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HFHG']"
1,26,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,51,0,1.0,0.9473552137914398,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,39,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,75,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,84,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FHFH', 'HHFG']"
1,42,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,86,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,58,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'HFFH', 'FHFG']"
1,31,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,74,0,1.0,0.9674905716180701,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,85,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'HFFF', 'HFHG']"
1,51,0,1.0,0.8921050870283477,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'HHHG']"
1,68,0,1.0,0.8894287717672626,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,57,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FFFF', 'FHHG']"
1,70,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,25,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,44,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'FHFF', 'FHFG']"
1,73,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'FFFH', 'FHFG']"
1,97,0,1.0,0.9704017769489168,"['SFHF', 'FHFF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,32,0,1.0,0.9791880578299021,"['SFHH', 'HFHH', 'HFFF', 'FFFG']"
1,52,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,65,0,1.0,0.9588092525966956,"['SHFF', 'FHHF', 'FFFF', 'FHHG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,56,0,1.0,0.7863441585589971,"['SFFH', 'FHFH', 'FHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,52,0,1.0,0.9674905716180701,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,82,0,1.0,0.9762504936564125,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,45,0,1.0,0.9332298921513504,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,19,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,70,0,1.0,0.835044266956004,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,91,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFHH', 'FFFG']"
1,100,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,88,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'HFFF', 'HFHG']"
1,68,0,1.0,0.9762504936564125,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,94,0,1.0,0.9220814271464737,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,33,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFH', 'FHFG']"
1,33,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'FFHG']"
1,68,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HHFF', 'FHHG']"
1,70,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,29,0,1.0,0.8735386475474635,"['SFFH', 'HFHF', 'HFFH', 'FFFG']"
1,91,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,97,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,75,0,1.0,0.9473552137914398,"['SFFH', 'HFHH', 'HFFF', 'FHFG']"
1,100,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFF', 'FFFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFH', 'HHFG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FHFG']"
1,68,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,40,0,1.0,0.860513950810667,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,19,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HHFG']"
1,63,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,6,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HHHG']"
1,63,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,62,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HHFG']"
1,79,0,1.0,0.9502058312852957,"['SFFH', 'FHFH', 'FHFH', 'HHFG']"
1,83,0,1.0,0.9473552137914398,"['SHHF', 'FFFF', 'FFFH', 'FHFG']"
1,28,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HHHG']"
1,46,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,58,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,89,0,1.0,0.9056079456455165,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,82,0,1.0,0.9332298921513504,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,42,0,1.0,0.9001824484431542,"['SFFF', 'HFFH', 'HHFH', 'FHFG']"
1,2,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'FFFF', 'HFHG']"
1,58,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHHG']"
1,84,0,1.0,0.9276389118674717,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFH', 'FFHF', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,100,0,1.0,0.985089730404757,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,40,0,1.0,0.9304302024748964,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,36,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,21,0,1.0,0.9165572373164391,"['SFFH', 'HHFF', 'HFFF', 'HFHG']"
1,37,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'HFFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFFH', 'FHHF', 'FFFG']"
1,75,0,1.0,0.9332298921513504,"['SHFF', 'FFFF', 'HFHF', 'FFHG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FHHG']"
1,90,0,1.0,0.9276389118674717,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,94,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,89,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFHG']"
1,10,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,29,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,92,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,67,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'FFHF', 'FHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,20,0,1.0,0.8814479033836181,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,13,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,62,0,1.0,0.985089730404757,"['SHHH', 'FHFH', 'FFFF', 'FFFG']"
1,19,0,1.0,0.9445131481500655,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,39,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,93,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,39,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FHFG']"
1,98,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,15,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FFHF', 'HHHG']"
1,42,0,1.0,0.8947894553945313,"['SHHH', 'FFFH', 'FFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,51,0,1.0,0.9616943356035061,"['SHFF', 'FHHH', 'FFHH', 'FFFG']"
1,39,0,1.0,0.90289112180858,"['SFFH', 'FHFH', 'FHFH', 'HHFG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,75,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,82,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,58,0,1.0,0.9276389118674717,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,70,0,1.0,0.9588092525966956,"['SFFF', 'HFHH', 'HFFF', 'FHFG']"
1,55,0,1.0,0.8947894553945313,"['SFHF', 'HFFF', 'FFHH', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,72,0,1.0,0.884100203995605,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,26,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FHFF', 'HFFG']"
1,90,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,67,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHFH', 'HFFG']"
1,39,0,1.0,0.8078974551636565,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFHF', 'FFHH', 'HFFG']"
1,91,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFF', 'FHHG']"
1,31,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,33,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'FFFG']"
1,18,0,1.0,0.93603800616986,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,94,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,80,0,1.0,0.9388545698794984,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'FHFH', 'FFFH', 'FHFG']"
1,77,0,0.0,0.0,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,22,0,1.0,0.8974819010978248,"['SFFF', 'FHFH', 'HFFF', 'HHFG']"
1,84,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFFH', 'HHFG']"
1,20,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,13,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHHF', 'FHFG']"
1,72,0,1.0,0.9165572373164391,"['SHHH', 'FFFF', 'HHHF', 'HFHG']"
1,85,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,53,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,63,0,1.0,0.93603800616986,"['SFHH', 'FFFH', 'FFHF', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,63,0,1.0,0.7792882711929549,"['SFFH', 'FHFH', 'FHFF', 'HFHG']"
1,86,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,86,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,87,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,96,0,1.0,0.9821344612135428,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,56,0,1.0,0.9473552137914398,"['SHFH', 'FFFH', 'FFFH', 'FHFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FFHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,36,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,40,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,14,0,1.0,0.9056079456455165,"['SFFF', 'FFFH', 'HFFH', 'HFFG']"
1,92,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,66,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,87,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,65,0,1.0,0.8683052775100066,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,56,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,45,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FHHF', 'HFFG']"
1,59,0,1.0,0.857932408958235,"['SHFF', 'FFFF', 'FHHF', 'HHFG']"
1,42,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,39,0,1.0,0.8225935318117279,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,27,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FHFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HFHG']"
1,34,0,1.0,0.9530650263643888,"['SFHF', 'FHHH', 'FFFF', 'HFFG']"
1,89,0,1.0,0.8947894553945313,"['SHFF', 'FFFF', 'HHHF', 'HFHG']"
1,38,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FHHF', 'FHFG']"
1,89,0,1.0,0.9559328248389055,"['SFHH', 'HFHF', 'FFFH', 'FFFG']"
1,42,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,85,0,1.0,0.8947894553945313,"['SFHF', 'FFHF', 'HFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,86,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SHFH', 'FHFH', 'FHFH', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,79,0,1.0,0.93603800616986,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,87,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,64,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFHF', 'HHHG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,25,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,36,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,11,0,1.0,0.9791880578299021,"['SHHH', 'FHHF', 'FFFF', 'FFFG']"
