Temperature,Simulations,Return,Discounted Return,Map
1,89,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFFH', 'FHFG']"
1,54,0,1.0,0.860513950810667,"['SFHH', 'HFFF', 'HHHF', 'HFFG']"
1,48,0,1.0,0.9704017769489168,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,62,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFF', 'FHFG']"
1,26,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,12,0,0.0,0.0,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,96,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFH', 'HFFG']"
1,26,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,80,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,83,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HFFF', 'HFHG']"
1,77,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHHG']"
1,18,0,1.0,0.8974819010978248,"['SFFH', 'FHFH', 'HFFF', 'FHHG']"
1,88,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FFFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HFHG']"
1,40,0,1.0,0.8735386475474635,"['SHHH', 'FFFH', 'HFFF', 'HFFG']"
1,46,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'FFFF', 'HFHG']"
1,55,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,72,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHHF', 'HHFG']"
1,85,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,36,0,1.0,0.8250687380258053,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,41,0,1.0,0.9220814271464737,"['SHHF', 'FFHF', 'FFFF', 'HHHG']"
1,58,0,1.0,0.8103284404851119,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,97,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFHH', 'FFFG']"
1,66,0,1.0,0.9821344612135428,"['SFHH', 'FHHH', 'FFHH', 'FFFG']"
1,63,0,1.0,0.9056079456455165,"['SFHF', 'HFFH', 'FHFF', 'FHHG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'HFHF', 'HFFH', 'FFFG']"
1,16,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,49,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,43,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9165572373164391,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,78,0,1.0,0.9165572373164391,"['SFFH', 'HHFH', 'HHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,39,0,1.0,0.9165572373164391,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,33,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFH', 'FHFG']"
1,56,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFFF', 'FFFG']"
1,34,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,59,0,1.0,0.9332298921513504,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,83,0,1.0,0.9616943356035061,"['SFHH', 'HFHF', 'HFFH', 'FFFG']"
1,91,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'HFFF', 'FHHG']"
1,71,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,56,0,1.0,0.9193151828650342,"['SFHF', 'FHHF', 'FHHH', 'FFFG']"
1,52,0,1.0,0.9276389118674717,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,53,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFHF', 'FHFG']"
1,21,0,1.0,0.9559328248389055,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,24,0,0.0,0.0,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,56,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,51,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,59,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HHFH', 'FHFG']"
1,3,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,41,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,69,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFHF', 'FHHG']"
1,70,0,1.0,0.8127667407072335,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FFHG']"
1,54,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,64,0,1.0,0.9588092525966956,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,49,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HFFF', 'FHFG']"
1,24,0,1.0,0.884100203995605,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,20,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,62,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,31,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,27,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'FHFG']"
1,79,0,1.0,0.9276389118674717,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,49,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHHF', 'FHHG']"
1,15,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,66,0,1.0,0.884100203995605,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHF', 'HFFG']"
1,32,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,23,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,10,0,0.0,0.0,"['SFFF', 'HHFH', 'HFFH', 'HFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,80,0,1.0,0.8814479033836181,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,67,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,93,0,1.0,0.9193151828650342,"['SHFH', 'FHHH', 'FFFH', 'HHFG']"
1,29,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFH', 'HHFG']"
1,13,0,1.0,0.8103284404851119,"['SFFF', 'FHHF', 'FHFF', 'FFHG']"
1,8,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FHHF', 'FHFG']"
1,22,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'HHFF', 'HFFG']"
1,13,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHFF', 'FHHG']"
1,1,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,97,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'HFHG']"
1,25,0,1.0,0.7653658663581259,"['SFFH', 'HHFF', 'FHFH', 'HHFG']"
1,79,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,58,0,1.0,0.90289112180858,"['SFHF', 'HFFH', 'FFHF', 'HFFG']"
1,15,0,1.0,0.7516921927868743,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,60,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'HHFG']"
1,12,0,1.0,0.8527925358961662,"['SFHF', 'FHFF', 'FFFH', 'FFFG']"
1,95,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'FFFF', 'HFFG']"
1,75,0,1.0,0.8814479033836181,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,56,0,1.0,0.9083329444789534,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,52,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,74,0,1.0,0.857932408958235,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,15,0,1.0,0.8683052775100066,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,53,0,1.0,0.9056079456455165,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,60,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,88,0,1.0,0.8476834558136123,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,66,0,1.0,0.9616943356035061,"['SFHF', 'FHFH', 'FFFF', 'HHFG']"
1,18,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,78,0,1.0,0.9674905716180701,"['SFFH', 'HFHH', 'FFHH', 'FFFG']"
1,47,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HHFF', 'FFHG']"
1,63,0,1.0,0.9502058312852957,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,42,0,1.0,0.9165572373164391,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,38,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHH', 'HFFG']"
1,85,0,1.0,0.9733217421754432,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,9,0,1.0,0.8502341582884777,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,53,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,81,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,92,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FHFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,80,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFHH', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,25,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFHG']"
1,17,0,0.0,0.0,"['SHFF', 'FFHH', 'FHHF', 'FFFG']"
1,100,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,69,0,1.0,0.8683052775100066,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,18,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,76,0,1.0,0.9220814271464737,"['SHHH', 'FFFF', 'HFFH', 'FHFG']"
1,86,0,1.0,0.9704017769489168,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,60,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,90,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,57,0,1.0,0.985089730404757,"['SFFH', 'FFHH', 'HFFF', 'FFFG']"
1,71,0,1.0,0.8921050870283477,"['SFHH', 'FFHF', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,30,0,1.0,0.9001824484431542,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'HHHG']"
1,60,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'FFHH', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FFHG']"
1,55,0,1.0,0.8152123778407558,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,47,0,1.0,0.8974819010978248,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'HFFG']"
1,79,0,1.0,0.8921050870283477,"['SHHF', 'FFFH', 'FHFH', 'FHFG']"
1,39,0,1.0,0.9248559951318693,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,83,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,3,0,1.0,0.8894287717672626,"['SFFF', 'HFFF', 'HFFF', 'FFFG']"
1,92,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'FHFF', 'HHHG']"
1,24,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FHFF', 'HFFG']"
1,67,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHFF', 'HFFG']"
1,71,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHHF', 'FHFG']"
1,84,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFH', 'HHFG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHFF', 'HHHG']"
1,79,0,1.0,0.9001824484431542,"['SFHF', 'FFFF', 'FHHF', 'FHHG']"
1,45,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FHFF', 'FFHG']"
1,13,0,1.0,0.860513950810667,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,49,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HFHF', 'HFFG']"
1,72,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,12,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,31,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFFH', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,90,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'FHHF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9056079456455165,"['SHFF', 'FHFF', 'FFHH', 'HFFG']"
1,82,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'HFHG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FHFF', 'HFFG']"
1,59,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FFFF', 'FFFG']"
1,17,0,1.0,0.79346393184295,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,78,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,69,0,1.0,0.9138075656044898,"['SFHH', 'FHHH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHFF', 'HHHG']"
1,40,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,72,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FFFH', 'HFFG']"
1,39,0,1.0,0.9416796087056153,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'FFHG']"
1,28,0,1.0,0.9248559951318693,"['SFFF', 'FHHF', 'FFFF', 'FFHG']"
1,63,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'HHFG']"
1,54,0,1.0,0.9388545698794984,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,60,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,46,0,1.0,0.9138075656044898,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,94,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,39,0,1.0,0.9674905716180701,"['SFFF', 'FFHH', 'HFFF', 'FFFG']"
1,38,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,40,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'FFFF', 'FHHG']"
1,47,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FFHF', 'HHHG']"
1,18,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,55,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFH', 'FHFG']"
1,67,0,1.0,0.7539540549517295,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,36,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,58,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,43,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,92,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HFHF', 'HFHG']"
1,72,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,93,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FFFF', 'HHFG']"
1,10,0,1.0,0.9001824484431542,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,53,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FHHG']"
1,79,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,31,0,1.0,0.9332298921513504,"['SFFH', 'FFFH', 'FHHH', 'FFFG']"
1,33,0,1.0,0.9674905716180701,"['SHHF', 'FHFF', 'FFFF', 'HFFG']"
1,19,0,1.0,0.8867604854519608,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,19,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'HFHG']"
1,34,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFFH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFFH', 'FFFG']"
1,85,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHFH', 'FHFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HHHG']"
1,12,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'FHHF', 'FFFG']"
1,55,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,64,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,38,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'HFHF', 'FHHG']"
1,43,0,1.0,0.9056079456455165,"['SFFH', 'HHFF', 'FFHF', 'HFHG']"
1,38,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,56,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'FFHG']"
1,17,0,1.0,0.776950406379376,"['SFFH', 'HHFH', 'FHFF', 'HHFG']"
1,92,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,55,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,15,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,93,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,44,0,1.0,0.9821344612135428,"['SHFF', 'FHHH', 'FHHH', 'FFFG']"
1,42,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'HHHG']"
1,74,0,1.0,0.9445131481500655,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFFF', 'FFFG']"
1,41,0,1.0,0.9445131481500655,"['SFFH', 'FFFH', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FHFF', 'FHFG']"
1,38,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHFF', 'HHFG']"
1,60,0,1.0,0.9248559951318693,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,79,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HFFG']"
1,90,0,1.0,0.90289112180858,"['SFHH', 'FFHF', 'HFHF', 'HFFG']"
1,33,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,63,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFF', 'HFHG']"
1,60,0,1.0,0.9083329444789534,"['SFFF', 'HFHF', 'FFHH', 'FFFG']"
1,83,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,36,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HHHF', 'HFFG']"
1,92,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,38,0,1.0,0.8867604854519608,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,30,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,94,0,1.0,0.8127667407072335,"['SFHH', 'FHHH', 'FFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFH', 'HFFG']"
1,32,0,1.0,0.8054737627981655,"['SHFF', 'FFHF', 'FFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,59,0,1.0,0.8683052775100066,"['SFFH', 'FFHF', 'FFHH', 'HFFG']"
1,78,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'HFFF', 'FFFG']"
1,21,0,1.0,0.8894287717672626,"['SFFF', 'HFFH', 'FFFF', 'FHHG']"
1,13,0,1.0,0.9416796087056153,"['SFFF', 'FHFF', 'FFFF', 'FHFG']"
1,36,0,1.0,0.9248559951318693,"['SFFH', 'FFHH', 'HFFF', 'FHHG']"
1,92,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,88,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,70,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'HFHG']"
1,92,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FFHF', 'HFFG']"
1,92,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'HFFF', 'FHFG']"
1,56,0,1.0,0.9110661429076764,"['SFHF', 'HFFF', 'FFHF', 'FFHG']"
1,55,0,1.0,0.8894287717672626,"['SFFH', 'HHFH', 'HHFF', 'FFFG']"
1,37,0,1.0,0.9588092525966956,"['SHFF', 'FHFF', 'FFFF', 'FFHG']"
1,67,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,96,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'FFFH', 'FHFG']"
1,93,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FHFG']"
1,90,0,1.0,0.7958514863018556,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,66,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'FHHG']"
1,85,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,87,0,1.0,0.8527925358961662,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,92,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,55,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,15,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,96,0,1.0,0.8631032605924442,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,70,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,82,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'HFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFF', 'HHHG']"
1,40,0,1.0,0.9416796087056153,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,67,0,1.0,0.9138075656044898,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,58,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHHF', 'HHHG']"
1,70,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FFHH', 'FFFG']"
1,97,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'HFFF', 'FHHG']"
1,76,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,78,0,1.0,0.9645880999032158,"['SHHH', 'FHHF', 'FFHH', 'FFFG']"
1,21,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'FFFG']"
1,29,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'FHFG']"
1,73,0,1.0,0.9791880578299021,"['SHHF', 'FFHF', 'FFFF', 'FFFG']"
