Temperature,Simulations,Return,Discounted Return,Map
1,64,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,30,0,0.0,0.0,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,69,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,33,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FHFG']"
1,64,0,1.0,0.9276389118674717,"['SFHH', 'HFFF', 'FFHF', 'FHHG']"
1,33,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,15,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,57,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FHFH', 'FFFG']"
1,65,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HHHG']"
1,37,0,1.0,0.8426049842298329,"['SFHF', 'HFFF', 'HHFH', 'FFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFHF', 'FHFF', 'FFFG']"
1,93,0,1.0,0.798246224976786,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,21,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,76,0,1.0,0.93603800616986,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,78,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,35,0,1.0,0.9220814271464737,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,43,0,1.0,0.9248559951318693,"['SFFH', 'HHFH', 'FHFF', 'FFHG']"
1,12,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,91,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FFHF', 'FHHG']"
1,64,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,100,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,48,0,1.0,0.9473552137914398,"['SHHF', 'FFFH', 'FFHF', 'FFFG']"
1,79,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'FHHF', 'FFHG']"
1,24,0,1.0,0.9332298921513504,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,87,0,1.0,0.8225935318117279,"['SFFF', 'HFFH', 'FFHF', 'HFFG']"
1,97,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,85,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFHG']"
1,17,0,1.0,0.9248559951318693,"['SFFF', 'FHFH', 'FFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,52,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,71,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,92,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HFHF', 'FFHG']"
1,42,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,84,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FHFF', 'FFFG']"
1,29,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFHF', 'FHHG']"
1,57,0,1.0,0.93603800616986,"['SFHH', 'HFHF', 'HFHH', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,8,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,62,0,1.0,0.8631032605924442,"['SFHF', 'HFHH', 'FFHH', 'HFFG']"
1,42,0,1.0,0.7427123967299725,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,42,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'FHFF', 'HFFG']"
1,91,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,74,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,76,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,11,0,1.0,0.7539540549517295,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,54,0,1.0,0.9110661429076764,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,54,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'HFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,54,0,1.0,0.8947894553945313,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,72,0,1.0,0.9559328248389055,"['SHHF', 'FHHH', 'FHFH', 'FFFG']"
1,94,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,27,0,1.0,0.9276389118674717,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,58,0,1.0,0.9616943356035061,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,68,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,37,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FHHG']"
1,78,0,1.0,0.8657003616774767,"['SFHF', 'FHHF', 'FFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,34,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFHF', 'HFFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,80,0,1.0,0.9502058312852957,"['SHHH', 'FFHF', 'FFFF', 'HHHG']"
1,20,0,1.0,0.8225935318117279,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFH', 'HFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HHHG']"
1,85,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,97,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,28,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HFHG']"
1,73,0,1.0,0.8947894553945313,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,26,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,95,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'FFFF', 'FHHG']"
1,16,0,0.0,0.0,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,79,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHHG']"
1,90,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFF', 'HFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,43,0,1.0,0.93603800616986,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,92,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FHFF', 'HHHG']"
1,68,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'FFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,11,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'FHFG']"
1,92,0,1.0,0.9388545698794984,"['SFFH', 'FHFF', 'FHFF', 'HFFG']"
1,63,0,1.0,0.8176653739626438,"['SFHH', 'FFFF', 'FHFH', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,46,0,1.0,0.9220814271464737,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,93,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'HFFG']"
1,42,0,1.0,0.8400771692771434,"['SFHF', 'HFFH', 'HFHF', 'HFFG']"
1,77,0,1.0,0.7863441585589971,"['SFFH', 'FFHH', 'HFFH', 'FHFG']"
1,53,0,1.0,0.9220814271464737,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,8,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,65,0,1.0,0.9645880999032158,"['SFFH', 'FFHF', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,63,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFH', 'FHFH', 'FFFH', 'FHFG']"
1,70,0,1.0,0.9530650263643888,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,49,0,1.0,0.9304302024748964,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,54,0,1.0,0.8947894553945313,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,36,0,1.0,0.9001824484431542,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,61,0,1.0,0.9304302024748964,"['SFHH', 'FHFH', 'FFFF', 'HFFG']"
1,30,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,97,0,1.0,0.9791880578299021,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,18,0,0.0,0.0,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,18,0,1.0,0.8400771692771434,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,92,0,1.0,0.9388545698794984,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,67,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,78,0,1.0,0.93603800616986,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,14,0,1.0,0.8709180316048211,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,75,0,1.0,0.803057341509771,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,73,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHF', 'FHFH', 'FFFG']"
1,94,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,65,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,44,0,1.0,0.8683052775100066,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,40,0,1.0,0.7863441585589971,"['SFHH', 'HFFF', 'FFHH', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FHFF', 'FFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,51,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FHFH', 'FFFG']"
1,43,0,1.0,0.803057341509771,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,82,0,1.0,0.9530650263643888,"['SFHF', 'HFHH', 'HFFH', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,14,0,1.0,0.9220814271464737,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,37,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,23,0,1.0,0.857932408958235,"['SFFH', 'FFHF', 'FFFF', 'FHFG']"
1,85,0,1.0,0.837556937769312,"['SFHH', 'FHHF', 'FFFF', 'HFHG']"
1,61,0,1.0,0.93603800616986,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,37,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'FHHG']"
1,53,0,1.0,0.8426049842298329,"['SHHH', 'FHFH', 'FFFF', 'HHFG']"
1,74,0,1.0,0.9645880999032158,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,71,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,48,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'HFHG']"
1,55,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,31,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,44,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFHG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'FFHF', 'FFFG']"
1,15,0,1.0,0.860513950810667,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,96,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,10,0,1.0,0.884100203995605,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,35,0,1.0,0.9588092525966956,"['SHHF', 'FHHF', 'FFHH', 'FFFG']"
1,22,0,1.0,0.747188804859888,"['SFHF', 'HFFH', 'FFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,3,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHFF', 'FHFG']"
1,35,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'HHFG']"
1,69,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'HHFG']"
1,22,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,79,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,52,0,1.0,0.7607805594527743,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,73,0,1.0,0.8502341582884777,"['SFFF', 'FFFH', 'HFHH', 'HFFG']"
1,42,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,57,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FFHF', 'FHHG']"
1,57,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'FFFF', 'FHFG']"
1,84,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,37,0,1.0,0.9791880578299021,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,66,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,73,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFFF', 'HFFG']"
1,31,0,1.0,0.79346393184295,"['SFFH', 'FFFH', 'HFHF', 'HFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,67,0,1.0,0.9276389118674717,"['SHFF', 'FHHF', 'FFFF', 'FFHG']"
1,26,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,82,0,1.0,0.9388545698794984,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,35,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFFF', 'FHHG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,77,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FFFF', 'FHHG']"
1,65,0,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,76,0,1.0,0.9138075656044898,"['SHFF', 'FFHF', 'FFFF', 'HFHG']"
1,68,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'HHFF', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,42,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,63,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFFF', 'FFFG']"
1,49,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,93,0,1.0,0.9110661429076764,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,66,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFH', 'FHFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,73,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,26,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,53,0,1.0,0.90289112180858,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,12,0,1.0,0.7494371162085136,"['SHFF', 'FHFF', 'FFFF', 'HFFG']"
1,17,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,42,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'FHFF', 'FHFG']"
1,22,0,1.0,0.9530650263643888,"['SHFF', 'FFHF', 'FFFF', 'FHFG']"
1,98,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'HHFG']"
1,40,0,1.0,0.9416796087056153,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,36,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'HHHG']"
1,51,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HHHG']"
1,77,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,21,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FFHH', 'FFFG']"
1,18,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FHHF', 'FHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HHHG']"
1,55,0,1.0,0.9276389118674717,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,2,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HHHG']"
1,2,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HHHG']"
1,7,0,1.0,0.9473552137914398,"['SHHH', 'FFHH', 'FFFH', 'FFFG']"
1,21,0,0.0,0.0,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,55,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'FHFG']"
1,89,0,1.0,0.8735386475474635,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,30,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,18,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FFHF', 'FFFG']"
1,74,0,1.0,0.9674905716180701,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,28,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'FFFG']"
1,69,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'HFFF', 'FHHG']"
1,71,0,1.0,0.9502058312852957,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,56,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,87,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,11,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,84,0,1.0,0.9332298921513504,"['SFFH', 'HFFH', 'HHFH', 'FHFG']"
1,78,0,1.0,0.9674905716180701,"['SHFF', 'FFHF', 'FFFF', 'FHFG']"
1,80,0,1.0,0.8894287717672626,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,99,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,36,0,1.0,0.9220814271464737,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,88,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,30,0,1.0,0.9220814271464737,"['SFFH', 'HFFF', 'FFHF', 'FHFG']"
1,16,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHF', 'HFFG']"
1,68,0,1.0,0.8947894553945313,"['SFFH', 'HFHH', 'HFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'FHHG']"
1,30,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,60,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,45,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HHFF', 'FHFG']"
1,90,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFHF', 'FHFG']"
1,92,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'FFFH', 'FHFG']"
1,67,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,55,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,51,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'HFHG']"
1,86,0,1.0,0.9304302024748964,"['SHFH', 'FHFF', 'FFHH', 'HFFG']"
1,44,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,67,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFHH', 'FFFG']"
1,26,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHHG']"
1,91,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FFHF', 'HFFG']"
1,50,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,27,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHHF', 'FFFF', 'FHHG']"
1,26,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'HHFG']"
1,39,0,1.0,0.9248559951318693,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HHHG']"
1,6,0,1.0,0.8947894553945313,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,76,0,1.0,0.9762504936564125,"['SHFF', 'FHFF', 'FFFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HHHG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,16,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,35,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,47,0,1.0,0.9083329444789534,"['SFFH', 'HFFH', 'FHFF', 'HFHG']"
1,7,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,63,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HHHF', 'HHFG']"
1,44,0,1.0,0.9445131481500655,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,74,0,1.0,0.9445131481500655,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,50,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,29,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'FFHF', 'FHHG']"
1,55,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,51,0,1.0,0.9530650263643888,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,60,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'FHHF', 'FFFG']"
1,56,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,41,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,62,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,10,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,19,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HHFG']"
1,100,0,1.0,0.9138075656044898,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,36,0,1.0,0.9616943356035061,"['SFHH', 'FHFF', 'FFHH', 'FFFG']"
1,23,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFFF', 'FFFG']"
1,42,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'FFFF', 'HHHG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'FFFG']"
1,39,0,1.0,0.9791880578299021,"['SFHF', 'FHFF', 'FFFF', 'HFFG']"
1,35,0,1.0,0.8867604854519608,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,46,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,66,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FHFF', 'FHHG']"
1,46,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,33,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHHG']"
1,54,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,81,0,1.0,0.9473552137914398,"['SHFF', 'FFHH', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFF', 'FFFG']"
1,25,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,50,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,63,0,1.0,0.9388545698794984,"['SFFH', 'FHFH', 'FHFF', 'HHFG']"
1,96,0,1.0,0.9674905716180701,"['SFHF', 'HFHF', 'HFFH', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'HHFG']"
