Temperature,Simulations,Return,Discounted Return,Map
1,92,0,1.0,0.9276389118674717,"['SFFH', 'FFHF', 'HFFH', 'FFFG']"
1,77,0,1.0,0.9733217421754432,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,30,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,46,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,18,0,0.0,0.0,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,93,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FHHF', 'FFFG']"
1,90,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,34,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHHF', 'FFFG']"
1,74,0,1.0,0.9645880999032158,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFH', 'FFFG']"
1,47,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,17,0,0.0,0.0,"['SHHH', 'FHFF', 'FHHH', 'FFFG']"
1,45,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,85,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,25,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'HHFG']"
1,89,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HHFF', 'FFFG']"
1,50,0,1.0,0.798246224976786,"['SFHH', 'HFFH', 'FHFF', 'FFHG']"
1,17,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFH', 'FFFG']"
1,29,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HHHG']"
1,86,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FFHF', 'HFFG']"
1,36,0,1.0,0.9332298921513504,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,60,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,25,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,63,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,22,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HFHG']"
1,41,0,1.0,0.8631032605924442,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,81,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FHFF', 'FFHG']"
1,50,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FFFF', 'HFFG']"
1,55,0,1.0,0.9733217421754432,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,35,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,46,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'HFFG']"
1,55,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,62,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,93,0,1.0,0.9248559951318693,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,36,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FHFF', 'HHFG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'FHHG']"
1,51,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,100,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,7,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFFF', 'HHFG']"
1,71,0,1.0,0.8709180316048211,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,50,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,67,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHH', 'HFFG']"
1,7,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HHHG']"
1,43,0,1.0,0.776950406379376,"['SFFF', 'HFHH', 'FFFF', 'HFHG']"
1,19,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,100,0,1.0,0.985089730404757,"['SHHH', 'FHHF', 'FFFF', 'FFFG']"
1,32,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'FHFG']"
1,21,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
