Temperature,Simulations,Return,Discounted Return,Map
1,95,0,1.0,0.9791880578299021,"['SFHF', 'FHFF', 'FFFH', 'HFFG']"
1,25,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HHFF', 'FFFG']"
1,53,0,1.0,0.8657003616774767,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,57,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFFF', 'FFFG']"
1,49,0,1.0,0.8275513922024125,"['SFHF', 'HFFH', 'FHFH', 'FFFG']"
1,37,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FHHF', 'HHHG']"
1,33,0,1.0,0.7958514863018556,"['SFHF', 'HFHH', 'FFFF', 'HFHG']"
1,47,0,1.0,0.8735386475474635,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,57,0,1.0,0.9733217421754432,"['SHFH', 'FHHH', 'FFFH', 'FFFG']"
1,93,0,1.0,0.7816331707050701,"['SFFH', 'HFHF', 'FFFH', 'HHFG']"
1,13,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHH', 'FFFG']"
1,63,0,1.0,0.93603800616986,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,62,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,77,0,1.0,0.9083329444789534,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9388545698794984,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,13,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,26,0,1.0,0.9332298921513504,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,72,0,1.0,0.8814479033836181,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,32,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,94,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,75,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FHHH', 'FFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFHG']"
1,78,0,1.0,0.9704017769489168,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,70,0,1.0,0.9138075656044898,"['SHFH', 'FHHF', 'FHFF', 'FFFG']"
1,46,0,1.0,0.8921050870283477,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,10,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,95,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,14,0,1.0,0.9165572373164391,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,39,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHHF', 'FHHG']"
1,21,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,98,0,1.0,0.7562227231210928,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9530650263643888,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,91,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'FHFF', 'FHHG']"
1,48,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,67,0,1.0,0.9445131481500655,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,32,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,20,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,67,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,63,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,57,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HHFG']"
1,98,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFFF', 'HFFG']"
1,39,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,49,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,74,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,75,0,1.0,0.9616943356035061,"['SFHH', 'FHHH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.8921050870283477,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,82,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,10,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHF', 'FFFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFHF', 'FHFG']"
1,98,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,76,0,1.0,0.884100203995605,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,12,0,1.0,0.9056079456455165,"['SFFF', 'HHHF', 'FFFF', 'FHHG']"
1,30,0,1.0,0.8894287717672626,"['SFHH', 'FHHH', 'FFHH', 'FFFG']"
1,12,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,79,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,79,0,1.0,0.9588092525966956,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,35,0,1.0,0.8502341582884777,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,96,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,60,0,1.0,0.9276389118674717,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,80,0,1.0,0.93603800616986,"['SFFH', 'HFHF', 'FFHH', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,63,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHHF', 'FHHG']"
1,21,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,76,0,1.0,0.9276389118674717,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,72,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,11,0,1.0,0.8894287717672626,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFF', 'HHFG']"
1,25,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HHFG']"
1,40,0,1.0,0.9416796087056153,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,57,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HFHF', 'FHFG']"
1,41,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,94,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,61,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHFG']"
1,80,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FHFH', 'HHFG']"
1,50,0,1.0,0.9559328248389055,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,41,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFFF', 'FHFG']"
1,26,0,1.0,0.8867604854519608,"['SFFF', 'FHFH', 'FFFF', 'HFHG']"
1,22,0,1.0,0.9248559951318693,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,54,0,1.0,0.90289112180858,"['SFFH', 'HHFH', 'FHFF', 'FHHG']"
1,96,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FHFH', 'FFFG']"
1,98,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,29,0,1.0,0.747188804859888,"['SFFH', 'HFHF', 'HFFF', 'HHFG']"
1,72,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,66,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'FHHF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFF', 'HHHG']"
1,73,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHFF', 'FHHG']"
1,89,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,77,0,1.0,0.9388545698794984,"['SFFF', 'HFHF', 'HFFH', 'FFFG']"
1,33,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,53,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,86,0,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,89,0,1.0,0.9502058312852957,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,25,0,1.0,0.8921050870283477,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,22,0,1.0,0.9473552137914398,"['SFFH', 'HFFH', 'FHFF', 'FFHG']"
1,90,0,1.0,0.9530650263643888,"['SFHF', 'FFHF', 'HFFF', 'FFHG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,86,0,1.0,0.8527925358961662,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,15,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,76,0,1.0,0.9674905716180701,"['SFHF', 'HFFH', 'HFFF', 'HFFG']"
1,49,0,1.0,0.8921050870283477,"['SFHF', 'FHFF', 'FHHH', 'FFFG']"
1,55,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,24,0,1.0,0.9001824484431542,"['SFFF', 'FHFH', 'FFFF', 'HHHG']"
1,51,0,1.0,0.9416796087056153,"['SFFF', 'HFHF', 'FFFF', 'FFHG']"
1,56,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,79,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,56,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FFHG']"
1,39,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFHF', 'HHFG']"
1,20,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'FFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,32,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,51,0,1.0,0.9616943356035061,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,38,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,33,0,1.0,0.9056079456455165,"['SFFH', 'FFHF', 'FHHH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,96,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,55,0,1.0,0.9220814271464737,"['SFFH', 'HHFF', 'FFHF', 'FFFG']"
1,29,0,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,47,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,52,0,1.0,0.835044266956004,"['SFHH', 'HFHH', 'HFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,53,0,1.0,0.9645880999032158,"['SFFH', 'FFHH', 'FFFF', 'HFFG']"
1,76,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,94,0,1.0,0.9645880999032158,"['SFFH', 'HFHF', 'HFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,89,0,1.0,0.9559328248389055,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,40,0,1.0,0.8225935318117279,"['SFFH', 'HFHH', 'FFFF', 'FFHG']"
1,52,0,1.0,0.9416796087056153,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,70,0,1.0,0.9445131481500655,"['SFFF', 'FFHH', 'FFFH', 'HFFG']"
1,46,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HHFH', 'FHFG']"
1,62,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFHF', 'HHFG']"
1,50,0,1.0,0.7792882711929549,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHHF', 'FHHG']"
1,45,0,1.0,0.8947894553945313,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,48,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,31,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HFHF', 'FHHG']"
1,66,0,1.0,0.8631032605924442,"['SHFH', 'FHFF', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,29,0,1.0,0.8152123778407558,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,16,0,0.0,0.0,"['SHFF', 'FHHF', 'FHHH', 'FFFG']"
1,39,0,1.0,0.9473552137914398,"['SFFH', 'HFHF', 'FFHF', 'FFFG']"
1,82,0,1.0,0.7722956964947572,"['SHFF', 'FFFH', 'HFFF', 'FFHG']"
1,54,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHFF', 'HHHG']"
1,90,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'HFFF', 'FFHG']"
1,4,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,50,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,91,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'HFHH', 'HFFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,54,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,86,0,1.0,0.7516921927868743,"['SHFH', 'FHHH', 'FFFH', 'HHFG']"
1,81,0,1.0,0.8788035596734672,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,32,0,1.0,0.884100203995605,"['SFFH', 'FHFH', 'FFFF', 'HHHG']"
1,36,0,1.0,0.9588092525966956,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,33,0,1.0,0.9674905716180701,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,37,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'FHFG']"
1,25,0,1.0,0.9248559951318693,"['SFFF', 'HFFH', 'HHFF', 'FHFG']"
1,35,0,1.0,0.884100203995605,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,99,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'HFFH', 'HFFG']"
1,11,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,49,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HHFF', 'HFFG']"
1,55,0,1.0,0.9248559951318693,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,72,0,1.0,0.8476834558136123,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,22,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FFFF', 'FHFG']"
1,12,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HFFF', 'FFFG']"
1,51,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'FHFG']"
1,65,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'HHFF', 'HHFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,51,0,1.0,0.8527925358961662,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,31,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'HFFF', 'HHFG']"
1,90,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FHFF', 'FFHG']"
1,70,0,1.0,0.9083329444789534,"['SHHH', 'FFHF', 'FFHF', 'HFFG']"
1,50,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,22,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,26,0,1.0,0.9165572373164391,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,60,0,1.0,0.9473552137914398,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'HHFG']"
1,3,0,1.0,0.9001824484431542,"['SFFF', 'FHFF', 'FHHF', 'FFHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,96,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,5,0,1.0,0.8683052775100066,"['SFFF', 'HHFH', 'FFFF', 'FHFG']"
1,58,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,42,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,64,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,30,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,77,0,1.0,0.9791880578299021,"['SFHH', 'FHHF', 'FFFF', 'FFFG']"
1,74,0,1.0,0.9588092525966956,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,31,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HHHG']"
1,22,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,97,0,1.0,0.93603800616986,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,95,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,68,0,1.0,0.9165572373164391,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHHG']"
1,38,0,1.0,0.857932408958235,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,77,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,2,0,1.0,0.7816331707050701,"['SFFF', 'FHFF', 'HHHF', 'HFFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HHHG']"
1,69,0,1.0,0.8631032605924442,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'FFFG']"
1,27,0,1.0,0.7449472384453084,"['SFFF', 'HFHH', 'FFFF', 'HHFG']"
1,24,0,1.0,0.9733217421754432,"['SHFH', 'FHFF', 'FFFF', 'HHFG']"
1,33,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,36,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,54,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,94,0,1.0,0.9791880578299021,"['SHFF', 'FFHH', 'FFFH', 'HFFG']"
1,81,0,1.0,0.8921050870283477,"['SFFH', 'HFFF', 'FHHF', 'FFHG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FHHF', 'HFHG']"
1,85,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FHHG']"
1,30,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,64,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'HHFF', 'HHFG']"
1,79,0,1.0,0.9220814271464737,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,22,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,16,0,1.0,0.8947894553945313,"['SFHH', 'HFHF', 'FFFF', 'FHFG']"
1,88,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'FFFG']"
1,8,0,1.0,0.93603800616986,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,54,0,1.0,0.9220814271464737,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,12,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHHF', 'HFHG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFHF', 'HHHG']"
1,78,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHH', 'HFFG']"
1,25,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'FFFG']"
1,50,0,1.0,0.7887102894272789,"['SFHF', 'HFFF', 'HFHF', 'FFHG']"
1,57,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FHHH', 'FFFG']"
1,86,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHFF', 'FHHG']"
1,74,0,1.0,0.9110661429076764,"['SFHF', 'FFFH', 'HHFF', 'FHFG']"
1,73,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,21,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'HHFF', 'FFFG']"
1,63,0,1.0,0.9733217421754432,"['SFHH', 'FHHH', 'FFFF', 'FFFG']"
1,87,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,10,0,1.0,0.8426049842298329,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,27,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FFHF', 'HHFG']"
1,58,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,16,0,1.0,0.835044266956004,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,30,0,1.0,0.9304302024748964,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,67,0,1.0,0.8947894553945313,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9001824484431542,"['SFFH', 'FFHH', 'FHHH', 'FFFG']"
1,34,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'HFFH', 'FHFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,56,0,1.0,0.9445131481500655,"['SHFF', 'FFFH', 'FFFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FHFG']"
1,50,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FFHF', 'FFHG']"
1,38,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHH', 'HFFG']"
1,51,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHHF', 'HFHG']"
1,71,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,18,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,29,0,1.0,0.9220814271464737,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHHF', 'FHHF', 'FHFF', 'FFFG']"
1,24,0,1.0,0.8250687380258053,"['SFFF', 'HFFF', 'HFFH', 'FHFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,47,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFH', 'HFFG']"
1,86,0,1.0,0.9821344612135428,"['SFHH', 'HFHH', 'FFFF', 'HFFG']"
1,39,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HFHG']"
1,42,0,0.0,0.0,"['SHHF', 'FFHF', 'FHHF', 'FFFG']"
1,31,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,48,0,1.0,0.8921050870283477,"['SFFF', 'HFHH', 'FFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'HFHG']"
1,76,0,1.0,0.9821344612135428,"['SHHF', 'FHHF', 'FFHH', 'FFFG']"
1,87,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,45,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,35,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
