Temperature,Simulations,Return,Discounted Return,Map
1,40,0,1.0,0.985089730404757,"['SFHF', 'FHFF', 'FFHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'FHHG']"
1,46,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,89,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'FHFF', 'FFFG']"
1,76,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'FHFF', 'HFFG']"
1,45,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'FHFF', 'FHHG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'HFFG']"
1,26,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,96,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,51,0,1.0,0.9138075656044898,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,76,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,13,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFFF', 'FFFG']"
1,59,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,80,0,1.0,0.7494371162085136,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,74,0,1.0,0.9276389118674717,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,66,0,1.0,0.9001824484431542,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFF', 'HFHF', 'FHHF', 'FFHG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,59,0,1.0,0.8103284404851119,"['SFHH', 'FFHH', 'HFHH', 'HFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,47,0,1.0,0.8921050870283477,"['SHFF', 'FFFF', 'FHHH', 'FFFG']"
1,91,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,85,0,1.0,0.9332298921513504,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,28,0,1.0,0.9248559951318693,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,42,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,30,0,1.0,0.9220814271464737,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,88,0,1.0,0.9645880999032158,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,98,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FFFH', 'FFFG']"
1,54,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,29,0,1.0,0.8761671489944468,"['SHHF', 'FHFF', 'FFHH', 'FFFG']"
1,7,0,1.0,0.8814479033836181,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,34,0,1.0,0.9674905716180701,"['SFFH', 'FHHF', 'FFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,54,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHFH', 'HHFG']"
1,79,0,1.0,0.9388545698794984,"['SFHH', 'HFHF', 'FFFH', 'HHFG']"
1,46,0,1.0,0.835044266956004,"['SFFF', 'HHFH', 'FFFH', 'FHFG']"
1,10,0,1.0,0.9332298921513504,"['SFFH', 'FFFH', 'FHFH', 'HFFG']"
1,52,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHH', 'HFFG']"
1,96,0,1.0,0.8657003616774767,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,47,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFFF', 'HHFG']"
1,55,0,1.0,0.9502058312852957,"['SHHF', 'FHHH', 'FFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HHFG']"
1,90,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,98,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,61,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'HFFF', 'FHHG']"
1,52,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,39,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFH', 'FHFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
1,21,0,1.0,0.7630697687590515,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,68,0,1.0,0.8947894553945313,"['SFHF', 'FFFF', 'HHHF', 'FHHG']"
1,37,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,66,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFFF', 'FFFG']"
1,34,0,1.0,0.8631032605924442,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,86,0,1.0,0.7863441585589971,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,68,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,47,0,1.0,0.9193151828650342,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,16,0,1.0,0.837556937769312,"['SFFH', 'HHFF', 'FHFF', 'HFHG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,17,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FHFG']"
1,28,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,99,0,1.0,0.9056079456455165,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,98,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FHFF', 'FFHG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFHG']"
1,42,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'FHFG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'HHFG']"
1,47,0,1.0,0.8103284404851119,"['SHHF', 'FFFF', 'HFFF', 'HFHG']"
1,93,0,1.0,0.8502341582884777,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,3,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,98,0,1.0,0.9165572373164391,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,70,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFH', 'FFFG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,21,0,1.0,0.8974819010978248,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,31,0,1.0,0.860513950810667,"['SFFH', 'FFFF', 'FFHH', 'HFFG']"
1,90,0,1.0,0.9645880999032158,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,83,0,1.0,0.9083329444789534,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,71,0,1.0,0.9502058312852957,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,16,0,1.0,0.8974819010978248,"['SFFF', 'HFHF', 'FFFF', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,97,0,1.0,0.9821344612135428,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,36,0,1.0,0.9083329444789534,"['SHFH', 'FFHF', 'FFFF', 'HHFG']"
1,60,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,38,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,84,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,84,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,30,0,1.0,0.7653658663581259,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,34,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'FFFH', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'FHFG']"
1,73,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FFHG']"
1,83,0,1.0,0.9332298921513504,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,53,0,1.0,0.9416796087056153,"['SHHH', 'FHFF', 'FFHF', 'FFFG']"
1,21,0,1.0,0.9001824484431542,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,46,0,1.0,0.9138075656044898,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,98,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HHHF', 'HHFG']"
1,23,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'HFFG']"
1,46,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'HHFG']"
1,84,0,1.0,0.8867604854519608,"['SFHH', 'FHHH', 'FFFF', 'HHFG']"
1,48,0,1.0,0.9056079456455165,"['SFHF', 'HFHF', 'FFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,50,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,30,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'HFFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HFHG']"
1,63,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'HFFF', 'FFHG']"
1,68,0,1.0,0.9138075656044898,"['SFFH', 'HHFH', 'HHFF', 'HFFG']"
1,89,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HHFG']"
1,85,0,1.0,0.7958514863018556,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,58,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'FHHG']"
1,29,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHHF', 'FFHG']"
1,82,0,1.0,0.9502058312852957,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHH', 'HFFG']"
1,86,0,1.0,0.9388545698794984,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,12,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'FFFG']"
1,35,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,35,0,1.0,0.857932408958235,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,92,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'FHFF', 'HHHG']"
1,21,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFF', 'FHFG']"
1,81,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,56,0,1.0,0.9559328248389055,"['SHHF', 'FFHH', 'FFFF', 'FHHG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HHHG']"
1,84,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,43,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FFHG']"
1,68,0,1.0,0.9588092525966956,"['SHFH', 'FFHF', 'FHFF', 'FFFG']"
1,89,0,1.0,0.9762504936564125,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,44,0,1.0,0.9645880999032158,"['SHHH', 'FHHH', 'FHFF', 'FFFG']"
1,69,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FHFH', 'FHFG']"
1,58,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'HHFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,39,0,1.0,0.8502341582884777,"['SFFF', 'FFHH', 'FHFF', 'FFFG']"
1,31,0,1.0,0.9530650263643888,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,63,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,99,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'HFHG']"
1,81,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFH', 'FHFG']"
1,45,0,1.0,0.7722956964947572,"['SFHF', 'FFFF', 'HHHF', 'HHFG']"
1,85,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'HFHG']"
1,75,0,1.0,0.8974819010978248,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,74,0,1.0,0.90289112180858,"['SFHF', 'HFFF', 'HHFH', 'HHFG']"
1,95,0,1.0,0.9674905716180701,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,42,0,1.0,0.9791880578299021,"['SHHH', 'FHFF', 'FFFF', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'HFFF', 'FHHG']"
1,66,0,1.0,0.8527925358961662,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,93,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFHF', 'FHHG']"
1,94,0,1.0,0.9416796087056153,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,92,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FHFF', 'FFFG']"
1,72,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HHFF', 'HHFG']"
1,73,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,33,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFH', 'FFFG']"
1,50,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,17,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,50,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,88,0,1.0,0.9704017769489168,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'HHFG']"
1,60,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,26,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'HHFF', 'FHFG']"
1,35,0,1.0,0.985089730404757,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,17,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'HFFF', 'FHFG']"
1,25,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,21,0,1.0,0.7516921927868743,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9388545698794984,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,93,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HHFF', 'HFFG']"
1,98,0,1.0,0.9388545698794984,"['SHFH', 'FFHF', 'HFFF', 'HFFG']"
1,43,0,1.0,0.9083329444789534,"['SFFH', 'HFFH', 'HHFH', 'FFFG']"
1,53,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,58,0,1.0,0.9559328248389055,"['SHHF', 'FHFH', 'FFFF', 'HFFG']"
1,24,0,1.0,0.7910835400474212,"['SFHH', 'HFHH', 'FFHF', 'FFFG']"
1,95,0,1.0,0.8735386475474635,"['SHHH', 'FHHH', 'FFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9416796087056153,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,85,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFH', 'HFFG']"
1,42,0,1.0,0.9704017769489168,"['SHHF', 'FHHF', 'FHFF', 'FFFG']"
1,69,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'HHFG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,45,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHFF', 'HFHG']"
1,35,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,75,0,1.0,0.9276389118674717,"['SFFH', 'FFHF', 'FHFF', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FHFF', 'HFFG']"
1,37,0,1.0,0.857932408958235,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,70,0,1.0,0.9762504936564125,"['SHFH', 'FFHF', 'FFFF', 'FHFG']"
1,13,0,1.0,0.9388545698794984,"['SFFF', 'FHFF', 'HFFF', 'HHHG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FFFG']"
1,9,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,41,0,1.0,0.9304302024748964,"['SFHF', 'HFFF', 'HHFF', 'FFHG']"
1,73,0,1.0,0.7910835400474212,"['SFFH', 'FHFH', 'HFFF', 'HHHG']"
1,64,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFHF', 'FHFG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,8,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,76,0,1.0,0.9165572373164391,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,96,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'FHHF', 'HFFG']"
1,93,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,32,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,90,0,1.0,0.9645880999032158,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,62,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'HFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,10,0,1.0,0.837556937769312,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,96,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,72,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,62,0,1.0,0.9416796087056153,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,23,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'FFFG']"
1,87,0,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HFFG']"
1,88,0,1.0,0.8735386475474635,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,27,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,36,0,1.0,0.9276389118674717,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,26,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,83,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,49,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'HHHG']"
1,31,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,84,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,67,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHFF', 'HHHG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FHFF', 'FHFG']"
1,16,0,1.0,0.884100203995605,"['SFFH', 'HFFF', 'FFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,69,0,1.0,0.9704017769489168,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,76,0,1.0,0.9193151828650342,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,6,0,1.0,0.8176653739626438,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,51,0,1.0,0.8502341582884777,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,16,0,1.0,0.7516921927868743,"['SFHF', 'FFHF', 'FFFH', 'FHFG']"
1,72,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,22,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,73,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,62,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'HHFH', 'HFFG']"
1,9,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,43,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,56,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,25,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,48,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,49,0,1.0,0.9588092525966956,"['SFHH', 'HFHH', 'HFFF', 'FFFG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HHFF', 'HHFG']"
1,85,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,62,0,1.0,0.9388545698794984,"['SFHF', 'FHHF', 'FFFH', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,60,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'FFFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,61,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,60,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,54,0,1.0,0.9001824484431542,"['SFHF', 'HFFH', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,53,0,1.0,0.9416796087056153,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,39,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'FFHF', 'HFFG']"
1,21,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,54,0,1.0,0.8400771692771434,"['SFHH', 'HFFH', 'FFFH', 'HHFG']"
1,99,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FHHF', 'FFHG']"
1,47,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,99,0,1.0,0.9645880999032158,"['SFFH', 'FHHF', 'FHFH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFH', 'FHFG']"
1,78,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,85,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHHH', 'FHFH', 'FFFG']"
1,81,0,1.0,0.9473552137914398,"['SFFF', 'FFHH', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'FHHG']"
1,50,0,1.0,0.8250687380258053,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,49,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FHFF', 'FFFG']"
1,53,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HFFF', 'FFHG']"
1,63,0,1.0,0.8201257512162927,"['SFHH', 'FHHH', 'FHHH', 'FFFG']"
1,29,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,66,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,43,0,1.0,0.9193151828650342,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,30,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'HHHF', 'FFFG']"
1,24,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,38,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'HFFF', 'HHHG']"
1,89,0,1.0,0.9220814271464737,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,58,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HFHF', 'HFHG']"
1,38,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,56,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'HFFH', 'FHFG']"
1,75,0,1.0,0.8657003616774767,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,48,0,0.0,0.0,"['SHFH', 'FHHH', 'FFHH', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFH', 'FFFG']"
1,22,0,1.0,0.8814479033836181,"['SFFH', 'HFFF', 'FFHF', 'HFFG']"
