Temperature,Simulations,Return,Discounted Return
1,77,1.0,0.9733217421754432
1,16,1.0,0.7516921927868743
1,67,1.0,0.9733217421754432
1,20,1.0,0.7630697687590515
1,88,1.0,0.9588092525966956
1,64,1.0,0.9473552137914398
1,39,1.0,0.9083329444789534
1,19,1.0,0.837556937769312
1,22,1.0,0.8553586117313603
1,96,1.0,0.9704017769489168
1,39,1.0,0.9588092525966956
1,43,1.0,0.9001824484431542
1,92,1.0,0.9616943356035061
1,83,1.0,0.985089730404757
1,35,1.0,0.9276389118674717
1,36,1.0,0.9083329444789534
1,35,1.0,0.8974819010978248
1,39,1.0,0.9645880999032158
1,20,1.0,0.90289112180858
1,14,1.0,0.8921050870283477
1,60,1.0,0.93603800616986
1,20,0.0,0.0
1,69,1.0,0.9276389118674717
1,65,1.0,0.9473552137914398
1,45,1.0,0.8894287717672626
1,99,1.0,0.9762504936564125
1,96,1.0,0.985089730404757
1,24,1.0,0.9276389118674717
1,72,1.0,0.9530650263643888
1,50,1.0,0.9502058312852957
1,45,1.0,0.9821344612135428
1,1,0.0,0.0
1,39,1.0,0.985089730404757
1,91,1.0,0.9704017769489168
1,66,1.0,0.8788035596734672
1,3,0.0,0.0
1,38,1.0,0.9821344612135428
1,97,1.0,0.9502058312852957
1,53,1.0,0.90289112180858
1,72,1.0,0.985089730404757
1,24,1.0,0.860513950810667
1,17,1.0,0.9588092525966956
1,95,1.0,0.93603800616986
1,40,1.0,0.9110661429076764
1,65,1.0,0.9674905716180701
1,67,1.0,0.9821344612135428
1,60,1.0,0.93603800616986
1,12,0.0,0.0
1,9,0.0,0.0
1,50,1.0,0.9645880999032158
1,79,1.0,0.9559328248389055
1,66,1.0,0.9502058312852957
1,3,0.0,0.0
1,19,1.0,0.8250687380258053
1,78,1.0,0.9083329444789534
1,74,1.0,0.9530650263643888
1,29,1.0,0.9304302024748964
1,24,1.0,0.8814479033836181
1,43,1.0,0.9083329444789534
1,29,1.0,0.8006481694852418
1,58,1.0,0.90289112180858
1,96,1.0,0.9645880999032158
1,10,0.0,0.0
1,75,1.0,0.9704017769489168
1,44,1.0,0.9704017769489168
1,91,1.0,0.9791880578299021
1,20,1.0,0.8225935318117279
1,39,1.0,0.9332298921513504
1,23,1.0,0.9110661429076764
1,44,1.0,0.93603800616986
1,24,1.0,0.8300415167526705
1,82,1.0,0.9733217421754432
1,86,1.0,0.9762504936564125
1,97,1.0,0.9110661429076764
1,48,1.0,0.8502341582884777
1,28,1.0,0.90289112180858
1,52,1.0,0.9559328248389055
1,82,1.0,0.9704017769489168
1,99,1.0,0.9733217421754432
1,70,1.0,0.9791880578299021
1,65,1.0,0.9416796087056153
1,48,1.0,0.9674905716180701
1,62,1.0,0.9791880578299021
1,32,1.0,0.9502058312852957
1,44,1.0,0.9645880999032158
1,74,1.0,0.9733217421754432
1,58,1.0,0.9588092525966956
1,10,0.0,0.0
1,79,1.0,0.9473552137914398
1,59,1.0,0.9473552137914398
1,62,1.0,0.9388545698794984
1,75,1.0,0.985089730404757
1,58,1.0,0.9762504936564125
1,23,1.0,0.9110661429076764
1,77,1.0,0.9791880578299021
1,1,0.0,0.0
1,22,1.0,0.9248559951318693
1,89,1.0,0.9704017769489168
1,87,1.0,0.985089730404757
1,23,1.0,0.7722956964947572
1,73,1.0,0.9733217421754432
1,88,1.0,0.9821344612135428
1,68,1.0,0.9559328248389055
1,91,1.0,0.9588092525966956
1,29,0.0,0.0
1,32,1.0,0.8974819010978248
1,75,1.0,0.9821344612135428
1,16,1.0,0.767668872977057
1,12,0.0,0.0
1,33,1.0,0.9559328248389055
1,6,0.0,0.0
1,68,1.0,0.9388545698794984
1,29,1.0,0.9388545698794984
1,71,1.0,0.9733217421754432
1,54,1.0,0.9733217421754432
1,66,1.0,0.985089730404757
1,38,1.0,0.9762504936564125
1,30,1.0,0.8078974551636565
1,89,1.0,0.985089730404757
1,14,0.0,0.0
1,61,1.0,0.9704017769489168
1,51,1.0,0.9733217421754432
1,63,1.0,0.9762504936564125
1,25,1.0,0.8735386475474635
1,95,1.0,0.9762504936564125
