Temperature,Simulations,Return,Discounted Return,Map
1,43,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HFFG']"
1,21,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHHF', 'HHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,100,0,1.0,0.9791880578299021,"['SHFF', 'FFHH', 'FHFF', 'FFFG']"
1,47,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,99,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,44,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,16,0,1.0,0.8788035596734672,"['SHHF', 'FFHH', 'FFHH', 'HFFG']"
1,35,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'FFFF', 'FHHG']"
1,80,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9559328248389055,"['SFFH', 'HFHF', 'FFFH', 'HFFG']"
1,60,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,61,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FHFF', 'HHFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,21,0,1.0,0.9220814271464737,"['SFHF', 'HFFH', 'HFHH', 'FFFG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,77,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FFFF', 'HFFG']"
1,83,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHHF', 'FFFG']"
1,94,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'HHHG']"
1,75,0,1.0,0.9473552137914398,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,33,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFFF', 'HFFG']"
1,51,0,1.0,0.7584982177744161,"['SFFH', 'FHFH', 'FFFH', 'HHFG']"
1,28,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,39,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,46,0,1.0,0.9138075656044898,"['SFFF', 'FHFH', 'HHFF', 'FHFG']"
1,13,0,1.0,0.8709180316048211,"['SFHF', 'HFFH', 'HFFF', 'HFHG']"
1,36,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,21,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,12,0,1.0,0.7699788094052729,"['SFFH', 'FFFH', 'FFFF', 'FHHG']"
1,59,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HFFF', 'FHHG']"
1,44,0,1.0,0.9473552137914398,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,100,0,1.0,0.8152123778407558,"['SFHF', 'FHHF', 'FFFF', 'HFHG']"
1,81,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,6,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HHFF', 'FFHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHH', 'HFFG']"
1,68,0,1.0,0.9530650263643888,"['SHFH', 'FHHH', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'FHFH', 'HFFG']"
1,46,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'FHFG']"
1,67,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,59,0,1.0,0.835044266956004,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,55,0,1.0,0.8275513922024125,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,82,0,1.0,0.8947894553945313,"['SFFF', 'FFFF', 'HFFH', 'FHFG']"
1,96,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,43,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,84,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHHF', 'HFFG']"
1,31,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,66,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,84,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,77,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,12,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,14,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,10,0,1.0,0.8683052775100066,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,32,0,1.0,0.8867604854519608,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,43,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'FHFG']"
1,27,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9616943356035061,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,8,0,1.0,0.8761671489944468,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,56,0,1.0,0.8300415167526705,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,38,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'HFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'FFFF', 'FFHG']"
1,71,0,1.0,0.9791880578299021,"['SHFF', 'FFHH', 'FFFH', 'HFFG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,90,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,66,0,1.0,0.9674905716180701,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,68,0,1.0,0.9473552137914398,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,93,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,74,0,1.0,0.9559328248389055,"['SFFF', 'FHFH', 'HHFF', 'FHHG']"
1,93,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,100,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,88,0,1.0,0.9193151828650342,"['SHFH', 'FFFH', 'HFFF', 'HHHG']"
1,56,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,12,0,1.0,0.8974819010978248,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,77,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,93,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'HFFG']"
1,74,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,77,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHF', 'HFFG']"
1,97,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FFHF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HFFG']"
1,28,0,1.0,0.8152123778407558,"['SFFF', 'HFHF', 'HHHF', 'HHHG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HFHG']"
1,84,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9248559951318693,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,91,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'FFFH', 'HFFG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,44,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FHFF', 'FHHG']"
1,96,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,74,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HHFG']"
1,83,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHHF', 'HHHG']"
1,5,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFH', 'HHFG']"
1,84,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,32,0,1.0,0.8225935318117279,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,86,0,1.0,0.7494371162085136,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HHFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,56,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,47,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'FFHF', 'HFHG']"
1,85,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,45,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,21,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,37,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'FFFG']"
1,60,0,1.0,0.9332298921513504,"['SFFF', 'FHHF', 'HHFF', 'FFHG']"
1,91,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,29,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,63,0,1.0,0.8814479033836181,"['SFFF', 'FHFH', 'FFFH', 'HHFG']"
1,46,0,1.0,0.9332298921513504,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,17,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,70,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,17,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'FFFH', 'HHFG']"
1,75,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHHG']"
1,52,0,1.0,0.9138075656044898,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,61,0,1.0,0.8078974551636565,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,51,0,1.0,0.8657003616774767,"['SHFF', 'FHFH', 'FFHH', 'HFFG']"
1,48,0,1.0,0.8947894553945313,"['SHHF', 'FHHH', 'FFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HHFF', 'HHFG']"
1,75,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'FHFH', 'HHFG']"
1,68,0,1.0,0.8054737627981655,"['SFHH', 'FFFF', 'HHHF', 'FFHG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'FFFG']"
1,86,0,1.0,0.8947894553945313,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,89,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HFFF', 'FHFG']"
1,19,0,1.0,0.9304302024748964,"['SFFH', 'FFFH', 'HFFF', 'FFFG']"
1,65,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'HHFG']"
1,42,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FHHG']"
1,51,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'HHFG']"
1,60,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FHHG']"
1,41,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,22,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,83,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HFHG']"
1,72,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFF', 'FFFG']"
1,43,0,1.0,0.835044266956004,"['SFFF', 'FHFH', 'HHFF', 'FFHG']"
1,73,0,1.0,0.8502341582884777,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,77,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HHFF', 'HHHG']"
1,76,0,1.0,0.860513950810667,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,30,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'FFFG']"
1,12,0,1.0,0.8867604854519608,"['SHFF', 'FFHH', 'HFFH', 'FFFG']"
1,49,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,49,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FHHG']"
1,23,0,1.0,0.8176653739626438,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,48,0,1.0,0.857932408958235,"['SHHF', 'FFFF', 'FHFF', 'FFHG']"
1,41,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FFHG']"
1,50,0,1.0,0.9193151828650342,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,42,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FHFG']"
1,26,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,9,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,18,0,1.0,0.8709180316048211,"['SFHH', 'HFHF', 'FFFF', 'HFFG']"
1,31,0,1.0,0.9110661429076764,"['SHHH', 'FFHF', 'FFHF', 'HFFG']"
1,77,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FFHG']"
1,16,0,1.0,0.9056079456455165,"['SHHF', 'FHFH', 'FFHH', 'FFFG']"
1,60,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,81,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFF', 'FFFG']"
1,28,0,1.0,0.9220814271464737,"['SFHH', 'FFHH', 'HFHH', 'HFFG']"
1,79,0,1.0,0.8947894553945313,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,32,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHHG']"
1,68,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFH', 'FHFG']"
1,100,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HHFF', 'FHHG']"
1,23,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,44,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,97,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,44,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,99,0,1.0,0.9762504936564125,"['SFHH', 'FHHH', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,38,0,1.0,0.9165572373164391,"['SHFH', 'FFHH', 'HFFF', 'FFFG']"
1,44,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,34,0,1.0,0.9138075656044898,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,60,0,1.0,0.9388545698794984,"['SFHH', 'HFFF', 'FFFF', 'FHHG']"
1,21,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'FFFF', 'FHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFHF', 'HHFG']"
1,52,0,1.0,0.9276389118674717,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHH', 'FFFG']"
1,91,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,70,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,89,0,1.0,0.9733217421754432,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,20,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,89,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,24,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FFHH', 'FFFG']"
1,18,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,51,0,1.0,0.9502058312852957,"['SFFF', 'FFFH', 'HFFH', 'HHFG']"
1,17,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFH', 'FHFG']"
1,94,0,1.0,0.9304302024748964,"['SHFF', 'FFFH', 'HFFF', 'FFHG']"
1,28,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,43,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,98,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,53,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,76,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,23,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,49,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'FHFF', 'FHHG']"
1,92,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,29,0,1.0,0.8426049842298329,"['SHHF', 'FHFH', 'FHHF', 'FFFG']"
1,21,0,1.0,0.9193151828650342,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,71,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,23,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,94,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'HFHF', 'HFFG']"
1,78,0,1.0,0.8201257512162927,"['SHHH', 'FFFH', 'HHFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HHFG']"
1,34,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,87,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,18,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,62,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,42,0,1.0,0.9193151828650342,"['SFHF', 'FFHF', 'HFFH', 'HHFG']"
1,72,0,1.0,0.8921050870283477,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,34,0,1.0,0.985089730404757,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFHG']"
1,38,0,1.0,0.8400771692771434,"['SFHF', 'HFFF', 'HHFH', 'HHFG']"
1,78,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHF', 'HFFG']"
1,83,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'FHFF', 'HFFG']"
1,77,0,1.0,0.8788035596734672,"['SFHF', 'FHHH', 'FFFH', 'HHFG']"
1,40,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,20,0,1.0,0.9388545698794984,"['SHHH', 'FFFF', 'HFFF', 'FHFG']"
1,94,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,21,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,35,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,78,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,46,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,19,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFF', 'FFFG']"
1,9,0,1.0,0.8451404054461714,"['SFFH', 'FHHF', 'FFFF', 'FFFG']"
1,75,0,1.0,0.9821344612135428,"['SHHH', 'FHFH', 'FFFF', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HHFH', 'FFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'HFFG']"
1,28,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFF', 'HFFG']"
1,52,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,46,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,21,0,1.0,0.7863441585589971,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,61,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,61,0,1.0,0.9559328248389055,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,73,0,1.0,0.9304302024748964,"['SHHF', 'FFHH', 'FFFF', 'FHHG']"
1,78,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,68,0,1.0,0.860513950810667,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FHHF', 'HFHG']"
1,23,0,0.0,0.0,"['SHHH', 'FFHH', 'FHFH', 'FFFG']"
1,33,0,1.0,0.9473552137914398,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,58,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FHHF', 'HFHG']"
1,66,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HHFG']"
1,29,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'HFFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,55,0,1.0,0.8400771692771434,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,91,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
1,76,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FFFF', 'HFFG']"
1,52,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHHG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,13,0,1.0,0.9616943356035061,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,75,0,1.0,0.884100203995605,"['SFFH', 'FHFH', 'FFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFH', 'FHFG']"
1,42,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFHF', 'FFHG']"
1,93,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'FFFH', 'FHFG']"
1,24,0,1.0,0.8275513922024125,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,70,0,1.0,0.9762504936564125,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,67,0,1.0,0.9165572373164391,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,85,0,1.0,0.9733217421754432,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,38,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FFFF', 'FHHG']"
1,93,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,19,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,21,0,1.0,0.860513950810667,"['SHFF', 'FHHF', 'FHFH', 'FFFG']"
1,29,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,30,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,75,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,43,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHF', 'HFFG']"
1,69,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,53,0,1.0,0.9645880999032158,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,13,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFF', 'HFHG']"
