Temperature,Simulations,Return,Discounted Return,Map
1,48,0,1.0,0.9473552137914398,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,32,0,1.0,0.8657003616774767,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,41,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'HFHG']"
1,75,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,65,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,45,0,1.0,0.9530650263643888,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,38,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'HFFF', 'FFFG']"
1,29,0,1.0,0.7699788094052729,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,62,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,30,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,59,0,1.0,0.9588092525966956,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,82,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,64,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'FFFH', 'HHFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHHG']"
1,11,0,1.0,0.9445131481500655,"['SFHH', 'FHHF', 'FFFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,81,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,33,0,1.0,0.9762504936564125,"['SHHF', 'FHFF', 'FHFH', 'FFFG']"
1,22,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,33,0,1.0,0.857932408958235,"['SFHH', 'HFFF', 'FFHF', 'HFFG']"
1,23,0,1.0,0.860513950810667,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,93,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'FFFF', 'HHFG']"
1,9,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,41,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HHFF', 'HFFG']"
1,54,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHHF', 'FFFG']"
1,16,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FFFF', 'FFHG']"
1,19,0,1.0,0.8103284404851119,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,64,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,80,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SFHH', 'HFHH', 'HFHH', 'HFFG']"
1,87,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFHF', 'FHHF', 'FFFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,64,0,1.0,0.9530650263643888,"['SFHF', 'FFHF', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,21,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFHF', 'HHHG']"
1,12,0,1.0,0.7607805594527743,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,23,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,12,0,1.0,0.90289112180858,"['SFFH', 'FFFH', 'FFFF', 'FFHG']"
1,6,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'HHFG']"
1,48,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,56,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,74,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'HFFG']"
1,56,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,50,0,1.0,0.9332298921513504,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HFFF', 'FFHG']"
1,17,0,0.0,0.0,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,95,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,30,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,21,0,1.0,0.9416796087056153,"['SFHH', 'FFHH', 'FFHH', 'FFFG']"
1,81,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,34,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'HHFF', 'FHFG']"
1,20,0,1.0,0.90289112180858,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,77,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,15,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFF', 'HFFG']"
1,9,0,1.0,0.90289112180858,"['SFFF', 'HHFF', 'HFHF', 'FHFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,30,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,42,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9616943356035061,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,40,0,1.0,0.9388545698794984,"['SFFF', 'HHHF', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,40,0,1.0,0.8894287717672626,"['SFHF', 'FFHF', 'HFFH', 'HFFG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,54,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'HFFF', 'FHFG']"
1,38,0,1.0,0.9220814271464737,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,95,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HHFG']"
1,65,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9791880578299021,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,25,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,35,0,1.0,0.9588092525966956,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHFF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'FFHG']"
1,99,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,51,0,1.0,0.9220814271464737,"['SHFH', 'FFHH', 'HFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9388545698794984,"['SFHH', 'FFHF', 'HFFF', 'HFHG']"
1,72,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,72,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FHFF', 'HHFG']"
1,7,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHH', 'HFFG']"
1,6,0,1.0,0.9332298921513504,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,85,0,1.0,0.9762504936564125,"['SHFH', 'FHFH', 'FHHH', 'FFFG']"
1,27,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,27,0,1.0,0.9704017769489168,"['SFFF', 'FHHH', 'FFFF', 'FFFG']"
1,39,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'FHHF', 'FFHG']"
1,34,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FFHG']"
1,49,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HFHH', 'HFFG']"
1,14,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'FFFF', 'FFFG']"
1,88,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'HFHF', 'FHFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,69,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,77,0,1.0,0.8127667407072335,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,90,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFH', 'FHFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FFFH', 'FFFG']"
1,36,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'HFFG']"
1,35,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'FFFF', 'HHHG']"
1,77,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,97,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,57,0,1.0,0.8657003616774767,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,81,0,1.0,0.9473552137914398,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,63,0,1.0,0.9733217421754432,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,80,0,1.0,0.9445131481500655,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,65,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,32,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFHF', 'HFFG']"
1,72,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,33,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,68,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHFF', 'HHFG']"
1,22,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,67,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,93,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,29,0,1.0,0.9704017769489168,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,36,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFH', 'HHFG']"
1,41,0,1.0,0.9416796087056153,"['SFHF', 'HFFH', 'HFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFH', 'FHFG']"
1,95,0,1.0,0.9588092525966956,"['SFHF', 'FHFF', 'FFFF', 'FFHG']"
1,25,0,1.0,0.8275513922024125,"['SFHH', 'FHHF', 'FHHF', 'FFFG']"
1,94,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,36,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'HFFF', 'HHFG']"
1,77,0,1.0,0.9110661429076764,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FFFG']"
1,9,0,1.0,0.9304302024748964,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,6,0,1.0,0.9056079456455165,"['SFFF', 'HFHF', 'HHHF', 'FHFG']"
1,69,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,80,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'HHFG']"
1,49,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HHHG']"
1,85,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HFHF', 'HFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,78,0,1.0,0.9559328248389055,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,36,0,1.0,0.7816331707050701,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,80,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9332298921513504,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,87,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,62,0,1.0,0.8657003616774767,"['SHFH', 'FHHH', 'FHHF', 'FFFG']"
1,70,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HFHF', 'HHHG']"
1,29,0,1.0,0.8947894553945313,"['SFFH', 'FFFH', 'HFFF', 'HFHG']"
1,74,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FHFF', 'FHFG']"
1,65,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FHFF', 'FFFG']"
1,74,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,40,0,1.0,0.9674905716180701,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,80,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,32,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,20,0,1.0,0.8894287717672626,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,63,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFFF', 'HFFG']"
1,93,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'FHFH', 'HHFG']"
1,73,0,1.0,0.9559328248389055,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,19,0,1.0,0.8275513922024125,"['SHHF', 'FFFH', 'FFFH', 'HFFG']"
1,71,0,1.0,0.8250687380258053,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,33,0,1.0,0.9248559951318693,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,70,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,44,0,1.0,0.9645880999032158,"['SFHH', 'HFFH', 'HFFF', 'HFFG']"
1,61,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,36,0,1.0,0.8451404054461714,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,11,0,1.0,0.7910835400474212,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,71,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHHF', 'FFFG']"
1,94,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHFH', 'HHFG']"
1,27,0,1.0,0.9388545698794984,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,60,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,90,0,1.0,0.93603800616986,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,78,0,1.0,0.9704017769489168,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,9,0,1.0,0.8400771692771434,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,91,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,22,0,0.0,0.0,"['SFFF', 'FHHH', 'FHFF', 'FFFG']"
1,91,0,1.0,0.9416796087056153,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,22,0,1.0,0.8735386475474635,"['SFFF', 'HFFH', 'HFFF', 'FHHG']"
1,30,0,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'HFFF', 'FFFG']"
1,54,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9416796087056153,"['SFFF', 'FFFH', 'HFFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFH', 'FHHF', 'FHFH', 'FFFG']"
1,94,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,34,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,75,0,1.0,0.9733217421754432,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,72,0,1.0,0.747188804859888,"['SHHH', 'FFHH', 'HFFF', 'FHHG']"
1,42,0,1.0,0.7539540549517295,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,84,0,1.0,0.9276389118674717,"['SFHF', 'HFFH', 'HFFF', 'HFHG']"
1,10,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,91,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFH', 'FHFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'HFFG']"
1,21,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,73,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,87,0,1.0,0.985089730404757,"['SHHH', 'FHHF', 'FFFF', 'FFFG']"
1,73,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,80,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,49,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,73,0,1.0,0.747188804859888,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,38,0,1.0,0.8103284404851119,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,91,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,3,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'FHHG']"
1,57,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFFF', 'HHHG']"
1,58,0,1.0,0.9056079456455165,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,36,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHFG']"
1,13,0,1.0,0.9248559951318693,"['SFFF', 'HFFF', 'FHHF', 'HFFG']"
1,18,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HHHG']"
1,64,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HFFF', 'FFHG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,94,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHFF', 'HHFG']"
1,34,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,56,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'HHFF', 'FFHG']"
1,75,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,52,0,1.0,0.9473552137914398,"['SFHF', 'FFHF', 'FFFF', 'FFFG']"
1,78,0,1.0,0.9704017769489168,"['SFFH', 'HHFH', 'HFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,44,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,31,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,40,0,1.0,0.8814479033836181,"['SFHF', 'FFFF', 'FHFF', 'FFHG']"
1,61,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHHF', 'FFHG']"
1,60,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,88,0,1.0,0.9165572373164391,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,92,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,25,0,1.0,0.9332298921513504,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'HHHG']"
1,84,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,30,0,1.0,0.9559328248389055,"['SHHF', 'FFFH', 'HFFH', 'HHFG']"
1,44,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,18,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,83,0,1.0,0.8476834558136123,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,4,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'FFFG']"
1,30,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,98,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FFHG']"
1,59,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,12,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,66,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,83,0,1.0,0.9530650263643888,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,47,0,1.0,0.9416796087056153,"['SFFF', 'FHFF', 'HHFH', 'FFFG']"
1,11,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'FFFG']"
1,19,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,42,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFH', 'HFFG']"
1,75,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,59,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,41,0,1.0,0.93603800616986,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,22,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HFHG']"
1,58,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,64,0,1.0,0.9445131481500655,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,28,0,1.0,0.9276389118674717,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,28,0,1.0,0.860513950810667,"['SHHH', 'FFHH', 'FFFH', 'HFFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,60,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,85,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'FFFF', 'HFHG']"
1,90,0,1.0,0.8709180316048211,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'HFFF', 'FFFG']"
1,58,0,1.0,0.8502341582884777,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,21,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,14,0,1.0,0.78398512608332,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,47,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,15,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,80,0,1.0,0.9821344612135428,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,83,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'HHFF', 'FHFG']"
1,54,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HFFG']"
1,10,0,1.0,0.7653658663581259,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,44,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFFF', 'HHHG']"
1,27,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,29,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFFF', 'FHFG']"
1,61,0,1.0,0.8176653739626438,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,95,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,98,0,1.0,0.9165572373164391,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,85,0,1.0,0.9559328248389055,"['SHFF', 'FHFF', 'FFFF', 'FHHG']"
1,73,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FHFF', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'FHFG']"
1,17,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
