Temperature,Simulations,Return,Discounted Return,Map
1,41,0,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'FFFF', 'FFFG']"
1,67,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,64,0,1.0,0.8735386475474635,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,78,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HHFF', 'HFFG']"
1,47,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'HFHF', 'FHHG']"
1,26,0,1.0,0.7539540549517295,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,78,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,17,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,18,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FHFF', 'HHFG']"
1,54,0,1.0,0.9559328248389055,"['SHHF', 'FFHH', 'HFFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,92,0,1.0,0.9220814271464737,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,40,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,77,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,19,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,63,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,65,0,1.0,0.8553586117313603,"['SHHF', 'FHFH', 'FFFF', 'FFHG']"
1,83,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,56,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFH', 'HFFG']"
1,65,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,34,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,47,0,1.0,0.9821344612135428,"['SFHF', 'FHHF', 'FFFF', 'HFHG']"
1,69,0,1.0,0.8735386475474635,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,42,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,21,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,94,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FHFG']"
1,37,0,1.0,0.9502058312852957,"['SHFF', 'FFFF', 'FHFF', 'FHFG']"
1,34,0,1.0,0.9559328248389055,"['SHFF', 'FFFH', 'FFFF', 'HHHG']"
1,97,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,65,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'FFFF', 'FHHG']"
1,98,0,1.0,0.9416796087056153,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HFFF', 'HHHG']"
1,97,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,76,0,1.0,0.8867604854519608,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,32,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HFHF', 'HFFG']"
1,36,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,50,0,1.0,0.9416796087056153,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,81,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHF', 'FHFH', 'FHHF', 'FFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,49,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'FFFG']"
1,70,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'FHFG']"
1,14,0,1.0,0.90289112180858,"['SFHH', 'FFFF', 'FFFF', 'FHHG']"
1,86,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,22,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'FHHF', 'FFFG']"
1,15,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,26,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHH', 'FFFG']"
1,95,0,1.0,0.9704017769489168,"['SFFH', 'HHFH', 'FHFF', 'FFHG']"
1,95,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,23,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,46,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHHF', 'FFHG']"
1,94,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'HFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHF', 'FFFG']"
1,35,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'FFHF', 'FFHG']"
1,67,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'HFFH', 'FFFG']"
1,29,0,1.0,0.884100203995605,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,28,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FFHF', 'FFFG']"
1,39,0,1.0,0.9530650263643888,"['SFFF', 'HFFH', 'HFHF', 'HFFG']"
1,44,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,35,0,1.0,0.9220814271464737,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,51,0,1.0,0.9473552137914398,"['SHHF', 'FFFH', 'FFFF', 'HHFG']"
1,88,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFH', 'FHFG']"
1,99,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,20,0,1.0,0.8709180316048211,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,71,0,1.0,0.9588092525966956,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,50,0,1.0,0.9193151828650342,"['SFFH', 'FFFH', 'FFFH', 'FHFG']"
1,44,0,1.0,0.93603800616986,"['SFFF', 'HFHH', 'FFHF', 'FFFG']"
1,80,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HHFH', 'HHFG']"
1,61,0,1.0,0.9083329444789534,"['SFFH', 'FFFF', 'HFHF', 'HFHG']"
1,20,0,1.0,0.8451404054461714,"['SHFF', 'FFFF', 'HFFF', 'FHHG']"
1,16,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,56,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9791880578299021,"['SFHF', 'FHFH', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9616943356035061,"['SHFF', 'FFHH', 'FFFH', 'HFFG']"
1,31,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HFFF', 'HHFG']"
1,51,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,34,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,61,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'HFFF', 'FFHG']"
1,94,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'HHFF', 'HFHG']"
1,82,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'HFFG']"
1,57,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HFHG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,30,0,1.0,0.9473552137914398,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,77,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HHFH', 'FHFG']"
1,49,0,1.0,0.8683052775100066,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,100,0,1.0,0.9791880578299021,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,88,0,1.0,0.9588092525966956,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,12,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHH', 'HFFG']"
1,60,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'FFFG']"
1,45,0,1.0,0.8078974551636565,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,74,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'HFHH', 'FFFG']"
1,83,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFF', 'FFFH', 'FHFG']"
1,60,0,1.0,0.93603800616986,"['SFFH', 'HFFH', 'HFFH', 'HHFG']"
1,68,0,1.0,0.9530650263643888,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,57,0,1.0,0.9645880999032158,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,49,0,1.0,0.9138075656044898,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,20,0,0.0,0.0,"['SHFF', 'FFHH', 'FHFH', 'FFFG']"
1,20,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,17,0,1.0,0.9220814271464737,"['SFFF', 'FHFH', 'FHHF', 'FFFG']"
1,44,0,1.0,0.93603800616986,"['SFFF', 'HFHF', 'FFHF', 'FHHG']"
1,36,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,68,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,94,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHHF', 'FHFG']"
1,94,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HHFG']"
1,12,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'FFFG']"
1,72,0,1.0,0.9248559951318693,"['SHFF', 'FHFF', 'FHHH', 'FFFG']"
1,63,0,1.0,0.8735386475474635,"['SHFH', 'FHHF', 'FFFF', 'HHFG']"
1,66,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'FFHF', 'FHHG']"
1,73,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,17,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,19,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,26,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,57,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,16,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'FFFH', 'FFFG']"
1,87,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHFF', 'HFHG']"
1,66,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,90,0,1.0,0.8709180316048211,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,41,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'HFFF', 'FFFG']"
1,86,0,1.0,0.8527925358961662,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,73,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,41,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,51,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFFH', 'FFFG']"
1,23,0,1.0,0.9588092525966956,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,25,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFF', 'FFFG']"
1,37,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,4,0,1.0,0.8947894553945313,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,31,0,1.0,0.9248559951318693,"['SFHH', 'HFFH', 'FHFF', 'FFHG']"
1,24,0,1.0,0.93603800616986,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,20,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHHF', 'HFFG']"
1,38,0,1.0,0.9110661429076764,"['SHHH', 'FHFF', 'FHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FFFG']"
1,41,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,64,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'HFFF', 'FFHG']"
1,44,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHHG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,12,0,1.0,0.7427123967299725,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,95,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,48,0,1.0,0.9304302024748964,"['SFFH', 'HFFH', 'HFFF', 'HHFG']"
1,31,0,1.0,0.90289112180858,"['SFHH', 'FFFF', 'HHFH', 'FFFG']"
1,99,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,17,0,1.0,0.9193151828650342,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,96,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHFG']"
1,92,0,1.0,0.9588092525966956,"['SHHH', 'FFHH', 'HFFH', 'FHFG']"
1,89,0,1.0,0.93603800616986,"['SFFH', 'FHFH', 'HHFF', 'FHFG']"
1,88,0,1.0,0.9445131481500655,"['SFFF', 'HHFH', 'FFFF', 'HHFG']"
1,61,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,93,0,1.0,0.8947894553945313,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,26,0,1.0,0.9248559951318693,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,85,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'HFHH', 'FFFG']"
1,46,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,60,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFHF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,61,0,1.0,0.9588092525966956,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,41,0,1.0,0.9502058312852957,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,32,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FHHF', 'FFFG']"
1,7,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,35,0,1.0,0.7816331707050701,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,42,0,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,85,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,45,0,1.0,0.7887102894272789,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,38,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,28,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,84,0,1.0,0.7722956964947572,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,51,0,1.0,0.8735386475474635,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,65,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'FFHF', 'FFHG']"
1,40,0,1.0,0.9388545698794984,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,26,0,1.0,0.9138075656044898,"['SFFH', 'HHFH', 'FHFF', 'HFHG']"
1,71,0,1.0,0.8735386475474635,"['SFHF', 'FFFF', 'HFHF', 'HHFG']"
1,55,0,1.0,0.7958514863018556,"['SHHF', 'FFFH', 'HFFF', 'FFHG']"
1,33,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FFFF', 'FHHG']"
1,27,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HHFF', 'HHFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HHFF', 'HHFG']"
1,24,0,1.0,0.8201257512162927,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,39,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HHHF', 'HHHG']"
1,21,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HFHG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,36,0,1.0,0.8553586117313603,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,52,0,1.0,0.9416796087056153,"['SFFF', 'HHFF', 'FHFH', 'FHFG']"
1,27,0,1.0,0.79346393184295,"['SHFF', 'FFHF', 'HFFH', 'FFFG']"
1,46,0,1.0,0.8400771692771434,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,50,0,1.0,0.8947894553945313,"['SFHF', 'HFHH', 'HFFH', 'HFFG']"
1,88,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'FHFH', 'FFFG']"
1,51,0,1.0,0.837556937769312,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,57,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HHHF', 'HFFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHFG']"
1,65,0,1.0,0.79346393184295,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,45,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,92,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,33,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFHG']"
1,98,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,18,0,0.0,0.0,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,28,0,1.0,0.9138075656044898,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,86,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'FFHH', 'FFFG']"
1,34,0,1.0,0.9416796087056153,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,6,0,1.0,0.90289112180858,"['SFFH', 'HFFF', 'FFFH', 'HFFG']"
1,44,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,62,0,1.0,0.90289112180858,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,20,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'HFFF', 'HHFG']"
1,100,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'FFFF', 'HHFG']"
1,60,0,1.0,0.8553586117313603,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,41,0,1.0,0.9502058312852957,"['SHHF', 'FFFF', 'HFFF', 'HHFG']"
1,42,0,1.0,0.9616943356035061,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,84,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
1,49,0,1.0,0.9276389118674717,"['SFHF', 'HFHH', 'FFHH', 'HFFG']"
1,61,0,1.0,0.8735386475474635,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,23,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,20,0,1.0,0.985089730404757,"['SFFH', 'FFHH', 'FFFF', 'HFFG']"
1,42,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,24,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'FFFF', 'HFHG']"
1,33,0,1.0,0.9674905716180701,"['SFFH', 'HFHF', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9304302024748964,"['SFHF', 'FFFH', 'HHFH', 'FHFG']"
1,34,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFFF', 'HFFG']"
1,59,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,9,0,1.0,0.860513950810667,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,74,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'HFFF', 'FHFG']"
1,74,0,1.0,0.8867604854519608,"['SFHF', 'HFHF', 'FFHF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFHF', 'HFFG']"
1,39,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHH', 'FFFG']"
1,77,0,1.0,0.90289112180858,"['SFFH', 'HFFH', 'HHFH', 'HHFG']"
1,82,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HFHF', 'FHFG']"
1,56,0,1.0,0.8921050870283477,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,69,0,1.0,0.8709180316048211,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHHG']"
1,39,0,1.0,0.9588092525966956,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,51,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFFF', 'HFFG']"
1,38,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,12,0,1.0,0.9416796087056153,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,91,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SHFF', 'FHFH', 'FFFH', 'HFFG']"
1,47,0,1.0,0.9248559951318693,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'FHFH', 'FHFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,47,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HFHF', 'HFFG']"
1,45,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'HFFF', 'FFHG']"
1,41,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,76,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'FHFG']"
1,67,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,26,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,23,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HHFG']"
1,86,0,1.0,0.9248559951318693,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SFFH', 'FFFH', 'FHHH', 'FFFG']"
1,36,0,1.0,0.7630697687590515,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,90,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FHHG']"
1,20,0,1.0,0.8921050870283477,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,38,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,73,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'HFFG']"
1,8,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,54,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,22,0,1.0,0.9001824484431542,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,14,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,47,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FFHG']"
1,51,0,1.0,0.7562227231210928,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,15,0,1.0,0.7516921927868743,"['SFFH', 'HFFF', 'HHHF', 'FHHG']"
1,40,0,1.0,0.9445131481500655,"['SHFF', 'FFFF', 'HFHF', 'FFFG']"
