Temperature,Simulations,Return,Discounted Return,Map
1,5,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,16,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FFFG']"
1,64,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,74,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,36,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,60,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHHF', 'FHHG']"
1,29,0,0.0,0.0,"['SFHF', 'FFHF', 'FHHF', 'FFFG']"
1,62,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,98,0,1.0,0.9733217421754432,"['SFFH', 'FHHH', 'FHHH', 'FFFG']"
1,76,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'FFFF', 'FFFG']"
1,86,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FFFH', 'FHFG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'HFHG']"
1,66,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,13,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,50,0,1.0,0.9083329444789534,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,64,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,17,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HHFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,63,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FHHF', 'FFFG']"
1,15,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,60,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,25,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,11,0,1.0,0.8553586117313603,"['SFFH', 'HHFF', 'FHFF', 'HFHG']"
1,56,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFFF', 'FFFG']"
1,99,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,16,0,1.0,0.7958514863018556,"['SFFF', 'HFFH', 'FFFH', 'FHFG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,94,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFFF', 'HFHG']"
1,79,0,1.0,0.9821344612135428,"['SHHF', 'FFHF', 'FFHF', 'FFFG']"
1,71,0,1.0,0.8225935318117279,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,30,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFFG']"
1,55,0,1.0,0.8894287717672626,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,76,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FFFH', 'HHFG']"
1,85,0,1.0,0.8683052775100066,"['SHHH', 'FFFF', 'FHHF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,46,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'FFFG']"
1,27,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,42,0,1.0,0.8225935318117279,"['SHHH', 'FHFH', 'FFFF', 'FFHG']"
1,46,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,13,0,1.0,0.8225935318117279,"['SFHH', 'FFHF', 'HFFF', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HFFF', 'FHFG']"
1,48,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,65,0,1.0,0.8400771692771434,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,81,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'HHFF', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHHF', 'HFHG']"
1,90,0,1.0,0.9502058312852957,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,96,0,1.0,0.9762504936564125,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,64,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHHG']"
1,59,0,1.0,0.860513950810667,"['SHFF', 'FFFF', 'FHFH', 'HHFG']"
1,93,0,1.0,0.9138075656044898,"['SFHH', 'FFHH', 'HFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'HFFG']"
1,56,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,91,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHHG']"
1,52,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,89,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,58,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'HFHF', 'HHHG']"
1,13,0,0.0,0.0,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,38,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHH', 'HFFG']"
1,66,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,59,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,77,0,1.0,0.9138075656044898,"['SFFH', 'FHFH', 'FFFF', 'HHHG']"
1,55,0,1.0,0.8683052775100066,"['SFHH', 'FFFF', 'HHFH', 'HFFG']"
1,53,0,1.0,0.8006481694852418,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,7,0,1.0,0.8054737627981655,"['SFHF', 'HFFF', 'FFFH', 'HHFG']"
1,70,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'HFFG']"
1,63,0,1.0,0.9704017769489168,"['SHHH', 'FFHF', 'FFFH', 'FFFG']"
1,62,0,1.0,0.8867604854519608,"['SHHH', 'FHFH', 'FFFF', 'FHHG']"
1,80,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFHH', 'FFFG']"
1,86,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,80,0,1.0,0.860513950810667,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,75,0,1.0,0.9248559951318693,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,75,0,1.0,0.9733217421754432,"['SHHF', 'FFFH', 'FFFH', 'FHFG']"
1,66,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HHFF', 'HFHG']"
1,45,0,1.0,0.9220814271464737,"['SFFH', 'HFHH', 'HFFF', 'FHFG']"
1,33,0,1.0,0.9616943356035061,"['SFFH', 'FFHH', 'HFFF', 'FHFG']"
1,89,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'FHFH', 'FHFG']"
1,58,0,1.0,0.985089730404757,"['SFHH', 'FHFF', 'FHHF', 'FFFG']"
1,54,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'HFHF', 'HHHG']"
1,65,0,1.0,0.9416796087056153,"['SFFF', 'HFFF', 'HFFH', 'FHFG']"
1,33,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,45,0,1.0,0.8921050870283477,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,15,0,1.0,0.8894287717672626,"['SFHF', 'FFHH', 'HFFF', 'FFFG']"
1,58,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,66,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'FHHG']"
1,89,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFHH', 'HFFG']"
1,54,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SHHF', 'FFHH', 'FFHH', 'HFFG']"
1,62,0,1.0,0.9388545698794984,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,34,0,1.0,0.9704017769489168,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,20,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFH', 'HFFG']"
1,59,0,1.0,0.9248559951318693,"['SFHH', 'HFFF', 'HFHF', 'FHFG']"
1,45,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HFFF', 'HHHG']"
1,10,0,1.0,0.8553586117313603,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HFFH', 'FFFG']"
1,53,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'HFHF', 'HFFG']"
1,13,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFF', 'FHHG']"
1,90,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,28,0,1.0,0.9276389118674717,"['SFFF', 'HFHF', 'HHHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFH', 'HFFH', 'FFFH', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HHFG']"
1,67,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFFF', 'FHHG']"
1,42,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'HFFF', 'FHHG']"
1,34,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,59,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,88,0,1.0,0.9733217421754432,"['SHHH', 'FHHH', 'FFFH', 'FHFG']"
1,44,0,1.0,0.9220814271464737,"['SFFF', 'HFFH', 'HFFH', 'FHFG']"
1,57,0,1.0,0.9674905716180701,"['SFHH', 'HFHH', 'HFHF', 'FFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,31,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFFH', 'FFFG']"
1,28,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFFG']"
1,78,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,85,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,19,0,1.0,0.9559328248389055,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,71,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'HFFF', 'HHFG']"
1,96,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,71,0,1.0,0.8325391341551359,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,93,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,19,0,1.0,0.8921050870283477,"['SFFF', 'HHHF', 'FHHF', 'HFFG']"
1,32,0,1.0,0.8894287717672626,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,70,0,1.0,0.798246224976786,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,45,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,78,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FHFF', 'HHHG']"
1,83,0,1.0,0.7427123967299725,"['SFHH', 'HFHH', 'HFFF', 'HHHG']"
1,94,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,76,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,96,0,1.0,0.9276389118674717,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,59,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FFHH', 'FFFG']"
1,74,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,98,0,1.0,0.9248559951318693,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,99,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,31,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FHFF', 'HFHG']"
1,71,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,75,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'FFHH', 'FFFG']"
1,23,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
1,57,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,41,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,58,0,1.0,0.798246224976786,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,22,0,1.0,0.9193151828650342,"['SHFF', 'FFFH', 'HHFF', 'FFFG']"
1,81,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFHH', 'FFFG']"
1,31,0,1.0,0.9110661429076764,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,47,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,80,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHFG']"
1,52,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHFF', 'HHHG']"
1,50,0,1.0,0.8709180316048211,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,80,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHHF', 'FFHG']"
1,83,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'FHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,24,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HFFG']"
1,21,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'FHFG']"
1,92,0,1.0,0.9001824484431542,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,67,0,1.0,0.9248559951318693,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,96,0,1.0,0.9220814271464737,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,94,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,59,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,26,0,1.0,0.8176653739626438,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,89,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHFG']"
1,62,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,95,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,70,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,81,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'FHFF', 'FFFG']"
1,48,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,85,0,1.0,0.8553586117313603,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,92,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,63,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFF', 'HFHG']"
1,100,0,1.0,0.9473552137914398,"['SHHF', 'FFFF', 'FHFF', 'HHFG']"
1,42,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,20,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,21,0,1.0,0.8867604854519608,"['SFFH', 'FHFF', 'HHFF', 'HFHG']"
1,37,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,99,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,97,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FHFG']"
1,59,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,44,0,1.0,0.7958514863018556,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,65,0,1.0,0.8894287717672626,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,49,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,62,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,53,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFHF', 'FHHG']"
1,82,0,1.0,0.9056079456455165,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,37,0,1.0,0.7722956964947572,"['SHFF', 'FFFF', 'FHFF', 'FHHG']"
1,100,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,70,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'HFFH', 'FFFG']"
1,19,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'HHFF', 'HHFG']"
1,53,0,1.0,0.9762504936564125,"['SFHF', 'FHHH', 'FFFF', 'FFFG']"
1,90,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,7,0,1.0,0.8250687380258053,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,46,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,28,0,1.0,0.78398512608332,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,43,0,1.0,0.8761671489944468,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,36,0,1.0,0.9530650263643888,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,80,0,1.0,0.9704017769489168,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,56,0,1.0,0.7494371162085136,"['SFFH', 'HFHF', 'HFFH', 'FHFG']"
1,47,0,1.0,0.8502341582884777,"['SFFH', 'HFFF', 'FFHH', 'HFFG']"
1,53,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FFHG']"
1,76,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FHFF', 'FFFG']"
1,51,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,68,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,50,0,1.0,0.9559328248389055,"['SFFH', 'HHFH', 'HHFF', 'HFFG']"
1,42,0,1.0,0.93603800616986,"['SFFH', 'HFFH', 'FHFF', 'FHHG']"
1,7,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,37,0,1.0,0.8735386475474635,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,59,0,1.0,0.9445131481500655,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,61,0,1.0,0.8553586117313603,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,29,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,46,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'HHFH', 'HFFG']"
1,99,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,83,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'HHFH', 'HHFG']"
1,100,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHFH', 'FFFG']"
1,46,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HFFF', 'FHHG']"
1,50,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,64,0,1.0,0.9645880999032158,"['SHFH', 'FHHF', 'FHHH', 'FFFG']"
1,26,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,79,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHFH', 'FHFG']"
1,81,0,1.0,0.9704017769489168,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,33,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,92,0,1.0,0.9416796087056153,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'FFHG']"
1,40,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,11,0,1.0,0.9416796087056153,"['SFFH', 'FFFH', 'HFFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,15,0,1.0,0.9332298921513504,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,43,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,77,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,53,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,81,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,64,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'FFFH', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,31,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,17,0,1.0,0.8814479033836181,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,60,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,63,0,1.0,0.9674905716180701,"['SFFF', 'FHHH', 'FFFF', 'HFFG']"
1,29,0,1.0,0.9276389118674717,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,17,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,25,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFHF', 'HHFG']"
1,47,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,64,0,1.0,0.8451404054461714,"['SHHF', 'FFFH', 'HHFF', 'FHHG']"
1,35,0,1.0,0.9193151828650342,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,53,0,1.0,0.9276389118674717,"['SHFH', 'FHFH', 'FFFF', 'HFHG']"
1,30,0,1.0,0.7816331707050701,"['SHFF', 'FHFH', 'FFFH', 'HFFG']"
1,66,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'HHHF', 'FFFG']"
1,100,0,1.0,0.8788035596734672,"['SFHF', 'HFHH', 'HFFF', 'HFHG']"
1,33,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHH', 'HFFG']"
1,79,0,1.0,0.9502058312852957,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,20,0,1.0,0.9332298921513504,"['SFFF', 'FHHF', 'HHFF', 'FHFG']"
1,28,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,94,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FHHH', 'FFFG']"
1,53,0,1.0,0.9276389118674717,"['SFFF', 'HHFH', 'FHFH', 'HFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,84,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,60,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,95,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,58,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HHFG']"
1,63,0,1.0,0.9821344612135428,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HFHG']"
1,17,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,34,0,1.0,0.7539540549517295,"['SHFF', 'FFFF', 'FHFH', 'HHFG']"
1,53,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,67,0,1.0,0.9220814271464737,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,43,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,55,0,1.0,0.78398512608332,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,49,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFFF', 'FFFG']"
