Temperature,Simulations,Return,Discounted Return,Map
1,98,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,45,0,1.0,0.9248559951318693,"['SFFF', 'FFFH', 'HHFF', 'FFHG']"
1,47,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'HHFF', 'HHHG']"
1,47,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FFFH', 'FFFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,89,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,88,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,40,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,28,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,100,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFF', 'FFFG']"
1,18,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'HFHF', 'FHFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHF', 'FFFG']"
1,68,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFHG']"
1,36,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHFG']"
1,81,0,1.0,0.9762504936564125,"['SHHH', 'FFHH', 'FFFF', 'FHHG']"
1,63,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HHFG']"
1,33,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'HHFH', 'HHFG']"
1,10,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'HFFF', 'FFHG']"
1,66,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,43,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,38,0,1.0,0.8974819010978248,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,73,0,1.0,0.9416796087056153,"['SFHH', 'HFHH', 'HFFF', 'FHFG']"
1,38,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'FFFH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFHF', 'FFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFH', 'HFFG']"
1,27,0,1.0,0.884100203995605,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SFHF', 'FHFF', 'FFFH', 'HFFG']"
1,50,0,1.0,0.9530650263643888,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,49,0,1.0,0.8974819010978248,"['SFFF', 'FFHF', 'HFFF', 'HFHG']"
1,22,0,1.0,0.767668872977057,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,22,0,1.0,0.9304302024748964,"['SFHF', 'HFHH', 'FFFH', 'FFFG']"
1,51,0,1.0,0.8451404054461714,"['SFHF', 'HFFH', 'HHFH', 'FHFG']"
1,58,0,1.0,0.8974819010978248,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,57,0,1.0,0.9138075656044898,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,8,0,0.0,0.0,"['SFHF', 'FFHH', 'FHHF', 'FFFG']"
1,45,0,1.0,0.9220814271464737,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,81,0,1.0,0.9193151828650342,"['SHHF', 'FFFH', 'HFFF', 'FFHG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,98,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HHFF', 'HFHG']"
1,86,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,85,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,40,0,1.0,0.8054737627981655,"['SHHF', 'FHFH', 'FFFF', 'HFFG']"
1,59,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'HHFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'FHFH', 'FHHF', 'FFFG']"
1,38,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,62,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,37,0,0.0,0.0,"['SFFF', 'FFHH', 'FHHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,39,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHH', 'HFFG']"
1,30,0,1.0,0.8867604854519608,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SHHH', 'FFFH', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,66,0,1.0,0.9332298921513504,"['SFFF', 'FFHH', 'FFHH', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,42,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,99,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,55,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,31,0,1.0,0.79346393184295,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,64,0,1.0,0.9559328248389055,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,27,0,1.0,0.7887102894272789,"['SFFF', 'FFHH', 'HFHF', 'FFFG']"
1,71,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,100,0,1.0,0.93603800616986,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,44,0,1.0,0.9704017769489168,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,93,0,1.0,0.8709180316048211,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,19,0,1.0,0.837556937769312,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,17,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'HHFF', 'HFFG']"
1,7,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HHFG']"
1,68,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,6,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'FFFG']"
1,50,0,1.0,0.9193151828650342,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,61,0,1.0,0.8400771692771434,"['SFHF', 'FFHF', 'FHFH', 'FFFG']"
1,24,0,1.0,0.9138075656044898,"['SFFF', 'HHFF', 'HHFH', 'FHFG']"
1,80,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,45,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,46,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HFHG']"
1,61,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,35,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,87,0,1.0,0.9110661429076764,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,54,0,1.0,0.9674905716180701,"['SFHF', 'FHFF', 'FHFH', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,77,0,1.0,0.9138075656044898,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,90,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFH', 'FFFG']"
1,87,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,32,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHFF', 'HFHG']"
1,35,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,95,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'HHHF', 'HHHG']"
1,41,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,73,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HHFH', 'HHFG']"
1,35,0,1.0,0.93603800616986,"['SFFF', 'FHFF', 'HHHF', 'FHFG']"
1,93,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'FFHH', 'FFFG']"
1,55,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFF', 'HHFG']"
1,10,0,0.0,0.0,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,80,0,1.0,0.9248559951318693,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,81,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'HFFG']"
1,25,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FHFG']"
1,85,0,1.0,0.9416796087056153,"['SHHF', 'FHFF', 'FFFF', 'HFHG']"
1,13,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,74,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,71,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,52,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,82,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'FFHG']"
1,2,0,1.0,0.9165572373164391,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,49,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,36,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'FHFG']"
1,18,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,22,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,58,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,86,0,1.0,0.9248559951318693,"['SFFH', 'HFHH', 'HFFH', 'FFFG']"
1,91,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'HHFH', 'FFFG']"
1,51,0,1.0,0.8947894553945313,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,60,0,1.0,0.93603800616986,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,16,0,0.0,0.0,"['SFFH', 'HFFH', 'FFHF', 'HFFG']"
1,79,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FFHF', 'HHHG']"
1,85,0,1.0,0.9645880999032158,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,22,0,1.0,0.9559328248389055,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,98,0,1.0,0.9416796087056153,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,26,0,1.0,0.8502341582884777,"['SFFH', 'HHFF', 'FHHF', 'FHFG']"
1,94,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,21,0,1.0,0.9388545698794984,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,29,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,51,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,99,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,43,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,53,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFHH', 'HFFG']"
1,32,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FHFH', 'FFFG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HHFF', 'HFFG']"
1,41,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,44,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHH', 'FHFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'HHFG']"
1,96,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,77,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHHF', 'HFHG']"
1,15,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,30,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,45,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,74,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,68,0,1.0,0.9559328248389055,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,30,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,42,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,28,0,1.0,0.8225935318117279,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'HFHG']"
1,51,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'HFFG']"
1,60,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,62,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,87,0,1.0,0.9559328248389055,"['SFFH', 'HHFH', 'FHFF', 'FHFG']"
1,17,0,0.0,0.0,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,78,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,63,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,87,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,60,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'HFHF', 'FHFG']"
1,93,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,32,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,95,0,1.0,0.93603800616986,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,52,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'FHFG']"
1,83,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,33,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,16,0,1.0,0.7494371162085136,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,27,0,1.0,0.8974819010978248,"['SFHH', 'FFHF', 'FFFF', 'HFFG']"
1,80,0,1.0,0.9645880999032158,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,26,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHFG']"
1,100,0,1.0,0.9530650263643888,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,30,0,1.0,0.9530650263643888,"['SFHH', 'HFHH', 'HFFF', 'FFFG']"
1,59,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFH', 'FFFG']"
1,26,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'FFHF', 'HFHF', 'FHHG']"
1,16,0,1.0,0.9473552137914398,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,97,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHFF', 'FHFG']"
1,83,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FHFF', 'FFFG']"
1,39,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,41,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFFF', 'FFFG']"
1,49,0,1.0,0.8921050870283477,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,46,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,16,0,1.0,0.8275513922024125,"['SFHF', 'HFHF', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFFF', 'HFHG']"
1,51,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'FHFG']"
1,34,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,44,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'HHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SHHH', 'FHFF', 'FHHH', 'FFFG']"
1,14,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,61,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,19,0,1.0,0.9559328248389055,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,29,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FFHG']"
1,85,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FFFH', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FFHF', 'FFFG']"
1,35,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FHFG']"
1,46,0,1.0,0.8400771692771434,"['SFFF', 'FFHH', 'HFHH', 'FFFG']"
1,76,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'HHFG']"
1,62,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,69,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,96,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,81,0,1.0,0.9616943356035061,"['SFFF', 'FHHH', 'FHFH', 'FFFG']"
1,36,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'HHFG']"
1,49,0,1.0,0.9056079456455165,"['SHFF', 'FHFH', 'FFFF', 'FFHG']"
1,32,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'HHFF', 'HHFG']"
1,52,0,1.0,0.8631032605924442,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,42,0,0.0,0.0,"['SHHH', 'FHHF', 'FFHH', 'HFFG']"
1,32,0,1.0,0.9645880999032158,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,60,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,84,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,9,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFF', 'HHFG']"
1,36,0,1.0,0.9248559951318693,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,46,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,69,0,1.0,0.93603800616986,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,8,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,61,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FHFF', 'HFHG']"
1,25,0,1.0,0.9559328248389055,"['SFFH', 'FHFF', 'FHHF', 'HFHG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'FHFG']"
1,68,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'FHHF', 'HFFG']"
1,75,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFHG']"
1,48,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,32,0,1.0,0.9473552137914398,"['SHHF', 'FFFF', 'HHFF', 'HHHG']"
1,25,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,90,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFH', 'HHFG']"
1,7,0,1.0,0.90289112180858,"['SFFF', 'FHHF', 'FFFF', 'FHHG']"
1,93,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HHFH', 'FHFG']"
1,48,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9821344612135428,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,77,0,1.0,0.8788035596734672,"['SHHF', 'FFHH', 'FFHF', 'HFFG']"
1,23,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHH', 'HFFG']"
1,20,0,1.0,0.8867604854519608,"['SFFF', 'FFFH', 'FHFH', 'FFFG']"
1,67,0,1.0,0.8894287717672626,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,28,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFH', 'HFFH', 'HFFG']"
1,15,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'HFFF', 'FFFG']"
1,57,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,58,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,26,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,76,0,1.0,0.985089730404757,"['SHFF', 'FHFH', 'FFFF', 'FFFG']"
1,36,0,1.0,0.8225935318117279,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,83,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9304302024748964,"['SFFF', 'HFHH', 'HFFF', 'FHFG']"
1,49,0,1.0,0.803057341509771,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,34,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHFF', 'FFFG']"
1,4,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,11,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,64,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,24,0,1.0,0.9588092525966956,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,79,0,1.0,0.8631032605924442,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,93,0,1.0,0.8103284404851119,"['SFHF', 'HFFH', 'FHFH', 'FHFG']"
1,11,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'HHFG']"
1,8,0,1.0,0.8683052775100066,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,28,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,53,0,1.0,0.9276389118674717,"['SFHH', 'FFHF', 'HFFF', 'FFFG']"
1,58,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,17,0,1.0,0.7516921927868743,"['SFFF', 'FFFH', 'HFFH', 'HFFG']"
1,79,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,58,0,1.0,0.9530650263643888,"['SFHF', 'FFHH', 'HFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FHFG']"
1,47,0,1.0,0.9762504936564125,"['SFHF', 'FHFH', 'FFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'HFFG']"
1,54,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,75,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'HFFG']"
1,49,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,78,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,59,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HHHG']"
1,8,0,0.0,0.0,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,32,0,1.0,0.7887102894272789,"['SHFH', 'FFHH', 'FFFF', 'FFHG']"
1,61,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FFFF', 'FHHG']"
1,86,0,1.0,0.9416796087056153,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHH', 'FFFG']"
1,57,0,1.0,0.9704017769489168,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,31,0,1.0,0.9332298921513504,"['SHHF', 'FFHH', 'FFFF', 'FFHG']"
1,87,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFHH', 'FFHH', 'HFFG']"
1,84,0,1.0,0.93603800616986,"['SFHH', 'HFFH', 'FFFF', 'HHHG']"
1,78,0,1.0,0.9733217421754432,"['SHHH', 'FHHF', 'FHFF', 'FFFG']"
1,40,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'FFHH', 'FFFG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,28,0,1.0,0.8225935318117279,"['SFFF', 'HFFH', 'HFFH', 'HHFG']"
