Temperature,Simulations,Return,Discounted Return,Map
1,62,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FFFF', 'HHFG']"
1,54,0,1.0,0.9530650263643888,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,48,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,94,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,95,0,1.0,0.7607805594527743,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'FFFG']"
1,27,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HFFF', 'FHFG']"
1,78,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'HFFF', 'FHFG']"
1,42,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HHFF', 'FHFG']"
1,37,0,1.0,0.7630697687590515,"['SHFH', 'FFFF', 'FHHF', 'FHHG']"
1,36,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HHHG']"
1,96,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFH', 'FFFG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FHFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'HHHG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'FHHG']"
1,96,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,23,0,1.0,0.9165572373164391,"['SFFH', 'HHFH', 'FFFF', 'HHFG']"
1,35,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FHHF', 'HFFG']"
1,41,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHHG']"
1,77,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFFH', 'FFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHH', 'FFFG']"
1,45,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,37,0,1.0,0.8867604854519608,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,45,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHHF', 'FHFH', 'FFFG']"
1,41,0,1.0,0.9762504936564125,"['SFHF', 'HFHF', 'FFHH', 'FFFG']"
1,45,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'HHFH', 'FFFG']"
1,60,0,1.0,0.8300415167526705,"['SFFH', 'FHFF', 'FHHH', 'FFFG']"
1,63,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHF', 'HFFG']"
1,35,0,1.0,0.9530650263643888,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,43,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'HHFG']"
1,83,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HFFF', 'FHHG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,15,0,1.0,0.9276389118674717,"['SHHH', 'FHHH', 'FFFH', 'FFFG']"
1,49,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FHHF', 'FFFG']"
1,64,0,1.0,0.8974819010978248,"['SFFF', 'HHFH', 'FHFH', 'FHFG']"
1,85,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FHHF', 'FHHG']"
1,85,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,86,0,1.0,0.9616943356035061,"['SHFF', 'FFHH', 'FFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,33,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,80,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'HFHF', 'HHFG']"
1,66,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,49,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,57,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'FFFG']"
1,59,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,50,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'FFFF', 'FHHG']"
1,92,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,19,0,1.0,0.9110661429076764,"['SFFH', 'HHFH', 'HFFF', 'HHFG']"
1,43,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FFFF', 'HFHG']"
1,64,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,63,0,1.0,0.93603800616986,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,55,0,1.0,0.90289112180858,"['SFFF', 'FFFH', 'FHFH', 'FFFG']"
1,30,0,0.0,0.0,"['SHFH', 'FHHH', 'FHHF', 'FFFG']"
1,85,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HFHG']"
1,46,0,1.0,0.7816331707050701,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,15,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HFFF', 'FHHG']"
1,56,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,37,0,0.0,0.0,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,96,0,1.0,0.8974819010978248,"['SFFF', 'HHFH', 'FFFF', 'HHHG']"
1,98,0,1.0,0.9821344612135428,"['SFHF', 'HFHH', 'HFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFHH', 'FHFF', 'FHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,74,0,1.0,0.7699788094052729,"['SHFF', 'FHHF', 'FFFF', 'FHFG']"
1,44,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,64,0,1.0,0.9388545698794984,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9704017769489168,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,23,0,1.0,0.9193151828650342,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,17,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHF', 'HHHG']"
1,7,0,1.0,0.8527925358961662,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFF', 'FFFH', 'FHFG']"
1,83,0,1.0,0.9502058312852957,"['SFFF', 'FHHH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'HHHG']"
1,48,0,1.0,0.9276389118674717,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,35,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,42,0,1.0,0.9304302024748964,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,38,0,1.0,0.9165572373164391,"['SFFH', 'FFFF', 'HHFH', 'HFFG']"
1,59,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,24,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'FFHF', 'HHFG']"
1,33,0,1.0,0.8250687380258053,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,26,0,1.0,0.7427123967299725,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,33,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HFFG']"
1,71,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,35,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,29,0,1.0,0.8894287717672626,"['SFFF', 'FHHF', 'HHFF', 'FHFG']"
1,74,0,1.0,0.9616943356035061,"['SHHF', 'FHHF', 'FFFH', 'FHFG']"
1,58,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,83,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,45,0,1.0,0.9248559951318693,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,18,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHHG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FHFF', 'FHFG']"
1,52,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FFFF', 'FFFG']"
1,17,0,1.0,0.7539540549517295,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,10,0,0.0,0.0,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFH', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHH', 'HFFG']"
1,62,0,1.0,0.9193151828650342,"['SFHF', 'HFHH', 'FFHH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,38,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HFFF', 'HFFG']"
1,95,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'HFFH', 'HFFG']"
1,97,0,1.0,0.9193151828650342,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,83,0,1.0,0.93603800616986,"['SFFF', 'HFFH', 'HHFF', 'FFHG']"
1,88,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'HFFF', 'FFFG']"
1,42,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,33,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'HFFG']"
1,42,0,1.0,0.7699788094052729,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,17,0,1.0,0.9193151828650342,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,30,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,74,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,70,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFH', 'HFFG']"
1,62,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHF', 'HFFG']"
1,22,0,1.0,0.8054737627981655,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HFHF', 'HFHG']"
1,89,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'HFFF', 'FFFG']"
1,11,0,1.0,0.8103284404851119,"['SFFF', 'HFHF', 'FFHF', 'HHFG']"
1,52,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,70,0,1.0,0.9193151828650342,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,47,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'HFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,46,0,1.0,0.9502058312852957,"['SFHF', 'HFFF', 'FHHF', 'FHHG']"
1,75,0,1.0,0.8974819010978248,"['SFHF', 'FHFF', 'FFHH', 'HFFG']"
1,94,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,75,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,82,0,1.0,0.9616943356035061,"['SHFH', 'FFFH', 'FHHF', 'FFFG']"
1,50,0,1.0,0.9276389118674717,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,86,0,1.0,0.8683052775100066,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,23,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,35,0,1.0,0.9001824484431542,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,7,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFH', 'HHFG']"
1,31,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,77,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,85,0,1.0,0.8103284404851119,"['SFHH', 'FHFF', 'FFFF', 'FHHG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,63,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFFF', 'HHHG']"
1,94,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,31,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,90,0,1.0,0.9416796087056153,"['SHHH', 'FHHH', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9001824484431542,"['SHHH', 'FHHF', 'FFHF', 'HFFG']"
1,63,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFFG']"
1,37,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HHHG']"
1,75,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFFH', 'FHFG']"
1,63,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,95,0,1.0,0.798246224976786,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,12,0,1.0,0.9001824484431542,"['SFHH', 'HFFF', 'FFFF', 'HFFG']"
1,41,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,67,0,1.0,0.8788035596734672,"['SFFF', 'FHFF', 'HFFH', 'HHFG']"
1,45,0,1.0,0.9110661429076764,"['SFFH', 'HFHF', 'HFFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,42,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,21,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'HFFG']"
1,92,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,39,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HFFF', 'FHHG']"
1,90,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,13,0,1.0,0.9276389118674717,"['SFFF', 'HHFF', 'HFFF', 'FHHG']"
1,58,0,1.0,0.9530650263643888,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,95,0,1.0,0.9220814271464737,"['SHHH', 'FHHF', 'FFFH', 'FHFG']"
1,48,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'HFFH', 'HFFG']"
1,57,0,1.0,0.8657003616774767,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HFFF', 'FHHG']"
1,54,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,47,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,94,0,1.0,0.9193151828650342,"['SHFH', 'FFFF', 'FHHF', 'FFHG']"
1,94,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,45,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FHHF', 'FHHG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,43,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,100,0,1.0,0.9588092525966956,"['SHFF', 'FHFH', 'FFHF', 'HFFG']"
1,67,0,1.0,0.860513950810667,"['SHFH', 'FFFH', 'HHFF', 'HFHG']"
1,15,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,93,0,1.0,0.9704017769489168,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'HFFG']"
1,84,0,1.0,0.985089730404757,"['SFHH', 'FHFF', 'FFFF', 'HFHG']"
1,68,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,41,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FHFH', 'FFFG']"
1,37,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'FHHF', 'FHHG']"
1,13,0,0.0,0.0,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,94,0,1.0,0.8709180316048211,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,82,0,1.0,0.9056079456455165,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,43,0,1.0,0.9332298921513504,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,31,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHHG']"
1,31,0,1.0,0.8476834558136123,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,75,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,77,0,1.0,0.9276389118674717,"['SHHF', 'FFFF', 'FHHF', 'HHFG']"
1,88,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,46,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFFF', 'FHFG']"
1,34,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,40,0,1.0,0.9473552137914398,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,82,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,29,0,1.0,0.93603800616986,"['SHFF', 'FFFF', 'HHFF', 'HHFG']"
1,39,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFH', 'FFFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHFG']"
1,79,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,13,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,31,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHHG']"
1,58,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FFHF', 'FFFG']"
1,23,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFFG']"
1,90,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,47,0,1.0,0.8867604854519608,"['SFHF', 'HFFF', 'FHHF', 'FHFG']"
1,54,0,1.0,0.9304302024748964,"['SFFH', 'FFFF', 'FHFF', 'HHHG']"
1,72,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,50,0,1.0,0.8300415167526705,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,87,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,64,0,1.0,0.9248559951318693,"['SFFH', 'HFHF', 'FFFF', 'HHHG']"
1,26,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFF', 'FHHG']"
1,85,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HFFG']"
1,58,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,82,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,19,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'FFHF', 'FHHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'FFFG']"
1,94,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'FHHG']"
1,70,0,1.0,0.9332298921513504,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,54,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SFHH', 'HFHF', 'HFFF', 'FFFG']"
1,85,0,1.0,0.9733217421754432,"['SFFH', 'FFHF', 'HFFF', 'FFFG']"
1,60,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FHHH', 'FFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,16,0,1.0,0.9704017769489168,"['SHFH', 'FFHH', 'FHHF', 'FFFG']"
1,80,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,19,0,1.0,0.9530650263643888,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,29,0,1.0,0.9220814271464737,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,62,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,78,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,60,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HHFF', 'FFFG']"
1,92,0,1.0,0.9559328248389055,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,21,0,1.0,0.8974819010978248,"['SHHF', 'FFFF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,24,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,38,0,1.0,0.8502341582884777,"['SFHF', 'HFFH', 'HHFF', 'HFFG']"
1,87,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,64,0,1.0,0.93603800616986,"['SHHF', 'FFFF', 'FHHF', 'FFFG']"
1,100,0,1.0,0.9193151828650342,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,98,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,17,0,1.0,0.9276389118674717,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,9,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'FHFG']"
1,16,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,27,0,1.0,0.9388545698794984,"['SFFH', 'HHFH', 'FFFF', 'HFHG']"
1,40,0,1.0,0.8553586117313603,"['SHFF', 'FHHH', 'FHHH', 'FFFG']"
1,78,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,17,0,1.0,0.7863441585589971,"['SFFH', 'FFFH', 'HFFH', 'FHFG']"
1,30,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'HHHF', 'HFFG']"
1,75,0,1.0,0.9165572373164391,"['SFHF', 'HFFF', 'FFHF', 'HFHG']"
1,34,0,1.0,0.9588092525966956,"['SHFF', 'FHFH', 'FFHF', 'FFFG']"
1,62,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,36,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,97,0,1.0,0.9559328248389055,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,44,0,1.0,0.9821344612135428,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HFHG']"
1,38,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,20,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FHHF', 'HHHG']"
1,6,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,8,0,1.0,0.8814479033836181,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,33,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,68,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,26,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHH', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,87,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FHHG']"
