Temperature,Simulations,Return,Discounted Return,Map
1,12,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,80,0,1.0,0.9056079456455165,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,20,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,45,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FHFF', 'HHHG']"
1,43,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,41,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,56,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'HFHF', 'HFHG']"
1,12,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'FFHG']"
1,31,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HFHG']"
1,99,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,28,0,1.0,0.835044266956004,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,7,0,1.0,0.8947894553945313,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FFFG']"
1,54,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,49,0,1.0,0.8709180316048211,"['SFHH', 'HFFH', 'FHFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,89,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FHFF', 'HFFG']"
1,40,0,1.0,0.9332298921513504,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,21,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'FHHG']"
1,96,0,1.0,0.9559328248389055,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,16,0,1.0,0.9165572373164391,"['SHFF', 'FFFF', 'FFFH', 'FHFG']"
1,78,0,1.0,0.93603800616986,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,82,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFH', 'FFFG']"
1,83,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,47,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFFF', 'FFFG']"
1,47,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FHFG']"
1,66,0,1.0,0.985089730404757,"['SHHF', 'FHHF', 'FFHH', 'FFFG']"
1,78,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,86,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,65,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'HFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,35,0,1.0,0.8631032605924442,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHHG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHF', 'HFFG']"
1,43,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,77,0,1.0,0.9276389118674717,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,77,0,1.0,0.9530650263643888,"['SFHF', 'HFFH', 'FHFF', 'HFFG']"
1,49,0,1.0,0.8735386475474635,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,60,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,49,0,1.0,0.9220814271464737,"['SFHF', 'HFFH', 'FFHF', 'HFFG']"
1,47,0,1.0,0.9616943356035061,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,8,0,1.0,0.8176653739626438,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,28,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,19,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,83,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'HFFF', 'HFFG']"
1,23,0,1.0,0.8761671489944468,"['SFHH', 'FFFH', 'HFFH', 'HHFG']"
1,38,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,24,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,84,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,91,0,1.0,0.9445131481500655,"['SFFF', 'HFHH', 'HFFF', 'FHHG']"
1,81,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HHFF', 'HFHG']"
1,24,0,1.0,0.8078974551636565,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,15,0,1.0,0.90289112180858,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,49,0,1.0,0.7910835400474212,"['SFHF', 'HFHH', 'FFFF', 'HHFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFF', 'HFFG']"
1,33,0,1.0,0.884100203995605,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'FHFG']"
1,34,0,1.0,0.9138075656044898,"['SHHH', 'FFFF', 'FHFF', 'FHFG']"
1,73,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FFHF', 'FHHG']"
1,98,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'FHFF', 'FFHG']"
1,41,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'FFFG']"
1,43,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,18,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHFG']"
1,60,0,1.0,0.9473552137914398,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,37,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,33,0,1.0,0.7607805594527743,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,74,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,36,0,1.0,0.9674905716180701,"['SHFF', 'FFHH', 'FFFH', 'HFFG']"
1,92,0,1.0,0.9416796087056153,"['SFFF', 'HFHF', 'HFFF', 'FHFG']"
1,7,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,57,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,38,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'FHFG']"
1,51,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,71,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'FFFF', 'HFFG']"
1,34,0,1.0,0.9304302024748964,"['SFFF', 'FHFH', 'FHFF', 'FFHG']"
1,96,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,51,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,85,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FHFH', 'HHFG']"
1,72,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,29,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'FHHG']"
1,84,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,21,0,1.0,0.8974819010978248,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,57,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'FHHF', 'HHFG']"
1,26,0,1.0,0.8683052775100066,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,18,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHH', 'FFFG']"
1,55,0,1.0,0.93603800616986,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,81,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,87,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,53,0,1.0,0.7607805594527743,"['SFHH', 'HFHF', 'HFFF', 'HHHG']"
1,25,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'HFHG']"
1,8,0,1.0,0.9276389118674717,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,52,0,1.0,0.8476834558136123,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,40,0,1.0,0.8103284404851119,"['SFFH', 'HHFF', 'FFFF', 'FHHG']"
1,54,0,1.0,0.9388545698794984,"['SHHF', 'FFHH', 'FHHH', 'FFFG']"
1,61,0,1.0,0.9645880999032158,"['SHFH', 'FHHF', 'FFFF', 'FHFG']"
1,72,0,1.0,0.9445131481500655,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,93,0,1.0,0.9248559951318693,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,70,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,81,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,41,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHH', 'FHHF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,57,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HFFH', 'FHFG']"
1,86,0,1.0,0.9821344612135428,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,73,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'HFFF', 'HFFG']"
1,74,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,78,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,26,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HFHG']"
1,24,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,22,0,1.0,0.93603800616986,"['SFFH', 'HFHF', 'FFFF', 'FFFG']"
1,64,0,1.0,0.9083329444789534,"['SHHF', 'FHFH', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9645880999032158,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SHHH', 'FFHF', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,68,0,1.0,0.9559328248389055,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,65,0,1.0,0.7887102894272789,"['SHHF', 'FFFH', 'HHFF', 'FHFG']"
1,60,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,26,0,1.0,0.8152123778407558,"['SFFH', 'HHFH', 'HFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,99,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,90,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'FHHG']"
1,64,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HFFG']"
1,52,0,1.0,0.8400771692771434,"['SFFH', 'FHFF', 'HFHF', 'HFFG']"
1,34,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HHFG']"
1,33,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,10,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,99,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,38,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FHHG']"
1,67,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FHFF', 'FHFG']"
1,98,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFHG']"
1,67,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HFFH', 'FFFG']"
1,57,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'FFHF', 'FFFG']"
1,19,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,19,0,0.0,0.0,"['SFFH', 'FFFH', 'FFFH', 'HHFG']"
1,23,0,1.0,0.767668872977057,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,61,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,74,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'HFFH', 'FFFG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,67,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,40,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFHG']"
1,35,0,1.0,0.9821344612135428,"['SHFF', 'FHFH', 'FFFF', 'HFFG']"
1,39,0,1.0,0.8947894553945313,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,93,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHF', 'HFFG']"
1,72,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,72,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,48,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,19,0,1.0,0.8078974551636565,"['SFFF', 'HHFH', 'HHFF', 'FFHG']"
1,48,0,1.0,0.8761671489944468,"['SFFF', 'FFFH', 'HFHH', 'HFFG']"
1,65,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FHHF', 'FFFG']"
1,37,0,1.0,0.90289112180858,"['SFHF', 'HFFF', 'HFHF', 'FHFG']"
1,81,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,66,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,27,0,1.0,0.9559328248389055,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,90,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHHG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,55,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,66,0,1.0,0.8451404054461714,"['SFHF', 'FFFF', 'HFHF', 'HHFG']"
1,62,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,94,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'FHFH', 'HFFG']"
1,32,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHF', 'HFFG']"
1,11,0,1.0,0.9248559951318693,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,15,0,1.0,0.9530650263643888,"['SHHF', 'FHFF', 'FFFH', 'FFFG']"
1,28,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HFHG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,77,0,1.0,0.9733217421754432,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,12,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FFHG']"
1,28,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,11,0,1.0,0.8054737627981655,"['SFFF', 'FFHF', 'FFHF', 'FHHG']"
1,60,0,1.0,0.9138075656044898,"['SHHF', 'FHHH', 'FFFH', 'HHFG']"
1,38,0,1.0,0.9138075656044898,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,61,0,1.0,0.9304302024748964,"['SFHF', 'HFFH', 'FFFH', 'FHFG']"
1,25,0,1.0,0.8894287717672626,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,51,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,11,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,50,0,1.0,0.9530650263643888,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,26,0,1.0,0.8947894553945313,"['SFFH', 'HHFH', 'FHFF', 'HHFG']"
1,75,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'HFFF', 'FFHG']"
1,46,0,1.0,0.8325391341551359,"['SHFH', 'FHHF', 'FFFF', 'FHFG']"
1,66,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FFHH', 'FFFG']"
1,23,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'FFFF', 'FHFG']"
1,77,0,1.0,0.9248559951318693,"['SHHF', 'FHHF', 'FFHH', 'HFFG']"
1,58,0,1.0,0.9110661429076764,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,7,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'HHFG']"
1,74,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFFH', 'HFFF', 'FFHG']"
1,86,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'HHFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,25,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,95,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FHFF', 'FFHG']"
1,32,0,1.0,0.9332298921513504,"['SFFH', 'FFHH', 'HFFF', 'FFFG']"
1,43,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFFH', 'HFFG']"
1,85,0,1.0,0.7887102894272789,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,18,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,58,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,72,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'HHFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'HFFG']"
1,90,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,89,0,1.0,0.8657003616774767,"['SFHH', 'HFFH', 'HHFH', 'HHFG']"
1,57,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HFFF', 'HFHG']"
1,82,0,1.0,0.8974819010978248,"['SHFF', 'FFFF', 'HHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,69,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFFH', 'HHFG']"
1,33,0,1.0,0.8527925358961662,"['SHHF', 'FFFH', 'FFFH', 'FHFG']"
1,58,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HHHF', 'FHHG']"
1,37,0,1.0,0.9416796087056153,"['SFHF', 'HFFF', 'FFHF', 'HHHG']"
1,66,0,1.0,0.9821344612135428,"['SFFH', 'HFHH', 'FFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,41,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FHHH', 'FFFG']"
1,36,0,1.0,0.8761671489944468,"['SFHF', 'FFFF', 'HHFH', 'HFFG']"
1,79,0,1.0,0.7539540549517295,"['SHHF', 'FFFF', 'FHHF', 'HHFG']"
1,17,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'HHFG']"
1,60,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,81,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FFFH', 'FFFG']"
1,38,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'FFFH', 'HHFG']"
1,27,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'FHFF', 'FFHG']"
1,33,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FHHG']"
1,47,0,1.0,0.9220814271464737,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,65,0,1.0,0.9416796087056153,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHF', 'HFFG']"
1,54,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,28,0,0.0,0.0,"['SFFH', 'FFHH', 'FFFF', 'FHHG']"
1,81,0,1.0,0.7584982177744161,"['SHFH', 'FFFF', 'HHHF', 'HHHG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,93,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,25,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FFFG']"
1,84,0,1.0,0.78398512608332,"['SHFH', 'FHFH', 'FFFF', 'HFHG']"
1,91,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HFFF', 'HFFG']"
1,93,0,1.0,0.9276389118674717,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,19,0,1.0,0.835044266956004,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,82,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFHH', 'FFFG']"
1,21,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,50,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFFF', 'HHFG']"
1,7,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,84,0,1.0,0.803057341509771,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,32,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'FFFH', 'HHFG']"
1,28,0,1.0,0.860513950810667,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,48,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,21,0,0.0,0.0,"['SFFF', 'HFFF', 'FHFH', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,25,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FFHG']"
1,97,0,1.0,0.9674905716180701,"['SFHF', 'FFHF', 'HFFF', 'FFFG']"
1,46,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,32,0,1.0,0.9388545698794984,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,33,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,64,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,57,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'HHFF', 'FHFG']"
1,38,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,13,0,0.0,0.0,"['SFFH', 'FHFF', 'HFHF', 'HHFG']"
1,20,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FFHF', 'FHHG']"
1,5,0,1.0,0.8054737627981655,"['SFFF', 'HFHF', 'HFHF', 'HFHG']"
1,83,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HHFF', 'HFFG']"
1,40,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HHFF', 'FHFG']"
1,93,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,44,0,1.0,0.8054737627981655,"['SFHH', 'HFFH', 'HHFH', 'HFFG']"
1,88,0,1.0,0.9530650263643888,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,52,0,1.0,0.9388545698794984,"['SFFF', 'FHFF', 'HHHF', 'HHHG']"
1,30,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FHHF', 'HFHG']"
1,72,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,41,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HHHG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FFHF', 'FFFG']"
1,56,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,59,0,1.0,0.9559328248389055,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
