Temperature,Simulations,Return,Discounted Return,Map
1,66,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,47,0,1.0,0.9056079456455165,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,48,0,1.0,0.9165572373164391,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,44,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,74,0,1.0,0.7746195551602378,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,95,0,1.0,0.9674905716180701,"['SFFF', 'HFHH', 'HFFF', 'HHFG']"
1,64,0,1.0,0.9733217421754432,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,12,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,84,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,90,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'FFFG']"
1,61,0,1.0,0.9165572373164391,"['SFHF', 'FFHF', 'HFFF', 'FFHG']"
1,59,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,14,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFF', 'HFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,3,0,1.0,0.8300415167526705,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,26,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,51,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHHG']"
1,85,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'HFFF', 'FHFG']"
1,79,0,1.0,0.837556937769312,"['SFHH', 'FHFH', 'FFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,39,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,88,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,28,0,1.0,0.837556937769312,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,14,0,1.0,0.8451404054461714,"['SFHF', 'HFFF', 'HHHF', 'FHFG']"
1,85,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHFF', 'HHHG']"
1,39,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHH', 'HFFG']"
1,13,0,1.0,0.9220814271464737,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'FFHG']"
1,41,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFFF', 'FHFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,61,0,1.0,0.8225935318117279,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.90289112180858,"['SFHH', 'HFFH', 'HHFF', 'FFFG']"
1,47,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'FFHG']"
1,22,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,91,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,98,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HFFG']"
1,69,0,1.0,0.9733217421754432,"['SHFF', 'FFHH', 'FFFF', 'FHFG']"
1,7,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'HFFG']"
1,16,0,1.0,0.7816331707050701,"['SHFF', 'FHHH', 'FFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFF', 'FFHG']"
1,68,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHHF', 'FFHG']"
1,3,0,1.0,0.9388545698794984,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,99,0,1.0,0.93603800616986,"['SFFF', 'FHHF', 'FFHF', 'FHHG']"
1,76,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FFFH', 'FFFG']"
1,58,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,77,0,1.0,0.9445131481500655,"['SHHH', 'FHFF', 'FFFF', 'FFHG']"
1,60,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,78,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'FFHF', 'HFHG']"
1,72,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,51,0,1.0,0.9193151828650342,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'HFFF', 'HHFG']"
1,20,0,1.0,0.9083329444789534,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFHH', 'FFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,27,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,35,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'HFFF', 'HFHG']"
1,51,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,53,0,1.0,0.9193151828650342,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,29,0,1.0,0.9276389118674717,"['SFFH', 'HFHH', 'FFHH', 'FFFG']"
1,58,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,70,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,59,0,1.0,0.8502341582884777,"['SFFH', 'HHFH', 'HHFF', 'HHHG']"
1,94,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,87,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFFF', 'HFHG']"
1,61,0,1.0,0.7746195551602378,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,89,0,1.0,0.9791880578299021,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,27,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,68,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FFHH', 'FFFG']"
1,66,0,1.0,0.7792882711929549,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,84,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FFFF', 'FFHG']"
1,95,0,1.0,0.9762504936564125,"['SHFF', 'FFHH', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,64,0,1.0,0.9416796087056153,"['SFHF', 'HFFH', 'FFHF', 'FFFG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,71,0,1.0,0.9674905716180701,"['SFFH', 'HFHF', 'FFFF', 'FFFG']"
1,55,0,1.0,0.8683052775100066,"['SHFH', 'FHFF', 'FFFF', 'FHFG']"
1,7,0,1.0,0.90289112180858,"['SFHF', 'FFFH', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9388545698794984,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
1,99,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,49,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,80,0,1.0,0.9445131481500655,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,4,0,1.0,0.9056079456455165,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,45,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'FFFF', 'HHFG']"
1,59,0,1.0,0.9674905716180701,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,22,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFHF', 'FFFG']"
1,63,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,33,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,39,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,49,0,1.0,0.8974819010978248,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,33,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHFF', 'HFHG']"
1,22,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,34,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,58,0,1.0,0.9276389118674717,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,72,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,71,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,33,0,1.0,0.8553586117313603,"['SFFF', 'HHFH', 'HFFH', 'HHFG']"
1,85,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHFF', 'FFHG']"
1,37,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,82,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'HFFF', 'HFFG']"
1,8,0,1.0,0.9138075656044898,"['SFFF', 'FHFF', 'FHFF', 'HFHG']"
1,50,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,17,0,1.0,0.8176653739626438,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,90,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,39,0,1.0,0.8553586117313603,"['SFFH', 'HHFH', 'FHFH', 'HFFG']"
1,96,0,1.0,0.9416796087056153,"['SFFH', 'FFFH', 'HHFH', 'HHFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HHFG']"
1,37,0,1.0,0.9220814271464737,"['SFHF', 'HFHF', 'HFHF', 'FFFG']"
1,55,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,82,0,1.0,0.837556937769312,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,82,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,17,0,1.0,0.8476834558136123,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,56,0,1.0,0.8788035596734672,"['SFFH', 'FFHH', 'HFHH', 'FFFG']"
1,42,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,61,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,29,0,1.0,0.8761671489944468,"['SFFF', 'FFHF', 'HHHF', 'FHFG']"
1,80,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,47,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,93,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,42,0,1.0,0.9616943356035061,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,36,0,1.0,0.884100203995605,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,12,0,1.0,0.9193151828650342,"['SFFH', 'FFFF', 'FFFF', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,37,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'HFFG']"
1,91,0,1.0,0.9193151828650342,"['SFFH', 'HFFF', 'HFHH', 'FFFG']"
1,90,0,1.0,0.9445131481500655,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9704017769489168,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,42,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,59,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,41,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'FFHF', 'FFHG']"
1,92,0,1.0,0.9220814271464737,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FHFG']"
1,61,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9473552137914398,"['SFHF', 'HFFF', 'FHHF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,37,0,1.0,0.985089730404757,"['SHHH', 'FHHF', 'FFHH', 'FFFG']"
1,59,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHFF', 'FFFG']"
1,23,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,66,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,18,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,7,0,1.0,0.8894287717672626,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,66,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,55,0,1.0,0.9110661429076764,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FHHF', 'FFFG']"
1,48,0,1.0,0.9388545698794984,"['SFHH', 'HFHH', 'FFHH', 'HFFG']"
1,43,0,1.0,0.7792882711929549,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,45,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,29,0,1.0,0.8788035596734672,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,88,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFFF', 'FHFG']"
1,34,0,1.0,0.8631032605924442,"['SFHH', 'HFFF', 'FHFH', 'FFFG']"
1,72,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'HFHG']"
1,20,0,1.0,0.9193151828650342,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,18,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFF', 'FHHG']"
1,81,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HHHF', 'FFHG']"
1,39,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'FFFF', 'FFHG']"
1,55,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,37,0,1.0,0.9138075656044898,"['SFHH', 'HFFF', 'FFFF', 'HHFG']"
1,59,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHFF', 'HFFG']"
1,71,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,62,0,1.0,0.9502058312852957,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,36,0,1.0,0.9588092525966956,"['SFHH', 'FHFF', 'FFHH', 'FFFG']"
1,20,0,1.0,0.8201257512162927,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,74,0,1.0,0.9276389118674717,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,15,0,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,77,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,84,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,92,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'HHFF', 'HFHG']"
1,54,0,1.0,0.8814479033836181,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,24,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,98,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,38,0,1.0,0.9416796087056153,"['SHHH', 'FHHF', 'FFFF', 'HFFG']"
1,43,0,1.0,0.9193151828650342,"['SHFF', 'FFHH', 'HFFF', 'FHFG']"
1,82,0,1.0,0.9473552137914398,"['SFHH', 'HFFH', 'FFFF', 'FHFG']"
1,36,0,1.0,0.9276389118674717,"['SFHH', 'HFFH', 'HHFH', 'HFFG']"
1,12,0,1.0,0.8974819010978248,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,7,0,1.0,0.9138075656044898,"['SFFF', 'HHHF', 'FHFF', 'HHFG']"
1,60,0,1.0,0.9416796087056153,"['SFFF', 'FHFH', 'FHFF', 'FFFG']"
1,21,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,59,0,1.0,0.9445131481500655,"['SFHF', 'FFFF', 'HFHF', 'HFHG']"
1,41,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHF', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
1,43,0,1.0,0.9248559951318693,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,92,0,1.0,0.9110661429076764,"['SFFF', 'FFHH', 'HFFH', 'FHFG']"
1,49,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,31,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,44,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'HHFG']"
1,62,0,1.0,0.90289112180858,"['SFHH', 'HFHH', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'FFFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,95,0,1.0,0.9588092525966956,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,64,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HFFG']"
1,98,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,68,0,1.0,0.9645880999032158,"['SFHH', 'HFFH', 'HHFF', 'HFFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'FFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,17,0,1.0,0.9473552137914398,"['SHHH', 'FFFF', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,70,0,1.0,0.9559328248389055,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,73,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HHFF', 'HHFG']"
1,16,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,71,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,75,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFFF', 'HFFG']"
1,64,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,40,0,1.0,0.8735386475474635,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,86,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'HHFG']"
1,92,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FHHH', 'FFFG']"
1,97,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FHFG']"
1,33,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HFFG']"
1,33,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,56,0,1.0,0.9001824484431542,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,83,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFFF', 'FFHG']"
1,44,0,1.0,0.8657003616774767,"['SHFH', 'FFHF', 'FHFH', 'FFFG']"
1,41,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,53,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,78,0,1.0,0.9588092525966956,"['SFHF', 'FHFF', 'FFFF', 'FHHG']"
1,12,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FFHG']"
1,79,0,1.0,0.8553586117313603,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,70,0,1.0,0.9445131481500655,"['SHFH', 'FFFF', 'FFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFF', 'HHHG']"
1,39,0,1.0,0.9138075656044898,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,67,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,89,0,1.0,0.9220814271464737,"['SFHF', 'HFFF', 'FHFH', 'FFFG']"
1,65,0,1.0,0.9138075656044898,"['SFHH', 'HFFH', 'HFHF', 'HFFG']"
1,30,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FFHG']"
1,45,0,1.0,0.8152123778407558,"['SFHH', 'FHFF', 'FFFH', 'FHFG']"
1,73,0,1.0,0.9248559951318693,"['SHHF', 'FHHH', 'FHFF', 'FFFG']"
1,51,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FHHG']"
1,93,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,43,0,1.0,0.9193151828650342,"['SFFH', 'FHFH', 'FHFF', 'HHHG']"
1,77,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,12,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHF', 'HHHG']"
1,43,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'HFHF', 'HFFG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FHFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'HFHG']"
1,66,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,38,0,1.0,0.9276389118674717,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,87,0,1.0,0.985089730404757,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,100,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHFF', 'FFFG']"
1,16,0,1.0,0.9001824484431542,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,64,0,1.0,0.7958514863018556,"['SFHH', 'HFFF', 'FHFH', 'FHFG']"
1,9,0,1.0,0.9193151828650342,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,32,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'HFFG']"
1,15,0,1.0,0.9416796087056153,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,11,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,85,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFHF', 'FHHG']"
1,69,0,1.0,0.9056079456455165,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,68,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,38,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,50,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,42,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,19,0,1.0,0.8451404054461714,"['SHFH', 'FFHH', 'HFFF', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,71,0,1.0,0.8275513922024125,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,48,0,1.0,0.9220814271464737,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,94,0,1.0,0.9473552137914398,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFF', 'HHFG']"
1,17,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,32,0,1.0,0.9674905716180701,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,26,0,1.0,0.9276389118674717,"['SFFH', 'FFHF', 'HFFH', 'FFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FFHG']"
1,91,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,46,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,97,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,13,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,87,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,48,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFH', 'HHFG']"
