Temperature,Simulations,Return,Discounted Return,Map
1,51,0,1.0,0.9445131481500655,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,66,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFF', 'HHHG']"
1,89,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,87,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,33,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,41,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FHFF', 'FHHG']"
1,33,0,1.0,0.9704017769489168,"['SHHH', 'FHFH', 'FFFF', 'FFHG']"
1,99,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,71,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HFFF', 'HFHG']"
1,16,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,21,0,1.0,0.90289112180858,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,39,0,1.0,0.93603800616986,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,95,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,18,0,1.0,0.9001824484431542,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,31,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFH', 'FHFG']"
1,59,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFH', 'FFFG']"
1,40,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,29,0,1.0,0.9220814271464737,"['SFHF', 'HFFF', 'FFFF', 'FHHG']"
1,81,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'FFFF', 'HFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,72,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'HFFG']"
1,20,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,29,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,51,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,17,0,1.0,0.8947894553945313,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,48,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHHG']"
1,91,0,1.0,0.9276389118674717,"['SHFF', 'FHFH', 'FFFF', 'HHFG']"
1,37,0,1.0,0.8921050870283477,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,100,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,1,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,92,0,1.0,0.9056079456455165,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,88,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,56,0,1.0,0.8078974551636565,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,31,0,1.0,0.8631032605924442,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,31,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHHF', 'FHFG']"
1,96,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'FHFH', 'HFFG']"
1,16,0,0.0,0.0,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,90,0,1.0,0.8683052775100066,"['SHFH', 'FFHH', 'HFHH', 'FFFG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HFHG']"
1,44,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,59,0,1.0,0.9733217421754432,"['SFHF', 'HFHH', 'HFFF', 'HFFG']"
1,81,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'HHHF', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFHH', 'HFFG']"
1,79,0,1.0,0.9791880578299021,"['SHHH', 'FHHF', 'FFHH', 'FFFG']"
1,37,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFF', 'FHHG']"
1,32,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FHFG']"
1,78,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,80,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,66,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HHHG']"
1,67,0,1.0,0.9220814271464737,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,68,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFFF', 'FHFG']"
1,49,0,1.0,0.9332298921513504,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,32,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HHFH', 'FHFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHHG']"
1,58,0,1.0,0.985089730404757,"['SFFH', 'HHFH', 'HHFF', 'FFFG']"
1,42,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HFHG']"
1,52,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHHF', 'FFFG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'HHFF', 'FHFG']"
1,21,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFFF', 'FFFG']"
1,37,0,1.0,0.8006481694852418,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,51,0,1.0,0.9445131481500655,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,85,0,1.0,0.8788035596734672,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,92,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,63,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFH', 'HHFG']"
1,49,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FHFF', 'FHFG']"
1,78,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,14,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,46,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'FFFF', 'HHFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'FHFG']"
1,34,0,1.0,0.8275513922024125,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,90,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,41,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,70,0,1.0,0.803057341509771,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,39,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,66,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'FHFF', 'FFFG']"
1,60,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,61,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,59,0,1.0,0.9165572373164391,"['SFHF', 'FFHH', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'FHHH', 'FFFG']"
1,93,0,1.0,0.8103284404851119,"['SHFH', 'FHFH', 'FFFH', 'HHFG']"
1,30,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FHHF', 'FHFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,80,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,75,0,1.0,0.8300415167526705,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,46,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHFF', 'HHFG']"
1,73,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHHF', 'HHHG']"
1,19,0,1.0,0.7494371162085136,"['SHHF', 'FHFH', 'FFFF', 'HHHG']"
1,70,0,1.0,0.884100203995605,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,85,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFH', 'HFFG']"
1,69,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,67,0,1.0,0.8921050870283477,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'FHHG']"
1,71,0,1.0,0.93603800616986,"['SHHF', 'FHFF', 'FHHH', 'FFFG']"
1,49,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HFFF', 'HFHG']"
1,79,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'FFHF', 'FHFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFFF', 'HHHG']"
1,21,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,80,0,1.0,0.8867604854519608,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,35,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,58,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFFF', 'FFFG']"
1,80,0,1.0,0.9704017769489168,"['SFFH', 'HFHF', 'HFFF', 'FHFG']"
1,36,0,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'FFHH', 'FFFG']"
1,39,0,1.0,0.8201257512162927,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,29,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HFFF', 'FFFG']"
1,38,0,1.0,0.9220814271464737,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,44,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,15,0,1.0,0.857932408958235,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,96,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,29,0,1.0,0.8476834558136123,"['SFFF', 'FFHH', 'HFFF', 'FFFG']"
1,27,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHHF', 'FHFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,79,0,1.0,0.8176653739626438,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFH', 'FHFG']"
1,28,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FFFH', 'HFFG']"
1,9,0,1.0,0.8176653739626438,"['SFFF', 'FHFF', 'HFHF', 'FFHG']"
1,31,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,57,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,89,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FHFF', 'HHFG']"
1,76,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFFF', 'HHHG']"
1,20,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,64,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHF', 'HFFG']"
1,78,0,1.0,0.9248559951318693,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,66,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,35,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,75,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,77,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'FHFG']"
1,86,0,1.0,0.9645880999032158,"['SFHF', 'HFHH', 'HFFF', 'HHFG']"
1,25,0,1.0,0.8947894553945313,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,51,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFHG']"
1,63,0,1.0,0.9530650263643888,"['SFHH', 'HFHH', 'HFHF', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,36,0,1.0,0.9445131481500655,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,37,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHFF', 'HHHG']"
1,99,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'FFHF', 'FHFG']"
1,26,0,1.0,0.8974819010978248,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,39,0,1.0,0.9388545698794984,"['SFHH', 'FFFF', 'HFHF', 'HFFG']"
1,50,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,53,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HHHG']"
1,87,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'HFFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HHFG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,58,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,59,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,16,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,53,0,1.0,0.8814479033836181,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFFH', 'FFFF', 'FHHG']"
1,53,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'HFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,63,0,1.0,0.9616943356035061,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'HHFG']"
1,42,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHH', 'FFFG']"
1,11,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,35,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'HFFF', 'HHFG']"
1,55,0,0.0,0.0,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,34,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFH', 'FFFG']"
1,88,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,53,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,79,0,1.0,0.9674905716180701,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'HHFG']"
1,97,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9821344612135428,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,61,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,41,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'HFHF', 'HHFG']"
1,81,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FFFF', 'HFFG']"
1,19,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'FFHG']"
1,59,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'HFFH', 'FFFG']"
1,69,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,33,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,89,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,75,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,33,0,1.0,0.9616943356035061,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,80,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'HFHG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,17,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFF', 'FFFG']"
1,48,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHHF', 'HHFG']"
1,20,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFH', 'FFFG']"
1,43,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFH', 'HFFG']"
1,54,0,1.0,0.8974819010978248,"['SHHH', 'FFFF', 'FFHF', 'HHFG']"
1,65,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FFFF', 'HHHG']"
1,42,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,53,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HFHG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,21,0,1.0,0.9645880999032158,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,50,0,1.0,0.78398512608332,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFH', 'FFFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFH', 'FHFG']"
1,48,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'FHFH', 'FFFG']"
1,66,0,1.0,0.8867604854519608,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,79,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'HHHG']"
1,55,0,1.0,0.8325391341551359,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,67,0,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,34,0,1.0,0.8300415167526705,"['SFFH', 'FFFH', 'FHFH', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,43,0,1.0,0.9165572373164391,"['SFHF', 'HFFH', 'FFHF', 'HFFG']"
1,74,0,1.0,0.9733217421754432,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,25,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHF', 'HFFG']"
1,68,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'FFFF', 'FHHG']"
1,78,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHHF', 'FFHG']"
1,55,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,43,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,75,0,1.0,0.79346393184295,"['SFFF', 'FFHH', 'HFFH', 'HHFG']"
1,23,0,1.0,0.9248559951318693,"['SFFF', 'HFHH', 'HFFF', 'HFFG']"
1,14,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FHFG']"
1,26,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HFFG']"
1,25,0,1.0,0.9165572373164391,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,32,0,1.0,0.9248559951318693,"['SFHH', 'FHFH', 'FFHH', 'FFFG']"
1,48,0,1.0,0.884100203995605,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,50,0,1.0,0.9332298921513504,"['SFHF', 'FFFF', 'HFHF', 'FHHG']"
1,92,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFFF', 'HFHG']"
1,61,0,1.0,0.9110661429076764,"['SFFH', 'FHFF', 'HHHF', 'HFFG']"
1,59,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,99,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,86,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,76,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,48,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FHHH', 'FFFG']"
1,28,0,1.0,0.93603800616986,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,99,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'HFFF', 'HHFG']"
1,21,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,100,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHF', 'HFFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'FHFG']"
1,81,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFHF', 'FFFG']"
1,40,0,1.0,0.9704017769489168,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,35,0,1.0,0.9001824484431542,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,56,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,83,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,98,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'FFFF', 'HHFG']"
1,26,0,1.0,0.9001824484431542,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,20,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,79,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9220814271464737,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHF', 'HHHF', 'HFHG']"
1,53,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHFF', 'FHFG']"
1,99,0,1.0,0.7539540549517295,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,53,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,77,0,1.0,0.7494371162085136,"['SFHF', 'HFFF', 'FHFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FHFH', 'FHHH', 'FFFG']"
1,62,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FFFF', 'FHFG']"
1,56,0,1.0,0.8426049842298329,"['SHHH', 'FHHF', 'FFFF', 'FFHG']"
1,99,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HHFG']"
1,31,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'FHFG']"
1,58,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFHF', 'FHFG']"
1,36,0,1.0,0.7653658663581259,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,20,0,1.0,0.9001824484431542,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FHFG']"
1,61,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'FHHF', 'HFFG']"
1,40,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,39,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,56,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HHFF', 'HFFG']"
1,75,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFF', 'HHHG']"
1,52,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,28,0,1.0,0.9056079456455165,"['SFFH', 'HHFH', 'FFFF', 'FHFG']"
1,76,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'FHFH', 'FHFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
