Temperature,Simulations,Return
1,8,336.0
1,12,321.0
1,12,292.0
1,16,308.0
1,16,462.0
1,8,481.0
1,15,391.0
1,9,226.0
1,7,169.0
1,13,414.0
1,10,411.0
1,5,406.0
1,14,269.0
1,15,500.0
1,15,500.0
1,14,500.0
1,11,326.0
1,14,500.0
1,3,203.0
1,6,131.0
1,8,453.0
1,12,500.0
1,3,397.0
1,5,161.0
1,11,234.0
1,9,500.0
1,2,55.0
1,3,388.0
1,1,10.0
1,6,500.0
1,7,500.0
1,3,284.0
1,8,270.0
1,1,9.0
1,16,238.0
1,14,240.0
1,15,324.0
1,4,270.0
1,12,500.0
1,7,206.0
1,2,372.0
1,1,9.0
1,13,330.0
1,12,224.0
1,6,159.0
1,14,500.0
1,3,354.0
1,1,10.0
1,14,500.0
1,5,500.0
1,8,243.0
1,13,459.0
1,16,346.0
1,4,368.0
1,10,226.0
1,9,500.0
1,10,500.0
1,5,196.0
1,10,382.0
1,16,246.0
1,10,324.0
1,16,500.0
1,7,363.0
1,8,500.0
1,14,331.0
1,9,500.0
1,8,281.0
1,16,262.0
1,10,307.0
1,15,273.0
1,13,500.0
1,12,232.0
1,8,331.0
1,6,500.0
1,12,324.0
1,6,279.0
1,11,338.0
1,8,422.0
1,15,433.0
1,11,346.0
1,14,152.0
1,14,237.0
1,13,500.0
1,14,209.0
1,16,159.0
1,12,500.0
1,12,409.0
1,3,212.0
1,14,193.0
1,16,500.0
1,13,302.0
1,4,500.0
1,2,110.0
1,4,500.0
1,9,500.0
1,13,213.0
1,4,144.0
1,15,500.0
1,9,320.0
1,4,274.0
