Temperature,Simulations,Return,Discounted Return,Map
1,11,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,22,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFF', 'FHFG']"
1,47,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,71,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'FHFH', 'FHFG']"
1,69,0,1.0,0.90289112180858,"['SHHH', 'FFHF', 'HFFF', 'HFFG']"
1,35,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'HHHF', 'HFHG']"
1,78,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'FHFF', 'FFHG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'HFHG']"
1,86,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHHG']"
1,69,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'HHFH', 'HHFG']"
1,92,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,64,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,16,0,1.0,0.9138075656044898,"['SFFF', 'HHFF', 'FFFH', 'FHFG']"
1,23,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,48,0,1.0,0.857932408958235,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,14,0,1.0,0.9388545698794984,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,31,0,1.0,0.8921050870283477,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,31,0,1.0,0.9056079456455165,"['SFHH', 'FFFF', 'HHFH', 'FHFG']"
1,82,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,84,0,1.0,0.9138075656044898,"['SFFH', 'HHFF', 'FHHF', 'FHFG']"
1,6,0,1.0,0.9193151828650342,"['SFFF', 'HFFF', 'FFFF', 'FHHG']"
1,93,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,18,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'FFFG']"
1,53,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,99,0,1.0,0.9791880578299021,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,28,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,36,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HFFG']"
1,28,0,1.0,0.9304302024748964,"['SFFF', 'FHFF', 'FFHF', 'FHFG']"
1,89,0,1.0,0.8974819010978248,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,57,0,1.0,0.9674905716180701,"['SHHH', 'FFHF', 'FFFH', 'HFFG']"
1,24,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'FFHG']"
1,40,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,45,0,1.0,0.884100203995605,"['SHHH', 'FFFF', 'FFHF', 'HHFG']"
1,24,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FFFG']"
1,98,0,1.0,0.9193151828650342,"['SFFH', 'FFHF', 'FFFF', 'FHHG']"
1,91,0,1.0,0.7584982177744161,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFF', 'HHFG']"
1,100,0,1.0,0.837556937769312,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,52,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,64,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HFFG']"
1,41,0,1.0,0.9530650263643888,"['SFHH', 'FHFH', 'FFHH', 'FFFG']"
1,15,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HFHG']"
1,66,0,1.0,0.9165572373164391,"['SFFH', 'FFFF', 'FHHF', 'HHHG']"
1,30,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'HHHG']"
1,58,0,1.0,0.9138075656044898,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,37,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,42,0,1.0,0.8300415167526705,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,71,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,59,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
1,50,0,1.0,0.8078974551636565,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,92,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,27,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'HFHH', 'HFFG']"
1,97,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'HHHG']"
1,83,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HFFF', 'FFHG']"
1,73,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'HFFF', 'HHHG']"
1,24,0,1.0,0.9220814271464737,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,41,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'HHFG']"
1,81,0,1.0,0.9791880578299021,"['SFHH', 'HFFH', 'HFFF', 'HFFG']"
1,60,0,0.0,0.0,"['SFHH', 'HFFF', 'FHFH', 'FHFG']"
1,37,0,1.0,0.9276389118674717,"['SHFH', 'FFFH', 'HFFF', 'FHFG']"
1,13,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,8,0,1.0,0.8078974551636565,"['SFFH', 'HHFF', 'FFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,78,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FHHH', 'FFFG']"
1,14,0,1.0,0.8709180316048211,"['SFFH', 'FFHF', 'HFFF', 'FHFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'HHHG']"
1,9,0,1.0,0.93603800616986,"['SFHF', 'HFHH', 'HFFF', 'HFFG']"
1,63,0,1.0,0.9616943356035061,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,40,0,1.0,0.9304302024748964,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,90,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FFFH', 'FFFG']"
1,19,0,1.0,0.8867604854519608,"['SFFF', 'FFFH', 'FFFF', 'HFHG']"
1,37,0,1.0,0.9248559951318693,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,56,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FHFG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'HHHG']"
1,82,0,1.0,0.9762504936564125,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,74,0,1.0,0.8814479033836181,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,47,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,70,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,58,0,1.0,0.7958514863018556,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,34,0,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9616943356035061,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'FFHG']"
1,38,0,0.0,0.0,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,74,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,12,0,0.0,0.0,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,18,0,1.0,0.9165572373164391,"['SFFF', 'HHHF', 'FHFF', 'FHHG']"
1,20,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FFHG']"
1,74,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'HFFG']"
1,42,0,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHHG']"
1,88,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'HHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,54,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,85,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,34,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,76,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,34,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HFFF', 'HFHG']"
1,75,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FFHG']"
1,68,0,1.0,0.9473552137914398,"['SFHH', 'HFFH', 'HFHF', 'FFFG']"
1,35,0,1.0,0.9704017769489168,"['SHHH', 'FHHF', 'FFFF', 'HHFG']"
1,15,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'HHFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHH', 'FFFG']"
1,53,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHF', 'FFHG']"
1,96,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,22,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,32,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'FFHG']"
1,97,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFF', 'FHHF', 'FHFG']"
1,19,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHHG']"
1,72,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,34,0,1.0,0.9530650263643888,"['SHHH', 'FFHH', 'FFFH', 'HFFG']"
1,31,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,68,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,99,0,1.0,0.9001824484431542,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,96,0,1.0,0.8400771692771434,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,40,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,30,0,1.0,0.8476834558136123,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FFFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,27,0,1.0,0.9276389118674717,"['SFFF', 'HFFH', 'FFFF', 'FFHG']"
1,49,0,1.0,0.8761671489944468,"['SFHF', 'FFFF', 'HHFH', 'FFFG']"
1,71,0,1.0,0.9674905716180701,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,55,0,1.0,0.835044266956004,"['SHHF', 'FFFF', 'FHHF', 'HHFG']"
1,26,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHF', 'FFFG']"
1,13,0,1.0,0.8631032605924442,"['SFFH', 'HHFF', 'HHHF', 'HHHG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFH', 'FFHF', 'FFFG']"
1,58,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FHHG']"
1,15,0,1.0,0.835044266956004,"['SHFF', 'FFHF', 'FHFF', 'FFFG']"
1,82,0,1.0,0.8735386475474635,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,20,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'FHHG']"
1,76,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'FHFF', 'FFHG']"
1,56,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHHH', 'FFHF', 'FHFH', 'FFFG']"
1,94,0,1.0,0.9645880999032158,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,94,0,1.0,0.985089730404757,"['SHFH', 'FHFF', 'FHHF', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,77,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FHFF', 'FHFG']"
1,45,0,1.0,0.9056079456455165,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,72,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,63,0,0.0,0.0,"['SFFH', 'HFHF', 'HFHH', 'HFFG']"
1,25,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'HHFG']"
1,84,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HHFF', 'FHFG']"
1,45,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,48,0,1.0,0.9276389118674717,"['SHHH', 'FHHH', 'FFFH', 'HHFG']"
1,44,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'HHFF', 'HHHG']"
1,73,0,1.0,0.8814479033836181,"['SFHF', 'FFHH', 'HFFF', 'HFHG']"
1,48,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,43,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,65,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,85,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'HFFF', 'HFHG']"
1,61,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,33,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HHFF', 'FFHG']"
1,35,0,1.0,0.9445131481500655,"['SFFH', 'HHFH', 'FHFF', 'FFFG']"
1,9,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'FFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,43,0,1.0,0.8657003616774767,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,19,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'FHFG']"
1,33,0,1.0,0.9083329444789534,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,88,0,1.0,0.9704017769489168,"['SFHH', 'FHHH', 'FHFH', 'FFFG']"
1,96,0,1.0,0.8325391341551359,"['SHFF', 'FFFF', 'HFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'FFHG']"
1,62,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,68,0,1.0,0.8683052775100066,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,10,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'HFFF', 'FFHG']"
1,72,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'FHFG']"
1,92,0,1.0,0.9588092525966956,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,28,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,32,0,1.0,0.93603800616986,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,51,0,1.0,0.8451404054461714,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,25,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'HFFG']"
1,77,0,1.0,0.9001824484431542,"['SFHF', 'HFFH', 'HFFF', 'HFHG']"
1,80,0,1.0,0.93603800616986,"['SFFH', 'FHFF', 'HFHF', 'HHFG']"
1,44,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,79,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,24,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,81,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FFFH', 'HHFG']"
1,78,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHHF', 'FFHG']"
1,4,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,53,0,1.0,0.803057341509771,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,24,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFF', 'FHFG']"
1,76,0,1.0,0.9588092525966956,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,35,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'FHFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'FFHG']"
1,86,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,40,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,13,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FHHF', 'FFFG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FHHG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,38,0,1.0,0.9332298921513504,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,55,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,41,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHFG']"
1,53,0,1.0,0.8631032605924442,"['SFHF', 'FFFH', 'FFHH', 'HFFG']"
1,70,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,13,0,1.0,0.9276389118674717,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,67,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHFF', 'FFFG']"
1,22,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'FHFG']"
1,54,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HFHF', 'HHFG']"
1,46,0,1.0,0.9388545698794984,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,56,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'HFFH', 'HFFG']"
1,55,0,1.0,0.9193151828650342,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,80,0,1.0,0.7792882711929549,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,89,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,19,0,1.0,0.7722956964947572,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,72,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFF', 'FFHG']"
1,71,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,97,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFF', 'FFFG']"
1,43,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FFFH', 'HFFG']"
1,15,0,1.0,0.8657003616774767,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,43,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,28,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,82,0,1.0,0.9193151828650342,"['SHHF', 'FHFH', 'FFFF', 'HHHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHH', 'FFHH', 'FFFG']"
1,23,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'HFFF', 'FFFG']"
1,56,0,1.0,0.9559328248389055,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,93,0,1.0,0.9704017769489168,"['SHFF', 'FHHH', 'FHHF', 'FFFG']"
1,48,0,1.0,0.90289112180858,"['SFFF', 'FHHH', 'FHFF', 'FFFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'HHFG']"
1,41,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,77,0,1.0,0.9416796087056153,"['SFHH', 'HFHF', 'HFFF', 'FFHG']"
1,8,0,1.0,0.9304302024748964,"['SFFF', 'HHHF', 'HHFF', 'FHHG']"
1,57,0,1.0,0.9704017769489168,"['SFHF', 'FFHH', 'FFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,84,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,46,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FHHG']"
1,11,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,80,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHHF', 'FHFG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHFF', 'FHHG']"
1,5,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'FFFG']"
1,94,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,68,0,1.0,0.9193151828650342,"['SFFF', 'HFFH', 'HFFF', 'HHHG']"
1,17,0,1.0,0.9473552137914398,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,24,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
1,47,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FFHG']"
1,65,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'FFHF', 'HHFG']"
1,26,0,1.0,0.9220814271464737,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,62,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFF', 'FFFG']"
1,81,0,1.0,0.8709180316048211,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,22,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,39,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,34,0,1.0,0.8451404054461714,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,91,0,1.0,0.9138075656044898,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,92,0,1.0,0.9616943356035061,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,46,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FHHF', 'FFFG']"
1,54,0,1.0,0.9388545698794984,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,29,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FHFF', 'HFFG']"
1,41,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'FHFG']"
1,68,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FFFF', 'HFHG']"
1,66,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,80,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FHHF', 'FHHG']"
1,49,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,23,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'FHFG']"
1,40,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,57,0,1.0,0.9056079456455165,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,24,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,40,0,1.0,0.7958514863018556,"['SFFH', 'FFFF', 'HFHH', 'FFFG']"
1,76,0,1.0,0.776950406379376,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
