Temperature,Simulations,Return,Discounted Return,Map
1,22,0,1.0,0.8735386475474635,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,91,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFF', 'FHHG']"
1,87,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FHFF', 'HFFG']"
1,80,0,1.0,0.9388545698794984,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,51,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHH', 'HFFG']"
1,60,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9056079456455165,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.9248559951318693,"['SHFH', 'FFFF', 'FHHF', 'FFHG']"
1,39,0,1.0,0.9704017769489168,"['SFHH', 'FHFH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HHHF', 'FFHG']"
1,6,0,0.0,0.0,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHH', 'FFFG']"
1,77,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'FHFH', 'FFFG']"
1,49,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FFFG']"
1,63,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFHF', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,68,0,1.0,0.8683052775100066,"['SHFH', 'FFFH', 'FHFF', 'FHFG']"
1,42,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFHH', 'FFFG']"
1,56,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,24,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'FFFH', 'FFFG']"
1,83,0,1.0,0.8250687380258053,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,57,0,1.0,0.9704017769489168,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,86,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'HFFG']"
1,86,0,1.0,0.9559328248389055,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHF', 'HFFG']"
1,76,0,1.0,0.9276389118674717,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,41,0,1.0,0.8631032605924442,"['SFFF', 'HHFH', 'HHFH', 'FHFG']"
1,92,0,1.0,0.8103284404851119,"['SFHF', 'FHHF', 'FFFF', 'HHHG']"
1,19,0,1.0,0.9193151828650342,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,33,0,1.0,0.803057341509771,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,55,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,70,0,1.0,0.9388545698794984,"['SFFF', 'FFHH', 'HFFF', 'FFHG']"
1,23,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,76,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'HHFH', 'FHFG']"
1,51,0,1.0,0.9674905716180701,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,24,0,1.0,0.8814479033836181,"['SHHF', 'FHHF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHFF', 'FFFG']"
1,94,0,1.0,0.9220814271464737,"['SFFF', 'HHFH', 'FFFH', 'FHFG']"
1,66,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FHHH', 'FFFG']"
1,37,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,76,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,12,0,1.0,0.90289112180858,"['SFFH', 'HHFH', 'HFFF', 'HHFG']"
1,9,0,1.0,0.9588092525966956,"['SFHH', 'FHHH', 'FFFH', 'FFFG']"
1,76,0,1.0,0.747188804859888,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,17,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,36,0,1.0,0.8426049842298329,"['SFFH', 'FFFF', 'FHHF', 'FFHG']"
1,92,0,1.0,0.884100203995605,"['SFFH', 'FHFF', 'HHHF', 'HFFG']"
1,96,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,33,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'HFFG']"
1,12,0,1.0,0.7653658663581259,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,31,0,1.0,0.9165572373164391,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,29,0,1.0,0.8103284404851119,"['SFHH', 'FHFH', 'FHHF', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,10,0,1.0,0.8921050870283477,"['SFFH', 'FFFF', 'HHFF', 'HFHG']"
1,75,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'HFHF', 'FHFG']"
1,27,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHHG']"
1,51,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'FHFG']"
1,48,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,39,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,40,0,1.0,0.9220814271464737,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFHF', 'HFFG']"
1,49,0,1.0,0.9416796087056153,"['SFFF', 'FHFH', 'HFFF', 'HFFG']"
1,95,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'FHHG']"
1,83,0,1.0,0.9001824484431542,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,64,0,1.0,0.7562227231210928,"['SFFF', 'HFHH', 'FFFF', 'HHHG']"
1,20,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,89,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,86,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HHHF', 'FHHG']"
1,33,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,37,0,1.0,0.8553586117313603,"['SFFF', 'HHFH', 'FHFH', 'HFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,72,0,1.0,0.8761671489944468,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,15,0,1.0,0.9416796087056153,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9056079456455165,"['SFFF', 'FHHF', 'FFHF', 'FFHG']"
1,8,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HHFG']"
1,27,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HFFG']"
1,87,0,1.0,0.857932408958235,"['SFFH', 'HFHH', 'HFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,84,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,11,0,1.0,0.8974819010978248,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,38,0,1.0,0.8553586117313603,"['SFFH', 'HFHH', 'HFFF', 'FFHG']"
1,49,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,86,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHHG']"
1,73,0,1.0,0.90289112180858,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,60,0,1.0,0.79346393184295,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,86,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,75,0,1.0,0.9559328248389055,"['SHFF', 'FHHH', 'FFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,66,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,34,0,1.0,0.9138075656044898,"['SFFH', 'HFFF', 'HHFH', 'HHFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HHHG']"
1,83,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FHHF', 'FHHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,29,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,98,0,1.0,0.9138075656044898,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,83,0,1.0,0.8631032605924442,"['SHFF', 'FHHF', 'FFFH', 'HHFG']"
1,54,0,1.0,0.8225935318117279,"['SFHF', 'FFFF', 'FFHF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,31,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HHFG']"
1,73,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'FHHG']"
1,72,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFHG']"
1,75,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,62,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,7,0,0.0,0.0,"['SHHF', 'FFHF', 'FHHF', 'FFFG']"
1,70,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,31,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FHFF', 'FFFG']"
1,77,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'HHFF', 'FHFG']"
1,67,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFF', 'HFFG']"
1,82,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFH', 'FHFG']"
1,31,0,1.0,0.857932408958235,"['SFFH', 'HFHH', 'FFHF', 'FFFG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HHFF', 'FHFG']"
1,49,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'FFFF', 'HFHG']"
1,86,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,46,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,61,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHHF', 'HFFG']"
1,94,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HHFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'FFFG']"
1,100,0,1.0,0.8974819010978248,"['SFHH', 'HFHH', 'HFHF', 'FFFG']"
1,92,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FFFF', 'HFFG']"
1,77,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,84,0,1.0,0.9332298921513504,"['SFFF', 'HFHF', 'HFHF', 'FFHG']"
1,67,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FHFF', 'HFFG']"
1,97,0,1.0,0.9416796087056153,"['SHHF', 'FFFH', 'HFFF', 'FFHG']"
1,95,0,1.0,0.7584982177744161,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,33,0,1.0,0.9138075656044898,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,71,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,93,0,1.0,0.9388545698794984,"['SFFF', 'HHHF', 'HHFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFH', 'FHFG']"
1,97,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,99,0,1.0,0.7607805594527743,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,77,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,78,0,1.0,0.9138075656044898,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,75,0,1.0,0.9083329444789534,"['SHHF', 'FHHH', 'FFFF', 'HHFG']"
1,60,0,1.0,0.9704017769489168,"['SHFF', 'FFHF', 'FFFH', 'HFFG']"
1,32,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,48,0,1.0,0.8127667407072335,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HFFG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'HHFG']"
1,65,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFF', 'FFFG']"
1,20,0,1.0,0.9220814271464737,"['SFFF', 'FFHF', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FFHG']"
1,62,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,44,0,1.0,0.9083329444789534,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,38,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'FHFG']"
1,85,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFF', 'FFFG']"
1,18,0,1.0,0.9138075656044898,"['SFFH', 'FFFF', 'HFFH', 'FHFG']"
1,53,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'FFFG']"
1,29,0,1.0,0.8400771692771434,"['SFFH', 'FFFH', 'FHFF', 'HFHG']"
1,71,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFFF', 'HHFG']"
1,62,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,59,0,1.0,0.9001824484431542,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,17,0,0.0,0.0,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,32,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,64,0,1.0,0.9276389118674717,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,72,0,1.0,0.8275513922024125,"['SFHF', 'HFFF', 'HHHF', 'HFFG']"
1,57,0,1.0,0.9733217421754432,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,87,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFH', 'HFFG']"
1,43,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFH', 'HFFG']"
1,72,0,1.0,0.837556937769312,"['SFHF', 'FHHH', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,32,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'HFHG']"
1,55,0,1.0,0.9733217421754432,"['SHHH', 'FFHH', 'FFFH', 'FFFG']"
1,98,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,90,0,1.0,0.9056079456455165,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9416796087056153,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,45,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'FHFG']"
1,68,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFFG']"
1,50,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,80,0,1.0,0.9332298921513504,"['SHHH', 'FFHH', 'FFFH', 'HHFG']"
1,14,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FHHG']"
1,33,0,1.0,0.9645880999032158,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,8,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HFHG']"
1,49,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHFG']"
1,54,0,1.0,0.8788035596734672,"['SFFF', 'FFHH', 'FFFH', 'FHFG']"
1,29,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,54,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHFF', 'FHFG']"
1,74,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'HHFH', 'HHFG']"
1,14,0,1.0,0.9276389118674717,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFFH', 'FFHH', 'HFFG']"
1,51,0,1.0,0.8761671489944468,"['SFFF', 'HFHH', 'HFFF', 'HHFG']"
1,91,0,1.0,0.9588092525966956,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,27,0,0.0,0.0,"['SFFF', 'FFFH', 'FFFH', 'FHFG']"
1,23,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,59,0,1.0,0.8176653739626438,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,26,0,1.0,0.8761671489944468,"['SFFH', 'HFFH', 'HHFH', 'FFFG']"
1,91,0,1.0,0.9110661429076764,"['SFHF', 'FFHF', 'FFFH', 'FHFG']"
1,92,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,55,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,22,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,36,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,45,0,1.0,0.8894287717672626,"['SFHH', 'FFFF', 'HHHF', 'FFHG']"
1,71,0,1.0,0.9193151828650342,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,45,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFH', 'FFFG']"
1,92,0,1.0,0.9332298921513504,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,80,0,1.0,0.9762504936564125,"['SHFH', 'FHHH', 'FFHF', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,61,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,72,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,76,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,14,0,1.0,0.9110661429076764,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,78,0,1.0,0.9733217421754432,"['SFHF', 'HFHH', 'FFFH', 'FFFG']"
1,87,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,28,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FHFH', 'FFFG']"
1,25,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,7,0,1.0,0.8974819010978248,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,51,0,0.0,0.0,"['SFFH', 'HFHH', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'FFFG']"
1,45,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,21,0,1.0,0.8814479033836181,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,80,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFFF', 'HFFG']"
1,90,0,1.0,0.9616943356035061,"['SHHF', 'FHHH', 'FFFF', 'FHFG']"
1,21,0,1.0,0.8553586117313603,"['SFHH', 'HFHH', 'HFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,89,0,1.0,0.9473552137914398,"['SFHF', 'FHFH', 'FFFF', 'FFHG']"
1,56,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,80,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,99,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFFH', 'FFFG']"
1,80,0,1.0,0.9588092525966956,"['SFFH', 'FHHF', 'FFHH', 'HFFG']"
1,23,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,88,0,1.0,0.9165572373164391,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,73,0,1.0,0.9821344612135428,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,26,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFFF', 'HFFG']"
1,46,0,1.0,0.9220814271464737,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,59,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,41,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,69,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHFG']"
1,56,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFFF', 'HFFG']"
1,98,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,82,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,56,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,43,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,64,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FFHG']"
1,53,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HFFF', 'FFFG']"
1,36,0,1.0,0.9445131481500655,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,26,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,14,0,1.0,0.9416796087056153,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'HFFG']"
1,44,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,42,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,61,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,81,0,1.0,0.9530650263643888,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,80,0,1.0,0.8921050870283477,"['SFFH', 'FHFF', 'HFHF', 'FHFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFH', 'FHFG']"
1,84,0,1.0,0.8867604854519608,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'HFHF', 'HHFG']"
1,77,0,1.0,0.9674905716180701,"['SFFF', 'FHFH', 'FHFF', 'FHFG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFH', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'FFHF', 'FFFG']"
1,7,0,0.0,0.0,"['SFFF', 'HFHF', 'HHFF', 'HFFG']"
1,91,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHF', 'HFFG']"
1,29,0,1.0,0.8502341582884777,"['SFHH', 'HFHH', 'HFFH', 'HFFG']"
1,19,0,1.0,0.9083329444789534,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,48,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHFG']"
1,37,0,1.0,0.9001824484431542,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,62,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,17,0,1.0,0.9083329444789534,"['SFHF', 'HFFF', 'HFFH', 'HFFG']"
1,28,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,6,0,1.0,0.835044266956004,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,79,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHHG']"
1,31,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'FHFF', 'FFFG']"
1,32,0,1.0,0.8103284404851119,"['SHHH', 'FFFF', 'HHFF', 'FHFG']"
1,30,0,1.0,0.7427123967299725,"['SHFF', 'FHHH', 'FHFH', 'FFFG']"
1,97,0,1.0,0.8761671489944468,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,31,0,1.0,0.9332298921513504,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,18,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'HFFF', 'FFHG']"
