Temperature,Simulations,Return,Discounted Return,Map
1,61,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHHF', 'FFFG']"
1,68,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'HHFG']"
1,86,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FHFH', 'FFFG']"
1,55,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,82,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,7,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'HFFF', 'HFHG']"
1,89,0,1.0,0.9473552137914398,"['SFFH', 'HFHF', 'HFHF', 'FFFG']"
1,93,0,1.0,0.9791880578299021,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,6,0,1.0,0.8325391341551359,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,82,0,1.0,0.9733217421754432,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,77,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,14,0,1.0,0.8631032605924442,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,45,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHHG']"
1,16,0,1.0,0.8921050870283477,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,37,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'FHFG']"
1,26,0,1.0,0.8527925358961662,"['SFHH', 'FFFH', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,37,0,1.0,0.8400771692771434,"['SFFH', 'FFFH', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9165572373164391,"['SFFH', 'HFFF', 'HHFH', 'FHFG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,30,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,64,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,45,0,1.0,0.860513950810667,"['SFHF', 'HFFF', 'HHHF', 'FHFG']"
1,94,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HFFF', 'FHFG']"
1,63,0,1.0,0.8225935318117279,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,73,0,1.0,0.9056079456455165,"['SFHF', 'HFHH', 'HFFF', 'FHFG']"
1,33,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,7,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HHHG']"
1,8,0,1.0,0.8250687380258053,"['SFFF', 'HFFH', 'FFFF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'HHHG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFF', 'HFFG']"
1,97,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FHFH', 'FHFG']"
1,64,0,1.0,0.9704017769489168,"['SHHH', 'FHFF', 'FFFF', 'HFFG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'FHFG']"
1,49,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFH', 'FHFG']"
1,33,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,46,0,1.0,0.857932408958235,"['SFFF', 'HHFH', 'FHFF', 'FFHG']"
1,65,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,16,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,69,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,34,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,18,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,80,0,1.0,0.8947894553945313,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,56,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HHFF', 'FHFG']"
1,46,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,67,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFF', 'HFFG']"
1,6,0,1.0,0.884100203995605,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,49,0,1.0,0.9220814271464737,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,3,0,1.0,0.8201257512162927,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'HHHF', 'FHHG']"
1,3,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,23,0,1.0,0.9502058312852957,"['SFFF', 'HFFH', 'FHFF', 'HFFG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,16,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,48,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,60,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FHHF', 'HFFG']"
1,69,0,1.0,0.9530650263643888,"['SFHH', 'FHFH', 'FFHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'FFHG']"
1,55,0,1.0,0.9083329444789534,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,100,0,1.0,0.8921050870283477,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHF', 'FFHG']"
1,49,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,85,0,1.0,0.9674905716180701,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHF', 'HFFG']"
1,32,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HHFG']"
1,65,0,1.0,0.7653658663581259,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,72,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,89,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,6,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HFFF', 'HHFG']"
1,91,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,29,0,1.0,0.9193151828650342,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,31,0,1.0,0.9645880999032158,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,19,0,1.0,0.90289112180858,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,91,0,1.0,0.9616943356035061,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,19,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHHF', 'HFFG']"
1,46,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,74,0,1.0,0.9733217421754432,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,75,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FHHF', 'FFFG']"
1,78,0,1.0,0.776950406379376,"['SHFH', 'FFHH', 'HFFF', 'HHHG']"
1,32,0,1.0,0.9083329444789534,"['SFHH', 'HFFH', 'HFFF', 'HHFG']"
1,21,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,45,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'FFHF', 'FFFG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FFHH', 'FFFG']"
1,59,0,1.0,0.9001824484431542,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
1,79,0,1.0,0.7607805594527743,"['SHHF', 'FHHH', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9733217421754432,"['SHHH', 'FHHF', 'FFFF', 'FFHG']"
1,83,0,1.0,0.9559328248389055,"['SHFH', 'FHFF', 'FHHH', 'FFFG']"
1,50,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHFF', 'HHHG']"
1,32,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FHFF', 'FHFG']"
1,85,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,30,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HFFH', 'HFFG']"
1,87,0,1.0,0.9530650263643888,"['SHFH', 'FHFF', 'FFFF', 'HHFG']"
1,74,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'HHHG']"
1,35,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,21,0,1.0,0.7792882711929549,"['SFFH', 'FHFF', 'FHHH', 'FFFG']"
1,63,0,1.0,0.9248559951318693,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,41,0,1.0,0.8657003616774767,"['SHFF', 'FFHH', 'HFHH', 'FFFG']"
1,53,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HFFF', 'HFFG']"
1,30,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,82,0,1.0,0.9559328248389055,"['SFHH', 'FHFH', 'FFFF', 'HFFG']"
1,46,0,1.0,0.8201257512162927,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,50,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FFHG']"
1,69,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,73,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
1,52,0,1.0,0.9056079456455165,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,7,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,58,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,86,0,1.0,0.9733217421754432,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHHF', 'HHFG']"
1,63,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHFF', 'HFHG']"
1,53,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'FHFG']"
1,97,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,27,0,1.0,0.8225935318117279,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,17,0,0.0,0.0,"['SFFF', 'HHHF', 'FHFF', 'HFHG']"
1,57,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FFFF', 'FHHG']"
1,29,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,38,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,36,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HHFG']"
1,90,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HHHG']"
1,59,0,1.0,0.90289112180858,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,42,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FFFH', 'HFFG']"
1,64,0,1.0,0.8894287717672626,"['SFFH', 'HFHH', 'HFFF', 'FFHG']"
1,26,0,1.0,0.9165572373164391,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,44,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,85,0,1.0,0.9502058312852957,"['SHHH', 'FHFH', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FFFF', 'FHHG']"
1,66,0,1.0,0.9821344612135428,"['SFFH', 'FHHH', 'FFFH', 'FFFG']"
1,100,0,1.0,0.8894287717672626,"['SHFH', 'FHHH', 'FFFF', 'FFHG']"
1,11,0,1.0,0.9083329444789534,"['SFFF', 'FHHF', 'HFFF', 'HHFG']"
1,34,0,1.0,0.9588092525966956,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,85,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,27,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HFFF', 'HFHG']"
1,19,0,1.0,0.7427123967299725,"['SFFH', 'HHFF', 'FHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,96,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFHF', 'FHFG']"
1,65,0,1.0,0.9248559951318693,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,38,0,0.0,0.0,"['SFFF', 'FFFH', 'HFHF', 'FFFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,71,0,1.0,0.9588092525966956,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,95,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHHF', 'HHHG']"
1,89,0,1.0,0.9138075656044898,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,64,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,42,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HFFF', 'FFFG']"
1,36,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,45,0,1.0,0.837556937769312,"['SFFH', 'FFFH', 'HHFF', 'HFHG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,41,0,1.0,0.9473552137914398,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHHF', 'FHHG']"
1,15,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,83,0,1.0,0.9559328248389055,"['SFFH', 'HFHH', 'FFFF', 'FHHG']"
1,75,0,1.0,0.9416796087056153,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,72,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,28,0,1.0,0.835044266956004,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,42,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,40,0,1.0,0.7562227231210928,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,69,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'HHFF', 'FFHG']"
1,14,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,82,0,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,73,0,1.0,0.9791880578299021,"['SHHF', 'FHFH', 'FFFH', 'FFFG']"
1,42,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,30,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,83,0,0.0,0.0,"['SHHH', 'FFHF', 'FFHF', 'HFFG']"
1,64,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHFF', 'HFFG']"
1,59,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FFHF', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SHHF', 'FHFH', 'FHFH', 'FFFG']"
1,66,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,32,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHF', 'HFFG']"
1,30,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,53,0,1.0,0.9645880999032158,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,28,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFFF', 'HHFG']"
1,55,0,1.0,0.9220814271464737,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFFF', 'HHFG']"
1,12,0,1.0,0.8451404054461714,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,24,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HFFF', 'HFFG']"
1,77,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'FFHF', 'FFHG']"
1,53,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFF', 'FHHG']"
1,29,0,1.0,0.9332298921513504,"['SFHF', 'FFFF', 'FFHF', 'FFHG']"
1,61,0,1.0,0.9445131481500655,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,55,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,80,0,1.0,0.93603800616986,"['SFHF', 'FHFH', 'FFHH', 'HFFG']"
1,51,0,1.0,0.9821344612135428,"['SFHH', 'FHFF', 'FHFH', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,27,0,1.0,0.9445131481500655,"['SFFF', 'FHHH', 'FFFF', 'HHFG']"
1,59,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFFF', 'FFFG']"
1,17,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,74,0,1.0,0.9674905716180701,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,60,0,1.0,0.9416796087056153,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,59,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHFF', 'FHHG']"
1,17,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,30,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFHF', 'HFFG']"
1,77,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFFF', 'FHFG']"
1,68,0,1.0,0.9502058312852957,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,89,0,1.0,0.9559328248389055,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,40,0,1.0,0.9530650263643888,"['SFHF', 'HFHF', 'HFFF', 'HFFG']"
1,30,0,1.0,0.7863441585589971,"['SFFH', 'HFFF', 'FHHF', 'FFHG']"
1,28,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHFF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHF', 'HFFG']"
1,46,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,47,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FFFF', 'FHHG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,82,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHHF', 'HHFG']"
1,81,0,1.0,0.9138075656044898,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,73,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,34,0,1.0,0.9416796087056153,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,16,0,1.0,0.93603800616986,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,60,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,3,0,1.0,0.9276389118674717,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,43,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,88,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'FFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHHG']"
1,35,0,1.0,0.9588092525966956,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHFG']"
1,57,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFHG']"
1,74,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHFG']"
1,94,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFF', 'FFHG']"
1,88,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'FFHG']"
1,37,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,77,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9616943356035061,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,97,0,1.0,0.9502058312852957,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,87,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'FHFF', 'FFHG']"
1,20,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,80,0,1.0,0.9733217421754432,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,39,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'HHFG']"
1,74,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFHG']"
1,68,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,32,0,1.0,0.8735386475474635,"['SFFH', 'HHFF', 'FFHF', 'FHHG']"
1,86,0,1.0,0.9473552137914398,"['SHHH', 'FFHH', 'FFHF', 'HFFG']"
1,26,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,22,0,1.0,0.9530650263643888,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,34,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,84,0,1.0,0.9445131481500655,"['SHFH', 'FHHH', 'FHHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FFFG']"
1,73,0,1.0,0.9304302024748964,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,29,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,48,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'HHHF', 'HFFG']"
1,17,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'HFHG']"
1,89,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFF', 'HFFG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HHFF', 'FFFG']"
1,12,0,1.0,0.8078974551636565,"['SHFH', 'FHFH', 'FFFH', 'HFFG']"
1,72,0,1.0,0.8657003616774767,"['SFHF', 'FHHH', 'FFFF', 'HHFG']"
1,64,0,1.0,0.798246224976786,"['SHHF', 'FHFH', 'FFFF', 'FFHG']"
1,36,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HHFG']"
1,94,0,1.0,0.9165572373164391,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,79,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HFFF', 'HHFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,55,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFF', 'FHFG']"
1,29,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
1,50,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,59,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,86,0,1.0,0.9674905716180701,"['SFFF', 'HFHH', 'FFFF', 'FHFG']"
1,99,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFHG']"
1,41,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HHFG']"
1,64,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHFF', 'FFHG']"
1,61,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FFFF', 'FHFG']"
1,33,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFF', 'FFHG']"
1,69,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHFG']"
1,53,0,1.0,0.9588092525966956,"['SFHH', 'FFHH', 'FFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,7,0,0.0,0.0,"['SFFF', 'FHHF', 'FHHF', 'HHHG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,20,0,0.0,0.0,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFHF', 'FHFG']"
1,90,0,1.0,0.9083329444789534,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,47,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FFHF', 'HFFG']"
1,60,0,1.0,0.9220814271464737,"['SHHH', 'FFFF', 'FFFH', 'HHFG']"
1,76,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
