Temperature,Simulations,Return,Discounted Return,Map
1,42,0,1.0,0.9248559951318693,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'FHFG']"
1,28,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,42,0,1.0,0.8814479033836181,"['SFHF', 'FFHH', 'HFFF', 'FHHG']"
1,27,0,1.0,0.7722956964947572,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,35,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,80,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,83,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,89,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,55,0,1.0,0.9248559951318693,"['SHFF', 'FHFF', 'FHFF', 'FFFG']"
1,35,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFFF', 'HHHG']"
1,30,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,62,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,72,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HFHF', 'HFFG']"
1,60,0,1.0,0.9616943356035061,"['SFHH', 'HFHF', 'HFFH', 'FFFG']"
1,86,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HHFF', 'FHFG']"
1,92,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HFFG']"
1,73,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'FFHG']"
1,70,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HFHF', 'HHFG']"
1,24,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,9,0,1.0,0.9248559951318693,"['SFFF', 'HFFF', 'FFHF', 'HFHG']"
1,48,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFF', 'FHHG']"
1,3,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HFHF', 'HFFG']"
1,66,0,1.0,0.8300415167526705,"['SHHF', 'FHHF', 'FFHH', 'HFFG']"
1,99,0,1.0,0.9276389118674717,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,91,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FFFH', 'HHFG']"
1,94,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FFFH', 'FFFG']"
1,71,0,1.0,0.9332298921513504,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,32,0,1.0,0.7699788094052729,"['SFHF', 'HFFF', 'HHHF', 'HFHG']"
1,45,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'HHHF', 'HHFG']"
1,45,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,65,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HHFG']"
1,43,0,1.0,0.9530650263643888,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,21,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,2,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,93,0,1.0,0.9416796087056153,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,81,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,18,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,96,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'FHFH', 'HFFG']"
1,52,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,52,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'HHFG']"
1,32,0,1.0,0.8451404054461714,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,72,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,62,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,52,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HFFF', 'FHFG']"
1,54,0,1.0,0.8974819010978248,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FHHF', 'FHHF', 'FFFG']"
1,88,0,1.0,0.9645880999032158,"['SHFF', 'FHHH', 'FHHF', 'FFFG']"
1,22,0,1.0,0.857932408958235,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,63,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,49,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,71,0,1.0,0.9704017769489168,"['SHFF', 'FHFF', 'FFFH', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'HHFG']"
1,73,0,1.0,0.798246224976786,"['SFFF', 'FFHF', 'HFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,39,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,99,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,35,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,64,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'HHFG']"
1,18,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,69,0,1.0,0.8176653739626438,"['SFHF', 'FHHH', 'FFFH', 'HHFG']"
1,26,0,1.0,0.8947894553945313,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,48,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'HFFF', 'HFHG']"
1,52,0,1.0,0.8275513922024125,"['SFHH', 'HFFF', 'FFHH', 'HFFG']"
1,42,0,0.0,0.0,"['SFFH', 'FFHF', 'HFHH', 'HFFG']"
1,45,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'FFHG']"
1,50,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHH', 'FFFG']"
1,49,0,1.0,0.8275513922024125,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,9,0,1.0,0.8225935318117279,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,72,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HFHG']"
1,60,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9056079456455165,"['SHFF', 'FHFF', 'FFHH', 'HFFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'HFFG']"
1,25,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,60,0,1.0,0.7816331707050701,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,39,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'FHHF', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HHFF', 'FFFG']"
1,60,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'HHFF', 'FHFG']"
1,25,0,0.0,0.0,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,90,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'HFFF', 'HFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHHF', 'FFHG']"
1,5,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHFG']"
1,62,0,1.0,0.9388545698794984,"['SFHF', 'FHHF', 'FFFF', 'FHFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,36,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,37,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFHG']"
1,100,0,1.0,0.9588092525966956,"['SFHH', 'HFHH', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,53,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'HHFG']"
1,87,0,1.0,0.9704017769489168,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,68,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'HFFF', 'FFHG']"
1,64,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,68,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,55,0,1.0,0.8502341582884777,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,100,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,65,0,1.0,0.9674905716180701,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,38,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FFFG']"
1,24,0,1.0,0.857932408958235,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,44,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,14,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,44,0,1.0,0.9083329444789534,"['SHFH', 'FFFF', 'HHFF', 'FFHG']"
1,92,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FFFF', 'HFFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HHFG']"
1,62,0,1.0,0.90289112180858,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,39,0,1.0,0.8502341582884777,"['SFHF', 'HFHH', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9110661429076764,"['SFHF', 'HFFH', 'HHFF', 'FHFG']"
1,96,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,59,0,1.0,0.8300415167526705,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,91,0,1.0,0.8176653739626438,"['SHHH', 'FFFF', 'HHHF', 'FFFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,35,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'HHFF', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'HFFF', 'HHHF', 'FHHG']"
1,77,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FHFF', 'HFFG']"
1,10,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,25,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HHHG']"
1,6,0,1.0,0.860513950810667,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,78,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,54,0,1.0,0.9220814271464737,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,21,0,0.0,0.0,"['SFHF', 'FFHH', 'FHFH', 'FFFG']"
1,21,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,73,0,1.0,0.9502058312852957,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,19,0,1.0,0.857932408958235,"['SFFH', 'FHFH', 'FFFH', 'HHFG']"
1,40,0,1.0,0.93603800616986,"['SFFF', 'FFHF', 'FHHF', 'FFHG']"
1,24,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFH', 'FFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,5,0,1.0,0.8894287717672626,"['SFFF', 'HFFF', 'HFFF', 'HHHG']"
1,32,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHF', 'HFFG']"
1,12,0,0.0,0.0,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,29,0,1.0,0.9502058312852957,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,42,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,61,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHFG']"
1,45,0,1.0,0.8553586117313603,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,39,0,1.0,0.9193151828650342,"['SFFF', 'HHHF', 'HHHF', 'HFHG']"
1,72,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FHHH', 'FFFG']"
1,54,0,1.0,0.860513950810667,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,58,0,1.0,0.9276389118674717,"['SHFF', 'FFFF', 'FHHF', 'FHHG']"
1,41,0,1.0,0.9138075656044898,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,89,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,35,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,15,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,46,0,1.0,0.9276389118674717,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,39,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FFHF', 'FFFG']"
1,100,0,1.0,0.9083329444789534,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,30,0,1.0,0.8527925358961662,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,83,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FHHF', 'FFFG']"
1,42,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,23,0,1.0,0.8894287717672626,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,20,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FFFF', 'FFHG']"
1,99,0,1.0,0.8788035596734672,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,6,0,1.0,0.9248559951318693,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,61,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,84,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,64,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHHG']"
1,94,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FHFF', 'FFFG']"
1,82,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFF', 'HHHG']"
1,91,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,86,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HHHF', 'FHHG']"
1,14,0,0.0,0.0,"['SHFF', 'FHFH', 'FHHF', 'FFFG']"
1,15,0,1.0,0.9248559951318693,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,50,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFHF', 'FHHG']"
1,90,0,1.0,0.9445131481500655,"['SHHF', 'FFFF', 'HFFF', 'HHHG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFH', 'FHFG']"
1,74,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,96,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'HFFF', 'HFHG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,44,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'FFFH', 'HFFG']"
1,99,0,1.0,0.9674905716180701,"['SHFF', 'FHHF', 'FHHF', 'FFFG']"
1,95,0,1.0,0.8657003616774767,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,35,0,1.0,0.93603800616986,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,28,0,1.0,0.9165572373164391,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,24,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,15,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHFF', 'HFHG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FHFF', 'HHHG']"
1,34,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,62,0,1.0,0.9502058312852957,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'FFFG']"
1,89,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,73,0,1.0,0.90289112180858,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,56,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'HHFF', 'FHFG']"
1,65,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,49,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'HHFG']"
1,95,0,1.0,0.9445131481500655,"['SFHH', 'FFFH', 'HFFH', 'FHFG']"
1,48,0,1.0,0.9304302024748964,"['SHHH', 'FHHH', 'FHHF', 'FFFG']"
1,62,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FHHF', 'FFHG']"
1,19,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,74,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,60,0,1.0,0.8250687380258053,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,30,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'FFFG']"
1,82,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'HFFF', 'HFFG']"
1,70,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,52,0,1.0,0.9821344612135428,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,59,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'FFFF', 'HFFG']"
1,78,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,8,0,1.0,0.8709180316048211,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,43,0,1.0,0.7653658663581259,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,23,0,0.0,0.0,"['SHFF', 'FFHH', 'FHFH', 'FFFG']"
1,69,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FHHH', 'FFFG']"
1,81,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,95,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,61,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FFHG']"
1,20,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FFHG']"
1,84,0,1.0,0.860513950810667,"['SFHF', 'HFFH', 'HHFF', 'HFHG']"
1,65,0,1.0,0.860513950810667,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,44,0,1.0,0.9559328248389055,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,73,0,1.0,0.8761671489944468,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
1,60,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'HHFG']"
1,91,0,1.0,0.8476834558136123,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,97,0,1.0,0.857932408958235,"['SFHF', 'HFHF', 'FFFH', 'FHFG']"
1,86,0,1.0,0.78398512608332,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,79,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,30,0,1.0,0.7562227231210928,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,36,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'FFFG']"
1,39,0,1.0,0.8894287717672626,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,45,0,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,25,0,1.0,0.884100203995605,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,22,0,1.0,0.747188804859888,"['SHFH', 'FFHH', 'HFFF', 'HHHG']"
1,71,0,1.0,0.9138075656044898,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,81,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFH', 'HFFG']"
1,66,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HFFF', 'FFHG']"
1,79,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,87,0,1.0,0.8451404054461714,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,37,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFF', 'FFHG']"
1,72,0,1.0,0.93603800616986,"['SFFF', 'FHFH', 'HFFF', 'FFHG']"
1,39,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'HFFF', 'FFFG']"
1,65,0,1.0,0.9332298921513504,"['SFFF', 'HHFH', 'HFFF', 'HHHG']"
1,91,0,1.0,0.7746195551602378,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,59,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'HFHG']"
1,84,0,1.0,0.9110661429076764,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,71,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHHG']"
1,27,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFH', 'FHFG']"
1,78,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,63,0,1.0,0.93603800616986,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,56,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,75,0,1.0,0.9530650263643888,"['SHFH', 'FFFF', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,74,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FFFH', 'FHFG']"
1,42,0,1.0,0.8400771692771434,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,11,0,1.0,0.8502341582884777,"['SFFF', 'HHHF', 'HFFF', 'FFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9193151828650342,"['SHHF', 'FFFF', 'FHFF', 'HHHG']"
1,71,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'FFFF', 'FFHG']"
1,99,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,100,0,1.0,0.9220814271464737,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,90,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFF', 'FFFG']"
1,24,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFHG']"
1,73,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FHHF', 'FHFG']"
1,55,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HHFF', 'HHFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,96,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'FHFH', 'FFFG']"
1,3,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FFHF', 'FHHG']"
1,98,0,1.0,0.8709180316048211,"['SHHF', 'FFFH', 'HFFF', 'HHHG']"
1,11,0,1.0,0.9502058312852957,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'FFHG']"
1,34,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,57,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,32,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,15,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
