Temperature,Simulations,Return,Discounted Return,Map
1,3,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HFHG']"
1,15,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'FHFG']"
1,34,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,47,0,1.0,0.8527925358961662,"['SFHF', 'FFHH', 'HFFH', 'FHFG']"
1,53,0,1.0,0.8250687380258053,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,88,0,1.0,0.9616943356035061,"['SHHH', 'FFHH', 'HFFH', 'FFFG']"
1,76,0,1.0,0.7722956964947572,"['SHHF', 'FHHF', 'FFHH', 'HFFG']"
1,48,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,56,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'FFFG']"
1,100,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HFFH', 'FFFG']"
1,77,0,0.0,0.0,"['SHFH', 'FHFF', 'FFHF', 'HFFG']"
1,44,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,59,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'HHFF', 'FHFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFH', 'HHFG']"
1,77,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'FHFF', 'FFHG']"
1,33,0,1.0,0.8709180316048211,"['SHHH', 'FHHH', 'FFFH', 'HFFG']"
1,67,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HHHF', 'HFHG']"
1,68,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,36,0,1.0,0.9138075656044898,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,48,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9304302024748964,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'FHFG']"
1,2,0,0.0,0.0,"['SFHH', 'FHFF', 'FFHH', 'HFFG']"
1,48,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,58,0,1.0,0.9733217421754432,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,65,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,67,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FHFH', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,72,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,36,0,1.0,0.9674905716180701,"['SHFH', 'FHHH', 'FFHF', 'FFFG']"
1,7,0,1.0,0.9332298921513504,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,13,0,1.0,0.7653658663581259,"['SHHH', 'FFFF', 'FFHH', 'FFFG']"
1,84,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HHFF', 'HHFG']"
1,61,0,1.0,0.9193151828650342,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,45,0,1.0,0.9388545698794984,"['SFHH', 'HFFF', 'FHFF', 'HFHG']"
1,90,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,51,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHF', 'FFFG']"
1,59,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HHHF', 'HFFG']"
1,82,0,1.0,0.9445131481500655,"['SFHF', 'HFFH', 'HFHH', 'FFFG']"
1,28,0,1.0,0.7584982177744161,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,64,0,1.0,0.9220814271464737,"['SFFH', 'FFHF', 'FHHF', 'FFFG']"
1,51,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,53,0,1.0,0.8814479033836181,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,15,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,41,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
1,60,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHHG']"
1,31,0,1.0,0.8894287717672626,"['SFFF', 'FFFH', 'HHFF', 'FHHG']"
1,23,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,66,0,1.0,0.9388545698794984,"['SHHF', 'FFFF', 'FFHF', 'HHFG']"
1,82,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HFFH', 'HFFG']"
1,49,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FFHF', 'FFHG']"
1,96,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'HHHG']"
1,56,0,1.0,0.9445131481500655,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,69,0,1.0,0.9762504936564125,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,42,0,1.0,0.9762504936564125,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,21,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FFHG']"
1,49,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFH', 'FFFG']"
1,19,0,1.0,0.8894287717672626,"['SFFF', 'FHHF', 'HFFF', 'HHFG']"
1,62,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,100,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'HFFF', 'HFHG']"
1,24,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HFHF', 'FFFG']"
1,77,0,1.0,0.9559328248389055,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,50,0,1.0,0.857932408958235,"['SFFF', 'FFHF', 'HFFH', 'FHFG']"
1,75,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HFFF', 'FFHG']"
1,63,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'FHHG']"
1,31,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'FFFH', 'HFFG']"
1,64,0,1.0,0.9674905716180701,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,21,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFH', 'HFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,44,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,46,0,1.0,0.9083329444789534,"['SFHH', 'FFFF', 'FHFF', 'FFHG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHHF', 'FHHG']"
1,65,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,71,0,1.0,0.9791880578299021,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9220814271464737,"['SHHF', 'FHHH', 'FFFF', 'HHFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHFF', 'FFFG']"
1,45,0,1.0,0.9193151828650342,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,99,0,1.0,0.9704017769489168,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,54,0,1.0,0.8788035596734672,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,15,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,40,0,1.0,0.8225935318117279,"['SHHH', 'FFHH', 'HFFF', 'HFFG']"
1,78,0,1.0,0.9762504936564125,"['SHHF', 'FHFF', 'FFHH', 'FFFG']"
1,97,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'HHHF', 'HFHG']"
1,31,0,1.0,0.860513950810667,"['SFHF', 'HFFH', 'FFHF', 'HFFG']"
1,61,0,1.0,0.9248559951318693,"['SFHF', 'HFFH', 'HHFF', 'HHFG']"
1,25,0,1.0,0.8709180316048211,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,83,0,1.0,0.884100203995605,"['SHHH', 'FFHF', 'HFFF', 'FFHG']"
1,93,0,1.0,0.8788035596734672,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,81,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,56,0,1.0,0.9110661429076764,"['SFFH', 'FHFH', 'HFFH', 'FFFG']"
1,92,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'FFFF', 'HHHG']"
1,50,0,1.0,0.9332298921513504,"['SHFF', 'FHHF', 'FFFF', 'HFFG']"
1,54,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,56,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FHFG']"
1,90,0,1.0,0.9502058312852957,"['SFFH', 'FFHH', 'HFFH', 'HHFG']"
1,21,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,96,0,1.0,0.8103284404851119,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,35,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'FHFG']"
1,80,0,1.0,0.9276389118674717,"['SHHF', 'FFHH', 'HFHH', 'FFFG']"
1,43,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'FHHG']"
1,17,0,0.0,0.0,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,49,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFFG']"
1,51,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,32,0,1.0,0.8275513922024125,"['SFHH', 'HFHH', 'HFHF', 'FFFG']"
1,38,0,1.0,0.837556937769312,"['SHFF', 'FFHF', 'HFFH', 'FFFG']"
1,98,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFHF', 'FFFG']"
1,25,0,1.0,0.78398512608332,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,15,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FFFH', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'FHHH', 'FFFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'FHHG']"
1,68,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'FHFG']"
1,6,0,1.0,0.9248559951318693,"['SFHH', 'FFHF', 'FFFH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,74,0,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FHHF', 'FFFG']"
1,12,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,21,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,26,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,59,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,44,0,1.0,0.9165572373164391,"['SFFH', 'HHFF', 'HFHF', 'FFFG']"
1,54,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,28,0,1.0,0.9762504936564125,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,74,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,49,0,1.0,0.9083329444789534,"['SFHF', 'FFHF', 'FHFF', 'FFFG']"
1,73,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,31,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFHF', 'FFFG']"
1,62,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHF', 'HFFG']"
1,20,0,1.0,0.9276389118674717,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,100,0,1.0,0.9445131481500655,"['SFHH', 'FFHH', 'HFFH', 'FFFG']"
1,80,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,91,0,1.0,0.985089730404757,"['SFFH', 'FFHH', 'FHFF', 'FFFG']"
1,18,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'HHFF', 'HHFG']"
1,45,0,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,85,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,76,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,76,0,1.0,0.8867604854519608,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'FFFF', 'FFFG']"
1,67,0,1.0,0.8426049842298329,"['SHHF', 'FFFF', 'FFFH', 'HHFG']"
1,99,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,86,0,1.0,0.9304302024748964,"['SFHH', 'HFFH', 'HFFH', 'HHFG']"
1,46,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,55,0,1.0,0.9674905716180701,"['SHHF', 'FHHH', 'FFHF', 'FFFG']"
1,37,0,1.0,0.7584982177744161,"['SFHF', 'HFFF', 'FHFH', 'FHFG']"
1,93,0,1.0,0.9304302024748964,"['SFFH', 'HFFH', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,45,0,1.0,0.7494371162085136,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,12,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'HHHG']"
1,98,0,1.0,0.90289112180858,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,82,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,34,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,51,0,1.0,0.9001824484431542,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,58,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFF', 'FHFG']"
1,50,0,1.0,0.8735386475474635,"['SHFH', 'FHFF', 'FFFH', 'FHFG']"
1,99,0,1.0,0.9616943356035061,"['SHHF', 'FHFH', 'FFFF', 'HFHG']"
1,52,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9733217421754432,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9559328248389055,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,99,0,1.0,0.9588092525966956,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,83,0,1.0,0.9276389118674717,"['SFFH', 'FFFH', 'HHFH', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,75,0,1.0,0.8894287717672626,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,26,0,1.0,0.8250687380258053,"['SFFF', 'HFHF', 'HFFH', 'FFFG']"
1,58,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'HHFG']"
1,75,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FHFF', 'FHHG']"
1,100,0,1.0,0.9473552137914398,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,27,0,1.0,0.8553586117313603,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,67,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FHFF', 'HHHG']"
1,17,0,1.0,0.7699788094052729,"['SFFH', 'HHFH', 'HFFH', 'HFFG']"
1,32,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,97,0,1.0,0.8657003616774767,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,40,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FHFG']"
1,4,0,1.0,0.9502058312852957,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,41,0,1.0,0.9530650263643888,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,17,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFF', 'FHHG']"
1,91,0,1.0,0.985089730404757,"['SHFH', 'FHHF', 'FHFF', 'FFFG']"
1,85,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,31,0,1.0,0.7562227231210928,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,9,0,1.0,0.9388545698794984,"['SFHH', 'HFFH', 'HFFF', 'HHFG']"
1,80,0,1.0,0.9704017769489168,"['SFFH', 'FHFH', 'FHFF', 'HFHG']"
1,36,0,1.0,0.8250687380258053,"['SFHH', 'HFFF', 'FHFH', 'HFFG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,68,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,47,0,0.0,0.0,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HHFF', 'HHFG']"
1,82,0,1.0,0.9733217421754432,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,94,0,1.0,0.9110661429076764,"['SFHF', 'HFHH', 'FFFH', 'FHFG']"
1,75,0,1.0,0.9674905716180701,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,90,0,1.0,0.8974819010978248,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,95,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FHHF', 'FFFG']"
1,44,0,1.0,0.8006481694852418,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,84,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFF', 'HFFG']"
1,79,0,1.0,0.9276389118674717,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,22,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFHF', 'FHHG']"
1,84,0,1.0,0.8947894553945313,"['SHFH', 'FHFF', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,88,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'HHFF', 'FFFG']"
1,63,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HFFF', 'HFHG']"
1,51,0,0.0,0.0,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,12,0,0.0,0.0,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,14,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,87,0,1.0,0.7653658663581259,"['SHFH', 'FFFF', 'FHFH', 'FHFG']"
1,44,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,100,0,1.0,0.8451404054461714,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.798246224976786,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,21,0,1.0,0.860513950810667,"['SFHF', 'FHFF', 'FFHH', 'FFFG']"
1,47,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FHFF', 'FFHG']"
1,41,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,75,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'HFFH', 'FFFG']"
1,31,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'HHFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,31,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,75,0,1.0,0.9473552137914398,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,19,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,54,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,92,0,1.0,0.9304302024748964,"['SFHH', 'FFHH', 'HFHF', 'HFFG']"
1,60,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,30,0,1.0,0.9821344612135428,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,72,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'HFFF', 'HFHG']"
1,76,0,1.0,0.985089730404757,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,99,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HFFF', 'HHFG']"
1,97,0,1.0,0.9416796087056153,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,87,0,1.0,0.9193151828650342,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,80,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'HFFF', 'HHFG']"
1,19,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'FFFF', 'HHFG']"
1,26,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'HHHF', 'HFFG']"
1,66,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FFHF', 'FFFG']"
1,53,0,1.0,0.860513950810667,"['SFHH', 'FHHH', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,25,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,91,0,1.0,0.9445131481500655,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,52,0,1.0,0.9762504936564125,"['SFFF', 'FHHH', 'FFFH', 'FFFG']"
1,79,0,1.0,0.9588092525966956,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,89,0,1.0,0.9304302024748964,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,80,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,81,0,1.0,0.8709180316048211,"['SHFF', 'FFHF', 'HFFF', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,12,0,1.0,0.9332298921513504,"['SFHH', 'FFFF', 'FFFH', 'FFFG']"
1,59,0,1.0,0.9704017769489168,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,24,0,1.0,0.9445131481500655,"['SHHF', 'FFHF', 'FFFH', 'HFFG']"
1,73,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'HFFF', 'FHHG']"
1,60,0,1.0,0.9704017769489168,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,8,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,39,0,1.0,0.8947894553945313,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,44,0,1.0,0.8300415167526705,"['SHFH', 'FFFF', 'FHFH', 'FFFG']"
1,31,0,1.0,0.8078974551636565,"['SFFH', 'FHFF', 'HHFH', 'HHFG']"
1,38,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'HFHG']"
1,54,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFF', 'HHFG']"
1,89,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'HFFF', 'FHFG']"
1,58,0,1.0,0.9276389118674717,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,63,0,1.0,0.9733217421754432,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,23,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,22,0,1.0,0.9248559951318693,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,33,0,0.0,0.0,"['SFFF', 'HFFH', 'FFFF', 'FFHG']"
1,76,0,1.0,0.9559328248389055,"['SFFF', 'FFHH', 'HFFH', 'FHFG']"
1,62,0,1.0,0.9388545698794984,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,41,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,57,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'FFHH', 'HFFG']"
1,24,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHFG']"
1,63,0,1.0,0.9332298921513504,"['SFHH', 'FFFH', 'HFHH', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,90,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
