Temperature,Simulations,Return,Discounted Return,Map
1,79,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FHFF', 'FFFG']"
1,69,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,7,0,1.0,0.857932408958235,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,23,0,0.0,0.0,"['SHHH', 'FHHH', 'FHFF', 'FFFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,73,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HFFF', 'HFFG']"
1,98,0,1.0,0.90289112180858,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,76,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,79,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HFHG']"
1,54,0,1.0,0.9416796087056153,"['SFHH', 'FFHF', 'FFHH', 'HFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHHF', 'HHHF', 'FFHG']"
1,55,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FFHF', 'FHFG']"
1,15,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,16,0,1.0,0.8078974551636565,"['SFFF', 'FFHF', 'HFFF', 'FHFG']"
1,9,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,61,0,1.0,0.9588092525966956,"['SHHF', 'FFFH', 'FFHF', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'HFFF', 'FFFG']"
1,59,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,33,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,71,0,1.0,0.9220814271464737,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,29,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,97,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FHFH', 'FFFG']"
1,60,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,43,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'HFFF', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FHHF', 'FFFG']"
1,32,0,1.0,0.860513950810667,"['SFFF', 'HFHH', 'HFHH', 'HFFG']"
1,40,0,1.0,0.9276389118674717,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,70,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'HHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,55,0,1.0,0.93603800616986,"['SFFH', 'FFFF', 'FFFH', 'FHFG']"
1,43,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,82,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HFHG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,27,0,1.0,0.860513950810667,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,56,0,1.0,0.8974819010978248,"['SFFF', 'FFFH', 'HFHF', 'HFFG']"
1,43,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HHHG']"
1,61,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'HFHF', 'HHFG']"
1,44,0,1.0,0.9821344612135428,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'FHFG']"
1,8,0,0.0,0.0,"['SFFH', 'FFFH', 'HFFF', 'HHHG']"
1,49,0,1.0,0.9791880578299021,"['SHHF', 'FHFH', 'FHHH', 'FFFG']"
1,32,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,90,0,1.0,0.9056079456455165,"['SFFF', 'HFHF', 'HFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'FHHG']"
1,31,0,1.0,0.8553586117313603,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,38,0,1.0,0.9138075656044898,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,70,0,1.0,0.9416796087056153,"['SHHH', 'FHHH', 'FFFH', 'HHFG']"
1,42,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FHFG']"
1,44,0,1.0,0.9473552137914398,"['SFFF', 'FHHH', 'FHFH', 'FFFG']"
1,31,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HHFF', 'FHFG']"
1,54,0,1.0,0.9220814271464737,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,41,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFH', 'FHFG']"
1,73,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FHFF', 'FFFG']"
1,33,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'FHHF', 'FFFG']"
1,100,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'FFFF', 'HFFG']"
1,57,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,22,0,1.0,0.90289112180858,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,78,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FHFF', 'FFFG']"
1,25,0,1.0,0.9388545698794984,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,83,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'HHHF', 'FFHG']"
1,68,0,1.0,0.7539540549517295,"['SHFH', 'FHHH', 'FFFH', 'FHFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,52,0,1.0,0.9473552137914398,"['SFHF', 'HFFH', 'FFFH', 'FFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,30,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHH', 'HFFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'FFFG']"
1,87,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,31,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'FFFH', 'HFFG']"
1,35,0,1.0,0.7746195551602378,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,28,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,25,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'HFHF', 'HFFG']"
1,79,0,1.0,0.9110661429076764,"['SHHH', 'FFHF', 'FFHH', 'HFFG']"
1,71,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'HHHF', 'FHHG']"
1,49,0,1.0,0.9138075656044898,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,21,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,43,0,1.0,0.8476834558136123,"['SFFF', 'FFFH', 'HHFH', 'FHFG']"
1,40,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'HFHF', 'FFFG']"
1,55,0,1.0,0.9083329444789534,"['SHFF', 'FHFF', 'FHFH', 'FFFG']"
1,86,0,1.0,0.93603800616986,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,35,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'HFFH', 'FFFG']"
1,52,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'HFFH', 'FFFG']"
1,38,0,1.0,0.8527925358961662,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,96,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,23,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'HFFF', 'FFFG']"
1,93,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,46,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHH', 'HFFG']"
1,57,0,1.0,0.9220814271464737,"['SFFH', 'HFHH', 'FFFF', 'FHFG']"
1,34,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,4,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,64,0,1.0,0.8275513922024125,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,64,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FHFG']"
1,29,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'FHHG']"
1,36,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'HHFF', 'HHFG']"
1,10,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,94,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FFHF', 'FFHG']"
1,85,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFFH', 'HFFG']"
1,44,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
1,91,0,1.0,0.8894287717672626,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,38,0,1.0,0.9165572373164391,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,30,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFH', 'FHFG']"
1,20,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHH', 'FFFG']"
1,63,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,45,0,1.0,0.835044266956004,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,2,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,95,0,1.0,0.8788035596734672,"['SFFH', 'FFHH', 'HFFH', 'HHFG']"
1,97,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FFFH', 'FHFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,24,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HHFG']"
1,31,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,37,0,1.0,0.8553586117313603,"['SFFH', 'HHFH', 'FHFF', 'HFHG']"
1,82,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFF', 'HHFG']"
1,80,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.8867604854519608,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,32,0,1.0,0.9416796087056153,"['SHFH', 'FFHF', 'HFFF', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,19,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,41,0,1.0,0.9138075656044898,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,14,0,1.0,0.9138075656044898,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,29,0,1.0,0.9473552137914398,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,44,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,44,0,1.0,0.9220814271464737,"['SHFF', 'FFFH', 'HFFF', 'FFFG']"
1,19,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,82,0,1.0,0.8476834558136123,"['SHFF', 'FFHH', 'FFFH', 'HHFG']"
1,71,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,47,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,99,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'FFFH', 'FHFG']"
1,62,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHF', 'HFFG']"
1,17,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,78,0,1.0,0.93603800616986,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,73,0,1.0,0.9559328248389055,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,45,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,81,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,79,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'FHFF', 'FFHG']"
1,62,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,85,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFH', 'FHFG']"
1,50,0,1.0,0.8867604854519608,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,71,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'FHFH', 'HFFG']"
1,98,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FFHH', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFF', 'HHFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FFHG']"
1,57,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,97,0,1.0,0.8761671489944468,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,25,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,32,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,94,0,1.0,0.9559328248389055,"['SFHF', 'FFHH', 'FFHF', 'FFFG']"
1,25,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,46,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,45,0,1.0,0.8974819010978248,"['SHFF', 'FFHF', 'FHHF', 'FFFG']"
1,39,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,46,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,64,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'FHHF', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,54,0,1.0,0.9193151828650342,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,90,0,1.0,0.747188804859888,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,86,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FFFF', 'FFFG']"
1,36,0,1.0,0.8400771692771434,"['SFFH', 'HFFF', 'FFHF', 'HHFG']"
1,9,0,1.0,0.9165572373164391,"['SFFF', 'HFHF', 'HFFF', 'HFFG']"
1,57,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,35,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,66,0,1.0,0.9791880578299021,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'FHFG']"
1,7,0,1.0,0.8275513922024125,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,32,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFF', 'FFFG']"
1,46,0,1.0,0.9616943356035061,"['SHHH', 'FHFF', 'FFFF', 'FFFG']"
1,43,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHHF', 'FFFG']"
1,55,0,1.0,0.8761671489944468,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,38,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFF', 'FHHG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,41,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,64,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FFFG']"
1,94,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,58,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,67,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,76,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFHG']"
1,28,0,1.0,0.8974819010978248,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,28,0,1.0,0.7516921927868743,"['SHFH', 'FHHF', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9388545698794984,"['SHHF', 'FFHH', 'FHHH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHFF', 'HHHF', 'HHFG']"
1,32,0,1.0,0.8451404054461714,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,57,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,30,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'HFFF', 'HHFG']"
1,47,0,1.0,0.9248559951318693,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,43,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'HFFF', 'FFFG']"
1,56,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'HHFH', 'FFFG']"
1,52,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'FHFF', 'HHFG']"
1,15,0,1.0,0.9220814271464737,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,28,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHH', 'FFFG']"
1,98,0,1.0,0.9001824484431542,"['SFHF', 'HFFH', 'FHFH', 'FHFG']"
1,19,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,93,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FHHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,77,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'FHFH', 'FFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,76,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FHFG']"
1,97,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,33,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'HFHF', 'HHFG']"
1,79,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,84,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HHHF', 'HFFG']"
1,26,0,1.0,0.9704017769489168,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,49,0,1.0,0.9616943356035061,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,11,0,1.0,0.8709180316048211,"['SFFH', 'FFFF', 'HFFF', 'FHHG']"
1,65,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'FFFG']"
1,34,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,94,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HFFF', 'HHFG']"
1,13,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,35,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHFG']"
1,90,0,1.0,0.9704017769489168,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,41,0,1.0,0.9083329444789534,"['SFHH', 'FFFH', 'HFFH', 'HFFG']"
1,31,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,29,0,1.0,0.9704017769489168,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFH', 'FFFG']"
1,17,0,1.0,0.7863441585589971,"['SFHF', 'HFFH', 'HFFF', 'FFHG']"
1,49,0,1.0,0.9276389118674717,"['SHHH', 'FHHF', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'FFFH', 'HHFG']"
1,76,0,1.0,0.8300415167526705,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,5,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,20,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHH', 'HFFG']"
1,71,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,73,0,1.0,0.9165572373164391,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,64,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FHFF', 'FHFG']"
1,13,0,1.0,0.9388545698794984,"['SFHH', 'FFFF', 'FFFH', 'FFFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHH', 'FFFG']"
1,55,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'HFFF', 'FHFG']"
1,1,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FFFF', 'FFFG']"
1,26,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'HHFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFH', 'FFFH', 'FFFH', 'HHFG']"
1,10,0,1.0,0.9502058312852957,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,98,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFH', 'HHFG']"
1,89,0,1.0,0.9276389118674717,"['SHHH', 'FFFF', 'FHFF', 'HFFG']"
1,36,0,1.0,0.9416796087056153,"['SFHF', 'FHFH', 'FFHH', 'FFFG']"
1,58,0,1.0,0.7607805594527743,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,57,0,1.0,0.8974819010978248,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,70,0,1.0,0.9588092525966956,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,82,0,1.0,0.9530650263643888,"['SFHH', 'FFHF', 'FFFF', 'HHFG']"
1,75,0,1.0,0.9220814271464737,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,69,0,1.0,0.9193151828650342,"['SFHH', 'FFHF', 'HFFF', 'FHHG']"
1,83,0,1.0,0.9193151828650342,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,45,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHFF', 'HHFG']"
1,100,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'HHFF', 'FHFG']"
1,12,0,0.0,0.0,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,85,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,33,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,72,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,34,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'HHFG']"
1,15,0,1.0,0.9445131481500655,"['SFFF', 'HHHF', 'HFFF', 'FHFG']"
1,81,0,1.0,0.9791880578299021,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,57,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'FFFG']"
1,60,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,43,0,1.0,0.8250687380258053,"['SHHH', 'FFFH', 'HFFF', 'FFHG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'FHHH', 'FFFH', 'FFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9821344612135428,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,99,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,79,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFHF', 'HFHG']"
1,20,0,1.0,0.8788035596734672,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,53,0,1.0,0.9056079456455165,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,23,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'FHFG']"
1,47,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,100,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FHFF', 'HHFG']"
1,18,0,1.0,0.9110661429076764,"['SFHF', 'HFHF', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HFHG']"
1,60,0,1.0,0.9645880999032158,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'FHHG']"
1,23,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,36,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FHHG']"
1,25,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,63,0,1.0,0.8553586117313603,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,95,0,1.0,0.9733217421754432,"['SFFH', 'FFHF', 'FHFH', 'FFFG']"
1,81,0,1.0,0.884100203995605,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,9,0,1.0,0.7816331707050701,"['SFFH', 'HFFH', 'FFFH', 'FFFG']"
