Temperature,Simulations,Return,Discounted Return,Map
1,88,0,1.0,0.9056079456455165,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,13,0,1.0,0.93603800616986,"['SHFF', 'FFFH', 'FHHH', 'FFFG']"
1,46,0,1.0,0.9733217421754432,"['SHFH', 'FFHF', 'FFFF', 'HFFG']"
1,93,0,1.0,0.9276389118674717,"['SFHF', 'FFFF', 'FFHF', 'FFHG']"
1,55,0,1.0,0.9416796087056153,"['SFHF', 'HFHF', 'HFFF', 'FFHG']"
1,92,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'FFFH', 'HFFG']"
1,42,0,1.0,0.93603800616986,"['SFFF', 'FHHF', 'HHFF', 'HFFG']"
1,36,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,73,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,69,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHF', 'HFFG']"
1,51,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,75,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,24,0,1.0,0.9276389118674717,"['SFFH', 'HFFH', 'FFFF', 'HFHG']"
1,73,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'HFFF', 'HFFG']"
1,44,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHFF', 'HFFG']"
1,55,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'FHHG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHFF', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,100,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HFFG']"
1,49,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HFFF', 'FHFG']"
1,98,0,1.0,0.9276389118674717,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,37,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFHF', 'HFHG']"
1,72,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,32,0,1.0,0.9276389118674717,"['SFFH', 'FFHH', 'FHFH', 'FFFG']"
1,53,0,1.0,0.9416796087056153,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,99,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,81,0,1.0,0.8867604854519608,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,94,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,80,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.798246224976786,"['SFFH', 'HFFH', 'HFHF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'FFHG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,58,0,1.0,0.9762504936564125,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,36,0,1.0,0.93603800616986,"['SFFF', 'HHFH', 'FFFF', 'FHHG']"
1,28,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'HHHG']"
1,46,0,1.0,0.8709180316048211,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,63,0,1.0,0.8683052775100066,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,83,0,1.0,0.93603800616986,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,75,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFF', 'FFFG']"
1,52,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFFF', 'HFHG']"
1,90,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,93,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,17,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,69,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HFFF', 'HHFG']"
1,67,0,1.0,0.8709180316048211,"['SHFF', 'FHHH', 'FFFF', 'HFHG']"
1,69,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,88,0,1.0,0.9559328248389055,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,93,0,1.0,0.9276389118674717,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,89,0,1.0,0.93603800616986,"['SFHF', 'HFFF', 'FHHF', 'HHFG']"
1,22,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,22,0,0.0,0.0,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,50,0,1.0,0.9193151828650342,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFHG']"
1,3,0,1.0,0.9530650263643888,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,90,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FHHG']"
1,97,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFH', 'HFFG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,47,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,55,0,1.0,0.860513950810667,"['SHFF', 'FFHH', 'FHHH', 'FFFG']"
1,16,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFF', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9276389118674717,"['SFHF', 'FFFF', 'HHFH', 'HHFG']"
1,38,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'FHHG']"
1,43,0,1.0,0.835044266956004,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,21,0,1.0,0.9473552137914398,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,83,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFHF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HFFG']"
1,54,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,54,0,1.0,0.985089730404757,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,53,0,1.0,0.9530650263643888,"['SFHH', 'FFHH', 'HFFH', 'FFFG']"
1,78,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,53,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FHHH', 'FFFG']"
1,91,0,1.0,0.93603800616986,"['SHFH', 'FHFH', 'FHFH', 'FFFG']"
1,59,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.8300415167526705,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'HFFG']"
1,46,0,1.0,0.8683052775100066,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFF', 'HHHG']"
1,33,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HFFF', 'FFFG']"
1,49,0,1.0,0.9559328248389055,"['SFFH', 'FHHF', 'FFFH', 'FFFG']"
1,73,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHFG']"
1,40,0,1.0,0.9165572373164391,"['SFFF', 'HFFH', 'HHFF', 'FFHG']"
1,28,0,1.0,0.9502058312852957,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,99,0,1.0,0.8761671489944468,"['SFHH', 'HFHF', 'FFFH', 'FHFG']"
1,41,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,12,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'HFFG']"
1,80,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'FFFF', 'HHFG']"
1,76,0,1.0,0.9193151828650342,"['SFHF', 'FFHF', 'HFFH', 'HHFG']"
1,70,0,1.0,0.9138075656044898,"['SHFF', 'FHFF', 'FFFF', 'FHFG']"
1,30,0,1.0,0.9276389118674717,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,62,0,1.0,0.8201257512162927,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,19,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9674905716180701,"['SFHF', 'FHFH', 'FFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,24,0,1.0,0.803057341509771,"['SFFF', 'HHFF', 'FFFH', 'HFFG']"
1,31,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHHG']"
1,54,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'FHFH', 'FFFG']"
1,78,0,1.0,0.9616943356035061,"['SHHH', 'FFHH', 'FHHF', 'FFFG']"
1,23,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,94,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'FFHF', 'FFFG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFF', 'FFHG']"
1,96,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FHFF', 'HHFG']"
1,42,0,1.0,0.9388545698794984,"['SFFF', 'FHHH', 'FHFH', 'FFFG']"
1,11,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,100,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,61,0,1.0,0.9110661429076764,"['SFFF', 'HFFH', 'HFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,31,0,1.0,0.7958514863018556,"['SHHF', 'FHHH', 'FFFF', 'HFFG']"
1,34,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,99,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHFF', 'FHHG']"
1,85,0,1.0,0.9616943356035061,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,55,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFH', 'FFFG']"
1,90,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FFFH', 'FHFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FHFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,75,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,94,0,1.0,0.9530650263643888,"['SFHH', 'FHHF', 'FHHF', 'FFFG']"
1,51,0,1.0,0.7887102894272789,"['SFHH', 'HFFH', 'FHFH', 'HFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,95,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFFH', 'HHFG']"
1,96,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFHF', 'FFFG']"
1,42,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,56,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'FFFH', 'FHFG']"
1,15,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'FFFF', 'HFFG']"
1,23,0,1.0,0.9416796087056153,"['SFHF', 'FFHF', 'FHHH', 'FFFG']"
1,70,0,1.0,0.9388545698794984,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,89,0,1.0,0.9733217421754432,"['SFFH', 'HFHH', 'FFFF', 'FHHG']"
1,33,0,1.0,0.9220814271464737,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,89,0,1.0,0.9674905716180701,"['SFFF', 'HFHH', 'HFHH', 'FFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,28,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'FHFG']"
1,68,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,56,0,1.0,0.8921050870283477,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,31,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,98,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFF', 'FFFG']"
1,84,0,1.0,0.9704017769489168,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,89,0,1.0,0.9733217421754432,"['SHHH', 'FFFF', 'FHFF', 'HFFG']"
1,17,0,0.0,0.0,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,46,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFFF', 'HFFG']"
1,80,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'HFFF', 'FHFG']"
1,19,0,1.0,0.8054737627981655,"['SFHF', 'HFFH', 'HFFF', 'FHFG']"
1,58,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HHHF', 'FFFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHHG']"
1,54,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHHG']"
1,58,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFF', 'HFHG']"
1,39,0,1.0,0.7910835400474212,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,95,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'FHHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'HHHG']"
1,80,0,1.0,0.9791880578299021,"['SFHH', 'HFHH', 'FFFF', 'HFFG']"
1,99,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'HFFF', 'FHFG']"
1,38,0,1.0,0.8176653739626438,"['SHHH', 'FFFH', 'FFHF', 'HFFG']"
1,82,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HHFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,70,0,1.0,0.9332298921513504,"['SFFF', 'HFHH', 'FFFF', 'FHFG']"
1,100,0,1.0,0.8709180316048211,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,47,0,1.0,0.8300415167526705,"['SFFH', 'FHFH', 'FHFF', 'FHHG']"
1,53,0,1.0,0.884100203995605,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHH', 'HFFG']"
1,89,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'FFFG']"
1,23,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFF', 'FFFG']"
1,19,0,1.0,0.9445131481500655,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,12,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFHG']"
1,83,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHFF', 'HHHG']"
1,59,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HHHF', 'HHFG']"
1,50,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,74,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'FHFF', 'FHFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
1,76,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'HHFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFF', 'HHFH', 'HFFG']"
1,15,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,74,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FHFF', 'FFFG']"
1,52,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,5,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHH', 'FFFG']"
1,13,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FHFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,64,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,39,0,1.0,0.9110661429076764,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,72,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,28,0,1.0,0.7816331707050701,"['SFFF', 'HFHH', 'FFFF', 'HFHG']"
1,68,0,1.0,0.9645880999032158,"['SHFF', 'FHFH', 'FFHH', 'FFFG']"
1,38,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,84,0,0.0,0.0,"['SHHH', 'FHHF', 'FFHF', 'HFFG']"
1,76,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,52,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,65,0,1.0,0.93603800616986,"['SFFH', 'HHFF', 'FHFH', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'FHFG']"
1,39,0,1.0,0.9110661429076764,"['SFFF', 'HHHF', 'FHHF', 'FHFG']"
1,61,0,1.0,0.985089730404757,"['SFHF', 'HFHF', 'HFFF', 'HFFG']"
1,34,0,1.0,0.9276389118674717,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,18,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHFG']"
1,27,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,92,0,1.0,0.9304302024748964,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,95,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,58,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'HFFH', 'HFFG']"
1,38,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'FHHG']"
1,88,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'HFHF', 'FFFG']"
1,88,0,1.0,0.9001824484431542,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,57,0,1.0,0.9138075656044898,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,98,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FHFF', 'FHHG']"
1,16,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FHFF', 'FFFG']"
1,85,0,1.0,0.9304302024748964,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,36,0,1.0,0.9445131481500655,"['SFHF', 'HFHF', 'HFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,57,0,1.0,0.9248559951318693,"['SFFH', 'FHFH', 'HHFF', 'HFHG']"
1,62,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,91,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFH', 'FHFG']"
1,99,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFFF', 'HHHG']"
1,85,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,34,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFHF', 'FFFG']"
1,85,0,1.0,0.8947894553945313,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,21,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HFHG']"
1,53,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,88,0,1.0,0.9248559951318693,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,57,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,85,0,1.0,0.857932408958235,"['SFHH', 'HFHH', 'FFFF', 'HHHG']"
1,80,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,54,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,51,0,1.0,0.9110661429076764,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,21,0,1.0,0.9138075656044898,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,51,0,1.0,0.9220814271464737,"['SFFH', 'FHFF', 'HHFF', 'FFHG']"
1,32,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,10,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,17,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'HFFG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,55,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FHFF', 'FHFH', 'FFFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,19,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,31,0,1.0,0.8426049842298329,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,67,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,44,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFHH', 'HFHF', 'FFFG']"
1,54,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,14,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,48,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,92,0,1.0,0.93603800616986,"['SFFH', 'HHFH', 'FHFF', 'FHFG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,7,0,1.0,0.9388545698794984,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'FHFG']"
1,13,0,1.0,0.8947894553945313,"['SFFF', 'HFHF', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,9,0,1.0,0.798246224976786,"['SFHF', 'FFHH', 'HFFH', 'FFFG']"
1,33,0,1.0,0.7910835400474212,"['SFHH', 'HFFH', 'FHFH', 'HHFG']"
1,82,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,34,0,1.0,0.9056079456455165,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,87,0,1.0,0.9704017769489168,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,20,0,1.0,0.9165572373164391,"['SFFF', 'HHHF', 'FFHF', 'FFFG']"
1,23,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,52,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHH', 'FFFG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFF', 'HFHG']"
1,49,0,1.0,0.9248559951318693,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,41,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFFF', 'FFFG']"
1,38,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,75,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHHF', 'FFFG']"
1,41,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FFFH', 'FFFG']"
1,40,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'FFFG']"
1,30,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHF', 'HFFG']"
1,18,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FHFF', 'FHFG']"
1,57,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FHHF', 'FFFG']"
1,66,0,1.0,0.9445131481500655,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,57,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'HHFF', 'FFFG']"
1,3,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHHF', 'FFHG']"
1,79,0,1.0,0.9821344612135428,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,32,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFH', 'HHFG']"
1,67,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FHHG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'HHHF', 'HHFG']"
