Temperature,Simulations,Return,Discounted Return,Map
1,90,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9616943356035061,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9616943356035061,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9616943356035061,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9304302024748964,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9165572373164391,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,90,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9165572373164391,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.93603800616986,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9821344612135428,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9559328248389055,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,91,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
