Temperature,Simulations,Return,Discounted Return,Map
1,10,0,1.0,0.8476834558136123,"['SFFF', 'FHFH', 'HFFF', 'FFFG']"
1,42,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FFFH', 'HHFG']"
1,97,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HFFF', 'HFHG']"
1,88,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'FFFG']"
1,81,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFF', 'HHHG']"
1,15,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HHHG']"
1,60,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FFFH', 'HFFG']"
1,67,0,1.0,0.9193151828650342,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,29,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,51,0,1.0,0.9110661429076764,"['SHFH', 'FHHH', 'FHHF', 'FFFG']"
1,91,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,76,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,87,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,64,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,86,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,39,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,78,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'HHFF', 'FFFG']"
1,68,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,51,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,11,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'HFFF', 'FHFG']"
1,14,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,23,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HHFF', 'HFFG']"
1,64,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'HHFF', 'FHHG']"
1,43,0,1.0,0.7722956964947572,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,46,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFH', 'HHFG']"
1,23,0,1.0,0.776950406379376,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,57,0,1.0,0.9332298921513504,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,63,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FFFF', 'HFFG']"
1,68,0,1.0,0.8527925358961662,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,69,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFHH', 'FHHF', 'FFFG']"
1,48,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,71,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,85,0,1.0,0.9138075656044898,"['SHFF', 'FFHH', 'FFFH', 'HHFG']"
1,26,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'FHHF', 'FFHG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,49,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,32,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,48,0,1.0,0.79346393184295,"['SFFF', 'FHHH', 'FFFF', 'FHHG']"
1,79,0,1.0,0.9056079456455165,"['SFHH', 'FFHH', 'HFFF', 'HHHG']"
1,13,0,1.0,0.7516921927868743,"['SHFF', 'FHFH', 'FFHF', 'FFFG']"
1,47,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HHFF', 'HFHG']"
1,81,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HFFF', 'FFFG']"
1,51,0,1.0,0.9388545698794984,"['SHFH', 'FFHH', 'FHFF', 'FFFG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,55,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'FFFG']"
1,34,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'FFFG']"
1,32,0,1.0,0.9110661429076764,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,62,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,93,0,1.0,0.9332298921513504,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,66,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,14,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,35,0,1.0,0.8527925358961662,"['SFFF', 'FFHH', 'HFHF', 'FFFG']"
1,77,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,50,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'HFFG']"
1,77,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HFFG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,48,0,1.0,0.9733217421754432,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,61,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'FFFF', 'FFFG']"
1,95,0,1.0,0.8426049842298329,"['SHHH', 'FFFF', 'HHHF', 'FFHG']"
1,45,0,1.0,0.8657003616774767,"['SFFH', 'HFHF', 'HFFF', 'HFHG']"
1,67,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,30,0,1.0,0.747188804859888,"['SFFH', 'HFFH', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,100,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HFHG']"
1,33,0,1.0,0.8502341582884777,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,43,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,77,0,1.0,0.8735386475474635,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,6,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,38,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,66,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,28,0,1.0,0.8300415167526705,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,53,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,69,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,54,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'FHFF', 'HFFG']"
1,19,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFF', 'HFFG']"
1,85,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,10,0,1.0,0.9138075656044898,"['SFFF', 'HFHF', 'FHHF', 'HHFG']"
1,77,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9791880578299021,"['SFHF', 'HFHH', 'HFFF', 'HFFG']"
1,11,0,1.0,0.9193151828650342,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,26,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHH', 'HFFG']"
1,52,0,1.0,0.9001824484431542,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,93,0,1.0,0.9821344612135428,"['SHFH', 'FHFF', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFH', 'HFFG']"
1,51,0,1.0,0.9001824484431542,"['SFHF', 'HFHF', 'HFHH', 'HFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,46,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,15,0,1.0,0.8426049842298329,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,42,0,1.0,0.8709180316048211,"['SFFF', 'HHFH', 'HHFH', 'HFFG']"
1,58,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,69,0,1.0,0.93603800616986,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,54,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HHFG']"
1,13,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,63,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FHFG']"
1,97,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,50,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'FHFF', 'FFFG']"
1,22,0,1.0,0.8400771692771434,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,90,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'FFHF', 'FFFG']"
1,34,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,79,0,1.0,0.8201257512162927,"['SHHF', 'FFFH', 'FHFF', 'HHFG']"
1,23,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,91,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,74,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'FFFG']"
1,33,0,1.0,0.79346393184295,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,33,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FHHF', 'HFHG']"
1,22,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FHHG']"
1,51,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FFHG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'HHHG']"
1,79,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,44,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFH', 'HHFG']"
1,16,0,1.0,0.9388545698794984,"['SFFF', 'FFFH', 'HFFH', 'HHFG']"
1,55,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'HFHF', 'HFFG']"
1,75,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FFFF', 'HFFG']"
1,47,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,87,0,1.0,0.9588092525966956,"['SHFF', 'FFHF', 'FFFH', 'HFFG']"
1,27,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'HHFF', 'FHHG']"
1,48,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,4,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFF', 'HFHG']"
1,50,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,46,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,38,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHHG']"
1,82,0,1.0,0.837556937769312,"['SFFF', 'FFHH', 'HFFF', 'FFHG']"
1,61,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHH', 'HFFG']"
1,83,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,68,0,1.0,0.8735386475474635,"['SFHH', 'HFFH', 'HFFF', 'FHHG']"
1,9,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,75,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,70,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,29,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFHF', 'FFFG']"
1,84,0,1.0,0.8894287717672626,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,60,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,70,0,1.0,0.9445131481500655,"['SHHH', 'FHFH', 'FFFH', 'HFFG']"
1,33,0,1.0,0.9502058312852957,"['SFHF', 'FFFF', 'HFFF', 'FFFG']"
1,20,0,1.0,0.9473552137914398,"['SFFF', 'HFFF', 'HFHF', 'FFHG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,81,0,1.0,0.9445131481500655,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,69,0,1.0,0.835044266956004,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,25,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HHFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,31,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FHFF', 'HHFG']"
1,66,0,1.0,0.9056079456455165,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,50,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FFFF', 'FFFG']"
1,86,0,1.0,0.9645880999032158,"['SFFH', 'FHHH', 'FHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HFHG']"
1,32,0,1.0,0.9083329444789534,"['SFHF', 'FHHF', 'FHHH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'HFHG']"
1,67,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,88,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,12,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,99,0,1.0,0.8176653739626438,"['SHHH', 'FFHH', 'HFFF', 'HHFG']"
1,78,0,1.0,0.8761671489944468,"['SHHF', 'FFHH', 'HFHH', 'FFFG']"
1,47,0,1.0,0.860513950810667,"['SFFH', 'HHFF', 'HFHF', 'FHFG']"
1,63,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,58,0,1.0,0.9791880578299021,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,64,0,1.0,0.9674905716180701,"['SFFF', 'FFHH', 'FHHF', 'FFFG']"
1,34,0,1.0,0.9530650263643888,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,6,0,1.0,0.9332298921513504,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,79,0,1.0,0.8921050870283477,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,20,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,69,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,96,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,69,0,1.0,0.9445131481500655,"['SHFH', 'FFFF', 'FFFF', 'HHHG']"
1,34,0,1.0,0.8788035596734672,"['SFHF', 'HFFF', 'FHHF', 'HHHG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'FFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'FFFG']"
1,32,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHF', 'FFFG']"
1,81,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
1,66,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,4,0,0.0,0.0,"['SHHF', 'FHHF', 'FHHH', 'FFFG']"
1,16,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHFG']"
1,86,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'FHFF', 'HHFG']"
1,77,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'HFHG']"
1,79,0,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'FHHF', 'FFFG']"
1,62,0,1.0,0.9220814271464737,"['SHHH', 'FFHF', 'FFFF', 'HHHG']"
1,41,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,87,0,1.0,0.9704017769489168,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,67,0,1.0,0.9502058312852957,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,29,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HFFF', 'FHHG']"
1,73,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,95,0,1.0,0.8894287717672626,"['SFHH', 'FFFH', 'HFHF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,87,0,1.0,0.9791880578299021,"['SHFF', 'FHFH', 'FFFF', 'FFFG']"
1,58,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,39,0,1.0,0.90289112180858,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,82,0,1.0,0.9616943356035061,"['SFFF', 'FFHH', 'HFHF', 'HFFG']"
1,88,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHHF', 'FFFG']"
1,26,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,13,0,1.0,0.8947894553945313,"['SFFF', 'HFHF', 'FHHF', 'FHHG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,98,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,55,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,49,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,62,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FHFG']"
1,28,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFF', 'HHHG']"
1,46,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,33,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HHFG']"
1,38,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FFHG']"
1,19,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,38,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,38,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,2,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,62,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,61,0,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'HHFF', 'FFHG']"
1,58,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'FFFH', 'FFFG']"
1,32,0,1.0,0.9416796087056153,"['SHHH', 'FFFF', 'FHFH', 'FFFG']"
1,81,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,99,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FFFF', 'HFFG']"
1,43,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'FHFG']"
1,38,0,1.0,0.9733217421754432,"['SHFF', 'FFHH', 'FFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFF', 'FFFG']"
1,21,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,60,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,33,0,1.0,0.8527925358961662,"['SFHH', 'HFHF', 'FFFF', 'HHFG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HHFG']"
1,69,0,1.0,0.9388545698794984,"['SHHH', 'FFHF', 'FHFF', 'FFFG']"
1,91,0,1.0,0.9616943356035061,"['SFHH', 'FFHF', 'FFFH', 'HFFG']"
1,16,0,1.0,0.8476834558136123,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,6,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'FHFG']"
1,26,0,1.0,0.8709180316048211,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FHHG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,53,0,1.0,0.9616943356035061,"['SFHH', 'HFHF', 'FFFH', 'FFFG']"
1,49,0,1.0,0.9733217421754432,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,39,0,1.0,0.93603800616986,"['SFHF', 'FHFF', 'FFFF', 'HFFG']"
1,46,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,22,0,0.0,0.0,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,62,0,1.0,0.9165572373164391,"['SHHF', 'FHFF', 'FFFH', 'FHFG']"
1,40,0,1.0,0.8921050870283477,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,28,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,49,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,93,0,1.0,0.8451404054461714,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,38,0,1.0,0.9056079456455165,"['SFHF', 'FFFH', 'FHHH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFFF', 'HHFG']"
1,22,0,0.0,0.0,"['SFHH', 'FFHF', 'FFHF', 'HFFG']"
1,92,0,1.0,0.9674905716180701,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,100,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFF', 'HFFG']"
1,48,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'FFHG']"
1,51,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,19,0,1.0,0.747188804859888,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,91,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,65,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HHFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,23,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,10,0,1.0,0.9416796087056153,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,25,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'FFHG']"
1,84,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,81,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFFF', 'HFHG']"
1,19,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,78,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFF', 'FHHG']"
1,55,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FFFF', 'FHHG']"
1,87,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'HFFF', 'FHHG']"
1,14,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FFFG']"
1,71,0,1.0,0.9616943356035061,"['SHHH', 'FFFF', 'FHFF', 'FFFG']"
1,97,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFFF', 'FFFG']"
1,31,0,0.0,0.0,"['SFHF', 'FFFF', 'HHHF', 'FFHG']"
1,41,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,77,0,1.0,0.9645880999032158,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,38,0,1.0,0.985089730404757,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,21,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFH', 'FHFG']"
1,43,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,82,0,1.0,0.8947894553945313,"['SFHH', 'FHFF', 'FFFF', 'HFHG']"
1,6,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,24,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHH', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFFH', 'FFFG']"
1,61,0,1.0,0.8974819010978248,"['SFFH', 'HFHF', 'HFFH', 'FHFG']"
1,53,0,1.0,0.884100203995605,"['SFFF', 'HHFH', 'HHFH', 'HFFG']"
1,35,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,14,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
