Temperature,Map,Simulations,Return,Discounted Return
1,"['SFFFH', 'HHHFH', 'HFHFF', 'HHHHF', 'HHHHG']",54,0.0,0.0
1,"['SFHF', 'FHFF', 'FFFF', 'FFFG']",80,1.0,0.985089730404757
1,"['SFFHF', 'HFHFF', 'FFFFF', 'FFFFF', 'HFHHG']",31,0.0,0.0
1,"['SFFF', 'HFHH', 'HFFF', 'HHHG']",73,1.0,0.9388545698794984
1,"['SHHH', 'FHHH', 'FFFH', 'FHFG']",72,1.0,0.9791880578299021
1,"['SFHH', 'FFHH', 'HFFF', 'FHHG']",51,1.0,0.8006481694852418
1,"['SHHF', 'FFFF', 'HFFH', 'FFFG']",77,1.0,0.9416796087056153
1,"['SFHF', 'HFFF', 'HHFH', 'HHFG']",81,1.0,0.7427123967299725
1,"['SHHHH', 'FFFFH', 'HHFHF', 'HFFFF', 'HHHFG']",85,0.0,0.0
1,"['SFFFH', 'FFFFF', 'FHFFF', 'FHFFF', 'FHFFG']",88,1.0,0.9674905716180701
