Temperature,Simulations,Return,Discounted Return,Map
1,28,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,22,0,1.0,0.9248559951318693,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,43,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'HFFG']"
1,13,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'FFHG']"
1,87,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'FFFF', 'FHFG']"
1,46,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'HHFF', 'HFHG']"
1,29,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,25,0,1.0,0.8152123778407558,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,62,0,1.0,0.9332298921513504,"['SHHF', 'FFFF', 'HHFF', 'HFFG']"
1,75,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'FFHG']"
1,26,0,1.0,0.93603800616986,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,81,0,1.0,0.860513950810667,"['SFHF', 'FHHH', 'FFFF', 'FHHG']"
1,60,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,98,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9445131481500655,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,96,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,30,0,1.0,0.8709180316048211,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,60,0,1.0,0.9165572373164391,"['SFFH', 'HFFH', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFF', 'HHHG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,4,0,1.0,0.9165572373164391,"['SFFF', 'HFHF', 'FHFF', 'HHFG']"
1,32,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'FFFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFHG']"
1,69,0,1.0,0.9304302024748964,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,13,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,94,0,1.0,0.9502058312852957,"['SHFH', 'FHFH', 'FHHH', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,93,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,81,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'HFFH', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SHHF', 'FHFF', 'FHFH', 'FFFG']"
1,20,0,0.0,0.0,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,67,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'FFHF', 'FHFG']"
1,26,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,30,0,1.0,0.9248559951318693,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,28,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,75,0,1.0,0.9056079456455165,"['SFHH', 'FHHH', 'FFFF', 'FHHG']"
1,31,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFF', 'HFFG']"
1,82,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,22,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,74,0,1.0,0.8761671489944468,"['SFFF', 'HFFH', 'FFHF', 'HFFG']"
1,76,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFF', 'HHFG']"
1,91,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FHFF', 'HHHG']"
1,26,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,52,0,1.0,0.9083329444789534,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,51,0,1.0,0.9559328248389055,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,72,0,1.0,0.9733217421754432,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,81,0,1.0,0.9473552137914398,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,61,0,1.0,0.985089730404757,"['SFHF', 'FHFF', 'FHFF', 'FFFG']"
1,13,0,1.0,0.8735386475474635,"['SFFF', 'FHFF', 'FFHF', 'HFHG']"
1,60,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,25,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'HHFG']"
1,87,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'HHFF', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFFF', 'FHFG']"
1,85,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHHF', 'HFHG']"
1,9,0,0.0,0.0,"['SFHH', 'HFFH', 'FFFF', 'FHHG']"
1,83,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HHHF', 'FFFG']"
1,49,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFHF', 'FFHG']"
1,30,0,1.0,0.93603800616986,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,46,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFH', 'HFFG']"
1,46,0,1.0,0.9502058312852957,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,32,0,1.0,0.9110661429076764,"['SFFH', 'HFFH', 'FHFH', 'HHFG']"
1,7,0,1.0,0.8250687380258053,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHH', 'HFFG']"
1,37,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'HHFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFH', 'HFFG']"
1,40,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,71,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FHFF', 'FFHG']"
1,92,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,75,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'HFHF', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'FFFH', 'FHFG']"
1,48,0,1.0,0.8502341582884777,"['SFFH', 'FHFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9821344612135428,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,54,0,1.0,0.9248559951318693,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,58,0,1.0,0.9445131481500655,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,42,0,1.0,0.8657003616774767,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,87,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,65,0,1.0,0.8275513922024125,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,68,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHHF', 'HFHG']"
1,91,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FHFF', 'HHFG']"
1,47,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,54,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'HHFF', 'FFFG']"
1,77,0,1.0,0.8683052775100066,"['SFFF', 'HFHF', 'HFFH', 'FHFG']"
1,72,0,1.0,0.9821344612135428,"['SHHF', 'FFHF', 'FFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,50,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHFG']"
1,59,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FHFG']"
1,70,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,95,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HFFF', 'FHHG']"
1,93,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'HFHF', 'HFFG']"
1,96,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HHHF', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,6,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FHFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHHF', 'FFFG']"
1,28,0,1.0,0.9645880999032158,"['SHFF', 'FHHF', 'FHHF', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFF', 'FFHG']"
1,93,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,99,0,1.0,0.93603800616986,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'HFHG']"
1,48,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,84,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,52,0,1.0,0.9530650263643888,"['SFHH', 'FHFH', 'FFFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFFF', 'FFFF', 'FHHH', 'FFFG']"
1,27,0,1.0,0.9193151828650342,"['SFFH', 'HFHH', 'FFFF', 'FFFG']"
1,82,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,88,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFH', 'HFFG']"
1,73,0,1.0,0.8788035596734672,"['SFHF', 'FFFF', 'HHHF', 'HHFG']"
1,83,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HHFF', 'FHFG']"
1,13,0,1.0,0.9220814271464737,"['SFFF', 'FFFF', 'HFHF', 'HFFG']"
1,83,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FHFF', 'FHHG']"
1,51,0,1.0,0.9248559951318693,"['SHFF', 'FFHF', 'FFHH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,58,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,79,0,1.0,0.9001824484431542,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,50,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FHHF', 'FFHG']"
1,89,0,1.0,0.8451404054461714,"['SHFF', 'FFFH', 'HFFH', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,25,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,13,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,38,0,1.0,0.9332298921513504,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,3,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,35,0,1.0,0.8974819010978248,"['SFFH', 'FFFH', 'HHFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,51,0,1.0,0.93603800616986,"['SFFF', 'HHHF', 'FHFF', 'HFHG']"
1,54,0,1.0,0.798246224976786,"['SFFH', 'HHFH', 'HFFF', 'FHHG']"
1,2,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'FFFG']"
1,40,0,1.0,0.8867604854519608,"['SFHF', 'HFFF', 'HHHF', 'FFHG']"
1,3,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HHFF', 'FHFG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHHF', 'HHHG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'FFFG']"
1,26,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HHFF', 'FFHG']"
1,22,0,1.0,0.8921050870283477,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,22,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'HHFF', 'FHHG']"
1,27,0,1.0,0.8225935318117279,"['SFFH', 'HFFF', 'FFHH', 'HFFG']"
1,18,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,82,0,1.0,0.9388545698794984,"['SFHF', 'HFHF', 'FFHH', 'HFFG']"
1,71,0,1.0,0.9248559951318693,"['SHFF', 'FHFF', 'FFHF', 'HFFG']"
1,82,0,1.0,0.9193151828650342,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,27,0,1.0,0.8426049842298329,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,93,0,1.0,0.9559328248389055,"['SFHF', 'FHHH', 'FHHH', 'FFFG']"
1,22,0,1.0,0.8921050870283477,"['SFFH', 'FFFF', 'FFFF', 'FHHG']"
1,37,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,66,0,1.0,0.8400771692771434,"['SFFH', 'HHFF', 'HHHF', 'HHHG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,47,0,1.0,0.9388545698794984,"['SHHH', 'FFFH', 'FFFF', 'FFHG']"
1,18,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHHG']"
1,39,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,12,0,1.0,0.7958514863018556,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,50,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'FHFF', 'HHFG']"
1,31,0,1.0,0.776950406379376,"['SFFH', 'HFFH', 'FFHF', 'HFFG']"
1,42,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFHF', 'HFFG']"
1,99,0,1.0,0.8974819010978248,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,33,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,88,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FFHH', 'HFFG']"
1,17,0,0.0,0.0,"['SHFF', 'FFHH', 'FHFH', 'FFFG']"
1,17,0,1.0,0.8152123778407558,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHF', 'HFFG']"
1,99,0,1.0,0.9645880999032158,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,36,0,1.0,0.8974819010978248,"['SHHF', 'FHHF', 'FHHH', 'FFFG']"
1,39,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FHHG']"
1,41,0,1.0,0.9193151828650342,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,54,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'FHFF', 'HHFG']"
1,90,0,1.0,0.9616943356035061,"['SFHF', 'FFHH', 'FHHH', 'FFFG']"
1,90,0,1.0,0.9276389118674717,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FFFF', 'HFFG']"
1,96,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HHFF', 'FHFG']"
1,15,0,1.0,0.9502058312852957,"['SFFH', 'FFHH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9083329444789534,"['SFFH', 'FHHH', 'FFFF', 'FFHG']"
1,81,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HHHG']"
1,71,0,1.0,0.9704017769489168,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,55,0,1.0,0.8103284404851119,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,53,0,1.0,0.9248559951318693,"['SFHH', 'HFFH', 'FHFF', 'HFFG']"
1,31,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9001824484431542,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,9,0,0.0,0.0,"['SFFF', 'FFFF', 'HFHH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FFHG']"
1,95,0,1.0,0.9416796087056153,"['SHFH', 'FHHH', 'FFFF', 'HFFG']"
1,67,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FFHF', 'FFFG']"
1,14,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HFHF', 'HHHG']"
1,61,0,1.0,0.8006481694852418,"['SFFH', 'HFHF', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9588092525966956,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'FHFG']"
1,86,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,86,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'HHFF', 'FHFG']"
1,39,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,78,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,47,0,1.0,0.835044266956004,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,72,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,53,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,53,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,70,0,1.0,0.8176653739626438,"['SHFH', 'FHHF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.9616943356035061,"['SFFH', 'FFHH', 'FFFF', 'FHFG']"
1,35,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFHF', 'HFFG']"
1,71,0,1.0,0.9473552137914398,"['SFHH', 'HFFH', 'FHFF', 'FFHG']"
1,43,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FFHG']"
1,92,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FHFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,59,0,1.0,0.9138075656044898,"['SHHF', 'FHFH', 'FHHH', 'FFFG']"
1,38,0,1.0,0.7887102894272789,"['SHHH', 'FFFF', 'HFFF', 'FFHG']"
1,37,0,1.0,0.9588092525966956,"['SHHF', 'FHFF', 'FFFF', 'FHFG']"
1,93,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'FHHG']"
1,9,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHF', 'FHFG']"
1,32,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HFHF', 'FHFG']"
1,53,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,86,0,1.0,0.9674905716180701,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,27,0,1.0,0.9248559951318693,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,53,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,28,0,1.0,0.8867604854519608,"['SHFH', 'FHFH', 'FHHH', 'FFFG']"
1,48,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFH', 'FFFG']"
1,73,0,1.0,0.90289112180858,"['SHHF', 'FFFF', 'HHFF', 'HFHG']"
1,47,0,1.0,0.9248559951318693,"['SFHF', 'FFFF', 'HHHF', 'FHHG']"
1,70,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFF', 'HFFG']"
1,56,0,1.0,0.9645880999032158,"['SFHH', 'HFHF', 'HFHF', 'FFFG']"
1,15,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,52,0,1.0,0.8921050870283477,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,82,0,1.0,0.8683052775100066,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,29,0,1.0,0.7792882711929549,"['SFFF', 'HFFH', 'HHFH', 'HHFG']"
1,92,0,1.0,0.8103284404851119,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,69,0,1.0,0.9762504936564125,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,86,0,1.0,0.9616943356035061,"['SFHH', 'FFHF', 'FFFF', 'FFFG']"
1,31,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFH', 'FFFG']"
1,99,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,100,0,1.0,0.8735386475474635,"['SHFH', 'FFFF', 'HHFH', 'FFFG']"
1,77,0,1.0,0.8300415167526705,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,96,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HHHG']"
1,91,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,30,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHH', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,68,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FHFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,38,0,1.0,0.93603800616986,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,98,0,1.0,0.9704017769489168,"['SHHH', 'FHHH', 'FHFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'HHFG']"
1,43,0,1.0,0.8709180316048211,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,24,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'HFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,100,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,87,0,1.0,0.9193151828650342,"['SFHF', 'FFFF', 'HHFF', 'FFHG']"
1,29,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,57,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HHFF', 'HFFG']"
1,99,0,1.0,0.9616943356035061,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,40,0,1.0,0.9056079456455165,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,23,0,1.0,0.9110661429076764,"['SFFH', 'FFFF', 'HFHF', 'HHHG']"
1,87,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,78,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'FHFF', 'FHFG']"
1,64,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,40,0,1.0,0.9473552137914398,"['SFFF', 'HFFH', 'FFFF', 'FHFG']"
1,88,0,1.0,0.8974819010978248,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,26,0,1.0,0.8761671489944468,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,66,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,67,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,23,0,1.0,0.8201257512162927,"['SFHF', 'HFHF', 'HFFH', 'FFFG']"
1,93,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,58,0,1.0,0.9733217421754432,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,63,0,1.0,0.8476834558136123,"['SFHF', 'HFHH', 'HFFF', 'FHHG']"
1,49,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HFHF', 'FFHG']"
1,71,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,54,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9645880999032158,"['SFHF', 'FHFF', 'FFFH', 'FFFG']"
1,80,0,1.0,0.9473552137914398,"['SFHH', 'HFHH', 'HFFF', 'HFFG']"
1,27,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FHFF', 'HHFG']"
1,98,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,91,0,1.0,0.9559328248389055,"['SHFH', 'FFHF', 'FHHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,70,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHHF', 'HHHG']"
1,55,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHHF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,68,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,21,0,1.0,0.9388545698794984,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,91,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,44,0,1.0,0.9530650263643888,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,60,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FHHF', 'HFHG']"
1,29,0,1.0,0.9559328248389055,"['SHFH', 'FFFH', 'FFFH', 'HFFG']"
1,87,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFHG']"
