Temperature,Simulations,Return,Discounted Return,Map
1,56,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFF', 'FFHG']"
1,97,0,1.0,0.9559328248389055,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,65,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,44,0,1.0,0.9616943356035061,"['SFFH', 'HFHF', 'FFFH', 'FFFG']"
1,19,0,1.0,0.9473552137914398,"['SFFF', 'HFFF', 'FFHF', 'HHHG']"
1,28,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HHFF', 'FFFG']"
1,85,0,1.0,0.8502341582884777,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,1,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHHF', 'FFFG']"
1,50,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,50,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,32,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHFG']"
1,38,0,1.0,0.8894287717672626,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,66,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,70,0,1.0,0.9388545698794984,"['SFFF', 'HHHF', 'FFHF', 'HFHG']"
1,31,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,78,0,1.0,0.8657003616774767,"['SFFH', 'FHFH', 'FHFH', 'HHFG']"
1,93,0,1.0,0.9791880578299021,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FHHF', 'FHHG']"
1,88,0,1.0,0.9733217421754432,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,84,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FHHF', 'FHFG']"
1,92,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,62,0,1.0,0.8103284404851119,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,29,0,1.0,0.9588092525966956,"['SHHF', 'FHHF', 'FFFF', 'FFFG']"
1,86,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'HFHG']"
1,73,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,80,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'HHHF', 'FHHG']"
1,96,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,62,0,1.0,0.9165572373164391,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HFFG']"
1,65,0,1.0,0.8054737627981655,"['SFFH', 'FHFF', 'FFHF', 'FHFG']"
1,71,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,97,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,15,0,1.0,0.835044266956004,"['SFFF', 'HFFF', 'HFHH', 'HFFG']"
1,19,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,70,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'FFFG']"
1,67,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,40,0,1.0,0.9733217421754432,"['SHFH', 'FHFF', 'FFFF', 'HFFG']"
1,93,0,1.0,0.9502058312852957,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,48,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9193151828650342,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,98,0,1.0,0.8974819010978248,"['SFHH', 'HFFH', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,95,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,14,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,31,0,1.0,0.9559328248389055,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,30,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'HFFH', 'HFFG']"
1,7,0,1.0,0.8103284404851119,"['SFFF', 'FHHF', 'FHHF', 'HFFG']"
1,24,0,1.0,0.9416796087056153,"['SFFH', 'FHFF', 'FHHH', 'FFFG']"
1,54,0,1.0,0.9791880578299021,"['SFHF', 'HFHF', 'HFFF', 'HFFG']"
1,46,0,1.0,0.9083329444789534,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FFFF', 'HFHG']"
1,80,0,1.0,0.9276389118674717,"['SFFF', 'HFHF', 'FFFH', 'HHFG']"
1,90,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFHF', 'FHHG']"
1,52,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9645880999032158,"['SFHF', 'FFHH', 'FFFF', 'HFHG']"
1,70,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'FFFF', 'FHHG']"
1,50,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'FFFF', 'HHFG']"
1,49,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,62,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFHG']"
1,21,0,1.0,0.9332298921513504,"['SFHH', 'HFFH', 'HFFF', 'HHFG']"
1,67,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,40,0,1.0,0.8631032605924442,"['SHFF', 'FHFH', 'FFFF', 'HFFG']"
1,50,0,1.0,0.9616943356035061,"['SFFH', 'HFHH', 'HFFH', 'FFFG']"
1,65,0,1.0,0.9502058312852957,"['SHHH', 'FFFF', 'HHFF', 'FFHG']"
1,62,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FFFF', 'FHFG']"
1,53,0,1.0,0.8103284404851119,"['SFHH', 'HFHF', 'FFHF', 'HFFG']"
1,28,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,91,0,1.0,0.9473552137914398,"['SFFF', 'FFFH', 'HFHF', 'FFFG']"
1,90,0,1.0,0.9001824484431542,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,52,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HHHG']"
1,55,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,31,0,1.0,0.9248559951318693,"['SFFF', 'FFHF', 'HFHF', 'HFHG']"
1,70,0,1.0,0.9791880578299021,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,64,0,1.0,0.8709180316048211,"['SFHH', 'HFFH', 'HFFF', 'FHHG']"
1,33,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FFFF', 'HFHG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,47,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,75,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,43,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHHF', 'HHHG']"
1,54,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,72,0,1.0,0.9193151828650342,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,70,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,72,0,1.0,0.9445131481500655,"['SFFH', 'HHFH', 'HFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,31,0,1.0,0.90289112180858,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,45,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HFHG']"
1,42,0,1.0,0.9616943356035061,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,97,0,1.0,0.8921050870283477,"['SHHH', 'FFHH', 'FFFH', 'HHFG']"
1,24,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,80,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,49,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,76,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,60,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFHG']"
1,17,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,77,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FHFH', 'FFFG']"
1,63,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FHFF', 'FHHG']"
1,46,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HHHG']"
1,45,0,1.0,0.8867604854519608,"['SFFF', 'FHHF', 'HFFF', 'FHHG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHFG']"
1,45,0,1.0,0.9821344612135428,"['SHFH', 'FHFH', 'FFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHF', 'HHHF', 'FHHG']"
1,12,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,21,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,51,0,1.0,0.9138075656044898,"['SFFF', 'FHFH', 'HFFF', 'HHHG']"
1,91,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHH', 'HFFG']"
1,33,0,0.0,0.0,"['SFFH', 'FFFH', 'FHHF', 'FFFG']"
1,46,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,42,0,1.0,0.9530650263643888,"['SFFH', 'FHHH', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFF', 'FFHG']"
1,81,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFF', 'HHFG']"
1,35,0,1.0,0.9704017769489168,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,46,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,2,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,21,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFFF', 'HFHG']"
1,22,0,1.0,0.8176653739626438,"['SFFF', 'FHFH', 'HHFH', 'HFFG']"
1,65,0,1.0,0.9416796087056153,"['SFFF', 'HHFH', 'FHFF', 'FFFG']"
1,4,0,1.0,0.7958514863018556,"['SFFF', 'FHHF', 'FFFF', 'HHFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFHH', 'FHFH', 'FFFG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,76,0,1.0,0.8921050870283477,"['SHHF', 'FFHH', 'FFFF', 'HHHG']"
1,46,0,1.0,0.9083329444789534,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,57,0,1.0,0.9165572373164391,"['SFFH', 'HHFF', 'FHHF', 'FFHG']"
1,39,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'HHFF', 'FHFG']"
1,65,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,48,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,33,0,1.0,0.8683052775100066,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,75,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,91,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'HHFF', 'HHFG']"
1,93,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,47,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,39,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,16,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,40,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'HHFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,95,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHHF', 'FFHG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,44,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,49,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,72,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FHFG']"
1,6,0,1.0,0.798246224976786,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,43,0,1.0,0.8250687380258053,"['SFHH', 'HFHH', 'HFHF', 'HFFG']"
1,51,0,1.0,0.9704017769489168,"['SHFH', 'FHHF', 'FFFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFFH', 'HFHF', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FHFG']"
1,21,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,26,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'FFFG']"
1,78,0,1.0,0.9220814271464737,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,50,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'HFFH', 'HFFG']"
1,58,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,90,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HFFG']"
1,10,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'HFFF', 'HHHG']"
1,84,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFFH', 'FHFG']"
1,9,0,1.0,0.9388545698794984,"['SFFF', 'FFHH', 'FFFF', 'FFFG']"
1,87,0,1.0,0.8683052775100066,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,65,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HHHG']"
1,74,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FFFF', 'FFFG']"
1,52,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,87,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FHHF', 'FFHG']"
1,55,0,1.0,0.803057341509771,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,63,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HHHG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,70,0,1.0,0.9165572373164391,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,73,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,78,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFHF', 'HFFG']"
1,58,0,1.0,0.7427123967299725,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,46,0,1.0,0.9674905716180701,"['SFFF', 'FHFF', 'HHHF', 'FHHG']"
1,89,0,1.0,0.9502058312852957,"['SHFF', 'FHHH', 'FFHF', 'HFFG']"
1,23,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,15,0,1.0,0.8325391341551359,"['SFFH', 'HFFH', 'HHFF', 'HHFG']"
1,60,0,1.0,0.8400771692771434,"['SFHH', 'FFHH', 'HFFF', 'FHHG']"
1,79,0,1.0,0.9645880999032158,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FHHG']"
1,27,0,1.0,0.8657003616774767,"['SFFH', 'HHFF', 'HHHF', 'FFFG']"
1,62,0,1.0,0.9559328248389055,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,8,0,1.0,0.884100203995605,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,40,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FHHF', 'FFHG']"
1,75,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'HHFG']"
1,30,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,45,0,1.0,0.90289112180858,"['SFHH', 'FFFH', 'FHFF', 'HHFG']"
1,87,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,72,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,26,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FFFF', 'HHFG']"
1,97,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFHF', 'FFHG']"
1,3,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFFG']"
1,49,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FFFG']"
1,44,0,1.0,0.9645880999032158,"['SHFF', 'FFFF', 'HFFF', 'FFHG']"
1,70,0,1.0,0.90289112180858,"['SFFH', 'FHFH', 'FHFH', 'FHFG']"
1,32,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,23,0,1.0,0.798246224976786,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,75,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,64,0,1.0,0.9110661429076764,"['SHHH', 'FFHH', 'FFHF', 'HFFG']"
1,25,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FFFF', 'FFFG']"
1,28,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,59,0,1.0,0.9248559951318693,"['SFFF', 'HFHH', 'FFFF', 'FFHG']"
1,88,0,1.0,0.9733217421754432,"['SHFF', 'FFHF', 'FFFF', 'FHHG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,78,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'FHFH', 'FFFG']"
1,50,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,56,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,63,0,1.0,0.7746195551602378,"['SHHH', 'FFFF', 'FFHF', 'HHFG']"
1,68,0,1.0,0.90289112180858,"['SFFH', 'FHFH', 'HFFH', 'HHFG']"
1,48,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFF', 'FFHG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FFFF', 'FHHG']"
1,69,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HHHF', 'FFFG']"
1,30,0,1.0,0.78398512608332,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,50,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,38,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,64,0,1.0,0.7699788094052729,"['SHFH', 'FHFH', 'FFFH', 'HHFG']"
1,65,0,1.0,0.9473552137914398,"['SFFH', 'HFHF', 'FFFF', 'FHFG']"
1,41,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFFF', 'HHHG']"
1,63,0,1.0,0.9165572373164391,"['SFFF', 'FHFH', 'HHFF', 'FFHG']"
1,98,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHH', 'FFFG']"
1,62,0,1.0,0.8814479033836181,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,94,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9083329444789534,"['SFFF', 'FFHH', 'HFFF', 'FFHG']"
1,84,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'HHFF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFF', 'HHFF', 'FHFH', 'HFFG']"
1,61,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,18,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,69,0,1.0,0.8709180316048211,"['SHFH', 'FFFF', 'HHFF', 'HFHG']"
1,42,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HHHF', 'FHFG']"
1,65,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,40,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,67,0,1.0,0.9821344612135428,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,61,0,1.0,0.8657003616774767,"['SHFH', 'FFHH', 'HFHF', 'FFFG']"
1,12,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FHHF', 'FFHG']"
1,7,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HHHG']"
1,20,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHFF', 'FFHG']"
1,80,0,1.0,0.9445131481500655,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,29,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,49,0,1.0,0.8476834558136123,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,37,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'FFHF', 'HFFG']"
1,89,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,73,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,72,0,1.0,0.9530650263643888,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,38,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFF', 'HFFG']"
1,65,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFHG']"
1,81,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'HFHF', 'HHFG']"
1,19,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FHFG']"
1,64,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,13,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'FFFG']"
1,29,0,1.0,0.884100203995605,"['SFFH', 'HFHH', 'FFFH', 'FFFG']"
1,25,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'FFHF', 'HFFG']"
1,17,0,1.0,0.8894287717672626,"['SFFF', 'FHHF', 'FHFH', 'FFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HHFG']"
1,86,0,1.0,0.9220814271464737,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,55,0,1.0,0.9416796087056153,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHFG']"
1,34,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,85,0,1.0,0.9791880578299021,"['SHHH', 'FHHH', 'FHFH', 'FFFG']"
1,82,0,1.0,0.9530650263643888,"['SFFF', 'FHFH', 'FHFH', 'HHFG']"
1,26,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFF', 'FFFG']"
1,94,0,1.0,0.860513950810667,"['SFHF', 'HFFF', 'HHFH', 'HHFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHH', 'FFFG']"
1,19,0,1.0,0.8867604854519608,"['SFFH', 'HHFF', 'FFHF', 'HHFG']"
1,71,0,1.0,0.9791880578299021,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,12,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFF', 'HHFG']"
1,62,0,1.0,0.8152123778407558,"['SFHF', 'FHFH', 'FFFF', 'HFFG']"
1,54,0,1.0,0.9559328248389055,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FHHG']"
1,26,0,1.0,0.9332298921513504,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'HHFF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,80,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,22,0,1.0,0.9165572373164391,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,24,0,1.0,0.9530650263643888,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFH', 'FFHH', 'HFFG']"
1,66,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'HHHG']"
1,77,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'HFHH', 'FFFG']"
1,71,0,1.0,0.9165572373164391,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,58,0,1.0,0.9193151828650342,"['SFFH', 'HFFH', 'HHFH', 'HHFG']"
1,42,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FHFF', 'FHFG']"
1,79,0,1.0,0.78398512608332,"['SFFF', 'HFFH', 'HFHH', 'HFFG']"
1,71,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FFFF', 'HHHG']"
1,79,0,1.0,0.8921050870283477,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
