Temperature,Simulations,Return,Discounted Return,Map
1,73,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'FHFF', 'HFHG']"
1,90,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHF', 'FHFF', 'FHHG']"
1,90,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,65,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,79,0,1.0,0.9502058312852957,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,40,0,1.0,0.9473552137914398,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,30,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HHFF', 'HFFG']"
1,99,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FHFF', 'FFFG']"
1,98,0,1.0,0.9530650263643888,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FFFF', 'FFFG']"
1,69,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HHHG']"
1,78,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'HHHF', 'HHHG']"
1,98,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,45,0,1.0,0.9248559951318693,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,43,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,90,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'FFHG']"
1,84,0,1.0,0.7539540549517295,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,34,0,1.0,0.835044266956004,"['SFFF', 'FFFF', 'FFFH', 'FFFG']"
1,50,0,1.0,0.985089730404757,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,63,0,1.0,0.9445131481500655,"['SHFF', 'FFFF', 'HHFF', 'HHHG']"
1,42,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,21,0,0.0,0.0,"['SFHH', 'FHFF', 'FHHF', 'FFFG']"
1,69,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'HFFF', 'FHFG']"
1,67,0,1.0,0.9248559951318693,"['SHFF', 'FFFH', 'HFFH', 'FHFG']"
1,15,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,29,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,43,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'FHFG']"
1,28,0,1.0,0.9332298921513504,"['SHFF', 'FFHH', 'FFFF', 'HFFG']"
1,93,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,54,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'FHFF', 'HHFG']"
1,66,0,1.0,0.9220814271464737,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,67,0,1.0,0.8709180316048211,"['SFFH', 'FHHH', 'FFFH', 'FHFG']"
1,73,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'FFFH', 'FHFG']"
1,79,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'HFFF', 'FHHG']"
1,42,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'FFHG']"
1,78,0,1.0,0.8894287717672626,"['SFHF', 'FFFF', 'HHFH', 'HHFG']"
1,29,0,0.0,0.0,"['SFHF', 'FHFF', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,48,0,1.0,0.8683052775100066,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,79,0,1.0,0.9762504936564125,"['SHFF', 'FFHF', 'FFHH', 'FFFG']"
1,70,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'FHFF', 'FHHG']"
1,72,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,74,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FFFF', 'FHHG']"
1,46,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HHFF', 'FHFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,94,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFHF', 'FHHG']"
1,3,0,1.0,0.798246224976786,"['SFFF', 'HHFF', 'HFHF', 'HHFG']"
1,100,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'FHHG']"
1,74,0,1.0,0.9304302024748964,"['SHHH', 'FFFF', 'HFHF', 'HHHG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FHFG']"
1,92,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFF', 'HFFG']"
1,70,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'FHHF', 'FFFG']"
1,74,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,100,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FHFH', 'FFFG']"
1,62,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHFF', 'HFFG']"
1,49,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,72,0,1.0,0.9559328248389055,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,6,0,1.0,0.8426049842298329,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,84,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FHFF', 'HFFG']"
1,91,0,1.0,0.9674905716180701,"['SHHH', 'FHFH', 'FFHH', 'FFFG']"
1,82,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,71,0,1.0,0.9616943356035061,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,22,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.9821344612135428,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,96,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FFFF', 'FFFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,38,0,1.0,0.9193151828650342,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,67,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,20,0,0.0,0.0,"['SFFF', 'FFFH', 'HFHH', 'HFFG']"
1,51,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,45,0,1.0,0.9762504936564125,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,36,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'HFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHH', 'FHFF', 'FFFG']"
1,86,0,1.0,0.8683052775100066,"['SHHF', 'FFHF', 'FFFH', 'FHFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,46,0,1.0,0.9248559951318693,"['SHHF', 'FFFF', 'HFFF', 'FFFG']"
1,59,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,62,0,1.0,0.884100203995605,"['SHHH', 'FFFH', 'FFHH', 'HFFG']"
1,60,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHH', 'HFFG']"
1,77,0,1.0,0.9220814271464737,"['SFFH', 'FHFH', 'FFFF', 'HHHG']"
1,52,0,1.0,0.9304302024748964,"['SHFH', 'FFHF', 'FHHF', 'FFFG']"
1,15,0,1.0,0.93603800616986,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,54,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHF', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,6,0,1.0,0.9138075656044898,"['SFFF', 'HHFF', 'FHFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'FFFH', 'FHFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,35,0,1.0,0.9056079456455165,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,68,0,1.0,0.9645880999032158,"['SHFF', 'FHFH', 'FFHH', 'FFFG']"
1,57,0,1.0,0.803057341509771,"['SHHF', 'FHFH', 'FFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFF', 'HFHG']"
1,97,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'FHFH', 'HHFG']"
1,96,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'HHFF', 'HHFG']"
1,26,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,63,0,1.0,0.9220814271464737,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,59,0,1.0,0.9276389118674717,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,75,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,12,0,1.0,0.9616943356035061,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,71,0,1.0,0.90289112180858,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,86,0,1.0,0.9791880578299021,"['SFHH', 'HFFH', 'HFHF', 'FFFG']"
1,20,0,0.0,0.0,"['SFHF', 'HFHF', 'FFFH', 'HHFG']"
1,21,0,1.0,0.9388545698794984,"['SFFF', 'HFHF', 'FHHF', 'HHFG']"
1,20,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,29,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'FFFH', 'FFFG']"
1,24,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,55,0,1.0,0.9588092525966956,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,26,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFF', 'HFHG']"
1,6,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,26,0,1.0,0.8947894553945313,"['SFFH', 'FFFH', 'FHFF', 'HHFG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FHFG']"
1,30,0,1.0,0.9588092525966956,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,98,0,1.0,0.9276389118674717,"['SFHH', 'HFHF', 'HFFF', 'FHFG']"
1,71,0,1.0,0.8657003616774767,"['SFFH', 'FHFH', 'FHFF', 'HHHG']"
1,18,0,1.0,0.8814479033836181,"['SFHF', 'FFHF', 'HFFH', 'FFFG']"
1,18,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HFFH', 'FFFG']"
1,79,0,1.0,0.9645880999032158,"['SHHF', 'FHFH', 'FHHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFH', 'HHFG']"
1,88,0,1.0,0.9821344612135428,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,22,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,43,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,21,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,60,0,1.0,0.9416796087056153,"['SHHH', 'FHHF', 'FFFF', 'FFHG']"
1,87,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFF', 'FHHG']"
1,31,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'HFFF', 'FHHG']"
1,90,0,1.0,0.9588092525966956,"['SFHF', 'FHFH', 'FFFF', 'HFFG']"
1,70,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,20,0,1.0,0.9056079456455165,"['SFFH', 'HFFF', 'HHFF', 'FHFG']"
1,96,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'FHFF', 'FFFG']"
1,48,0,0.0,0.0,"['SHHF', 'FHFH', 'FFHH', 'HFFG']"
1,10,0,1.0,0.9165572373164391,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,6,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,96,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,94,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFFF', 'HHHG']"
1,74,0,1.0,0.9791880578299021,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,48,0,1.0,0.8078974551636565,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,100,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHHF', 'FHFG']"
1,52,0,1.0,0.9559328248389055,"['SFHF', 'FHFH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,86,0,1.0,0.9616943356035061,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,87,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,98,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHH', 'HFFG']"
1,87,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,77,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHHF', 'FFFG']"
1,30,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'FHFG']"
1,84,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,75,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,69,0,1.0,0.9791880578299021,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'HHHG']"
1,89,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,34,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,71,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFFF', 'FFFG']"
1,23,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FFHG']"
1,40,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,82,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'HFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,55,0,1.0,0.8300415167526705,"['SHFF', 'FFFF', 'HFHF', 'FFFG']"
1,19,0,1.0,0.860513950810667,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,17,0,1.0,0.8527925358961662,"['SFFH', 'HHFF', 'HHFF', 'FHHG']"
1,47,0,1.0,0.8657003616774767,"['SHHH', 'FHHH', 'FHHF', 'FFFG']"
1,65,0,1.0,0.9502058312852957,"['SHHH', 'FFHF', 'HFHH', 'FFFG']"
1,42,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHHG']"
1,78,0,1.0,0.8947894553945313,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,67,0,1.0,0.8250687380258053,"['SHHH', 'FHFH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.7910835400474212,"['SFHF', 'FFFH', 'HHFH', 'HFFG']"
1,44,0,1.0,0.9165572373164391,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,23,0,0.0,0.0,"['SFHF', 'HFHF', 'FFHH', 'FFFG']"
1,25,0,1.0,0.798246224976786,"['SFHH', 'FFHF', 'HFFF', 'FHHG']"
1,89,0,1.0,0.9704017769489168,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,80,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'HFFH', 'FHFG']"
1,23,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,41,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,62,0,1.0,0.8735386475474635,"['SFHH', 'HFHF', 'FFFH', 'HHFG']"
1,52,0,1.0,0.9473552137914398,"['SHHF', 'FHHF', 'FFFF', 'HHFG']"
1,22,0,1.0,0.9138075656044898,"['SFFH', 'HFFF', 'FFHF', 'HFFG']"
1,38,0,1.0,0.9083329444789534,"['SFFF', 'FHFH', 'FHHH', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FHHF', 'FHHG']"
1,93,0,1.0,0.93603800616986,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,41,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,26,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'FFHF', 'HHFG']"
1,12,0,1.0,0.9388545698794984,"['SFHH', 'HFFF', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HFFH', 'HHFG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'HHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFH', 'HHFG']"
1,85,0,1.0,0.9332298921513504,"['SHFF', 'FFFH', 'FHFF', 'HHFG']"
1,44,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FHFG']"
1,73,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHH', 'FFFG']"
1,46,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,78,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,54,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,34,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'FFFF', 'HFFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,82,0,1.0,0.8683052775100066,"['SFFH', 'FFHH', 'HFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'FFFG']"
1,23,0,1.0,0.8894287717672626,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,45,0,1.0,0.8103284404851119,"['SHFF', 'FFHH', 'FHHH', 'FFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9645880999032158,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,43,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FHHG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,34,0,1.0,0.8250687380258053,"['SFFH', 'HFFH', 'FHFH', 'FHFG']"
1,4,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'HHHG']"
1,63,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'HHFF', 'FFHG']"
1,71,0,1.0,0.9502058312852957,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,56,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,60,0,1.0,0.9165572373164391,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,26,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HHFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,12,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FHFF', 'FHFG']"
1,66,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FFHF', 'FFFG']"
1,68,0,1.0,0.8527925358961662,"['SFHH', 'HFHF', 'FFFH', 'FHFG']"
1,77,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFH', 'HFFG']"
1,86,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHHG']"
1,51,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,73,0,1.0,0.9791880578299021,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFFF', 'FFHG']"
1,11,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FHHG']"
1,28,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'HFFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,4,0,1.0,0.857932408958235,"['SFFH', 'HHFF', 'HFFF', 'FHFG']"
1,43,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,76,0,1.0,0.884100203995605,"['SFHF', 'HFHF', 'FFFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FHHH', 'FHFH', 'FFFG']"
1,64,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,72,0,1.0,0.9248559951318693,"['SHFF', 'FFFF', 'HHFF', 'FHHG']"
1,49,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,37,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FFHF', 'FHFG']"
1,51,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,61,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'HFFF', 'HHFG']"
1,9,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'FFFF', 'FFFG']"
1,55,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FFFF', 'FFFG']"
1,54,0,1.0,0.9559328248389055,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,89,0,1.0,0.9416796087056153,"['SHFF', 'FFFF', 'FFHF', 'HHHG']"
1,49,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'FHHF', 'FFFG']"
1,97,0,1.0,0.9220814271464737,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,61,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,32,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,79,0,1.0,0.9276389118674717,"['SFFF', 'FFFF', 'HFFH', 'FHFG']"
1,22,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HFFF', 'HHFG']"
1,27,0,1.0,0.9248559951318693,"['SHHF', 'FHFF', 'FHHF', 'FFFG']"
1,88,0,1.0,0.985089730404757,"['SFHH', 'HFFH', 'FFFH', 'HHFG']"
1,61,0,1.0,0.9001824484431542,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,22,0,1.0,0.8867604854519608,"['SFHH', 'FFFF', 'FFHF', 'HHHG']"
1,44,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFFH', 'HFFG']"
1,48,0,1.0,0.9083329444789534,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,62,0,1.0,0.8761671489944468,"['SFHF', 'FFFF', 'HFHH', 'HFFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHFG']"
1,57,0,1.0,0.8300415167526705,"['SHHH', 'FFFH', 'HFFF', 'FHHG']"
1,80,0,1.0,0.9645880999032158,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,52,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,30,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'HHFG']"
1,5,0,1.0,0.8974819010978248,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,69,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'HFFF', 'FFHG']"
1,98,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFHH', 'FFFG']"
1,13,0,1.0,0.8476834558136123,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,99,0,1.0,0.9220814271464737,"['SHFF', 'FHHH', 'FFFH', 'HHFG']"
1,25,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,90,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHFH', 'FHFG']"
1,86,0,1.0,0.9445131481500655,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,92,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FHFH', 'FFFG']"
1,37,0,1.0,0.8250687380258053,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,30,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHH', 'HFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHF', 'FHHF', 'FHFH', 'FFFG']"
1,54,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FHHH', 'FFFG']"
1,61,0,1.0,0.7516921927868743,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,62,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'HHFH', 'FHFG']"
1,15,0,1.0,0.884100203995605,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,89,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'HFFG']"
1,89,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,32,0,1.0,0.9001824484431542,"['SFHF', 'HFHF', 'HFFH', 'FHFG']"
1,27,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HFFF', 'FFFG']"
1,18,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FHHG']"
1,30,0,1.0,0.8867604854519608,"['SFHF', 'FFFF', 'HFFH', 'HHFG']"
1,67,0,1.0,0.8225935318117279,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,1,0,0.0,0.0,"['SFHF', 'HFHF', 'HFHF', 'HFFG']"
