Temperature,Simulations,Return,Discounted Return
1,38,1.0,0.8683052775100066
1,46,1.0,0.9445131481500655
1,83,1.0,0.9588092525966956
1,38,1.0,0.8974819010978248
1,97,1.0,0.9645880999032158
1,27,1.0,0.9276389118674717
1,68,1.0,0.9530650263643888
1,26,1.0,0.9502058312852957
1,22,1.0,0.7653658663581259
1,4,0.0,0.0
1,88,1.0,0.985089730404757
1,66,1.0,0.93603800616986
1,64,1.0,0.9001824484431542
1,14,1.0,0.798246224976786
1,7,0.0,0.0
1,89,1.0,0.9645880999032158
1,26,1.0,0.9559328248389055
1,18,0.0,0.0
1,14,0.0,0.0
1,70,1.0,0.9821344612135428
1,71,1.0,0.9248559951318693
1,76,1.0,0.9276389118674717
1,98,1.0,0.9733217421754432
1,92,1.0,0.9704017769489168
1,57,1.0,0.9616943356035061
1,85,1.0,0.9791880578299021
1,50,1.0,0.9502058312852957
1,63,1.0,0.9530650263643888
1,21,1.0,0.9821344612135428
1,84,1.0,0.9821344612135428
1,45,1.0,0.9616943356035061
1,81,1.0,0.9733217421754432
1,70,1.0,0.9559328248389055
1,33,1.0,0.9388545698794984
1,8,0.0,0.0
1,44,1.0,0.9674905716180701
1,53,1.0,0.9559328248389055
1,72,1.0,0.9502058312852957
1,57,1.0,0.9704017769489168
1,84,1.0,0.93603800616986
1,18,0.0,0.0
1,22,0.0,0.0
1,67,1.0,0.9530650263643888
1,32,1.0,0.9791880578299021
1,6,0.0,0.0
1,79,1.0,0.9733217421754432
1,45,1.0,0.9445131481500655
1,13,0.0,0.0
1,13,1.0,0.8657003616774767
1,39,1.0,0.7630697687590515
1,82,1.0,0.9733217421754432
1,24,1.0,0.8788035596734672
1,6,0.0,0.0
1,15,0.0,0.0
1,59,1.0,0.9616943356035061
1,12,1.0,0.8400771692771434
1,92,1.0,0.9733217421754432
1,71,1.0,0.9791880578299021
1,99,1.0,0.93603800616986
1,98,1.0,0.9704017769489168
1,85,1.0,0.9821344612135428
1,46,1.0,0.9821344612135428
1,15,0.0,0.0
