Temperature,Simulations,Return,Discounted Return,Map
1,54,0,1.0,0.747188804859888,"['SHFF', 'FHHF', 'FFFF', 'FHHG']"
1,36,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFHH', 'FFFG']"
1,40,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,67,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,27,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HHFG']"
1,32,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,99,0,1.0,0.9704017769489168,"['SFHH', 'FHHF', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FHFG']"
1,71,0,1.0,0.7562227231210928,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,99,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,38,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HHFF', 'FHHG']"
1,6,0,1.0,0.9138075656044898,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,16,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FFFF', 'HHFG']"
1,77,0,1.0,0.9332298921513504,"['SFHF', 'HFHF', 'FFHF', 'FFFG']"
1,61,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'HHFH', 'FFFH', 'FFFG']"
1,58,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,67,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'FFFF', 'FHFG']"
1,83,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,46,0,1.0,0.9276389118674717,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,71,0,1.0,0.9530650263643888,"['SFHF', 'FHFH', 'FFHH', 'HFFG']"
1,60,0,1.0,0.93603800616986,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,99,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFFF', 'FFFG']"
1,100,0,1.0,0.8426049842298329,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
1,25,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHF', 'FFFG']"
1,83,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,34,0,1.0,0.93603800616986,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,64,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HFHG']"
1,77,0,1.0,0.9445131481500655,"['SFFH', 'FFHH', 'FHHF', 'FFFG']"
1,20,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHFF', 'HHFG']"
1,66,0,1.0,0.9588092525966956,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,96,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFH', 'HFFG']"
1,14,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'HHHG']"
1,68,0,1.0,0.9473552137914398,"['SHHF', 'FFHH', 'HFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,27,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'HHFF', 'HFFG']"
1,51,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,43,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHFF', 'FHHG']"
1,86,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FHHF', 'HHFG']"
1,32,0,1.0,0.8788035596734672,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,99,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,68,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,29,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'HFFG']"
1,99,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FFHG']"
1,89,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HHFG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'HHHG']"
1,59,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FHHF', 'FHHG']"
1,56,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,91,0,1.0,0.9416796087056153,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,96,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,55,0,1.0,0.8078974551636565,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,29,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFF', 'HFFG']"
1,91,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFHH', 'FHFF', 'FFFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'HFHG']"
1,75,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,82,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,42,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,54,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHFG']"
1,23,0,1.0,0.8788035596734672,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,85,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,81,0,1.0,0.9588092525966956,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,7,0,1.0,0.7722956964947572,"['SFFH', 'HFHF', 'HFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFH', 'HHFG']"
1,6,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,70,0,1.0,0.8631032605924442,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,84,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,32,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHFG']"
1,73,0,1.0,0.9616943356035061,"['SFHH', 'FFHH', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HFFG']"
1,21,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,72,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFH', 'HFFG']"
1,50,0,1.0,0.8502341582884777,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,2,0,1.0,0.9193151828650342,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,85,0,1.0,0.8426049842298329,"['SFHH', 'FHFF', 'FFFH', 'FHFG']"
1,69,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'FFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'HHFF', 'FFHG']"
1,17,0,1.0,0.9056079456455165,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,18,0,0.0,0.0,"['SHHH', 'FHHF', 'FFHF', 'HFFG']"
1,52,0,1.0,0.9530650263643888,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'FHFG']"
1,70,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,9,0,0.0,0.0,"['SFFH', 'HFFF', 'HHHF', 'HFHG']"
1,47,0,1.0,0.9473552137914398,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,56,0,1.0,0.9616943356035061,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,81,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,50,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,19,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FHHG']"
1,40,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,46,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'HFFH', 'HFFG']"
1,46,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,81,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,96,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHFH', 'FFFG']"
1,62,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FHFF', 'FFHG']"
1,88,0,1.0,0.9165572373164391,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,61,0,1.0,0.9445131481500655,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,37,0,1.0,0.8553586117313603,"['SFFH', 'HHFF', 'HFFH', 'HHFG']"
1,93,0,1.0,0.9473552137914398,"['SFHH', 'FHHF', 'FFFF', 'FFHG']"
1,88,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,84,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,74,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'HHFG']"
1,47,0,1.0,0.9559328248389055,"['SHHF', 'FFFH', 'FFFH', 'HHFG']"
1,45,0,1.0,0.9248559951318693,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,68,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'FHFF', 'HFHG']"
1,35,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FFFG']"
1,34,0,1.0,0.9445131481500655,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,71,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,77,0,1.0,0.93603800616986,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,54,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,7,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHF', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'HFHG']"
1,95,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,34,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HFFG']"
1,25,0,1.0,0.803057341509771,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,13,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'FFFH', 'FFFG']"
1,48,0,1.0,0.884100203995605,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,96,0,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,61,0,1.0,0.8974819010978248,"['SHHH', 'FFHF', 'FFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HFHG']"
1,32,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFF', 'FFFG']"
1,65,0,1.0,0.9332298921513504,"['SFFF', 'HHFF', 'FHFH', 'HHFG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'FFHG']"
1,21,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'FHFG']"
1,21,0,1.0,0.90289112180858,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,100,0,1.0,0.9304302024748964,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,64,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HFFF', 'FHHG']"
1,42,0,1.0,0.9001824484431542,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,32,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'FHHG']"
1,77,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,94,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'HFHF', 'FFHG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'FHHH', 'FFFF', 'HFFG']"
1,27,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFF', 'FHFG']"
1,17,0,1.0,0.8947894553945313,"['SFFF', 'HHFF', 'HHFH', 'FHFG']"
1,34,0,1.0,0.8201257512162927,"['SFHH', 'FFFF', 'HHFF', 'HHHG']"
1,64,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FHFF', 'FHHG']"
1,94,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'HFHH', 'FFFG']"
1,31,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FHHG']"
1,49,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'HHHG']"
1,88,0,1.0,0.9276389118674717,"['SFFH', 'FFHH', 'HFFF', 'FFHG']"
1,38,0,1.0,0.9445131481500655,"['SFHH', 'FFHH', 'HFHF', 'HFFG']"
1,72,0,1.0,0.9674905716180701,"['SFFF', 'FFHH', 'HFFF', 'FFHG']"
1,34,0,1.0,0.9001824484431542,"['SFHH', 'HFHF', 'FFFF', 'HHHG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHFG']"
1,14,0,1.0,0.9056079456455165,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,4,0,1.0,0.9248559951318693,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,48,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HFHF', 'FHHG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHHF', 'FHHG']"
1,85,0,1.0,0.9791880578299021,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,23,0,1.0,0.9733217421754432,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,57,0,1.0,0.9276389118674717,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,64,0,1.0,0.8761671489944468,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,65,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,97,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'FFHF', 'HHHG']"
1,5,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FHHF', 'FHFF', 'FFFG']"
1,97,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,83,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,77,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FHFF', 'HFFG']"
1,59,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFFF', 'FHHG']"
1,63,0,1.0,0.9445131481500655,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,48,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,52,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FHFF', 'FFFG']"
1,99,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,61,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFF', 'FHFG']"
1,37,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FFFF', 'FFHG']"
1,17,0,1.0,0.9276389118674717,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,69,0,1.0,0.8814479033836181,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,26,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHFF', 'HFFG']"
1,79,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'HHFF', 'HHFG']"
1,12,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFH', 'FFFG']"
1,25,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'FFFH', 'HFFG']"
1,39,0,1.0,0.9388545698794984,"['SHFF', 'FHFF', 'FFFF', 'FFHG']"
1,13,0,1.0,0.8054737627981655,"['SFFF', 'FFHF', 'FFHF', 'HFFG']"
1,54,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FFFF', 'FFFG']"
1,81,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'HFFG']"
1,20,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,91,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,79,0,1.0,0.9762504936564125,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFFG']"
1,91,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,57,0,1.0,0.8201257512162927,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,41,0,1.0,0.985089730404757,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,17,0,1.0,0.9056079456455165,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,94,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,83,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,30,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,50,0,1.0,0.9445131481500655,"['SFHF', 'FFFF', 'FHHF', 'FFFG']"
1,76,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,86,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,12,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'FFFF', 'HFFG']"
1,28,0,1.0,0.9304302024748964,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,25,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,76,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,99,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFFF', 'FHHG']"
1,79,0,1.0,0.8709180316048211,"['SHFH', 'FFHH', 'HFHH', 'HFFG']"
1,18,0,1.0,0.9276389118674717,"['SFHF', 'HFFH', 'FFHH', 'HFFG']"
1,17,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,9,0,1.0,0.8657003616774767,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,60,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,100,0,1.0,0.9616943356035061,"['SHFF', 'FFHF', 'HFFH', 'FFFG']"
1,93,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'FFFG']"
1,14,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,20,0,1.0,0.747188804859888,"['SFHF', 'FHHH', 'FHHH', 'FFFG']"
1,97,0,1.0,0.9762504936564125,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,62,0,1.0,0.9138075656044898,"['SFFH', 'HFHF', 'HFFF', 'HFHG']"
1,99,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFH', 'HFFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'HFFG']"
1,11,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,59,0,1.0,0.9733217421754432,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,95,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,36,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'HHFF', 'FHHG']"
1,9,0,0.0,0.0,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,88,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,54,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'FFHG']"
1,88,0,1.0,0.9304302024748964,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,60,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'FHFH', 'FFFG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,87,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,25,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,92,0,1.0,0.9193151828650342,"['SFHF', 'HFHH', 'FFHF', 'HFFG']"
1,58,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,39,0,1.0,0.9220814271464737,"['SFFH', 'HHFH', 'FHFF', 'FFFG']"
1,68,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FFHG']"
1,66,0,1.0,0.8553586117313603,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,23,0,1.0,0.7722956964947572,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,45,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,58,0,1.0,0.8502341582884777,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'HHFG']"
1,75,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'FFFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9762504936564125,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,46,0,1.0,0.8814479033836181,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,35,0,1.0,0.9248559951318693,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,83,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HHFG']"
1,38,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'HFFG']"
1,43,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFF', 'FFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HHFG']"
1,98,0,1.0,0.9821344612135428,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,58,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,90,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'HFFG']"
1,34,0,1.0,0.8225935318117279,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,81,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,72,0,1.0,0.9083329444789534,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,80,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,65,0,1.0,0.9416796087056153,"['SHHF', 'FFFF', 'FHFF', 'FFHG']"
1,46,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,67,0,1.0,0.9332298921513504,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,87,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,33,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFFF', 'HHFG']"
1,46,0,1.0,0.9416796087056153,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,99,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'HFFF', 'FHHG']"
1,88,0,1.0,0.9304302024748964,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,37,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HFFG']"
1,75,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'FFFF', 'HFFG']"
1,68,0,1.0,0.9674905716180701,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,86,0,1.0,0.9445131481500655,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,44,0,1.0,0.860513950810667,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,79,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHFH', 'HHFG']"
1,13,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFF', 'FHHG']"
1,92,0,1.0,0.9110661429076764,"['SFFH', 'FFFF', 'FFHF', 'FHHG']"
1,5,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,96,0,1.0,0.9645880999032158,"['SHHF', 'FHFF', 'FFFH', 'FHFG']"
1,26,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,83,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
