Temperature,Simulations,Return,Discounted Return,Map
1,79,0,1.0,0.860513950810667,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,14,0,0.0,0.0,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,55,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,14,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,19,0,1.0,0.8814479033836181,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,16,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'FHFG']"
1,50,0,1.0,0.9530650263643888,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,46,0,1.0,0.8152123778407558,"['SFFH', 'FHFH', 'FHHF', 'FFFG']"
1,47,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'HFHF', 'HHHG']"
1,16,0,0.0,0.0,"['SFFF', 'FFHH', 'HFHH', 'HFFG']"
1,79,0,1.0,0.9248559951318693,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,63,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,47,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'FHHF', 'FFHG']"
1,79,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,47,0,1.0,0.884100203995605,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,79,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHH', 'FFFG']"
1,71,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FHFH', 'FFFG']"
1,61,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FHFH', 'FHFG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFF', 'FHFG']"
1,95,0,1.0,0.9733217421754432,"['SFHF', 'HFHH', 'FFFH', 'HFFG']"
1,11,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,25,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHFG']"
1,35,0,1.0,0.9416796087056153,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,59,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'HFFF', 'FFFG']"
1,65,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFF', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FHHF', 'FFFG']"
1,33,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,61,0,1.0,0.9791880578299021,"['SFHF', 'HFHF', 'HFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HHHG']"
1,49,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,73,0,1.0,0.9332298921513504,"['SFHF', 'HFFH', 'HHFH', 'HHFG']"
1,50,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,78,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,95,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,83,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,50,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,97,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,60,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'HFHF', 'HHFG']"
1,93,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'FHFF', 'FFFG']"
1,37,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHH', 'HFFG']"
1,64,0,1.0,0.8275513922024125,"['SHHH', 'FHHH', 'FFFF', 'FHHG']"
1,12,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,51,0,1.0,0.9821344612135428,"['SFHF', 'FHFH', 'FHFF', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFF', 'FHFG']"
1,51,0,1.0,0.8683052775100066,"['SFHH', 'FFFF', 'HHHF', 'HHFG']"
1,91,0,1.0,0.9502058312852957,"['SFFH', 'FHFH', 'HFFH', 'FHFG']"
1,34,0,1.0,0.8300415167526705,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,45,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HHFF', 'FFHG']"
1,90,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,71,0,1.0,0.9276389118674717,"['SFHH', 'FFHF', 'HFFF', 'FFHG']"
1,32,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,54,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,48,0,1.0,0.9530650263643888,"['SFFH', 'HFFH', 'HFHH', 'HFFG']"
1,71,0,1.0,0.9083329444789534,"['SHHF', 'FFHH', 'HFFF', 'FHFG']"
1,72,0,1.0,0.9616943356035061,"['SFHH', 'HFHH', 'HFFF', 'FFFG']"
1,89,0,1.0,0.8814479033836181,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,56,0,1.0,0.8974819010978248,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFF', 'FHFH', 'FHFF', 'HFHG']"
1,38,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'HFFG']"
1,73,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'HFFG']"
1,26,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FFFH', 'FFFG']"
1,74,0,1.0,0.9502058312852957,"['SHFH', 'FHHF', 'FHHH', 'FFFG']"
1,19,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHHG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'FFHG']"
1,29,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'FFFF', 'HHFG']"
1,16,0,0.0,0.0,"['SFFH', 'FFFF', 'HHFH', 'HHFG']"
1,27,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,79,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,99,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,92,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFHG']"
1,93,0,1.0,0.985089730404757,"['SFFH', 'FHFH', 'FHFF', 'FHHG']"
1,78,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,85,0,1.0,0.9821344612135428,"['SFHH', 'FFHH', 'FFFH', 'FFFG']"
1,84,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'HHFF', 'HHHG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'FHFG']"
1,52,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,59,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,56,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,31,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFHF', 'FFFG']"
1,89,0,1.0,0.884100203995605,"['SFFF', 'FFHH', 'HFHH', 'HFFG']"
1,33,0,1.0,0.9056079456455165,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,63,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'FFFF', 'HHHG']"
1,33,0,1.0,0.8921050870283477,"['SFHH', 'FFHF', 'HFFF', 'FFHG']"
1,35,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,67,0,1.0,0.9645880999032158,"['SFFF', 'FHFH', 'FHFH', 'FHFG']"
1,59,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,91,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'FHFH', 'FHFG']"
1,63,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,35,0,1.0,0.8201257512162927,"['SFHH', 'FFHF', 'FFHH', 'HFFG']"
1,74,0,1.0,0.9083329444789534,"['SFFF', 'FFFH', 'FHFF', 'FFHG']"
1,10,0,1.0,0.8921050870283477,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,82,0,1.0,0.9674905716180701,"['SFFH', 'HFHF', 'HFFF', 'HHFG']"
1,95,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FFFF', 'HHFG']"
1,68,0,1.0,0.9530650263643888,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,43,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,61,0,1.0,0.9332298921513504,"['SFFH', 'FFHH', 'HFFF', 'FHHG']"
1,4,0,1.0,0.8054737627981655,"['SFFF', 'FFHF', 'FHHF', 'FHHG']"
1,20,0,0.0,0.0,"['SFFH', 'FFFH', 'FHHF', 'FFFG']"
1,19,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'FHFF', 'HHHG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,7,0,1.0,0.8006481694852418,"['SFFF', 'HHHF', 'FFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,18,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FFFF', 'FFFG']"
1,81,0,1.0,0.985089730404757,"['SHHH', 'FHFF', 'FFHF', 'FFFG']"
1,18,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'HFFF', 'FHFG']"
1,70,0,1.0,0.9530650263643888,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,11,0,1.0,0.8921050870283477,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,41,0,1.0,0.8788035596734672,"['SFHF', 'HFFF', 'HFHH', 'HFFG']"
1,91,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,23,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHFF', 'HFFG']"
1,55,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9332298921513504,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,86,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,29,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,86,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FFFH', 'FFFG']"
1,97,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHFF', 'FHHG']"
1,67,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,26,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'HHFF', 'FHFG']"
1,60,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'HFHH', 'FFFG']"
1,63,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FFFG']"
1,79,0,1.0,0.8814479033836181,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,58,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,42,0,1.0,0.835044266956004,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,52,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,86,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFFF', 'FHHG']"
1,91,0,1.0,0.78398512608332,"['SFFH', 'FHHH', 'FFFF', 'FFHG']"
1,65,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFH', 'HHFG']"
1,98,0,1.0,0.9588092525966956,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFFG']"
1,45,0,1.0,0.9220814271464737,"['SFFH', 'FHFH', 'FFHH', 'FFFG']"
1,8,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FFFF', 'FFFG']"
1,44,0,1.0,0.9791880578299021,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,46,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFH', 'FFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,3,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'FHHF', 'HFHG']"
1,56,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,93,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,37,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,77,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HHFG']"
1,91,0,1.0,0.9530650263643888,"['SFFH', 'FFHH', 'FFFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFFF', 'HFFF', 'FFFH', 'FHFG']"
1,53,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,70,0,1.0,0.9588092525966956,"['SFHH', 'HFFH', 'FFFF', 'FHHG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFHG']"
1,47,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,48,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HHHG']"
1,91,0,1.0,0.8201257512162927,"['SFFH', 'HFHF', 'FFHF', 'HFFG']"
1,45,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FHFF', 'FFFG']"
1,21,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'HHHG']"
1,40,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,51,0,1.0,0.9165572373164391,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,8,0,1.0,0.8867604854519608,"['SFFF', 'HHHF', 'FFFF', 'HFHG']"
1,89,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FHFF', 'FFFG']"
1,47,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FFHG']"
1,30,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHFG']"
1,86,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,82,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FFHG']"
1,63,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,86,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FFFG']"
1,46,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,60,0,1.0,0.9733217421754432,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,48,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFF', 'FFFG']"
1,31,0,1.0,0.9332298921513504,"['SHHH', 'FFFF', 'HFFH', 'FFFG']"
1,7,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,36,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,47,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFF', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,65,0,1.0,0.985089730404757,"['SFFH', 'FFHH', 'FFFF', 'HFHG']"
1,53,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'HFHG']"
1,8,0,1.0,0.8103284404851119,"['SFFF', 'HHHF', 'HHFF', 'HHFG']"
1,36,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,46,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HHHF', 'HFHG']"
1,24,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFH', 'HFFG']"
1,32,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,49,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,75,0,1.0,0.9083329444789534,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,88,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFH', 'HFFG']"
1,70,0,1.0,0.9276389118674717,"['SHHF', 'FFFH', 'HFFF', 'FHHG']"
1,23,0,1.0,0.9138075656044898,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,26,0,1.0,0.8225935318117279,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,20,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HHFG']"
1,52,0,1.0,0.9674905716180701,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,31,0,1.0,0.7630697687590515,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,35,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,66,0,1.0,0.8735386475474635,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,10,0,1.0,0.8201257512162927,"['SHHH', 'FFFF', 'FHFF', 'HFFG']"
1,19,0,1.0,0.7427123967299725,"['SHHH', 'FHFF', 'FFFF', 'HHFG']"
1,17,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,28,0,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,46,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FFFG']"
1,90,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'FHFF', 'HHFG']"
1,22,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,76,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,61,0,1.0,0.8814479033836181,"['SFHF', 'HFHF', 'HFFH', 'FHFG']"
1,74,0,1.0,0.9645880999032158,"['SHFH', 'FFFF', 'HFFF', 'HFHG']"
1,74,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,86,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HHFG']"
1,42,0,1.0,0.9276389118674717,"['SFFH', 'FHFH', 'FFFF', 'HFFG']"
1,68,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FFFH', 'HFFG']"
1,32,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,35,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,20,0,1.0,0.8631032605924442,"['SHHH', 'FHFH', 'FHFH', 'FFFG']"
1,58,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHFG']"
1,24,0,1.0,0.9791880578299021,"['SFHF', 'FHHF', 'FFFF', 'FFFG']"
1,96,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FFFF', 'FHFG']"
1,62,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'FHFG']"
1,78,0,1.0,0.9674905716180701,"['SHFH', 'FHFF', 'FFHF', 'FFFG']"
1,97,0,1.0,0.8761671489944468,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,53,0,1.0,0.9416796087056153,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,42,0,1.0,0.8788035596734672,"['SFHF', 'HFFF', 'FHFF', 'HHHG']"
1,92,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FHFG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFFF', 'FFFF', 'FHFH', 'FHFG']"
1,45,0,1.0,0.9388545698794984,"['SFFH', 'HHFH', 'FHFF', 'FHHG']"
1,27,0,1.0,0.7630697687590515,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,80,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,45,0,1.0,0.9502058312852957,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,16,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHH', 'HFFG']"
1,23,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HHFG']"
1,75,0,1.0,0.9083329444789534,"['SFFF', 'HFFH', 'HHFF', 'HFHG']"
1,52,0,1.0,0.7910835400474212,"['SHHF', 'FHHF', 'FFFH', 'FHFG']"
1,17,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,65,0,1.0,0.8761671489944468,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,50,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HHHG']"
1,60,0,1.0,0.7699788094052729,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,86,0,1.0,0.8814479033836181,"['SHHF', 'FFFF', 'HHHF', 'FHHG']"
1,23,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,88,0,1.0,0.9332298921513504,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,73,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHFF', 'HHHG']"
1,22,0,1.0,0.837556937769312,"['SFFF', 'HFHF', 'HHHF', 'HHHG']"
1,68,0,1.0,0.9110661429076764,"['SFHF', 'HFHH', 'HFFF', 'FFHG']"
1,67,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,32,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,61,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'HHFF', 'FHFG']"
1,36,0,1.0,0.9821344612135428,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,40,0,1.0,0.776950406379376,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,29,0,1.0,0.860513950810667,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,58,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,42,0,1.0,0.747188804859888,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,84,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,50,0,1.0,0.8631032605924442,"['SFHH', 'FFHF', 'HFFF', 'HFHG']"
1,80,0,1.0,0.9502058312852957,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,50,0,1.0,0.7607805594527743,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HFFF', 'FFHG']"
1,50,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,52,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'FHHH', 'FFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFH', 'HHFG']"
1,34,0,1.0,0.9193151828650342,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,100,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'HHFF', 'HFFG']"
1,65,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFFH', 'HFFG']"
1,8,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,64,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'HFFH', 'FFFG']"
1,53,0,1.0,0.9530650263643888,"['SHHH', 'FHFF', 'FFFH', 'FFFG']"
1,33,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,50,0,1.0,0.9416796087056153,"['SFHF', 'FFHF', 'HFFF', 'FFFG']"
1,84,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'FHFF', 'FFFG']"
1,44,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'HHFG']"
1,30,0,1.0,0.9220814271464737,"['SFHH', 'HFHF', 'HFFH', 'HFFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFFF', 'HFHG']"
1,54,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFFF', 'HFFG']"
1,3,0,1.0,0.9220814271464737,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,74,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,9,0,1.0,0.8127667407072335,"['SFFH', 'HFHF', 'HFFH', 'FFFG']"
1,66,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,25,0,1.0,0.7539540549517295,"['SFHH', 'HFFH', 'FFHH', 'FFFG']"
1,58,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'FHFF', 'FFHG']"
1,68,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHHF', 'HFHG']"
1,82,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,38,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FFFF', 'FFFG']"
1,85,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFHF', 'FHFG']"
1,51,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
