Temperature,Simulations,Return,Discounted Return,Map
1,100,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'HFFF', 'HFHG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,93,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,78,0,1.0,0.8275513922024125,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,92,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'HFHF', 'HFFG']"
1,34,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'FHHF', 'HFFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFHF', 'FFFG']"
1,16,0,1.0,0.8250687380258053,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,60,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,73,0,1.0,0.9674905716180701,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,25,0,0.0,0.0,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,100,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,91,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,31,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'HFFF', 'FHFG']"
1,93,0,1.0,0.9502058312852957,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,75,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,91,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,37,0,1.0,0.9733217421754432,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,59,0,1.0,0.9416796087056153,"['SHFF', 'FFFH', 'HFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,19,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,83,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFHG']"
1,26,0,1.0,0.9276389118674717,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,99,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'FHFG']"
1,95,0,1.0,0.9530650263643888,"['SFHF', 'HFFF', 'FFHH', 'HFFG']"
1,21,0,0.0,0.0,"['SFHF', 'FFHF', 'FHHF', 'FFFG']"
1,35,0,1.0,0.8921050870283477,"['SFFH', 'FHFH', 'FHFF', 'FFHG']"
1,24,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FFFF', 'HFFG']"
1,32,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FFFF', 'HFFG']"
1,100,0,1.0,0.9530650263643888,"['SHHF', 'FHFH', 'FHFH', 'FFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,74,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,84,0,1.0,0.9502058312852957,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,19,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFHG']"
1,72,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFF', 'HFFF', 'FHFG']"
1,41,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFF', 'HHHG']"
1,44,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,17,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FFFH', 'FFFG']"
1,85,0,1.0,0.9762504936564125,"['SFHF', 'HFHF', 'FFHH', 'FFFG']"
1,80,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHHF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFF', 'FHFG']"
1,12,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFF', 'FHHG']"
1,82,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,41,0,1.0,0.9791880578299021,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,99,0,1.0,0.985089730404757,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
1,73,0,1.0,0.9616943356035061,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,21,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HFHG']"
1,94,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FHFF', 'FFHG']"
1,39,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,55,0,1.0,0.9791880578299021,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,95,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FHHF', 'FFFG']"
1,56,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'HFFF', 'FFHG']"
1,45,0,1.0,0.9791880578299021,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,99,0,1.0,0.9704017769489168,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFFH', 'FFHH', 'FFHH', 'FFFG']"
1,82,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'HFHG']"
1,85,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'FHFF', 'FHHG']"
1,10,0,1.0,0.8631032605924442,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,94,0,1.0,0.8176653739626438,"['SFHH', 'HFFH', 'HHFF', 'HFHG']"
1,54,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,19,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HHHG']"
1,26,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'HFFF', 'HFFG']"
1,67,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,59,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFH', 'HFFG']"
1,56,0,1.0,0.9332298921513504,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,5,0,0.0,0.0,"['SFHH', 'FFFF', 'HFFF', 'FHHG']"
1,17,0,1.0,0.8502341582884777,"['SFHH', 'FFFF', 'FFFH', 'HFFG']"
1,67,0,1.0,0.884100203995605,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,68,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'HHHF', 'HHFG']"
1,40,0,1.0,0.9276389118674717,"['SHHF', 'FFFF', 'FHHF', 'FHHG']"
1,33,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HHFG']"
1,48,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'HHFF', 'HFHG']"
1,87,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,82,0,1.0,0.9530650263643888,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,38,0,1.0,0.9110661429076764,"['SFFF', 'FFHF', 'FFHF', 'FHHG']"
1,63,0,1.0,0.9821344612135428,"['SFFH', 'FHFH', 'FFFH', 'HFFG']"
1,24,0,1.0,0.9704017769489168,"['SFFF', 'FFHH', 'FFHH', 'FFFG']"
1,65,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HHFF', 'FFHG']"
1,93,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,51,0,1.0,0.9276389118674717,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,30,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,98,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HHFF', 'FFFG']"
1,36,0,1.0,0.9445131481500655,"['SFFF', 'FHHF', 'FFHF', 'FFFG']"
1,87,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFHG']"
1,99,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,27,0,1.0,0.9502058312852957,"['SFFF', 'FFFH', 'FHFF', 'HHFG']"
1,77,0,1.0,0.9674905716180701,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,92,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHH', 'FHFH', 'FHHH', 'FFFG']"
1,14,0,1.0,0.9165572373164391,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,20,0,1.0,0.9388545698794984,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,27,0,1.0,0.9276389118674717,"['SHFF', 'FFHH', 'FFFF', 'FHFG']"
1,36,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,37,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFFH', 'HFFG']"
1,7,0,1.0,0.837556937769312,"['SFHH', 'FFFF', 'FFFH', 'FFFG']"
1,69,0,1.0,0.9559328248389055,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,89,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFF', 'FHFG']"
1,50,0,1.0,0.8054737627981655,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,87,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'FHFG']"
1,35,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FHFF', 'FHFG']"
1,84,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FHHH', 'FFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HFFF', 'FHHG']"
1,31,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,33,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'FFFH', 'FHFG']"
1,82,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,91,0,1.0,0.9056079456455165,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,16,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'HHHG']"
1,64,0,1.0,0.8735386475474635,"['SFHH', 'HFHF', 'FFFF', 'FHHG']"
1,28,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFH', 'HFFG']"
1,87,0,1.0,0.8201257512162927,"['SFHH', 'FFHF', 'HFHH', 'HFFG']"
1,88,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FHFF', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHH', 'FFFG']"
1,99,0,1.0,0.9588092525966956,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,67,0,1.0,0.9733217421754432,"['SHHH', 'FFHH', 'FFHH', 'FFFG']"
1,17,0,0.0,0.0,"['SFFF', 'HHFH', 'FHFH', 'HHFG']"
1,76,0,1.0,0.8709180316048211,"['SHFH', 'FFHF', 'HFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHF', 'FFFG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,50,0,1.0,0.9502058312852957,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,95,0,1.0,0.8527925358961662,"['SFHH', 'HFFH', 'HHFF', 'HHFG']"
1,9,0,0.0,0.0,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'HFFF', 'HFFG']"
1,57,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HFHG']"
1,98,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'FHFF', 'HHFG']"
1,16,0,1.0,0.7584982177744161,"['SFFH', 'FHFH', 'HFFF', 'FHHG']"
1,67,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FFFF', 'FHHG']"
1,51,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,19,0,1.0,0.90289112180858,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,73,0,1.0,0.9473552137914398,"['SHHF', 'FFFH', 'FHFH', 'HHFG']"
1,64,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFFH', 'HFFG']"
1,24,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFHH', 'FFFG']"
1,49,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,78,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FFFH', 'HFFG']"
1,29,0,1.0,0.8657003616774767,"['SFFH', 'HHFF', 'FHFH', 'HHFG']"
1,73,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,89,0,1.0,0.9056079456455165,"['SFFF', 'HFHF', 'HFFH', 'FHFG']"
1,78,0,1.0,0.8947894553945313,"['SHHF', 'FFFF', 'HHFH', 'HFFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,54,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHFF', 'FFFG']"
1,54,0,1.0,0.93603800616986,"['SFFH', 'FFFF', 'FFHF', 'HHHG']"
1,21,0,1.0,0.884100203995605,"['SHHH', 'FFHF', 'FFFF', 'HFFG']"
1,67,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'FFFF', 'FFFG']"
1,58,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'FHFG']"
1,87,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FHFF', 'FFFG']"
1,61,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,55,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,18,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,44,0,1.0,0.8867604854519608,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,74,0,1.0,0.9616943356035061,"['SFFH', 'HHFF', 'FFHF', 'FFHG']"
1,40,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,61,0,1.0,0.8709180316048211,"['SFHF', 'HFFF', 'HFHF', 'FHHG']"
1,14,0,1.0,0.9220814271464737,"['SFFF', 'HHFF', 'HHFF', 'FHHG']"
1,50,0,1.0,0.8476834558136123,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,19,0,1.0,0.8788035596734672,"['SFFH', 'HHFF', 'FFHF', 'FHHG']"
1,5,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'HFFF', 'FFHG']"
1,82,0,1.0,0.9821344612135428,"['SFFH', 'FFHF', 'FHFH', 'FFFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFH', 'FHFG']"
1,40,0,1.0,0.9276389118674717,"['SFHH', 'FHFH', 'FFFF', 'HFFG']"
1,20,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'FFFG']"
1,19,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,86,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,96,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FHFH', 'FFFG']"
1,42,0,1.0,0.78398512608332,"['SHFH', 'FFFH', 'HHFF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'FFFG']"
1,90,0,1.0,0.9502058312852957,"['SFHF', 'FFFF', 'FHFH', 'FHFG']"
1,20,0,1.0,0.9445131481500655,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,86,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,7,0,0.0,0.0,"['SHHH', 'FHFH', 'FHHH', 'FFFG']"
1,72,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'HHFF', 'FFHG']"
1,56,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FHHF', 'FFFG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HFHF', 'HHFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,9,0,1.0,0.8400771692771434,"['SFFF', 'HHFF', 'HHFF', 'FHFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,45,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,76,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'HFFF', 'HFHG']"
1,53,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,41,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,15,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,54,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'HFFH', 'FFFG']"
1,15,0,1.0,0.9165572373164391,"['SFFF', 'HFFF', 'FHHF', 'HHHG']"
1,38,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,28,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,85,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'HFFF', 'FHHG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,31,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFH', 'HHFG']"
1,51,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,54,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,81,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,58,0,1.0,0.9388545698794984,"['SHHH', 'FHHH', 'FHFF', 'FFFG']"
1,32,0,1.0,0.9791880578299021,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,21,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,70,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,92,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'HFFF', 'HHFG']"
1,2,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'FFHG']"
1,71,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'HFFH', 'HFFG']"
1,79,0,1.0,0.93603800616986,"['SFHH', 'FFFH', 'FFHF', 'HFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FHFH', 'FFFH', 'HHFG']"
1,30,0,1.0,0.9138075656044898,"['SFFF', 'HFHF', 'HHHF', 'HFHG']"
1,74,0,1.0,0.7630697687590515,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,40,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FFFH', 'FFFG']"
1,60,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFH', 'FHFG']"
1,95,0,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'FFFF', 'FHFG']"
1,6,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,35,0,1.0,0.90289112180858,"['SFFF', 'HFHF', 'HHHF', 'HFFG']"
1,70,0,1.0,0.9588092525966956,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,63,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'FFFH', 'FHFG']"
1,51,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'FHFG']"
1,42,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,21,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFH', 'HFFG']"
1,19,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'FHFF', 'FFFG']"
1,89,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,76,0,1.0,0.9616943356035061,"['SFFH', 'FFHF', 'FHHF', 'FFFG']"
1,45,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,50,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHHF', 'FFFG']"
1,75,0,1.0,0.9733217421754432,"['SHHH', 'FFHH', 'FFFF', 'HFFG']"
1,82,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,21,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FHFF', 'HHFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'HFFG']"
1,68,0,1.0,0.9193151828650342,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,59,0,1.0,0.9821344612135428,"['SFFH', 'HHFH', 'FFFH', 'FHFG']"
1,28,0,1.0,0.857932408958235,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,52,0,1.0,0.8974819010978248,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,62,0,1.0,0.9762504936564125,"['SFHF', 'FHFF', 'FFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,73,0,1.0,0.9821344612135428,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,89,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,70,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,75,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,59,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'FFFG']"
1,37,0,1.0,0.8201257512162927,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,31,0,1.0,0.9138075656044898,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,92,0,1.0,0.9704017769489168,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,40,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,22,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,63,0,1.0,0.9502058312852957,"['SFHH', 'HFFF', 'HFFF', 'FHFG']"
1,36,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFH', 'HHFG']"
1,70,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'FFHH', 'FFFG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,81,0,1.0,0.857932408958235,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,99,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFFF', 'FFHG']"
1,34,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHHG']"
1,40,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHHG']"
1,35,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,48,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FFFF', 'FHHG']"
1,39,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,66,0,1.0,0.8867604854519608,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,94,0,1.0,0.7958514863018556,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,18,0,1.0,0.9056079456455165,"['SHHF', 'FHHH', 'FFFH', 'FFFG']"
1,64,0,1.0,0.9304302024748964,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,98,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'HHFH', 'HHFG']"
1,28,0,1.0,0.8788035596734672,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,23,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HHFF', 'HFFG']"
1,75,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,77,0,1.0,0.9559328248389055,"['SFHH', 'FFFH', 'FFFH', 'HHFG']"
1,49,0,1.0,0.9165572373164391,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,7,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFH', 'HFFG']"
1,100,0,1.0,0.8054737627981655,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,100,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,50,0,1.0,0.9704017769489168,"['SHHF', 'FFHF', 'FFFH', 'FFFG']"
1,46,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,47,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,89,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,95,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HHFG']"
1,57,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHHG']"
1,67,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,19,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'HFFG']"
1,27,0,1.0,0.8078974551636565,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
