Temperature,Simulations,Return
1,10,288.0
1,11,217.0
1,9,261.0
1,2,198.0
1,16,394.0
1,4,356.0
1,1,10.0
1,1,10.0
1,15,482.0
1,9,365.0
1,11,427.0
1,13,267.0
1,13,245.0
1,11,358.0
1,14,500.0
1,6,277.0
1,9,358.0
1,8,500.0
1,12,303.0
1,7,500.0
1,12,347.0
1,1,10.0
1,8,235.0
1,12,367.0
1,6,455.0
1,4,380.0
1,16,500.0
1,7,394.0
1,5,195.0
1,14,218.0
1,9,280.0
1,11,445.0
1,15,279.0
1,6,369.0
1,15,500.0
1,4,362.0
1,8,172.0
1,15,500.0
1,13,455.0
1,8,213.0
1,7,244.0
1,13,500.0
1,14,224.0
1,2,278.0
1,3,136.0
1,2,19.0
1,1,9.0
1,14,500.0
1,10,396.0
1,13,500.0
1,4,434.0
1,8,408.0
1,16,281.0
1,1,10.0
1,9,358.0
1,5,418.0
1,9,312.0
1,14,170.0
1,8,354.0
1,14,416.0
1,11,244.0
1,2,164.0
1,3,334.0
1,9,500.0
1,9,500.0
1,2,210.0
1,13,406.0
1,2,178.0
1,5,371.0
1,8,500.0
1,6,150.0
1,12,227.0
1,15,397.0
1,7,287.0
1,11,203.0
1,13,309.0
1,10,500.0
1,11,419.0
1,11,247.0
1,4,334.0
1,3,376.0
1,6,205.0
1,6,261.0
1,15,287.0
1,14,458.0
1,8,339.0
1,11,457.0
1,2,347.0
1,10,278.0
1,4,285.0
1,11,341.0
1,6,371.0
1,9,310.0
1,6,211.0
1,4,162.0
1,7,177.0
1,5,352.0
1,8,500.0
1,7,259.0
1,10,306.0
