Temperature,Simulations,Return,Discounted Return,Map
1,58,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,22,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,91,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,42,0,1.0,0.9502058312852957,"['SHFH', 'FFHF', 'FFFF', 'HFFG']"
1,79,0,1.0,0.8426049842298329,"['SHFH', 'FFFF', 'HHHF', 'HHHG']"
1,9,0,1.0,0.7449472384453084,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,51,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,31,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,34,0,1.0,0.884100203995605,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,61,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFHG']"
1,43,0,1.0,0.9762504936564125,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,59,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FFHG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'HHHG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9445131481500655,"['SFFH', 'HHFF', 'HHHF', 'FFHG']"
1,8,0,1.0,0.8683052775100066,"['SFFF', 'HFHF', 'FFHF', 'FHHG']"
1,89,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'FFFH', 'FHFG']"
1,31,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,21,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,70,0,1.0,0.9416796087056153,"['SFHH', 'HFHH', 'HFFF', 'HHHG']"
1,83,0,1.0,0.884100203995605,"['SFFH', 'HFHF', 'HFHF', 'FFFG']"
1,18,0,0.0,0.0,"['SFFF', 'HHFF', 'HFFH', 'FHFG']"
1,85,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFHG']"
1,31,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HHFG']"
1,4,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'HHHG']"
1,73,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HHFF', 'FHFG']"
1,51,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9110661429076764,"['SFHH', 'FHFF', 'FFFH', 'FHFG']"
1,22,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFHG']"
1,51,0,1.0,0.9762504936564125,"['SHFF', 'FFHH', 'FFFF', 'HHFG']"
1,58,0,1.0,0.8974819010978248,"['SHHF', 'FFFF', 'FHFF', 'FFHG']"
1,59,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,86,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'FFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHH', 'FHHH', 'FFFG']"
1,74,0,1.0,0.9138075656044898,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,59,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,86,0,1.0,0.9304302024748964,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,83,0,1.0,0.8426049842298329,"['SFHF', 'FHHH', 'FHHH', 'FFFG']"
1,37,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFFF', 'FHHG']"
1,20,0,1.0,0.9704017769489168,"['SFHF', 'FHFF', 'FFFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,6,0,1.0,0.8947894553945313,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'HFHG']"
1,17,0,1.0,0.9138075656044898,"['SFFH', 'FHFH', 'FFFH', 'HHFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,43,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9473552137914398,"['SFFH', 'FFHF', 'HFFH', 'FHFG']"
1,28,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'FHFH', 'HFFG']"
1,23,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HHHG']"
1,6,0,0.0,0.0,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,95,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,87,0,1.0,0.93603800616986,"['SFFF', 'HFHH', 'HFFF', 'FHFG']"
1,43,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HHFG']"
1,35,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,84,0,1.0,0.8400771692771434,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
1,74,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'FFFF', 'FFHG']"
1,73,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'HHFG']"
1,15,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,14,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,79,0,1.0,0.9304302024748964,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,64,0,1.0,0.9388545698794984,"['SFFH', 'HHFH', 'FFFF', 'FFFG']"
1,32,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FFHG']"
1,67,0,1.0,0.9332298921513504,"['SFHF', 'HFFF', 'FFFH', 'HHFG']"
1,22,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'HHFG']"
1,5,0,1.0,0.7699788094052729,"['SFFF', 'HFFF', 'HHFF', 'FFHG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HFFG']"
1,90,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,87,0,1.0,0.9645880999032158,"['SFHF', 'FHHF', 'FFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'FHHG']"
1,85,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'FHHF', 'HHHG']"
1,90,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHHF', 'HFHG']"
1,21,0,1.0,0.8867604854519608,"['SFFF', 'FFFF', 'FFHF', 'HHFG']"
1,94,0,1.0,0.9645880999032158,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,16,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,48,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,4,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHFF', 'HFFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'FFFG']"
1,65,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFF', 'HFHG']"
1,100,0,1.0,0.9220814271464737,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'FHFG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'HFFG']"
1,49,0,1.0,0.9473552137914398,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,72,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FFFF', 'FFFG']"
1,82,0,1.0,0.9762504936564125,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,37,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FHHF', 'FHFG']"
1,90,0,1.0,0.9304302024748964,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,95,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFHH', 'FFFG']"
1,19,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHHG']"
1,53,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,89,0,1.0,0.8894287717672626,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,59,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HFFG']"
1,42,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,59,0,1.0,0.9559328248389055,"['SHFH', 'FFHH', 'FHHF', 'FFFG']"
1,45,0,1.0,0.8426049842298329,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,61,0,1.0,0.9674905716180701,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,59,0,1.0,0.884100203995605,"['SHFF', 'FHHH', 'FFFH', 'HFFG']"
1,78,0,1.0,0.8300415167526705,"['SFHH', 'HFFF', 'FHHF', 'FFHG']"
1,79,0,1.0,0.8947894553945313,"['SHFF', 'FFFF', 'HFFH', 'HHFG']"
1,18,0,1.0,0.7449472384453084,"['SFFH', 'FHFF', 'HHFH', 'HHFG']"
1,41,0,1.0,0.9473552137914398,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,62,0,1.0,0.8127667407072335,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,35,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'FFFF', 'HFHG']"
1,27,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HHHG']"
1,8,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,17,0,1.0,0.8201257512162927,"['SFFH', 'HHFH', 'HHFF', 'HFFG']"
1,10,0,1.0,0.8974819010978248,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,90,0,1.0,0.9332298921513504,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,20,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FHHF', 'HHHG']"
1,38,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'HHFG']"
1,31,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,14,0,1.0,0.7607805594527743,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,55,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FFFF', 'FFFG']"
1,92,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,65,0,1.0,0.9791880578299021,"['SHHF', 'FHFF', 'FHHH', 'FFFG']"
1,68,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,6,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,97,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHHG']"
1,93,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,59,0,1.0,0.9001824484431542,"['SFFF', 'HHFH', 'HFFF', 'HHHG']"
1,19,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'HFFG']"
1,94,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,94,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'FHHG']"
1,51,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHFG']"
1,21,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'HHFG']"
1,39,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,40,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'HFFG']"
1,87,0,1.0,0.9616943356035061,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,64,0,1.0,0.9416796087056153,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,67,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'FHHH', 'FFFG']"
1,51,0,1.0,0.9645880999032158,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,67,0,1.0,0.8657003616774767,"['SHFH', 'FHHH', 'FHHF', 'FFFG']"
1,71,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'HHHF', 'HFFG']"
1,83,0,1.0,0.9674905716180701,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHH', 'HFFG']"
1,21,0,1.0,0.8974819010978248,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,66,0,1.0,0.9110661429076764,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,24,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHFF', 'FFFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'HFFG']"
1,55,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFHH', 'HFFG']"
1,64,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FHHH', 'FFFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,20,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHH', 'HFFG']"
1,54,0,1.0,0.9056079456455165,"['SFFH', 'FFHF', 'HFFF', 'FFHG']"
1,49,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,11,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHH', 'HFFG']"
1,38,0,1.0,0.8683052775100066,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,89,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,39,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FHFG']"
1,20,0,1.0,0.8250687380258053,"['SFFH', 'HHFH', 'FHFH', 'HFFG']"
1,99,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,54,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,13,0,1.0,0.9138075656044898,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,47,0,1.0,0.7910835400474212,"['SFHH', 'HFFH', 'FFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'FHFG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,90,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHFG']"
1,17,0,1.0,0.7792882711929549,"['SFHF', 'HFFF', 'HFHF', 'HHFG']"
1,48,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'FFHF', 'HHHG']"
1,95,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HHFF', 'HFFG']"
1,26,0,1.0,0.9138075656044898,"['SFFF', 'FHFH', 'HFFF', 'HFFG']"
1,98,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFH', 'HFFG']"
1,45,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HFHG']"
1,38,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,40,0,1.0,0.9704017769489168,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,72,0,1.0,0.9821344612135428,"['SHFF', 'FFHF', 'HFFH', 'FFFG']"
1,27,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHHF', 'FFFG']"
1,39,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,56,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,47,0,1.0,0.8735386475474635,"['SFHF', 'HFFH', 'HFHF', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,45,0,1.0,0.9645880999032158,"['SHHF', 'FHFH', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHFF', 'FHFG']"
1,95,0,1.0,0.9416796087056153,"['SFHH', 'FFFF', 'FFFH', 'FHFG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,95,0,1.0,0.9588092525966956,"['SFFF', 'HFHF', 'FFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,78,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFFH', 'FFFG']"
1,96,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFF', 'FHHG']"
1,42,0,1.0,0.7910835400474212,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,89,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHHG']"
1,23,0,0.0,0.0,"['SFHH', 'FFFF', 'FFHF', 'FHFG']"
1,41,0,1.0,0.8527925358961662,"['SFFF', 'HHFH', 'FFFF', 'FHFG']"
1,15,0,0.0,0.0,"['SFFH', 'FHHH', 'FFHH', 'HFFG']"
1,59,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFFG']"
1,83,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFHG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'FHFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FFFG']"
1,7,0,1.0,0.9083329444789534,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,53,0,1.0,0.8761671489944468,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FFFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,92,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HHFF', 'FHFG']"
1,46,0,1.0,0.9276389118674717,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,9,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFF', 'FFHG']"
1,21,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,55,0,1.0,0.9165572373164391,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,100,0,1.0,0.9559328248389055,"['SHHH', 'FFHH', 'FFFF', 'FHHG']"
1,56,0,1.0,0.8657003616774767,"['SHHH', 'FFFH', 'FFFF', 'FHHG']"
1,99,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FFHF', 'HFHG']"
1,83,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFF', 'HHFG']"
1,46,0,1.0,0.884100203995605,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,37,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'FFFG']"
1,48,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'HHFF', 'FHFG']"
1,76,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFH', 'FHFG']"
1,59,0,1.0,0.8300415167526705,"['SHHH', 'FFFF', 'HFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FHFF', 'FHFG']"
1,87,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,74,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'HFFG']"
1,90,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFF', 'FHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'HHFG']"
1,99,0,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9733217421754432,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HFFF', 'HHFG']"
1,60,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,64,0,1.0,0.8974819010978248,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,42,0,1.0,0.9416796087056153,"['SFHF', 'FFHF', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9473552137914398,"['SFHH', 'HFFH', 'FHFF', 'HHFG']"
1,59,0,1.0,0.93603800616986,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FHFG']"
1,57,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FHHH', 'FFFG']"
1,57,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,75,0,1.0,0.8761671489944468,"['SFHH', 'HFHH', 'FFFF', 'HHHG']"
1,54,0,1.0,0.9473552137914398,"['SFFH', 'FFHF', 'FFHH', 'HFFG']"
1,46,0,1.0,0.9276389118674717,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FHHG']"
1,20,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFH', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,82,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,60,0,1.0,0.9445131481500655,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,86,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FHFF', 'HHHG']"
1,30,0,1.0,0.9110661429076764,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,60,0,1.0,0.7792882711929549,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FHFF', 'FFFG']"
1,75,0,1.0,0.9616943356035061,"['SHFF', 'FHFF', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'HFFG']"
1,54,0,1.0,0.9193151828650342,"['SFFF', 'HFHH', 'HFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,88,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'HFFF', 'HHFG']"
1,41,0,1.0,0.8894287717672626,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,53,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'HHFH', 'FHFG']"
1,45,0,1.0,0.8921050870283477,"['SHHF', 'FHFH', 'FFFH', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,84,0,1.0,0.9332298921513504,"['SHHF', 'FHFF', 'FHHH', 'FFFG']"
1,24,0,1.0,0.9332298921513504,"['SFFF', 'HHFF', 'FHFH', 'HFFG']"
1,77,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,31,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'HFFG']"
1,56,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHF', 'HFFG']"
1,34,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,46,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,32,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,77,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'FHFG']"
1,89,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HFFH', 'FFFG']"
1,54,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HHFF', 'FHFG']"
1,39,0,1.0,0.9083329444789534,"['SFFF', 'HHFH', 'HHFH', 'FHFG']"
1,77,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,91,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,23,0,1.0,0.9001824484431542,"['SFFH', 'HHFH', 'FFFF', 'HHHG']"
1,90,0,1.0,0.9473552137914398,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,37,0,1.0,0.9110661429076764,"['SFFF', 'FFFH', 'HHFH', 'FHFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'HHHG']"
1,40,0,1.0,0.8788035596734672,"['SFFH', 'FFFH', 'FHFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'HFHG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,42,0,1.0,0.9220814271464737,"['SFFF', 'FFFH', 'HFFF', 'FHHG']"
1,4,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'FFFG']"
1,87,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,31,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,96,0,1.0,0.9110661429076764,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,91,0,1.0,0.8814479033836181,"['SFFH', 'FHFH', 'HFFF', 'HHHG']"
1,10,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,90,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,30,0,0.0,0.0,"['SHHH', 'FFFH', 'FHHF', 'FFFG']"
1,51,0,1.0,0.9083329444789534,"['SHFH', 'FFHH', 'FHHF', 'FFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,60,0,1.0,0.8761671489944468,"['SFFF', 'FFFH', 'HFHF', 'HFFG']"
