Temperature,Simulations,Return,Discounted Return,Map
1,95,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,53,0,1.0,0.8176653739626438,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,13,0,0.0,0.0,"['SFFF', 'HHFF', 'FHFH', 'HHFG']"
1,67,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'HHFF', 'HFFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HHFF', 'FFHG']"
1,52,0,1.0,0.9248559951318693,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,62,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FHFF', 'HHFG']"
1,25,0,1.0,0.9645880999032158,"['SFHH', 'FFHF', 'FFFF', 'FFFG']"
1,49,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'HFFF', 'FHFG']"
1,98,0,1.0,0.8735386475474635,"['SHFH', 'FFFF', 'FHFH', 'HHFG']"
1,53,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFHH', 'FFFG']"
1,73,0,1.0,0.9083329444789534,"['SHHH', 'FFFH', 'HFFF', 'FHHG']"
1,20,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,27,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFHF', 'FFFG']"
1,46,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,25,0,1.0,0.767668872977057,"['SFHH', 'FHFF', 'FHFF', 'FFFG']"
1,100,0,1.0,0.8974819010978248,"['SHFH', 'FHFH', 'FFFH', 'FHFG']"
1,97,0,1.0,0.8894287717672626,"['SFFH', 'FHFF', 'FHFH', 'HHFG']"
1,62,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'HHFH', 'HHFG']"
1,27,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,86,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFFH', 'HFFG']"
1,46,0,1.0,0.9645880999032158,"['SHHH', 'FFHH', 'FFFF', 'FHFG']"
1,59,0,1.0,0.9276389118674717,"['SFHH', 'FFFH', 'FFFH', 'HHFG']"
1,36,0,1.0,0.9193151828650342,"['SHHF', 'FFFF', 'FFHF', 'HFFG']"
1,67,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFH', 'HHFG']"
1,32,0,1.0,0.8683052775100066,"['SHHF', 'FHFH', 'FHHH', 'FFFG']"
1,45,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'FFFH', 'HFFG']"
1,46,0,1.0,0.7539540549517295,"['SFFH', 'FFHH', 'FHFH', 'FFFG']"
1,92,0,1.0,0.9645880999032158,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9193151828650342,"['SFHH', 'FFHH', 'HFFF', 'HFHG']"
1,22,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFH', 'FHFG']"
1,61,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,33,0,1.0,0.9248559951318693,"['SFFH', 'HFHH', 'HFFH', 'HFFG']"
1,96,0,1.0,0.9704017769489168,"['SFHF', 'FFHH', 'HFFF', 'FFFG']"
1,21,0,1.0,0.9445131481500655,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FFHG']"
1,28,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'FFFG']"
1,98,0,1.0,0.9559328248389055,"['SHHF', 'FFFF', 'HFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFH', 'HFFG']"
1,39,0,1.0,0.747188804859888,"['SFFF', 'FFHH', 'FFFF', 'FFHG']"
1,99,0,1.0,0.9473552137914398,"['SFFH', 'FFFH', 'FFHF', 'HFFG']"
1,84,0,1.0,0.9791880578299021,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,64,0,1.0,0.9138075656044898,"['SFHF', 'FHHF', 'FFFH', 'HFFG']"
1,82,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,48,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,36,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'HFFF', 'HFHG']"
1,59,0,1.0,0.9559328248389055,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,58,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,5,0,0.0,0.0,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,98,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,32,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,13,0,1.0,0.9056079456455165,"['SFFF', 'HFFF', 'FHFF', 'HHFG']"
1,76,0,1.0,0.9001824484431542,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,80,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FFHF', 'HFFG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FHHF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,7,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FFFG']"
1,89,0,1.0,0.8476834558136123,"['SFHH', 'HFHF', 'HFFF', 'FHHG']"
1,28,0,1.0,0.798246224976786,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,30,0,1.0,0.8788035596734672,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,18,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,98,0,1.0,0.9193151828650342,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,60,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHFF', 'FHHG']"
1,28,0,1.0,0.93603800616986,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,6,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFF', 'HHHG']"
1,77,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,99,0,1.0,0.8553586117313603,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,93,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HFHF', 'HHFG']"
1,64,0,1.0,0.8788035596734672,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,94,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,60,0,1.0,0.9473552137914398,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHHF', 'HFHG']"
1,12,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,48,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHFG']"
1,91,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,14,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFF', 'FFFG']"
1,22,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'FFHF', 'FHHG']"
1,12,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FFHG']"
1,57,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,13,0,1.0,0.8078974551636565,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,75,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HHHF', 'HHHG']"
1,51,0,1.0,0.9502058312852957,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,42,0,1.0,0.835044266956004,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,68,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHH', 'HFFG']"
1,92,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFF', 'HFFG']"
1,99,0,1.0,0.9616943356035061,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SFFH', 'HHFF', 'HHFF', 'FFFG']"
1,24,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'FFFG']"
1,71,0,1.0,0.7427123967299725,"['SFFH', 'FHFH', 'FHFF', 'FHHG']"
1,23,0,1.0,0.9388545698794984,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,20,0,1.0,0.7792882711929549,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,31,0,1.0,0.9704017769489168,"['SFHF', 'HFFH', 'HHFF', 'FFFG']"
1,81,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9791880578299021,"['SHFH', 'FFFH', 'FFFH', 'FFFG']"
1,99,0,1.0,0.9616943356035061,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,72,0,1.0,0.9416796087056153,"['SFHH', 'FHHH', 'FHFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,46,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'HHFH', 'HFFG']"
1,27,0,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,87,0,1.0,0.884100203995605,"['SHFF', 'FFFH', 'FHFF', 'HFFG']"
1,66,0,1.0,0.8974819010978248,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,72,0,1.0,0.8275513922024125,"['SFHH', 'HFHF', 'HFHH', 'FFFG']"
1,31,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,62,0,1.0,0.9588092525966956,"['SHHF', 'FHFH', 'FFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFF', 'FFHG']"
1,63,0,1.0,0.9473552137914398,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,37,0,1.0,0.9083329444789534,"['SFFH', 'HHFF', 'FHHF', 'FFFG']"
1,78,0,1.0,0.9530650263643888,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,72,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,80,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,46,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'FFFF', 'HHFG']"
1,62,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'HFFF', 'HHFG']"
1,100,0,1.0,0.9388545698794984,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HHFG']"
1,67,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HHFG']"
1,22,0,0.0,0.0,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,7,0,1.0,0.8476834558136123,"['SFFF', 'HFFF', 'FHHF', 'FHFG']"
1,90,0,1.0,0.884100203995605,"['SFFH', 'FHFF', 'FFFF', 'FHHG']"
1,58,0,1.0,0.9056079456455165,"['SFFF', 'FFHH', 'FHHF', 'FFFG']"
1,91,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,97,0,1.0,0.9502058312852957,"['SFFH', 'FHFH', 'HHFF', 'HHFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,28,0,1.0,0.9791880578299021,"['SFHH', 'FHFF', 'FFHH', 'FFFG']"
1,98,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'FHHF', 'HFHG']"
1,30,0,1.0,0.79346393184295,"['SFHF', 'FHHH', 'FFFF', 'FHFG']"
1,29,0,1.0,0.8527925358961662,"['SFHH', 'HFHF', 'HFFF', 'HHFG']"
1,3,0,1.0,0.8553586117313603,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,27,0,1.0,0.9473552137914398,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,40,0,1.0,0.9616943356035061,"['SFHH', 'FFHH', 'FFHF', 'HFFG']"
1,99,0,1.0,0.9056079456455165,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,28,0,1.0,0.9559328248389055,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,41,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFFF', 'HFHG']"
1,23,0,1.0,0.8300415167526705,"['SFFH', 'HHFH', 'HFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'HFHG']"
1,69,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFFG']"
1,91,0,1.0,0.9674905716180701,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,87,0,1.0,0.9704017769489168,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,93,0,1.0,0.7584982177744161,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,38,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FHFH', 'FFHH', 'HFFG']"
1,67,0,1.0,0.9762504936564125,"['SFHF', 'HFHH', 'FFFH', 'FFFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FHHG']"
1,26,0,1.0,0.9588092525966956,"['SFFF', 'FFFH', 'HFFF', 'HFHG']"
1,84,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,30,0,1.0,0.9001824484431542,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,94,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHFG']"
1,65,0,1.0,0.9193151828650342,"['SHHF', 'FHFF', 'FFFF', 'HFHG']"
1,62,0,1.0,0.9416796087056153,"['SFHH', 'HFFF', 'FHFF', 'HFFG']"
1,67,0,1.0,0.9473552137914398,"['SFHF', 'HFFF', 'HHFF', 'HFHG']"
1,73,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'HHFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,24,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,50,0,1.0,0.9704017769489168,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,60,0,1.0,0.9332298921513504,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HHHG']"
1,31,0,1.0,0.9473552137914398,"['SFFH', 'FHFH', 'HHFF', 'HFHG']"
1,96,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,44,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,65,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFHF', 'FHHG']"
1,89,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HFHG']"
1,60,0,1.0,0.9588092525966956,"['SHFF', 'FFFF', 'HHHF', 'HFFG']"
1,22,0,1.0,0.8735386475474635,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,56,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,45,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,74,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,39,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,33,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'FHHG']"
1,34,0,1.0,0.9138075656044898,"['SHHH', 'FFHF', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,49,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'FHHG']"
1,20,0,1.0,0.9304302024748964,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,95,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FFFF', 'FFHG']"
1,74,0,1.0,0.9530650263643888,"['SFHH', 'FFHF', 'FFHH', 'FFFG']"
1,46,0,1.0,0.9674905716180701,"['SFFH', 'FFFH', 'FHFF', 'HHFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'FHHG']"
1,14,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'FFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,44,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'FFFF', 'FFHG']"
1,46,0,1.0,0.9056079456455165,"['SFFF', 'FFHF', 'FFFH', 'HHFG']"
1,86,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FFFF', 'HFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,88,0,1.0,0.8921050870283477,"['SFHH', 'HFHH', 'FFFF', 'FHHG']"
1,79,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9220814271464737,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,88,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FFFG']"
1,34,0,1.0,0.9083329444789534,"['SFHF', 'FFHF', 'HFFF', 'FFFG']"
1,38,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFHG']"
1,38,0,1.0,0.9674905716180701,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,55,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHHF', 'HHHG']"
1,44,0,1.0,0.8735386475474635,"['SFFF', 'FHFH', 'FHFH', 'FFFG']"
1,68,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFHH', 'FFFG']"
1,22,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HHHF', 'FHFG']"
1,65,0,1.0,0.9588092525966956,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,82,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,55,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HHFF', 'FFHG']"
1,36,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFH', 'FHFG']"
1,42,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,39,0,1.0,0.8947894553945313,"['SHHF', 'FFHF', 'HFFH', 'HFFG']"
1,51,0,1.0,0.9645880999032158,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,84,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FHFF', 'FFFG']"
1,31,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHHG']"
1,73,0,1.0,0.9445131481500655,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,73,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'FFHF', 'FFFG']"
1,27,0,1.0,0.9559328248389055,"['SFHH', 'FFHH', 'HFFF', 'HHFG']"
1,92,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFF', 'HHFG']"
1,24,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HFFG']"
1,79,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'HFHF', 'HFFG']"
1,84,0,1.0,0.8103284404851119,"['SHHF', 'FFHH', 'HFFF', 'FHHG']"
1,85,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHHF', 'HHHG']"
1,45,0,1.0,0.884100203995605,"['SFFH', 'FHFH', 'FHFH', 'HFFG']"
1,35,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FHFF', 'HHFG']"
1,73,0,1.0,0.985089730404757,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,33,0,1.0,0.9304302024748964,"['SHHH', 'FHFF', 'FFFH', 'HFFG']"
1,90,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,45,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'HHFF', 'FFFG']"
1,61,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FFFF', 'FFHG']"
1,70,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,22,0,1.0,0.7746195551602378,"['SFFF', 'HFHH', 'HFFH', 'FFFG']"
1,18,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHF', 'HFFG']"
1,30,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'FFHH', 'FFFG']"
1,87,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HHHF', 'HHHG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'HFFF', 'FFFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'HFHG']"
1,38,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,53,0,1.0,0.8006481694852418,"['SFHF', 'HFFF', 'FHHF', 'FHHG']"
1,76,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,59,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'FHFF', 'HHFG']"
1,6,0,1.0,0.8400771692771434,"['SFFF', 'FHHF', 'HHFF', 'HHFG']"
1,26,0,1.0,0.8631032605924442,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,43,0,1.0,0.8176653739626438,"['SFFF', 'HFHH', 'FFHH', 'FFFG']"
1,100,0,1.0,0.8709180316048211,"['SHHF', 'FFHF', 'HFFH', 'HHFG']"
1,81,0,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,17,0,1.0,0.9220814271464737,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,41,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FFHG']"
1,77,0,1.0,0.9674905716180701,"['SFHH', 'FHHH', 'FHHF', 'FFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,100,0,1.0,0.985089730404757,"['SFHF', 'FHHF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9165572373164391,"['SHFF', 'FFFH', 'FHFF', 'HFFG']"
1,42,0,0.0,0.0,"['SFFH', 'FHFF', 'HHFH', 'HHFG']"
1,54,0,1.0,0.8814479033836181,"['SHFF', 'FHFF', 'FFFF', 'FFHG']"
1,76,0,1.0,0.9304302024748964,"['SFFH', 'HHFF', 'FHHF', 'FHHG']"
1,45,0,1.0,0.9248559951318693,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,72,0,1.0,0.9616943356035061,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,53,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHF', 'HFHH', 'FFFG']"
1,10,0,1.0,0.93603800616986,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,11,0,0.0,0.0,"['SFFH', 'HFFF', 'FFHF', 'HHFG']"
1,65,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,58,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HFFG']"
1,49,0,1.0,0.7910835400474212,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,59,0,1.0,0.8709180316048211,"['SHHF', 'FHFF', 'FFFF', 'HHHG']"
1,76,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFFF', 'FHHG']"
1,70,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'FHFG']"
1,97,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFHF', 'FFFG']"
1,37,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHF', 'FFFG']"
1,32,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FHFG']"
1,18,0,1.0,0.9165572373164391,"['SFFH', 'FFFF', 'FFFF', 'HFHG']"
1,97,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,30,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,55,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,71,0,1.0,0.93603800616986,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,61,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HHFF', 'HHFG']"
1,91,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HFHG']"
1,76,0,1.0,0.747188804859888,"['SHHF', 'FFHH', 'HFHF', 'FFFG']"
1,91,0,1.0,0.9165572373164391,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,19,0,1.0,0.8127667407072335,"['SFFH', 'HHFH', 'HHFH', 'HFFG']"
1,90,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'FFFG']"
1,46,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,28,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HFFF', 'HFFG']"
1,73,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,58,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FFFG']"
1,59,0,1.0,0.7958514863018556,"['SHHF', 'FFFF', 'FFHF', 'HFHG']"
1,44,0,1.0,0.8400771692771434,"['SFHF', 'HFFH', 'FHFF', 'FHHG']"
1,15,0,1.0,0.8476834558136123,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
