Temperature,Simulations,Return,Discounted Return,Map
1,9,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFHG']"
1,99,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFH', 'FFFG']"
1,34,0,1.0,0.9733217421754432,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,84,0,1.0,0.8947894553945313,"['SFFH', 'FFHF', 'FFFH', 'FHFG']"
1,43,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'FFFG']"
1,65,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
1,23,0,1.0,0.9304302024748964,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,46,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHFF', 'HFHG']"
1,89,0,1.0,0.9193151828650342,"['SHHH', 'FFFH', 'HHFF', 'FFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,24,0,1.0,0.93603800616986,"['SFFF', 'HFHF', 'FFHF', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,74,0,1.0,0.9733217421754432,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,37,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,62,0,1.0,0.9388545698794984,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,43,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FFHF', 'HHFG']"
1,23,0,1.0,0.9332298921513504,"['SFFH', 'FFFF', 'HHFF', 'HFHG']"
1,34,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'FHFG']"
1,55,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,68,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'HFFF', 'FHFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFH', 'FHFG']"
1,100,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,98,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,59,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,100,0,1.0,0.9138075656044898,"['SHFF', 'FFFH', 'HHFF', 'HHFG']"
1,4,0,1.0,0.9083329444789534,"['SFFF', 'FFFF', 'HHHF', 'FFFG']"
1,43,0,1.0,0.9248559951318693,"['SFFH', 'FFFF', 'HFFF', 'FHFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,73,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HFFG']"
1,94,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HFHF', 'FHFG']"
1,49,0,1.0,0.8709180316048211,"['SHFF', 'FFFF', 'FHHF', 'FHHG']"
1,58,0,1.0,0.9674905716180701,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,8,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'FHFF', 'HFFG']"
1,36,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'HHHG']"
1,80,0,1.0,0.93603800616986,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,72,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,51,0,1.0,0.8683052775100066,"['SFFF', 'FFFH', 'HHFF', 'HHHG']"
1,16,0,1.0,0.8078974551636565,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,68,0,1.0,0.8476834558136123,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,93,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9276389118674717,"['SHFH', 'FFHF', 'HFFH', 'HFFG']"
1,44,0,1.0,0.9733217421754432,"['SFHF', 'FHHF', 'FFFF', 'FFFG']"
1,33,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HFHF', 'HFFG']"
1,68,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,10,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,12,0,1.0,0.8300415167526705,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,71,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,63,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'FFHF', 'FFFG']"
1,69,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,43,0,1.0,0.9704017769489168,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,78,0,1.0,0.9193151828650342,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,41,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'HHFF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHF', 'FFHG']"
1,82,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,78,0,1.0,0.9502058312852957,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,31,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFH', 'HHFG']"
1,3,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HFHG']"
1,100,0,1.0,0.9332298921513504,"['SFHF', 'FHFF', 'FFFF', 'HHFG']"
1,40,0,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FFHF', 'HFFG']"
1,87,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,26,0,1.0,0.9276389118674717,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,96,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,88,0,1.0,0.9445131481500655,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,52,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFHF', 'HFFG']"
1,52,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HFHF', 'HFHG']"
1,72,0,1.0,0.798246224976786,"['SHHH', 'FFFF', 'HFHF', 'FFFG']"
1,8,0,1.0,0.7816331707050701,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,37,0,1.0,0.9220814271464737,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,67,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,49,0,1.0,0.9138075656044898,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,40,0,1.0,0.9138075656044898,"['SFHH', 'FHHF', 'FHFF', 'FFFG']"
1,26,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'HFHG']"
1,31,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'FFFH', 'HFFG']"
1,53,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHHG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFH', 'HFFG']"
1,18,0,1.0,0.8631032605924442,"['SFFF', 'HHFH', 'HHFF', 'FFFG']"
1,41,0,1.0,0.9388545698794984,"['SFFH', 'FFFH', 'FHFF', 'HHHG']"
1,23,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HHFG']"
1,34,0,1.0,0.860513950810667,"['SHHF', 'FFFF', 'HHFF', 'HHFG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FFFG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHH', 'FFFG']"
1,73,0,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'FFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFH', 'HFFG']"
1,69,0,1.0,0.9559328248389055,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,68,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,35,0,1.0,0.9165572373164391,"['SFHH', 'HFFF', 'HFHF', 'HHHG']"
1,96,0,1.0,0.9138075656044898,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,61,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,86,0,1.0,0.9110661429076764,"['SFHF', 'HFHF', 'HFFH', 'HHFG']"
1,48,0,1.0,0.9276389118674717,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,90,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FHFH', 'HHFG']"
1,23,0,0.0,0.0,"['SHHF', 'FFHF', 'FFHF', 'HFFG']"
1,17,0,1.0,0.8127667407072335,"['SHHH', 'FHHF', 'FFHH', 'FFFG']"
1,65,0,1.0,0.8631032605924442,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,58,0,1.0,0.9674905716180701,"['SHFF', 'FHHF', 'FFHH', 'FFFG']"
1,15,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.8709180316048211,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,46,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFF', 'HFFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'FHFG']"
1,86,0,1.0,0.9588092525966956,"['SHHF', 'FHHF', 'FFFF', 'HHFG']"
1,64,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'FHHH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,49,0,1.0,0.985089730404757,"['SHHF', 'FHFF', 'FHHF', 'FFFG']"
1,98,0,1.0,0.9588092525966956,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,97,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,30,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FFFF', 'FHHG']"
1,42,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'HHHG']"
1,100,0,1.0,0.9445131481500655,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,27,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FFHG']"
1,67,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HHFF', 'HHFG']"
1,100,0,1.0,0.985089730404757,"['SFHF', 'FHHH', 'FFFH', 'FFFG']"
1,45,0,0.0,0.0,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,74,0,1.0,0.9704017769489168,"['SHFH', 'FFHF', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,72,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HHFH', 'HHFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,53,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'FFFG']"
1,41,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFF', 'HHFG']"
1,80,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'HHFF', 'HFFG']"
1,76,0,1.0,0.93603800616986,"['SFHH', 'FFFH', 'HHFF', 'FHHG']"
1,18,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'HFFF', 'FHFG']"
1,53,0,0.0,0.0,"['SHHH', 'FFHH', 'FFHH', 'HFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHH', 'FFFG']"
1,90,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,59,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,16,0,1.0,0.7630697687590515,"['SFHF', 'FFFF', 'HHFF', 'FFHG']"
1,16,0,0.0,0.0,"['SFHH', 'FFFH', 'HFHF', 'FFFG']"
1,37,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,28,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HHHG']"
1,28,0,1.0,0.9674905716180701,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHFG']"
1,46,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FHFF', 'FFFG']"
1,30,0,1.0,0.7699788094052729,"['SFFF', 'HHFF', 'HHFH', 'FHFG']"
1,47,0,1.0,0.9616943356035061,"['SFHH', 'HFHF', 'HFFF', 'HFFG']"
1,61,0,1.0,0.9001824484431542,"['SFFH', 'FHHH', 'FFFF', 'HFHG']"
1,48,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,15,0,1.0,0.8127667407072335,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,41,0,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,79,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHHG']"
1,53,0,1.0,0.9704017769489168,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,49,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FFFG']"
1,51,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FFFF', 'HHHG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'FFHG']"
1,94,0,1.0,0.9645880999032158,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,77,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHFH', 'HHFG']"
1,72,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHHF', 'FHHG']"
1,79,0,1.0,0.9530650263643888,"['SHHF', 'FFFH', 'HFFF', 'HHFG']"
1,51,0,1.0,0.860513950810667,"['SFHF', 'FFHF', 'FFFF', 'FHHG']"
1,83,0,1.0,0.9791880578299021,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,80,0,1.0,0.884100203995605,"['SFHH', 'HFFF', 'FHFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,26,0,1.0,0.8867604854519608,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,64,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFHF', 'FFFG']"
1,42,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFH', 'FHFG']"
1,50,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,40,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,73,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HHHG']"
1,24,0,1.0,0.8502341582884777,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,94,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FHFH', 'FFFG']"
1,36,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,76,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,62,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,92,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,98,0,1.0,0.9733217421754432,"['SFHH', 'FFHH', 'FFFH', 'FFFG']"
1,85,0,1.0,0.8894287717672626,"['SFFH', 'FHFH', 'HFFF', 'HHHG']"
1,51,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,43,0,1.0,0.837556937769312,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,4,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,66,0,1.0,0.8974819010978248,"['SFFH', 'FHFH', 'FHFF', 'FFHG']"
1,92,0,1.0,0.93603800616986,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,30,0,1.0,0.8127667407072335,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,41,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'HFHF', 'FFHG']"
1,10,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'HFFF', 'HHFG']"
1,22,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,22,0,1.0,0.9165572373164391,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,48,0,1.0,0.9332298921513504,"['SFHH', 'FFHH', 'FFFF', 'HHHG']"
1,99,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'FHFF', 'FHHG']"
1,30,0,1.0,0.7539540549517295,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,95,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9674905716180701,"['SFFH', 'HFHH', 'FFFF', 'HFFG']"
1,17,0,1.0,0.8657003616774767,"['SFFF', 'HHHF', 'HFFF', 'FFHG']"
1,39,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'HFHF', 'FFFG']"
1,97,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'FFHH', 'HFFG']"
1,81,0,1.0,0.8553586117313603,"['SHFH', 'FFHF', 'HFFF', 'FHFG']"
1,69,0,1.0,0.9388545698794984,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,51,0,1.0,0.90289112180858,"['SFFH', 'HHFF', 'HFHF', 'FFHG']"
1,35,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,8,0,1.0,0.93603800616986,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,32,0,1.0,0.8788035596734672,"['SFFF', 'FHFH', 'HFFH', 'FFFG']"
1,98,0,1.0,0.9530650263643888,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,66,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,40,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,60,0,1.0,0.9791880578299021,"['SFHH', 'FHFF', 'FHHF', 'FFFG']"
1,49,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HHHG']"
1,65,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HHHG']"
1,58,0,1.0,0.9138075656044898,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,20,0,1.0,0.837556937769312,"['SFFH', 'FFFF', 'FFHF', 'HFFG']"
1,22,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HHFG']"
1,91,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'HHFF', 'HHFG']"
1,87,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,33,0,0.0,0.0,"['SHHF', 'FHHH', 'FHHH', 'FFFG']"
1,14,0,1.0,0.9762504936564125,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,98,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,41,0,1.0,0.9304302024748964,"['SFHH', 'FFHH', 'HFHF', 'FFFG']"
1,91,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HFFF', 'FHHG']"
1,34,0,1.0,0.7910835400474212,"['SHHH', 'FFHF', 'FFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,8,0,1.0,0.8657003616774767,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,50,0,1.0,0.8054737627981655,"['SHHF', 'FFFH', 'HFFF', 'FFHG']"
1,18,0,0.0,0.0,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFFH', 'FFFG']"
1,26,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'HHHF', 'FFFG']"
1,97,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'FHHG']"
1,19,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,67,0,1.0,0.985089730404757,"['SFFF', 'FHHH', 'FFFH', 'HFFG']"
1,68,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,11,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,34,0,1.0,0.9704017769489168,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,27,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,36,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'FFFH', 'FFFG']"
1,41,0,1.0,0.9791880578299021,"['SHFH', 'FHFF', 'FHFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HHFF', 'HFFH', 'FHFG']"
1,28,0,1.0,0.8631032605924442,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,47,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FHFF', 'FHFG']"
1,27,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFF', 'HFHG']"
1,47,0,1.0,0.8476834558136123,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,73,0,1.0,0.9138075656044898,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,27,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,57,0,1.0,0.8176653739626438,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,66,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,36,0,1.0,0.798246224976786,"['SFFF', 'FFFF', 'FHFH', 'FHFG']"
1,78,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,86,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFF', 'FFHG']"
1,87,0,1.0,0.9445131481500655,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HFHG']"
1,72,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,50,0,1.0,0.985089730404757,"['SFHF', 'HFHF', 'FFFH', 'FFFG']"
1,76,0,1.0,0.9473552137914398,"['SHHF', 'FFFF', 'HFFF', 'HFHG']"
1,78,0,1.0,0.9791880578299021,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,30,0,1.0,0.8735386475474635,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,9,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHF', 'FFHG']"
1,61,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFF', 'HHHG']"
1,87,0,1.0,0.9733217421754432,"['SFHF', 'HFHF', 'HFFH', 'HFFG']"
1,98,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'HFFH', 'HHFG']"
1,69,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFFF', 'FHFG']"
1,13,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,59,0,1.0,0.985089730404757,"['SFHF', 'FFHF', 'FFFF', 'HFHG']"
1,34,0,1.0,0.9193151828650342,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,71,0,1.0,0.9588092525966956,"['SFHF', 'FHFF', 'FHFH', 'FFFG']"
1,70,0,1.0,0.9248559951318693,"['SFFF', 'FHHH', 'FFFH', 'HFFG']"
1,69,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHH', 'FFFG']"
1,64,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'FHFG']"
1,54,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFF', 'HFHG']"
1,28,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFH', 'HHFG']"
1,43,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,32,0,0.0,0.0,"['SFFH', 'FHHF', 'FFHF', 'HFFG']"
1,35,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'HHHG']"
1,15,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHF', 'FFFG']"
1,65,0,1.0,0.8152123778407558,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFHF', 'HFFG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,36,0,1.0,0.860513950810667,"['SFFH', 'FFFH', 'FHHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'FFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FHHF', 'FHHH', 'FFFG']"
1,71,0,1.0,0.9645880999032158,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,95,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,63,0,1.0,0.9674905716180701,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,42,0,1.0,0.7607805594527743,"['SFHF', 'FFFH', 'HHFF', 'HFFG']"
