Temperature,Simulations,Return,Discounted Return,Map
1,39,0,1.0,0.9821344612135428,"['SFFH', 'HFFH', 'HHFF', 'FHFG']"
1,52,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'FHHG']"
1,60,0,1.0,0.8476834558136123,"['SFHF', 'FHFF', 'FFFF', 'HHHG']"
1,27,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HFFG']"
1,37,0,1.0,0.90289112180858,"['SHFH', 'FFFH', 'HFFF', 'HFHG']"
1,98,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFH', 'FHFG']"
1,67,0,1.0,0.7653658663581259,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,50,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'HHFF', 'HFFG']"
1,53,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,76,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HHHG']"
1,37,0,0.0,0.0,"['SFFF', 'FHFF', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FFHF', 'HFHG']"
1,79,0,1.0,0.9530650263643888,"['SHFF', 'FFFH', 'FFFF', 'FHHG']"
1,83,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FHFF', 'FFHG']"
1,32,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHFG']"
1,82,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'HFFF', 'FFFG']"
1,65,0,1.0,0.8400771692771434,"['SFFH', 'FHFF', 'HFHF', 'FFFG']"
1,69,0,1.0,0.8974819010978248,"['SFHF', 'HFFH', 'FHFF', 'FFHG']"
1,98,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'FHFF', 'FFFG']"
1,79,0,1.0,0.9276389118674717,"['SHHF', 'FFHH', 'FFFF', 'FHFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHHF', 'FFFG']"
1,63,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFFF', 'FFFG']"
1,72,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,57,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,72,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,67,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,64,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HHFF', 'HHFG']"
1,54,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'HHHF', 'FHHG']"
1,93,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,6,0,1.0,0.79346393184295,"['SFFF', 'HHHF', 'FFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHHG']"
1,34,0,1.0,0.8225935318117279,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,54,0,1.0,0.9588092525966956,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,47,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'FHFF', 'HFFG']"
1,17,0,1.0,0.8735386475474635,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,27,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,54,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'FHFF', 'FHFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,81,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'FHHG']"
1,29,0,1.0,0.9332298921513504,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,65,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFFF', 'HFHG']"
1,66,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'HFFF', 'HFFG']"
1,38,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,17,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FFHG']"
1,100,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,80,0,1.0,0.93603800616986,"['SHFH', 'FFHH', 'HFFF', 'FHFG']"
1,16,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,68,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'HFHH', 'HFFG']"
1,61,0,1.0,0.9588092525966956,"['SHHF', 'FFFF', 'FFHF', 'HFHG']"
1,69,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FHFH', 'FFFG']"
1,35,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'FFFF', 'FFFG']"
1,58,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SHFH', 'FFHH', 'FHFF', 'FFFG']"
1,64,0,1.0,0.9762504936564125,"['SFFF', 'FHFH', 'FFFF', 'HFFG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,66,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFFH', 'HHFG']"
1,55,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHFF', 'FHFG']"
1,51,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,71,0,1.0,0.9704017769489168,"['SFHF', 'FHHH', 'FFFF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FFFH', 'HFHF', 'FFFG']"
1,32,0,1.0,0.8921050870283477,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,18,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,71,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFH', 'FFFG']"
1,85,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'FHFH', 'FFFG']"
1,35,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFH', 'FHFG']"
1,76,0,1.0,0.9704017769489168,"['SHFF', 'FFFF', 'HFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFH', 'HFFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FHHF', 'HFHG']"
1,55,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,66,0,1.0,0.9704017769489168,"['SFFH', 'FHHH', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FFHG']"
1,60,0,0.0,0.0,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,67,0,1.0,0.9530650263643888,"['SHFF', 'FHFH', 'FHFF', 'FFFG']"
1,66,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'HFHH', 'HFFG']"
1,70,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'FHFH', 'HHFG']"
1,61,0,1.0,0.9645880999032158,"['SFFH', 'FFHF', 'FFHF', 'FFFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,65,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,80,0,1.0,0.860513950810667,"['SFHF', 'HFFH', 'FHFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,98,0,1.0,0.9559328248389055,"['SHHH', 'FFFH', 'FFFF', 'HHHG']"
1,77,0,1.0,0.9616943356035061,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,25,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,17,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,87,0,1.0,0.9416796087056153,"['SFHH', 'HFHF', 'FFFF', 'FFHG']"
1,80,0,1.0,0.8527925358961662,"['SHHF', 'FHFH', 'FFFF', 'FFHG']"
1,51,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,77,0,1.0,0.7722956964947572,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,42,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'FHHF', 'FFFG']"
1,35,0,1.0,0.9674905716180701,"['SHFF', 'FHHH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,56,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHHF', 'FFHG']"
1,20,0,0.0,0.0,"['SFHF', 'FHFF', 'FFHF', 'HFFG']"
1,17,0,1.0,0.7494371162085136,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,18,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'HHHG']"
1,45,0,1.0,0.7910835400474212,"['SHHH', 'FHFH', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,50,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'HHHF', 'FHFG']"
1,49,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FHHF', 'FFFG']"
1,21,0,1.0,0.9445131481500655,"['SFHH', 'FFFH', 'FFHH', 'FFFG']"
1,25,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,78,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HFFH', 'FHFG']"
1,21,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'FFHF', 'HFHG']"
1,17,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'HFFH', 'FFFG']"
1,40,0,0.0,0.0,"['SFFF', 'FFHF', 'FFFH', 'FHFG']"
1,13,0,1.0,0.8553586117313603,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,17,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,79,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HHHF', 'HHFG']"
1,38,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'FHFG']"
1,91,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'FHFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FFFG']"
1,67,0,1.0,0.9733217421754432,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFF', 'HHHG']"
1,44,0,1.0,0.9588092525966956,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,46,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFFH', 'HHFG']"
1,30,0,0.0,0.0,"['SHHF', 'FHFH', 'FFFF', 'HHFG']"
1,26,0,1.0,0.8761671489944468,"['SHHF', 'FHHH', 'FHHF', 'FFFG']"
1,57,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,75,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'FHFF', 'FFFG']"
1,74,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFHF', 'HHFG']"
1,35,0,1.0,0.7584982177744161,"['SFHH', 'HFHF', 'FFFH', 'HHFG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFHF', 'FFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HHFG']"
1,48,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'HFFF', 'HHFG']"
1,50,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,28,0,1.0,0.7449472384453084,"['SFFH', 'HFHF', 'FFFF', 'FHHG']"
1,65,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,51,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FHFF', 'HFFG']"
1,53,0,1.0,0.985089730404757,"['SFFH', 'FHHF', 'FFFF', 'HHFG']"
1,50,0,1.0,0.8631032605924442,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,99,0,1.0,0.9248559951318693,"['SFHF', 'FHHH', 'FFFF', 'FFHG']"
1,56,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HHHG']"
1,33,0,1.0,0.9165572373164391,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,73,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,26,0,1.0,0.9388545698794984,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'HFHH', 'FFFF', 'FFFG']"
1,57,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FFFH', 'FFFG']"
1,43,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,63,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFF', 'FFHG']"
1,34,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,13,0,1.0,0.9110661429076764,"['SHHF', 'FHFF', 'FHFH', 'FFFG']"
1,40,0,1.0,0.9056079456455165,"['SFHF', 'FHFH', 'FFFF', 'FHFG']"
1,21,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,92,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFHF', 'HHFG']"
1,99,0,1.0,0.9821344612135428,"['SHHF', 'FHHF', 'FFFF', 'FFHG']"
1,17,0,1.0,0.835044266956004,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,93,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HHFF', 'FFHG']"
1,86,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,14,0,1.0,0.8974819010978248,"['SFFF', 'HHFH', 'HHFF', 'FFFG']"
1,18,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FFHF', 'HFHG']"
1,73,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'FFFG']"
1,49,0,1.0,0.9645880999032158,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHHF', 'FHFH', 'FFFG']"
1,37,0,1.0,0.9248559951318693,"['SHFH', 'FFFF', 'HHFF', 'HHFG']"
1,95,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHFF', 'HFHG']"
1,44,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,100,0,1.0,0.8250687380258053,"['SFFH', 'FHHH', 'FFHF', 'HFFG']"
1,78,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFFF', 'HHHG']"
1,16,0,1.0,0.7449472384453084,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,82,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,64,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'HFFH', 'HHFG']"
1,83,0,1.0,0.8631032605924442,"['SFFH', 'HFHF', 'FFFF', 'FFHG']"
1,73,0,1.0,0.9645880999032158,"['SFHF', 'FFHH', 'FFHF', 'HFFG']"
1,68,0,1.0,0.9416796087056153,"['SFFH', 'HHFH', 'FHFF', 'HHHG']"
1,49,0,1.0,0.9530650263643888,"['SFFF', 'HHFF', 'FHFH', 'FHFG']"
1,53,0,1.0,0.9733217421754432,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,14,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFF', 'HFFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHHF', 'HFFF', 'FHFG']"
1,89,0,1.0,0.9388545698794984,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,91,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FFHG']"
1,40,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFHF', 'FFHG']"
1,9,0,1.0,0.803057341509771,"['SFFF', 'FFFH', 'FFFH', 'FFFG']"
1,53,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,37,0,0.0,0.0,"['SFHF', 'HFHF', 'HFFF', 'HHHG']"
1,14,0,1.0,0.8527925358961662,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,84,0,1.0,0.7958514863018556,"['SFFH', 'HFHF', 'HFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,60,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FFHG']"
1,32,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FHFH', 'FFFG']"
1,52,0,1.0,0.9530650263643888,"['SFFF', 'HFFH', 'FFFH', 'FHFG']"
1,92,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FFHF', 'FFFG']"
1,65,0,1.0,0.93603800616986,"['SFFH', 'FHFH', 'FHHH', 'FFFG']"
1,31,0,0.0,0.0,"['SHFF', 'FHFH', 'FHHF', 'FFFG']"
1,19,0,1.0,0.8054737627981655,"['SHHH', 'FHHF', 'FHFF', 'FFFG']"
1,59,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FHHF', 'FFFG']"
1,93,0,1.0,0.9762504936564125,"['SFFH', 'HFHH', 'FFHF', 'HFFG']"
1,24,0,1.0,0.8921050870283477,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,52,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFF', 'FFHG']"
1,99,0,1.0,0.9762504936564125,"['SHHH', 'FHFH', 'FHFH', 'FFFG']"
1,87,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHFF', 'HFFG']"
1,34,0,0.0,0.0,"['SFHH', 'HFHF', 'HFFF', 'FHHG']"
1,18,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'HFFF', 'FFFG']"
1,53,0,1.0,0.9704017769489168,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,66,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,40,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HHFG']"
1,54,0,1.0,0.93603800616986,"['SHHF', 'FFFH', 'HFFF', 'FHHG']"
1,28,0,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,54,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'FHFG']"
1,28,0,1.0,0.9165572373164391,"['SHHH', 'FFHF', 'FFHF', 'FFFG']"
1,62,0,1.0,0.8894287717672626,"['SHHH', 'FFFH', 'FHFH', 'FHFG']"
1,28,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,47,0,1.0,0.9704017769489168,"['SHFF', 'FFHF', 'FFHH', 'FFFG']"
1,11,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,16,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HFHG']"
1,71,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,71,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,25,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HFFG']"
1,100,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,9,0,1.0,0.90289112180858,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,57,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'HFFG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,78,0,1.0,0.9276389118674717,"['SFFH', 'FFFH', 'FHFF', 'HFHG']"
1,45,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FFHG']"
1,59,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFH', 'HFFG']"
1,55,0,1.0,0.9001824484431542,"['SFHF', 'FFFF', 'HHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFF', 'FFFG']"
1,77,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'HFFF', 'HFFG']"
1,46,0,1.0,0.9588092525966956,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,6,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,26,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,39,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'FFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,63,0,1.0,0.9473552137914398,"['SFHH', 'HFHF', 'FFHH', 'FFFG']"
1,22,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'HFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFF', 'HHFF', 'FHFG']"
1,29,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FFHG']"
1,27,0,1.0,0.8735386475474635,"['SHHF', 'FFFF', 'HHFF', 'HHFG']"
1,72,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,49,0,1.0,0.9733217421754432,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,32,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'FFFG']"
1,21,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HHFG']"
1,67,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'FFFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HFFG']"
1,66,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'HFFF', 'HFHG']"
1,64,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,17,0,1.0,0.8527925358961662,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,30,0,1.0,0.9138075656044898,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,40,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'FFHG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'HHHG']"
1,20,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FFFG']"
1,22,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHF', 'FFFG']"
1,34,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'HHFG']"
1,66,0,1.0,0.9530650263643888,"['SFHF', 'FFHF', 'FHFH', 'FFFG']"
1,45,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FHHF', 'FFFG']"
1,52,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,51,0,1.0,0.93603800616986,"['SFFF', 'FFHH', 'HFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,93,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFFF', 'FFFG']"
1,49,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,69,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,6,0,1.0,0.8426049842298329,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,88,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,56,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'HHFF', 'HFFG']"
1,41,0,1.0,0.8974819010978248,"['SHFH', 'FFHF', 'FFFF', 'HHFG']"
1,27,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHHF', 'HHHG']"
1,84,0,1.0,0.8867604854519608,"['SHHF', 'FFFH', 'FFFF', 'HFHG']"
1,35,0,1.0,0.9165572373164391,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,61,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,22,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HFHF', 'HHHG']"
1,84,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'FFHG']"
1,16,0,0.0,0.0,"['SHFF', 'FFFH', 'FFHF', 'HFFG']"
1,43,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'FFFF', 'HFFG']"
1,53,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHFF', 'FFFG']"
1,52,0,1.0,0.9473552137914398,"['SHFH', 'FFFH', 'HFFF', 'HFFG']"
1,25,0,1.0,0.9248559951318693,"['SFFH', 'HFFF', 'HHHF', 'FHFG']"
1,70,0,1.0,0.9220814271464737,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,44,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,30,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,46,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'FFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,37,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'HFFH', 'FHFG']"
1,96,0,1.0,0.9220814271464737,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,62,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFFF', 'HFHG']"
1,47,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,78,0,1.0,0.985089730404757,"['SFHF', 'HFFF', 'FFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HFFG']"
