Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return,Discounted Return
500,-0.02222181297838688,0.04573102667927742,0.008912215940654278,-0.003568622749298811,48,349.0,216.52092012335413
500,-0.02934085950255394,-0.004274950362741947,0.044548071920871735,0.021956147626042366,83,297.0,196.76790731449054
500,0.04244520515203476,-0.0310220867395401,-0.03830812871456146,0.02720261551439762,64,500.0,259.12410747446273
500,-0.030162321403622627,-0.012577100656926632,-0.02615474909543991,0.0002456921502016485,82,404.0,234.3133832215705
500,-0.00878720823675394,-0.04349244013428688,0.005933843553066254,0.03755902498960495,76,306.0,200.41123495974165
500,0.022274091839790344,-0.02286546118557453,0.04835595563054085,0.033393748104572296,79,465.0,250.89534980320153
500,0.00020040675008203834,-0.008330639451742172,0.001726328395307064,0.013778312131762505,8,188.0,143.8510943406147
500,-0.020053263753652573,-0.019856136292219162,0.014946759678423405,0.039896633476018906,65,500.0,259.12410747446273
500,-0.01582886464893818,0.03129373490810394,0.006176647264510393,0.03914418816566467,29,500.0,259.12410747446273
500,0.03791792690753937,0.008871608413755894,-0.031064260751008987,0.002820192137733102,22,359.0,219.97835998467835
500,0.0159901212900877,-0.003719441359862685,-0.026394924148917198,-0.021268518641591072,55,303.0,199.20772222991923
500,0.008140034973621368,0.007840017788112164,-0.01391615066677332,-0.03852911666035652,35,287.0,192.60252547328986
500,0.00021854876831639558,0.032337091863155365,0.028072090819478035,0.01889343373477459,8,500.0,259.12410747446273
500,0.02127588726580143,0.00010856191511265934,0.005227041430771351,0.032109178602695465,80,500.0,259.12410747446273
500,-0.02095751278102398,-0.010232447646558285,-0.030836082994937897,-0.019475070759654045,79,307.0,200.8100012548624
500,-0.049341827630996704,0.04534872621297836,-0.00324957980774343,0.020789455622434616,16,500.0,259.12410747446273
500,-0.03446948528289795,0.005045436788350344,0.04190222546458244,0.009601756930351257,88,374.0,224.97359345061471
500,0.03923175483942032,0.0333247147500515,-0.04318705573678017,0.04423651099205017,79,312.0,202.78595986381234
500,0.018215108662843704,-0.010328959673643112,-0.0013732925290241838,0.013004527427256107,99,338.0,212.5958123313277
500,-0.04853484034538269,0.01400837954133749,-0.02411125972867012,0.013504572212696075,73,428.0,241.20218110179172
500,0.031238146126270294,0.0499805249273777,-0.008608022704720497,0.003594988025724888,90,379.0,226.58926638553643
500,-0.014968818053603172,0.039454709738492966,0.026895003393292427,-0.006228593178093433,9,500.0,259.12410747446273
500,0.03568413108587265,0.0009555074502713978,-0.016741624101996422,-0.02358401194214821,98,287.0,192.60252547328986
500,0.03716614842414856,-0.013588014990091324,-0.023793324828147888,-0.02868993952870369,53,500.0,259.12410747446273
500,-7.835440919734538e-05,-0.042569443583488464,-0.03465929627418518,0.043053172528743744,6,500.0,259.12410747446273
500,-0.04695283621549606,-0.01460673101246357,-0.04051912948489189,0.013027377426624298,4,151.0,121.57151847245977
500,0.024613145738840103,0.014997510239481926,-0.010741089470684528,0.018853643909096718,47,275.0,187.4360245502745
500,0.005718131083995104,0.0063644940964877605,0.03623664751648903,-0.0047999476082623005,52,335.0,211.5026220697302
500,0.02723289281129837,0.03517915681004524,-0.028945814818143845,0.04365961253643036,72,498.0,258.67684042545164
500,-0.04465654119849205,0.006555565167218447,0.035632044076919556,-0.009208251722157001,25,455.0,248.3809089990244
500,0.044272761791944504,-0.04730720445513725,-0.015817327424883842,-0.0406809002161026,32,500.0,259.12410747446273
500,-0.006944720633327961,-0.012591544538736343,0.04589448124170303,-0.036139462143182755,15,500.0,259.12410747446273
500,-0.03670741245150566,-2.8993559681111947e-05,-0.04992222040891647,0.0403866209089756,77,294.0,195.53140690802422
500,-0.040933042764663696,-0.009899148717522621,0.0420721061527729,-0.043203480541706085,91,355.0,218.60783682229666
500,-0.004702857229858637,-0.045273154973983765,0.014167404733598232,0.004379618912935257,27,411.0,236.37418069698248
500,-0.04572071507573128,-0.048573970794677734,0.007804415188729763,0.014057670719921589,98,357.0,219.29515727189428
500,-0.027611305937170982,-0.032189223915338516,0.030814122408628464,-0.01531197503209114,57,500.0,259.12410747446273
500,0.009242553263902664,0.02910926192998886,0.04110713303089142,0.0020147000905126333,93,436.0,243.39025048615676
500,0.006646269466727972,-0.04057537019252777,-0.015367557294666767,0.04744391143321991,29,500.0,259.12410747446273
500,-0.011056709103286266,-0.01080826111137867,-0.015154196880757809,-0.0003399415290914476,7,435.0,243.11960931409905
500,0.025777604430913925,-0.04506382346153259,-0.0005429633310995996,-0.014995028264820576,88,356.0,218.95201331182977
500,-0.03848356008529663,0.04677113518118858,-0.01643425226211548,0.01590283028781414,60,500.0,259.12410747446273
500,0.006962520536035299,-0.031860437244176865,0.01353477407246828,-0.02938527800142765,79,395.0,231.5992963534892
500,0.022221773862838745,-0.03291387856006622,-0.01072677131742239,-0.036087509244680405,46,242.0,172.22906135274312
500,0.00455188425257802,0.04257489740848541,0.04880913719534874,0.027109956368803978,89,376.0,225.62277665225207
500,-0.04085009917616844,-0.001181241823360324,-0.0315900482237339,0.0001865570229711011,9,261.0,181.1682302245217
500,-0.019403763115406036,-0.0036663950886577368,0.0356210395693779,0.0390356071293354,46,330.0,209.65859843020434
500,-0.040565215051174164,0.0026520034298300743,-0.047027405351400375,0.030204448848962784,9,490.0,256.86065199489315
500,0.04186701402068138,0.009310548193752766,0.031180251389741898,0.020427633076906204,4,230.0,166.31461104476787
500,0.026460066437721252,-0.025544144213199615,-0.026541931554675102,-0.01047336682677269,84,352.0,217.56908106102242
