Temperature,Cart Position,Cart Velocity,Pole Angle,Pole Angular Velocity,Simulations,Return
500,-0.004637319594621658,0.029973747208714485,0.04394371062517166,0.027970973402261734,13,432.0
500,-0.04019157215952873,0.01081753522157669,-0.03214246779680252,0.009416230954229832,14,500.0
500,-0.009760966524481773,-0.03369644656777382,-0.006344032008200884,0.03656096011400223,2,151.0
500,-0.01594536006450653,-0.028092587366700172,0.005103406962007284,0.037883125245571136,14,464.0
500,0.045522455126047134,0.02886948548257351,-0.04010150954127312,-0.018152981996536255,16,270.0
500,-0.04751919209957123,-0.04411478713154793,0.028562549501657486,-0.02311963401734829,11,305.0
500,-0.0031839620787650347,0.02518613263964653,-0.006555489264428616,0.0003060455492231995,6,239.0
500,-0.0018160021863877773,-0.03881494328379631,-0.0421745590865612,0.00801420770585537,3,187.0
500,-0.020708223804831505,0.0026230011135339737,-0.04137928783893585,-0.03242785856127739,12,341.0
500,-0.015246560797095299,0.022395646199584007,-0.04637036845088005,-0.043896544724702835,9,218.0
