Temperature,Simulations,Return,Discounted Return,Map
1,8,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFH', 'FHFG']"
1,69,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,98,0,1.0,0.8451404054461714,"['SFFF', 'HFHH', 'HFHH', 'FFFG']"
1,31,0,1.0,0.9332298921513504,"['SHHH', 'FFHF', 'FFFF', 'FHFG']"
1,14,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'FFFH', 'FFFG']"
1,29,0,1.0,0.985089730404757,"['SFFF', 'HHHF', 'FHFF', 'HHHG']"
1,43,0,1.0,0.9416796087056153,"['SFFH', 'HFHH', 'HFFF', 'HHFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'FFFG']"
1,7,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'HHHG']"
1,47,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHFF', 'HHHG']"
1,9,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHFG']"
1,43,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,36,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FFHF', 'HFHG']"
1,41,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'HFHG']"
1,60,0,1.0,0.9502058312852957,"['SHFH', 'FFFH', 'FFFF', 'HHFG']"
1,91,0,1.0,0.9616943356035061,"['SFHH', 'FFFF', 'HFHF', 'FHHG']"
1,22,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'HHFF', 'FFHG']"
1,98,0,1.0,0.9791880578299021,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,57,0,1.0,0.857932408958235,"['SFFH', 'HFFF', 'HFHH', 'FFFG']"
1,84,0,1.0,0.9530650263643888,"['SFHF', 'FFFF', 'HFHF', 'FHHG']"
1,55,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'HFFG']"
1,42,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,7,0,0.0,0.0,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,60,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,31,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'FHFF', 'HFFG']"
1,60,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFHF', 'FFHG']"
1,49,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'FHFG']"
1,16,0,1.0,0.9530650263643888,"['SFFF', 'HHHF', 'HFHF', 'FFHG']"
1,64,0,1.0,0.8476834558136123,"['SFHH', 'HFFH', 'HFHF', 'HFFG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FHFF', 'FFFG']"
1,38,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'HFHG']"
1,67,0,1.0,0.767668872977057,"['SHHF', 'FFFF', 'HHHF', 'FFFG']"
1,74,0,1.0,0.9559328248389055,"['SFHH', 'HFHF', 'HFFH', 'HFFG']"
1,44,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,70,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'FFFF', 'HHFG']"
1,51,0,1.0,0.9645880999032158,"['SHHF', 'FFFF', 'HHFF', 'HHHG']"
1,37,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,27,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,82,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,16,0,0.0,0.0,"['SFFH', 'HFHH', 'FFHH', 'FFFG']"
1,96,0,1.0,0.9445131481500655,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'FFFG']"
1,18,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHFG']"
1,8,0,1.0,0.8947894553945313,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,61,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,66,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFF', 'FHFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HFFG']"
1,91,0,1.0,0.8176653739626438,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,86,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,18,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,72,0,1.0,0.9110661429076764,"['SFFF', 'FHHH', 'FFFF', 'FHFG']"
1,32,0,1.0,0.8078974551636565,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,41,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FHFF', 'HHFG']"
1,7,0,1.0,0.803057341509771,"['SFFH', 'FHFH', 'HFFF', 'FFFG']"
1,5,0,1.0,0.8176653739626438,"['SFFF', 'FFHF', 'HHHF', 'HHHG']"
1,31,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'FHHF', 'HHHG']"
1,13,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'FHFF', 'FFHG']"
1,45,0,1.0,0.9445131481500655,"['SFHF', 'HFFF', 'FHFF', 'HFFG']"
1,34,0,0.0,0.0,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,3,0,1.0,0.79346393184295,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,85,0,1.0,0.837556937769312,"['SHFH', 'FFFF', 'HFHH', 'HFFG']"
1,48,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HFFH', 'FFFG']"
1,95,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,37,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHFG']"
1,61,0,1.0,0.803057341509771,"['SFFF', 'HFHH', 'HFFF', 'FHHG']"
1,68,0,1.0,0.985089730404757,"['SHFH', 'FFFH', 'FHFF', 'HFHG']"
1,48,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HHFG']"
1,100,0,1.0,0.9165572373164391,"['SFHF', 'FHHH', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,60,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FHHF', 'HHFG']"
1,36,0,1.0,0.9165572373164391,"['SFFF', 'HHFH', 'HHFH', 'HFFG']"
1,6,0,1.0,0.835044266956004,"['SFFF', 'FFFF', 'FHFF', 'HFHG']"
1,31,0,1.0,0.9791880578299021,"['SHFF', 'FHFH', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'HFFF', 'FFHG']"
1,70,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'HFHF', 'HFFG']"
1,55,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'HHFG']"
1,10,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,32,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,57,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,78,0,1.0,0.985089730404757,"['SHHF', 'FFFH', 'HFFH', 'FFFG']"
1,24,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,93,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HFFF', 'FHHG']"
1,78,0,1.0,0.8176653739626438,"['SFFF', 'FFHH', 'HFHH', 'HFFG']"
1,93,0,0.0,0.0,"['SHHF', 'FFHF', 'FHHF', 'FFFG']"
1,42,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HHFG']"
1,100,0,1.0,0.985089730404757,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,44,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'HFHG']"
1,57,0,1.0,0.8894287717672626,"['SFFH', 'HFHH', 'HFFF', 'FHHG']"
1,10,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HFFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HHFF', 'FFHG']"
1,19,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFF', 'FHHG']"
1,68,0,1.0,0.8867604854519608,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,67,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'FFFG']"
1,77,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,55,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,29,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HFHG']"
1,88,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HHHG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFH', 'FFFH', 'FFFG']"
1,14,0,1.0,0.9332298921513504,"['SFFH', 'HFFF', 'HFFF', 'HHHG']"
1,26,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'FFFF', 'HFFG']"
1,24,0,0.0,0.0,"['SHFF', 'FFHF', 'FHHF', 'FFFG']"
1,6,0,1.0,0.9165572373164391,"['SFFF', 'HFFF', 'HHFF', 'HHHG']"
1,98,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HFHG']"
1,70,0,1.0,0.9276389118674717,"['SFHF', 'FFHF', 'HFHH', 'HFFG']"
1,60,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,69,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'FFFF', 'FHHG']"
1,48,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FFFF', 'FFHG']"
1,14,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,68,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9616943356035061,"['SFFF', 'HFFF', 'HHFH', 'HHFG']"
1,54,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,42,0,1.0,0.93603800616986,"['SFFH', 'HFFH', 'HFFF', 'FFHG']"
1,16,0,0.0,0.0,"['SFHH', 'FHFH', 'FHHF', 'FFFG']"
1,79,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'HHFF', 'HFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FHFG']"
1,41,0,1.0,0.9276389118674717,"['SFHH', 'HFHF', 'FFFF', 'HFFG']"
1,73,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FHFG']"
1,54,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,54,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HHFG']"
1,10,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,76,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFFF', 'FHHG']"
1,48,0,1.0,0.9530650263643888,"['SFFH', 'HFHH', 'HFFH', 'HFFG']"
1,79,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HHHG']"
1,64,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,2,0,0.0,0.0,"['SHFF', 'FHFF', 'FFHH', 'FFFG']"
1,7,0,1.0,0.860513950810667,"['SHHF', 'FFFF', 'HFFH', 'FFFG']"
1,49,0,1.0,0.9733217421754432,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,49,0,1.0,0.9762504936564125,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,33,0,1.0,0.9138075656044898,"['SFHH', 'FHHH', 'FFFF', 'FFFG']"
1,92,0,1.0,0.9388545698794984,"['SFHF', 'HFFF', 'HFHF', 'HFHG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HFFF', 'FHFG']"
1,32,0,1.0,0.8921050870283477,"['SFHF', 'FHFH', 'FFFF', 'HHFG']"
1,92,0,1.0,0.9276389118674717,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHH', 'FFFG']"
1,64,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,24,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HFFG']"
1,25,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFHF', 'FFHH', 'HFFG']"
1,65,0,1.0,0.9616943356035061,"['SFFH', 'FHHH', 'FFFF', 'HFFG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFH', 'HHFF', 'HFFG']"
1,24,0,1.0,0.8657003616774767,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,38,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HFFF', 'FHHG']"
1,72,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'FHFG']"
1,33,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'HFHG']"
1,53,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,47,0,1.0,0.9502058312852957,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,75,0,1.0,0.9083329444789534,"['SFHH', 'HFHF', 'HFHF', 'HFFG']"
1,32,0,1.0,0.9001824484431542,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FHHG']"
1,68,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,20,0,1.0,0.93603800616986,"['SHHH', 'FFFF', 'FFHH', 'FFFG']"
1,59,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,15,0,1.0,0.9138075656044898,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,67,0,1.0,0.9304302024748964,"['SFFH', 'FHFF', 'HFHF', 'HHFG']"
1,46,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'FHHG']"
1,42,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,89,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FHFH', 'FHFG']"
1,29,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'HHFF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,33,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFF', 'HHFG']"
1,31,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'HHFG']"
1,42,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'FFHG']"
1,5,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'HFHG']"
1,53,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFF', 'FHHG']"
1,52,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,78,0,1.0,0.9502058312852957,"['SHFF', 'FFHH', 'FFFF', 'HHHG']"
1,66,0,0.0,0.0,"['SFFF', 'FHFF', 'FFHH', 'HFFG']"
1,17,0,1.0,0.7910835400474212,"['SHHH', 'FFHF', 'FHFH', 'FFFG']"
1,85,0,1.0,0.9473552137914398,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,36,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'HHFG']"
1,48,0,1.0,0.7494371162085136,"['SHFH', 'FFFF', 'HFHF', 'HFHG']"
1,57,0,1.0,0.9110661429076764,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,73,0,1.0,0.884100203995605,"['SHFH', 'FFFF', 'HHFF', 'FHHG']"
1,13,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFH', 'HHFG']"
1,17,0,0.0,0.0,"['SFHF', 'FFHH', 'HFHH', 'HFFG']"
1,39,0,1.0,0.7494371162085136,"['SFFF', 'FFHH', 'FHHH', 'FFFG']"
1,74,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'HHFG']"
1,44,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'FHHF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,38,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FHFF', 'HHFG']"
1,72,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'FFFG']"
1,14,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HFFH', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFHF', 'FFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,53,0,1.0,0.9704017769489168,"['SHFF', 'FFHH', 'FFHF', 'FFFG']"
1,55,0,1.0,0.9473552137914398,"['SFFH', 'HFFH', 'HHFH', 'FFFG']"
1,80,0,1.0,0.9193151828650342,"['SFFF', 'FFFH', 'HFHH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFH', 'HFFG']"
1,54,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHHG']"
1,28,0,1.0,0.8683052775100066,"['SHHF', 'FFFH', 'FFFF', 'FHFG']"
1,93,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FFFF', 'FFHG']"
1,12,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,8,0,1.0,0.8225935318117279,"['SHHF', 'FHFH', 'FFFH', 'FFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HFFG']"
1,19,0,1.0,0.9332298921513504,"['SHFH', 'FHHF', 'FFFF', 'FFFG']"
1,95,0,1.0,0.9138075656044898,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,61,0,1.0,0.9588092525966956,"['SFHF', 'FHHH', 'FFFH', 'HFFG']"
1,57,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,39,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FHHF', 'FFFG']"
1,58,0,1.0,0.9056079456455165,"['SFFF', 'HFHH', 'FFHH', 'FFFG']"
1,15,0,1.0,0.93603800616986,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,92,0,1.0,0.8814479033836181,"['SFHF', 'FFHH', 'FFFF', 'HFHG']"
1,78,0,1.0,0.9304302024748964,"['SFFF', 'FHFH', 'HFFH', 'HHFG']"
1,39,0,1.0,0.835044266956004,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,19,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,46,0,1.0,0.9588092525966956,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,70,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'FFHG']"
1,13,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'HFHF', 'FHFG']"
1,22,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,39,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HHFF', 'HHFG']"
1,73,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFFF', 'FHFG']"
1,98,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'HFFF', 'HFFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'HHFG']"
1,79,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HHFF', 'FFFG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HFHG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,35,0,1.0,0.9704017769489168,"['SFFH', 'FHHF', 'FFHF', 'FFFG']"
1,95,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HFFF', 'FFHG']"
1,49,0,1.0,0.7562227231210928,"['SHHF', 'FFFF', 'HHHF', 'HFHG']"
1,78,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'FHHF', 'FFFG']"
1,35,0,1.0,0.7494371162085136,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,46,0,1.0,0.9220814271464737,"['SFFH', 'FHFH', 'FFFH', 'FHFG']"
1,7,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HHFG']"
1,93,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FFHH', 'FFFG']"
1,92,0,1.0,0.9445131481500655,"['SFHH', 'FHHF', 'FFFF', 'FHHG']"
1,79,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFHF', 'FFFG']"
1,32,0,1.0,0.9416796087056153,"['SHHH', 'FHFH', 'FFHF', 'FFFG']"
1,88,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHFF', 'FHHG']"
1,43,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFF', 'FFFG']"
1,43,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,100,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,74,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FHHF', 'HHFG']"
1,28,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'FFFF', 'HFFG']"
1,29,0,1.0,0.9791880578299021,"['SHFF', 'FFHF', 'FFFF', 'HHFG']"
1,9,0,1.0,0.8735386475474635,"['SFFF', 'HFFF', 'HHHF', 'FFFG']"
1,73,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,54,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFFF', 'FFFG']"
1,79,0,1.0,0.8894287717672626,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,50,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,46,0,1.0,0.9588092525966956,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,56,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,46,0,1.0,0.9616943356035061,"['SFHF', 'FFHH', 'FFFH', 'FFFG']"
1,86,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,77,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FHFF', 'FFFG']"
1,72,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FHHF', 'HFHG']"
1,17,0,1.0,0.8788035596734672,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,98,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,60,0,1.0,0.9220814271464737,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,84,0,1.0,0.9762504936564125,"['SFHF', 'HFFH', 'FFHH', 'HFFG']"
1,33,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,65,0,1.0,0.9674905716180701,"['SHFH', 'FFFF', 'HFFH', 'HFFG']"
1,19,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,62,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'FHFG']"
1,68,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HHFG']"
1,19,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FHFF', 'HHHG']"
1,14,0,1.0,0.8325391341551359,"['SFHH', 'HFFF', 'FFFF', 'FFHG']"
1,52,0,1.0,0.9588092525966956,"['SFHH', 'FHFH', 'FFHH', 'FFFG']"
1,40,0,1.0,0.9165572373164391,"['SFHF', 'HFFF', 'HFHF', 'HHHG']"
1,99,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'FFFF', 'HFFG']"
1,28,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,14,0,0.0,0.0,"['SFFH', 'HFFH', 'HFHF', 'FFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFF', 'HHHG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFH', 'HHFH', 'FHFG']"
1,79,0,1.0,0.7427123967299725,"['SHHH', 'FFFH', 'HHFH', 'FFFG']"
1,85,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HHFF', 'HHFG']"
1,11,0,1.0,0.747188804859888,"['SFFF', 'HHFH', 'HFFH', 'FFFG']"
1,69,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,59,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,94,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'HHHF', 'FFHG']"
1,65,0,1.0,0.8103284404851119,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,93,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'HHFG']"
1,17,0,1.0,0.90289112180858,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,97,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,75,0,1.0,0.9559328248389055,"['SFHH', 'HFFH', 'FFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'HHFG']"
1,62,0,1.0,0.9502058312852957,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,58,0,1.0,0.9821344612135428,"['SHHH', 'FHFF', 'FHFF', 'FFFG']"
