Temperature,Simulations,Return,Discounted Return,Map
1,46,0,1.0,0.9304302024748964,"['SFFF', 'FHHF', 'FHFF', 'FFFG']"
1,68,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FHFH', 'FFFG']"
1,96,0,1.0,0.9588092525966956,"['SHFH', 'FFFF', 'HFHF', 'FHHG']"
1,42,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HFFF', 'HHFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'FFHG']"
1,66,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,96,0,1.0,0.8176653739626438,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,1,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HFFG']"
1,65,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFF', 'FHHG']"
1,5,0,1.0,0.78398512608332,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,41,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HFFH', 'FFFG']"
1,71,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,97,0,1.0,0.8683052775100066,"['SFFF', 'HFFH', 'HFHF', 'HFFG']"
1,29,0,0.0,0.0,"['SFFH', 'HHFF', 'HFHF', 'HHHG']"
1,80,0,1.0,0.9416796087056153,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,99,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFFF', 'FFFG']"
1,64,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFH', 'FFFG']"
1,29,0,0.0,0.0,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,50,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'HHHG']"
1,97,0,1.0,0.8947894553945313,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'FHHG']"
1,28,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FHHG']"
1,36,0,1.0,0.9220814271464737,"['SFFH', 'HFFH', 'FHFF', 'FFFG']"
1,96,0,1.0,0.9733217421754432,"['SFFH', 'HFHF', 'FFHH', 'FFFG']"
1,75,0,1.0,0.90289112180858,"['SFHH', 'HFFF', 'FHFH', 'HHFG']"
1,82,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FFFF', 'FFHG']"
1,45,0,1.0,0.79346393184295,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'FFHG']"
1,45,0,1.0,0.9559328248389055,"['SFHF', 'HFFF', 'FHFF', 'HFFG']"
1,85,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFH', 'FHFG']"
1,11,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,63,0,1.0,0.9616943356035061,"['SHFH', 'FFFH', 'HFFH', 'FFFG']"
1,40,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'FFFF', 'FFHG']"
1,78,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,71,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFF', 'FHHG']"
1,23,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,68,0,1.0,0.9559328248389055,"['SFHH', 'FHFH', 'FFFF', 'FHHG']"
1,62,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,75,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HHFG']"
1,28,0,1.0,0.8894287717672626,"['SFHF', 'FHFF', 'FFHH', 'HFFG']"
1,22,0,1.0,0.9530650263643888,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,14,0,0.0,0.0,"['SFHF', 'FFHF', 'FFFF', 'HFFG']"
1,32,0,1.0,0.9704017769489168,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'FFHH', 'HFFF', 'HFFG']"
1,48,0,1.0,0.9276389118674717,"['SFHH', 'FFHH', 'HFFF', 'FFHG']"
1,37,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHH', 'HFFG']"
1,14,0,1.0,0.9445131481500655,"['SFFH', 'FFFF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.9530650263643888,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,38,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'FFHG']"
1,29,0,1.0,0.8657003616774767,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,66,0,1.0,0.9416796087056153,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,54,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFFF', 'HFHG']"
1,48,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,28,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,17,0,0.0,0.0,"['SFFF', 'FFHH', 'FHFF', 'FFFG']"
1,24,0,0.0,0.0,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,19,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,25,0,1.0,0.9674905716180701,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,10,0,1.0,0.7958514863018556,"['SFFH', 'HHFH', 'FHFF', 'FHFG']"
1,23,0,1.0,0.9502058312852957,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,67,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FHFF', 'FHFG']"
1,66,0,1.0,0.8974819010978248,"['SFHH', 'FFHF', 'FFFH', 'FHFG']"
1,15,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,44,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHHG']"
1,32,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,68,0,1.0,0.9473552137914398,"['SFHH', 'FFFH', 'HFHF', 'HFFG']"
1,70,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFFF', 'FFHG']"
1,85,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,96,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,42,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFH', 'FHFG']"
1,7,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,3,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,20,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,54,0,1.0,0.9332298921513504,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,29,0,1.0,0.7746195551602378,"['SFHF', 'FFHH', 'HFFF', 'HHHG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFF', 'HFHF', 'HFFG']"
1,29,0,1.0,0.9616943356035061,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,29,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9821344612135428,"['SFHH', 'FHFH', 'FFHF', 'FFFG']"
1,43,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HHFF', 'HFFG']"
1,43,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,23,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HFHG']"
1,87,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9138075656044898,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,88,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HHHF', 'HFHG']"
1,58,0,1.0,0.9502058312852957,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,74,0,1.0,0.9588092525966956,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HHHG']"
1,23,0,1.0,0.9165572373164391,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,86,0,1.0,0.9332298921513504,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,85,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FFFH', 'HHFG']"
1,18,0,1.0,0.9304302024748964,"['SFHF', 'FFFH', 'FFFF', 'HFFG']"
1,76,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HHHG']"
1,15,0,1.0,0.9304302024748964,"['SFHF', 'HFFF', 'FHFF', 'HFHG']"
1,7,0,1.0,0.9138075656044898,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,38,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,69,0,1.0,0.8103284404851119,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,77,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHHF', 'HHHG']"
1,82,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFFF', 'FFFG']"
1,58,0,1.0,0.9821344612135428,"['SFHH', 'FHHH', 'FFFH', 'FFFG']"
1,59,0,1.0,0.9588092525966956,"['SFFH', 'FFFH', 'FFFF', 'HFFG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9502058312852957,"['SHHF', 'FFFF', 'HFHF', 'FHFG']"
1,16,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'FHFG']"
1,45,0,1.0,0.9445131481500655,"['SFFH', 'FFHH', 'FHHF', 'FFFG']"
1,50,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'FHFG']"
1,38,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,41,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHF', 'HFFG']"
1,37,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,12,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'HHFG']"
1,82,0,1.0,0.8553586117313603,"['SFFH', 'FFHH', 'HFFF', 'HHHG']"
1,9,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFF', 'FFFH', 'FHFG']"
1,40,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'HHHG']"
1,39,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FHHG']"
1,94,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'FHFF', 'FHHG']"
1,68,0,1.0,0.8201257512162927,"['SFFH', 'HHFH', 'FHFF', 'HHFG']"
1,99,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHHF', 'FHHG']"
1,72,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'FHFG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHFF', 'HFFG']"
1,55,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHF', 'HFFG']"
1,22,0,1.0,0.7863441585589971,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,87,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,44,0,1.0,0.8947894553945313,"['SFHF', 'HFFF', 'FHHF', 'HFHG']"
1,28,0,1.0,0.8947894553945313,"['SFHF', 'HFFF', 'HFFH', 'FHFG']"
1,39,0,1.0,0.9193151828650342,"['SHFH', 'FFHF', 'HFFF', 'HHFG']"
1,6,0,1.0,0.7699788094052729,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,58,0,1.0,0.9530650263643888,"['SFFF', 'HFFH', 'HFHH', 'HFFG']"
1,87,0,1.0,0.9416796087056153,"['SFFH', 'HFFH', 'FHFH', 'FFFG']"
1,85,0,1.0,0.8683052775100066,"['SFHF', 'FFHF', 'HFFH', 'HHFG']"
1,16,0,1.0,0.8201257512162927,"['SFFF', 'FHHF', 'FHHF', 'FHHG']"
1,52,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FHHG']"
1,53,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,55,0,1.0,0.9388545698794984,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,60,0,1.0,0.9762504936564125,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,90,0,1.0,0.9704017769489168,"['SFFH', 'HFHH', 'HFFF', 'FHFG']"
1,53,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,63,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,67,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFHF', 'FHHG']"
1,62,0,1.0,0.803057341509771,"['SHHF', 'FFFF', 'HFHF', 'HHHG']"
1,35,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFFF', 'HHFG']"
1,30,0,1.0,0.9304302024748964,"['SFHF', 'FFHH', 'FFFH', 'HHFG']"
1,13,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FFFF', 'HFFG']"
1,44,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,19,0,1.0,0.8814479033836181,"['SFHF', 'HFHF', 'FFFF', 'HFFG']"
1,76,0,1.0,0.8451404054461714,"['SHFH', 'FFFF', 'HHHF', 'FHFG']"
1,98,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,93,0,1.0,0.9588092525966956,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,88,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FFFH', 'FHFG']"
1,67,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,3,0,0.0,0.0,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,26,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFFF', 'HFHG']"
1,19,0,1.0,0.79346393184295,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,69,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,97,0,1.0,0.9821344612135428,"['SHFH', 'FFHF', 'HFFF', 'FFFG']"
1,27,0,1.0,0.9416796087056153,"['SFHF', 'HFFH', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9388545698794984,"['SHHH', 'FHFF', 'FFFF', 'HHHG']"
1,82,0,1.0,0.9388545698794984,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,84,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,93,0,1.0,0.9056079456455165,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,40,0,1.0,0.8947894553945313,"['SFHF', 'FFFF', 'FHFH', 'FFFG']"
1,72,0,1.0,0.9645880999032158,"['SFFF', 'FFHH', 'FFFF', 'HFFG']"
1,12,0,1.0,0.8426049842298329,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,43,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,20,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'HHFF', 'HHFG']"
1,28,0,1.0,0.9502058312852957,"['SHFF', 'FFHH', 'FHFF', 'FFFG']"
1,55,0,1.0,0.9821344612135428,"['SFHF', 'HFHH', 'FFFF', 'FFFG']"
1,33,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'HFFF', 'HHFG']"
1,22,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,91,0,1.0,0.9821344612135428,"['SHFH', 'FHFH', 'FFFF', 'FHFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HFHG']"
1,38,0,1.0,0.9220814271464737,"['SHHF', 'FHHF', 'FFFF', 'HHFG']"
1,15,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,88,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFHF', 'HFFG']"
1,65,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,56,0,1.0,0.985089730404757,"['SFFF', 'FFFH', 'HFFF', 'FFFG']"
1,84,0,1.0,0.860513950810667,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,7,0,1.0,0.9445131481500655,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,76,0,1.0,0.9001824484431542,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,36,0,1.0,0.9473552137914398,"['SHHH', 'FFFF', 'HHFF', 'FHFG']"
1,23,0,0.0,0.0,"['SFFH', 'FFFH', 'FFHH', 'FFFG']"
1,10,0,1.0,0.837556937769312,"['SFFF', 'FFFH', 'FFFH', 'HHFG']"
1,46,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'FHHF', 'FHHG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,92,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHHG']"
1,48,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FHHF', 'HHFG']"
1,79,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFHF', 'HFFG']"
1,27,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HHHG']"
1,89,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,56,0,1.0,0.7584982177744161,"['SFHF', 'HFFH', 'HHFH', 'HFFG']"
1,36,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,24,0,1.0,0.78398512608332,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,35,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9616943356035061,"['SHFF', 'FHHF', 'FFFF', 'FFHG']"
1,51,0,1.0,0.9193151828650342,"['SFHH', 'HFHH', 'FFHF', 'FFFG']"
1,39,0,0.0,0.0,"['SHFF', 'FFFF', 'HFFH', 'FHFG']"
1,11,0,1.0,0.8176653739626438,"['SFHH', 'HFFH', 'FFFF', 'FHFG']"
1,95,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFHH', 'FFFG']"
1,5,0,1.0,0.7910835400474212,"['SFFH', 'FFFH', 'FHFF', 'HFFG']"
1,58,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,36,0,1.0,0.8709180316048211,"['SFFH', 'HHFF', 'FHFH', 'HHFG']"
1,76,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,17,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'FFHH', 'FFFG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'HFHH', 'FFFH', 'FFFG']"
1,58,0,1.0,0.9304302024748964,"['SFFH', 'FFFH', 'FFFF', 'FHHG']"
1,59,0,1.0,0.860513950810667,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SFFF', 'HHFF', 'HFHF', 'FFFG']"
1,33,0,1.0,0.9674905716180701,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,62,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,64,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFFF', 'FHFG']"
1,100,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFF', 'FHHG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFHF', 'FFHG']"
1,45,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FFHF', 'FHHG']"
1,10,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFH', 'FFFG']"
1,34,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'FFHG']"
1,29,0,1.0,0.9001824484431542,"['SFHF', 'HFFF', 'FHFF', 'HHHG']"
1,49,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,5,0,0.0,0.0,"['SHFH', 'FFFF', 'FFFF', 'HFHG']"
1,16,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'HHFG']"
1,90,0,1.0,0.884100203995605,"['SFFH', 'FHFH', 'HHFF', 'FFHG']"
1,29,0,1.0,0.8451404054461714,"['SFFH', 'FFFF', 'FFHH', 'HFFG']"
1,36,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFH', 'HFFG']"
1,90,0,1.0,0.7958514863018556,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,23,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'FFFG']"
1,78,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'HFFF', 'FFFG']"
1,81,0,1.0,0.8947894553945313,"['SFFH', 'FFHH', 'FFFH', 'FHFG']"
1,59,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,31,0,1.0,0.8921050870283477,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,71,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,48,0,1.0,0.9248559951318693,"['SFHH', 'HFFF', 'HHFF', 'FHHG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HHFF', 'FHFG']"
1,32,0,1.0,0.776950406379376,"['SFHH', 'FHHF', 'FFFF', 'HHFG']"
1,14,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,80,0,1.0,0.8974819010978248,"['SFFH', 'FFHH', 'HFFF', 'HFHG']"
1,27,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'HHHF', 'FHHG']"
1,39,0,1.0,0.93603800616986,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,22,0,1.0,0.9473552137914398,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,79,0,1.0,0.8814479033836181,"['SHHF', 'FHHF', 'FFFF', 'FHHG']"
1,11,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFHG']"
1,81,0,1.0,0.9733217421754432,"['SHFH', 'FHHF', 'FFHH', 'HFFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,41,0,1.0,0.9110661429076764,"['SFHF', 'HFHF', 'FFFF', 'FHFG']"
1,87,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFHF', 'FFFG']"
1,38,0,1.0,0.9502058312852957,"['SFFF', 'HHHF', 'HFHF', 'FFFG']"
1,30,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,100,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'FFFF', 'FHHG']"
1,29,0,1.0,0.8947894553945313,"['SFFF', 'FHFH', 'FFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FHHF', 'FHFF', 'FFFG']"
1,95,0,1.0,0.9733217421754432,"['SHFF', 'FHFF', 'FFFF', 'HFFG']"
1,14,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,16,0,1.0,0.9248559951318693,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,53,0,1.0,0.9502058312852957,"['SFHF', 'FFHF', 'HFFF', 'FFFG']"
1,88,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'FFFH', 'HHFG']"
1,74,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,36,0,1.0,0.8761671489944468,"['SFFF', 'FFFH', 'HHFF', 'HHFG']"
1,56,0,1.0,0.7910835400474212,"['SHFH', 'FFFF', 'FHHF', 'FFHG']"
1,39,0,1.0,0.9001824484431542,"['SFHF', 'HFFH', 'FHFF', 'FHFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHFF', 'HHHG']"
1,42,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'FFFF', 'FHFG']"
1,81,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'HFFF', 'FFFG']"
1,36,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,59,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFFF', 'HHHG']"
1,63,0,1.0,0.9138075656044898,"['SFHF', 'FFFF', 'HHHF', 'FHHG']"
1,34,0,1.0,0.9762504936564125,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,14,0,1.0,0.7630697687590515,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,36,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,73,0,1.0,0.8325391341551359,"['SFFH', 'HHFH', 'FHFF', 'FHHG']"
1,17,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFH', 'FHFG']"
1,20,0,1.0,0.9416796087056153,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,63,0,1.0,0.860513950810667,"['SHHH', 'FHHH', 'FFHH', 'HFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'FHFG']"
1,75,0,1.0,0.9138075656044898,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,50,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,28,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FHFG']"
1,44,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,15,0,0.0,0.0,"['SFFH', 'HFFF', 'FFHF', 'FFHG']"
1,90,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFF', 'HFFG']"
1,63,0,1.0,0.9056079456455165,"['SFFH', 'FFFF', 'HHFH', 'HHFG']"
1,62,0,1.0,0.7863441585589971,"['SFHH', 'HFFH', 'FFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,40,0,1.0,0.9276389118674717,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,82,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,16,0,1.0,0.9165572373164391,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'FFFH', 'FFFH', 'FFFG']"
1,31,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FFFH', 'FFFG']"
1,26,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHFG']"
