Temperature,Simulations,Return,Discounted Return,Map
1,39,0,1.0,0.8921050870283477,"['SFFF', 'FHFH', 'HFFH', 'FHFG']"
1,19,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFF', 'HHHG']"
1,18,0,1.0,0.8300415167526705,"['SFFH', 'HFFH', 'HHFF', 'FHHG']"
1,7,0,1.0,0.857932408958235,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,30,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFHF', 'FHFG']"
1,46,0,1.0,0.9616943356035061,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,3,0,1.0,0.8761671489944468,"['SFFF', 'FHFF', 'FHFF', 'HHHG']"
1,71,0,1.0,0.985089730404757,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,41,0,0.0,0.0,"['SFHF', 'FHHF', 'FFHH', 'HFFG']"
1,58,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHHF', 'HHHG']"
1,7,0,1.0,0.8947894553945313,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,43,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFHG']"
1,98,0,1.0,0.9762504936564125,"['SHHH', 'FFHF', 'HFFH', 'FFFG']"
1,88,0,1.0,0.9733217421754432,"['SFHH', 'HFHH', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9445131481500655,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFFF', 'HHFG']"
1,33,0,1.0,0.9416796087056153,"['SFFH', 'HFFH', 'FHFF', 'FFHG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'HHHG']"
1,24,0,1.0,0.9001824484431542,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,48,0,1.0,0.90289112180858,"['SFFF', 'HFFH', 'HHFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFF', 'HFHF', 'HFHG']"
1,7,0,1.0,0.8553586117313603,"['SFFF', 'FFHF', 'HFHF', 'HFHG']"
1,52,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HHFG']"
1,25,0,0.0,0.0,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,71,0,1.0,0.857932408958235,"['SFFH', 'FFFH', 'HFHH', 'HFFG']"
1,72,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFH', 'HHFG']"
1,77,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'HFFH', 'HHFG']"
1,91,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,37,0,1.0,0.860513950810667,"['SHHF', 'FHFH', 'FFFF', 'HFFG']"
1,86,0,1.0,0.9559328248389055,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,43,0,1.0,0.835044266956004,"['SFHH', 'FFHF', 'FFFF', 'HFHG']"
1,91,0,1.0,0.9616943356035061,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,67,0,1.0,0.9502058312852957,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,82,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,40,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'FHHH', 'FHFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'HHHG']"
1,15,0,1.0,0.7584982177744161,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,38,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHH', 'HFFG']"
1,74,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,10,0,0.0,0.0,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HFFF', 'FFHH', 'FFFG']"
1,94,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'FFHF', 'HFFG']"
1,94,0,1.0,0.9248559951318693,"['SFHF', 'FHFF', 'FFHH', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'HHFF', 'FHFG']"
1,84,0,1.0,0.93603800616986,"['SHFF', 'FFHF', 'FFFF', 'FFHG']"
1,35,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFH', 'FHHF', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFFF', 'FFFG']"
1,98,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFHF', 'HFFG']"
1,42,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFHH', 'FFFG']"
1,7,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFH', 'HHFG']"
1,35,0,1.0,0.9502058312852957,"['SHHH', 'FHFH', 'FHHH', 'FFFG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,32,0,1.0,0.9304302024748964,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,40,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,70,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,80,0,1.0,0.8225935318117279,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,41,0,1.0,0.78398512608332,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,33,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHFF', 'FHFG']"
1,66,0,1.0,0.985089730404757,"['SFHH', 'FHFH', 'FFFH', 'HFFG']"
1,41,0,1.0,0.9083329444789534,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FFFG']"
1,30,0,1.0,0.9559328248389055,"['SFFH', 'FHFF', 'FHFF', 'FHHG']"
1,59,0,0.0,0.0,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,44,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FHFF', 'HFFG']"
1,35,0,1.0,0.9821344612135428,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,55,0,1.0,0.9530650263643888,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,94,0,1.0,0.9791880578299021,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,27,0,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'FFFF', 'HFFG']"
1,85,0,1.0,0.9502058312852957,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,64,0,1.0,0.9304302024748964,"['SFFH', 'FHFH', 'HHFH', 'FHFG']"
1,32,0,1.0,0.9674905716180701,"['SHHH', 'FFFH', 'FFHF', 'FFFG']"
1,33,0,1.0,0.8814479033836181,"['SHHH', 'FHHF', 'FFHF', 'FFFG']"
1,17,0,1.0,0.8867604854519608,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,82,0,1.0,0.9445131481500655,"['SHHF', 'FFFF', 'FFHF', 'FHHG']"
1,24,0,1.0,0.8867604854519608,"['SFHF', 'HFHF', 'HFHH', 'HFFG']"
1,15,0,0.0,0.0,"['SHHH', 'FHHF', 'FFHF', 'HFFG']"
1,72,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FFFF', 'HHHG']"
1,78,0,1.0,0.9762504936564125,"['SFHF', 'FFHH', 'HFFF', 'HFHG']"
1,77,0,1.0,0.9616943356035061,"['SHHF', 'FFFH', 'HFFF', 'HFFG']"
1,56,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FHFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFFF', 'FFFH', 'FHFG']"
1,86,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,35,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HFFH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,9,0,1.0,0.8788035596734672,"['SFHF', 'HFFH', 'HFFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'FFFG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'FHFG']"
1,61,0,1.0,0.8867604854519608,"['SFHH', 'HFFF', 'HHHF', 'HHHG']"
1,51,0,1.0,0.8709180316048211,"['SFFF', 'FHHF', 'FHFF', 'HHFG']"
1,31,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'HHFG']"
1,21,0,1.0,0.9193151828650342,"['SFHH', 'FHFF', 'FFFF', 'HFFG']"
1,54,0,1.0,0.9704017769489168,"['SFHF', 'FHFH', 'FFFF', 'FHFG']"
1,51,0,1.0,0.9473552137914398,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,50,0,1.0,0.9559328248389055,"['SFFF', 'HFFH', 'FFFH', 'HFFG']"
1,21,0,1.0,0.8451404054461714,"['SFFH', 'FFFH', 'FFFF', 'HFHG']"
1,27,0,1.0,0.798246224976786,"['SFFH', 'HFFF', 'FHFH', 'HHFG']"
1,84,0,1.0,0.9388545698794984,"['SFFH', 'HHFH', 'HFFF', 'FFFG']"
1,63,0,1.0,0.747188804859888,"['SFFF', 'HFHH', 'FFHH', 'FFFG']"
1,48,0,1.0,0.835044266956004,"['SFHH', 'FFFF', 'HFHF', 'FFHG']"
1,13,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,26,0,1.0,0.9674905716180701,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,53,0,1.0,0.9304302024748964,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFF', 'HHHF', 'FHFF', 'HHFG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FHHF', 'FFHF', 'HFFG']"
1,71,0,1.0,0.9645880999032158,"['SFFF', 'FFHF', 'HFFF', 'HFFG']"
1,14,0,1.0,0.90289112180858,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,40,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'FFFF', 'HHFG']"
1,95,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HFHF', 'HHFG']"
1,17,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'FFHG']"
1,24,0,1.0,0.8078974551636565,"['SFFF', 'HHFH', 'HHFF', 'HFHG']"
1,34,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,94,0,1.0,0.9530650263643888,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,90,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HHHG']"
1,34,0,1.0,0.9276389118674717,"['SFHF', 'FFHH', 'HFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FFHF', 'HFFF', 'HHFG']"
1,20,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,38,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'FFHG']"
1,48,0,1.0,0.9791880578299021,"['SFFH', 'FFHH', 'FFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'HHFG']"
1,54,0,1.0,0.9445131481500655,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'HHFG']"
1,88,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHHH', 'FFFG']"
1,67,0,1.0,0.9588092525966956,"['SHFH', 'FHHF', 'FHHH', 'FFFG']"
1,24,0,1.0,0.9056079456455165,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,24,0,1.0,0.8325391341551359,"['SFHH', 'FFHF', 'HFHH', 'FFFG']"
1,68,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,20,0,1.0,0.9416796087056153,"['SFFH', 'HHFF', 'HHFF', 'HHFG']"
1,44,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FFFF', 'FHFG']"
1,74,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,59,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,90,0,1.0,0.9473552137914398,"['SFFF', 'HFHF', 'HFHH', 'HFFG']"
1,81,0,1.0,0.9645880999032158,"['SHFH', 'FHHH', 'FFHH', 'FFFG']"
1,15,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'HFFF', 'FFFG']"
1,99,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,47,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,25,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HFHF', 'HHHG']"
1,24,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FFFF', 'HHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,70,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HHHG']"
1,10,0,1.0,0.8476834558136123,"['SFFF', 'FHHF', 'HHFF', 'FFHG']"
1,14,0,0.0,0.0,"['SFHH', 'FFHF', 'HFHF', 'HFFG']"
1,99,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFFH', 'FFFG']"
1,92,0,1.0,0.9704017769489168,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHH', 'FHFH', 'FFFG']"
1,17,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,59,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,44,0,1.0,0.985089730404757,"['SFHH', 'FFHF', 'FFFH', 'FFFG']"
1,41,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHH', 'HFFG']"
1,77,0,1.0,0.9276389118674717,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,92,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,34,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,14,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,94,0,1.0,0.9388545698794984,"['SHHH', 'FFHH', 'HFFH', 'HFFG']"
1,96,0,1.0,0.9791880578299021,"['SHFF', 'FHHF', 'FFFF', 'HFFG']"
1,28,0,1.0,0.9304302024748964,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,48,0,1.0,0.9304302024748964,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,92,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'FHHH', 'FFFG']"
1,36,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,4,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFFG']"
1,85,0,1.0,0.7910835400474212,"['SHHF', 'FHFH', 'FFFH', 'HHFG']"
1,89,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FFHF', 'FFFG']"
1,68,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,76,0,1.0,0.9588092525966956,"['SFFF', 'HHFH', 'FHFF', 'HFFG']"
1,21,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFH', 'FHFG']"
1,29,0,1.0,0.9388545698794984,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,3,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,72,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,28,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFF', 'FFHG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFH', 'FFHF', 'FFFG']"
1,52,0,1.0,0.9220814271464737,"['SFFH', 'FHFF', 'FHHF', 'HFFG']"
1,21,0,1.0,0.7863441585589971,"['SFFH', 'FFFF', 'HFHF', 'HFHG']"
1,98,0,1.0,0.93603800616986,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,15,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,71,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'FHFG']"
1,24,0,1.0,0.9588092525966956,"['SHFH', 'FHHF', 'FFHH', 'FFFG']"
1,50,0,1.0,0.7516921927868743,"['SFFF', 'FHHH', 'FFFF', 'FHHG']"
1,20,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,88,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'FHFG']"
1,93,0,1.0,0.9588092525966956,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,32,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'FFFF', 'HFFG']"
1,18,0,1.0,0.9762504936564125,"['SFHF', 'FHHH', 'FHFF', 'FFFG']"
1,69,0,1.0,0.9821344612135428,"['SHHF', 'FFHH', 'FFFF', 'HFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HFHG']"
1,86,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FFFF', 'FFFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFHH', 'FFFH', 'FHFG']"
1,7,0,1.0,0.8867604854519608,"['SFFF', 'FHHF', 'FFHF', 'FFFG']"
1,17,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,32,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HFHG']"
1,65,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,10,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FFFG']"
1,37,0,1.0,0.9332298921513504,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,68,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFH', 'HHFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFH', 'HFFG']"
1,72,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFF', 'FFHG']"
1,40,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FHFG']"
1,62,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,11,0,0.0,0.0,"['SHFH', 'FHHF', 'FHFH', 'FFFG']"
1,100,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,53,0,1.0,0.985089730404757,"['SHHH', 'FFHF', 'FFHH', 'FFFG']"
1,53,0,1.0,0.9332298921513504,"['SFFH', 'FHFH', 'HFFH', 'FHFG']"
1,85,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,99,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,15,0,1.0,0.9248559951318693,"['SFFH', 'FHFH', 'FHFF', 'HFFG']"
1,8,0,1.0,0.8683052775100066,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,31,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,40,0,1.0,0.7910835400474212,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,83,0,1.0,0.8788035596734672,"['SFHH', 'HFFF', 'HHHF', 'FHHG']"
1,99,0,1.0,0.9645880999032158,"['SFHF', 'FFHH', 'FHFF', 'FFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFH', 'FFFH', 'HHFG']"
1,15,0,1.0,0.9248559951318693,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,33,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HHHF', 'FHHG']"
1,31,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'HFHG']"
1,69,0,1.0,0.93603800616986,"['SFFF', 'FFFH', 'HFFF', 'HHHG']"
1,69,0,1.0,0.9616943356035061,"['SHFH', 'FFFF', 'HHHF', 'FHHG']"
1,77,0,1.0,0.9001824484431542,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,62,0,1.0,0.9733217421754432,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,92,0,1.0,0.9165572373164391,"['SHFF', 'FFFH', 'FFFH', 'HHFG']"
1,100,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFFF', 'HFFG']"
1,43,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,96,0,1.0,0.9530650263643888,"['SFFH', 'FFHF', 'FFFF', 'HFHG']"
1,73,0,1.0,0.985089730404757,"['SFHF', 'FHFF', 'FFFF', 'FFFG']"
1,87,0,1.0,0.8947894553945313,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFHH', 'FHHH', 'FFFG']"
1,35,0,1.0,0.9588092525966956,"['SFFH', 'HFHH', 'HFFF', 'HFFG']"
1,39,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,55,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,20,0,1.0,0.8054737627981655,"['SHHF', 'FFFH', 'FHFF', 'HFFG']"
1,80,0,1.0,0.93603800616986,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,78,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'HHFG']"
1,99,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FFHF', 'HFHG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'FFFG']"
1,55,0,1.0,0.9674905716180701,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,30,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,26,0,1.0,0.9388545698794984,"['SHFH', 'FFFF', 'HHHF', 'HHHG']"
1,10,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HHFF', 'HHHG']"
1,30,0,1.0,0.884100203995605,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,45,0,1.0,0.8426049842298329,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,42,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,65,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFH', 'HHFG']"
1,21,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,16,0,1.0,0.9473552137914398,"['SFHF', 'HFFF', 'FFHF', 'HFFG']"
1,22,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'HHFG']"
1,56,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,18,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,52,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHFF', 'HFFG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFF', 'FHHG']"
1,71,0,1.0,0.9445131481500655,"['SFFF', 'HFHH', 'HFFF', 'HFFG']"
1,99,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,63,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,7,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFF', 'HHHG']"
1,85,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'HFFH', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,48,0,1.0,0.9193151828650342,"['SFFH', 'FFFF', 'FHHF', 'HHFG']"
1,68,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'FFHF', 'FFFG']"
1,86,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HFFF', 'FHFG']"
1,30,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,92,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FFHF', 'HFHG']"
1,77,0,1.0,0.8735386475474635,"['SHFH', 'FFFH', 'HFFF', 'HFHG']"
1,12,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHHG']"
1,52,0,1.0,0.8761671489944468,"['SFFH', 'FHFH', 'HFFF', 'FFHG']"
1,46,0,1.0,0.8127667407072335,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
1,88,0,1.0,0.9674905716180701,"['SFHF', 'FFHF', 'HFFH', 'HFFG']"
1,64,0,1.0,0.8788035596734672,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,67,0,1.0,0.9138075656044898,"['SHHH', 'FHHH', 'FFFF', 'FFHG']"
1,99,0,1.0,0.9388545698794984,"['SHFH', 'FFFF', 'FFHF', 'FHHG']"
1,89,0,1.0,0.9473552137914398,"['SFFH', 'HFHF', 'FFFF', 'HHHG']"
1,80,0,1.0,0.9791880578299021,"['SFHF', 'FHFH', 'FFFF', 'FFHG']"
1,78,0,1.0,0.9473552137914398,"['SFHF', 'HFHH', 'HFHF', 'HFFG']"
1,11,0,1.0,0.8761671489944468,"['SFFH', 'HFFF', 'HFFF', 'HFHG']"
1,39,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'HFFG']"
1,86,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'HHFF', 'HHHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,52,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FFFH', 'HHFG']"
1,81,0,1.0,0.8921050870283477,"['SFHF', 'FHFF', 'FFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'HFFG']"
1,84,0,1.0,0.8947894553945313,"['SFFF', 'FHFH', 'HHFF', 'HHHG']"
1,39,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FHFG']"
1,11,0,1.0,0.9110661429076764,"['SFFF', 'FHHF', 'HFFF', 'HFHG']"
1,23,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'FHHG']"
1,56,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'FFHF', 'HHHG']"
