Temperature,Simulations,Return,Discounted Return,Map
1,30,0,1.0,0.8325391341551359,"['SHFH', 'FHFF', 'FHHF', 'FFFG']"
1,84,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFH', 'HHFG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'FFFF', 'FHFG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,18,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FHHF', 'FFFG']"
1,16,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,41,0,1.0,0.8426049842298329,"['SFHH', 'HFHH', 'HFFH', 'HHFG']"
1,63,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,72,0,1.0,0.9502058312852957,"['SFFH', 'HFHF', 'HFFH', 'HFFG']"
1,30,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HFHG']"
1,17,0,1.0,0.8921050870283477,"['SFFF', 'FFHH', 'HFFH', 'FFFG']"
1,22,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'FFHG']"
1,50,0,1.0,0.9762504936564125,"['SHFH', 'FFFH', 'FFFF', 'FFFG']"
1,100,0,1.0,0.9645880999032158,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,34,0,1.0,0.8078974551636565,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,25,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFH', 'HHFG']"
1,22,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'HFFG']"
1,1,0,0.0,0.0,"['SFFF', 'FHFF', 'HHHF', 'HFHG']"
1,44,0,1.0,0.8176653739626438,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,63,0,1.0,0.9193151828650342,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,71,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,1,0,0.0,0.0,"['SFFH', 'FHHH', 'FHFH', 'FFFG']"
1,65,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHF', 'HFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFF', 'HHFF', 'FHFG']"
1,5,0,1.0,0.7449472384453084,"['SFFH', 'FHFF', 'HHFF', 'FHHG']"
1,36,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHH', 'HFFG']"
1,37,0,0.0,0.0,"['SFHH', 'FFFF', 'HHFH', 'HFFG']"
1,40,0,1.0,0.9332298921513504,"['SFFF', 'FFHH', 'FFFF', 'HFFG']"
1,33,0,1.0,0.9821344612135428,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,32,0,1.0,0.9445131481500655,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,7,0,0.0,0.0,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,44,0,1.0,0.9791880578299021,"['SHHH', 'FHHH', 'FFFF', 'FFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFFG']"
1,56,0,1.0,0.9248559951318693,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,53,0,1.0,0.837556937769312,"['SFHH', 'HFFF', 'HHHF', 'HFFG']"
1,27,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,87,0,1.0,0.9445131481500655,"['SFFH', 'FHHF', 'FFFF', 'HFFG']"
1,19,0,1.0,0.9248559951318693,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,41,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'FHFF', 'HFFG']"
1,35,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'FFFF', 'FFHG']"
1,49,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,36,0,1.0,0.8502341582884777,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,81,0,1.0,0.9616943356035061,"['SFHH', 'FFHF', 'HFFF', 'FHFG']"
1,20,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'HHHG']"
1,94,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HFHF', 'FFFG']"
1,73,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,83,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'FFFF', 'HHFG']"
1,93,0,1.0,0.9445131481500655,"['SFFF', 'HFHF', 'HHHF', 'HFFG']"
1,76,0,1.0,0.9473552137914398,"['SHHF', 'FHHH', 'FFFF', 'FHFG']"
1,62,0,1.0,0.9704017769489168,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,94,0,1.0,0.7910835400474212,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,11,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,91,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'HFFH', 'FFFG']"
1,52,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'FHHF', 'HHHG']"
1,50,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHH', 'HFFG']"
1,56,0,1.0,0.8867604854519608,"['SFHH', 'FFHF', 'HFHF', 'HFFG']"
1,29,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'FHFG']"
1,71,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'FFFF', 'FFFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,31,0,1.0,0.9704017769489168,"['SFHH', 'HFFF', 'HFFF', 'FHHG']"
1,1,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHH', 'FFFG']"
1,58,0,1.0,0.9445131481500655,"['SFHH', 'HFFH', 'HFFF', 'FHHG']"
1,100,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,34,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HFHG']"
1,49,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'HFFH', 'HHFG']"
1,43,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'FFHF', 'HHFG']"
1,34,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9559328248389055,"['SFHH', 'HFHH', 'FFFF', 'HHFG']"
1,29,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,60,0,1.0,0.7449472384453084,"['SFHH', 'HFFF', 'FHFH', 'FFFG']"
1,30,0,1.0,0.8451404054461714,"['SFHH', 'HFFF', 'FHHF', 'HFHG']"
1,32,0,1.0,0.9791880578299021,"['SHFF', 'FHFH', 'FFFH', 'FFFG']"
1,45,0,1.0,0.8894287717672626,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,55,0,1.0,0.9733217421754432,"['SFHF', 'FFHH', 'FFFH', 'HFFG']"
1,65,0,1.0,0.9530650263643888,"['SHHF', 'FFHF', 'FHFF', 'FFFG']"
1,27,0,1.0,0.8735386475474635,"['SFFH', 'FFFH', 'FFFF', 'HHFG']"
1,45,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'HHFG']"
1,71,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'FHFG']"
1,37,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,53,0,1.0,0.9674905716180701,"['SHHH', 'FFHH', 'FFFF', 'HFHG']"
1,98,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,30,0,1.0,0.9304302024748964,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,17,0,1.0,0.8152123778407558,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,62,0,1.0,0.9588092525966956,"['SFHF', 'FHHF', 'FFFF', 'HFHG']"
1,60,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,87,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFH', 'HFFG']"
1,94,0,1.0,0.9762504936564125,"['SHHF', 'FHHF', 'FFFH', 'FFFG']"
1,78,0,1.0,0.8947894553945313,"['SHHF', 'FHFF', 'FFFF', 'HHHG']"
1,43,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,53,0,1.0,0.8761671489944468,"['SFHF', 'HFFH', 'FFFF', 'FHHG']"
1,67,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,23,0,1.0,0.9332298921513504,"['SFFH', 'FFFF', 'HHHF', 'FFFG']"
1,42,0,1.0,0.8947894553945313,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,13,0,0.0,0.0,"['SFHF', 'FFHH', 'FHFH', 'FFFG']"
1,26,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHHF', 'FFHG']"
1,31,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,90,0,1.0,0.9559328248389055,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,88,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,90,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'HFHF', 'HFFG']"
1,88,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FHFH', 'FHFG']"
1,16,0,1.0,0.93603800616986,"['SFFF', 'HFFF', 'FFHF', 'FHFG']"
1,81,0,1.0,0.9445131481500655,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'HFFG']"
1,94,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FFHF', 'FHHG']"
1,67,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,77,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HFHF', 'HHHG']"
1,71,0,1.0,0.9674905716180701,"['SFHH', 'FHHH', 'FFHH', 'FFFG']"
1,61,0,1.0,0.8709180316048211,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,71,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,20,0,1.0,0.9733217421754432,"['SFFF', 'HHHF', 'FHHF', 'FFHG']"
1,59,0,1.0,0.985089730404757,"['SFHF', 'FFFH', 'HFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'HHFG']"
1,58,0,1.0,0.9616943356035061,"['SFFH', 'HHFH', 'FHFF', 'HFFG']"
1,9,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,71,0,1.0,0.9530650263643888,"['SFHH', 'FHFF', 'FFFH', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'HHFF', 'FHFF', 'HFHG']"
1,46,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFHF', 'FFFG']"
1,34,0,1.0,0.9762504936564125,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,22,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHFF', 'HFFG']"
1,66,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'HHFF', 'HHHG']"
1,43,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFFF', 'FHHG']"
1,97,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFH', 'HHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHF', 'HFFG']"
1,91,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,78,0,1.0,0.8553586117313603,"['SHHF', 'FFHH', 'HFFF', 'FHFG']"
1,47,0,1.0,0.9674905716180701,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,64,0,1.0,0.9416796087056153,"['SFHH', 'FHHF', 'FHHF', 'FFFG']"
1,30,0,1.0,0.9588092525966956,"['SHHH', 'FHHF', 'FFHH', 'FFFG']"
1,76,0,1.0,0.9445131481500655,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,80,0,1.0,0.9645880999032158,"['SFFF', 'FFFH', 'FFFF', 'FFHG']"
1,15,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FHFG']"
1,14,0,1.0,0.8709180316048211,"['SFFF', 'FHFH', 'FFFF', 'FFFG']"
1,54,0,1.0,0.93603800616986,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,84,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,31,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'FHFG']"
1,74,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FFFF', 'HHHG']"
1,69,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHF', 'HFFG']"
1,11,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HFHG']"
1,97,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'HFFF', 'HFFG']"
1,51,0,1.0,0.9165572373164391,"['SFHH', 'FFFF', 'FHHF', 'HFHG']"
1,75,0,1.0,0.93603800616986,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HHFG']"
1,34,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FFFF', 'FHFG']"
1,100,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,83,0,1.0,0.9165572373164391,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,78,0,1.0,0.8947894553945313,"['SHFH', 'FFFF', 'HFHF', 'HHFG']"
1,65,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,37,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HFHF', 'FFFG']"
1,33,0,1.0,0.9762504936564125,"['SFFH', 'FHHF', 'FFFH', 'FFFG']"
1,97,0,1.0,0.9502058312852957,"['SHFF', 'FHHF', 'FFFF', 'FFHG']"
1,35,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,31,0,1.0,0.8814479033836181,"['SFHF', 'HFFF', 'FHFF', 'HHFG']"
1,27,0,1.0,0.9502058312852957,"['SFFH', 'FHFH', 'FFFF', 'FHFG']"
1,32,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HFFG']"
1,40,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFFH', 'FFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HFHG']"
1,77,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFHH', 'FFFG']"
1,31,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFF', 'HFHG']"
1,80,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FHHF', 'HFHG']"
1,31,0,1.0,0.90289112180858,"['SFHF', 'FFHH', 'FFFF', 'FHFG']"
1,40,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHHF', 'HFHG']"
1,62,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFFH', 'FHFF', 'FHHF', 'FFHG']"
1,1,0,0.0,0.0,"['SFFF', 'FHHF', 'HFHF', 'FHFG']"
1,94,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'HFFF', 'FFFG']"
1,71,0,1.0,0.9083329444789534,"['SHFH', 'FFFH', 'FFFH', 'HHFG']"
1,18,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HFHG']"
1,67,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'HHFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'HFFF', 'HHFG']"
1,40,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HHHG']"
1,7,0,0.0,0.0,"['SHFH', 'FHFH', 'FFHF', 'HFFG']"
1,98,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,13,0,0.0,0.0,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,46,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FHHF', 'HHFG']"
1,98,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HHFF', 'HFFG']"
1,58,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFHF', 'FHHG']"
1,53,0,1.0,0.985089730404757,"['SFHF', 'FHFH', 'FFFF', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFF', 'HHFH', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,70,0,1.0,0.8657003616774767,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,97,0,1.0,0.8894287717672626,"['SHHF', 'FFFF', 'FFHF', 'FHFG']"
1,85,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFH', 'FFFG']"
1,84,0,1.0,0.9276389118674717,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,100,0,1.0,0.93603800616986,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,98,0,1.0,0.8709180316048211,"['SFHH', 'HFHH', 'HFFF', 'HFHG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HHFF', 'FHFG']"
1,10,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHH', 'FFFG']"
1,50,0,0.0,0.0,"['SFHH', 'HFHF', 'HFHH', 'HFFG']"
1,90,0,1.0,0.9821344612135428,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,51,0,1.0,0.9559328248389055,"['SFHF', 'HFHF', 'HFFH', 'FFFG']"
1,76,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'HHHF', 'FHHG']"
1,27,0,1.0,0.9276389118674717,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,46,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'FFHF', 'HHFG']"
1,14,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,49,0,1.0,0.9083329444789534,"['SHFH', 'FHFF', 'FFFH', 'FHFG']"
1,53,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'FHHF', 'HFHG']"
1,26,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,34,0,1.0,0.9220814271464737,"['SFFF', 'HFFH', 'HFFF', 'HFHG']"
1,95,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,44,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,80,0,1.0,0.9645880999032158,"['SFHH', 'HFFH', 'HHFF', 'HHFG']"
1,19,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FHFF', 'FFFG']"
1,94,0,1.0,0.9220814271464737,"['SFHH', 'FFFH', 'HHFF', 'HHHG']"
1,48,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FHFF', 'HHFG']"
1,9,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,85,0,1.0,0.9733217421754432,"['SHFH', 'FHHH', 'FFFH', 'FFFG']"
1,35,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FFHG']"
1,94,0,1.0,0.9821344612135428,"['SFHH', 'HFHH', 'FFFH', 'FHFG']"
1,30,0,1.0,0.8325391341551359,"['SFFH', 'HHFH', 'FHFF', 'FHHG']"
1,19,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HHFF', 'HHFG']"
1,76,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'HFFH', 'HFFG']"
1,100,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FHHG']"
1,43,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFHF', 'HFFG']"
1,29,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFF', 'FFHG']"
1,44,0,1.0,0.9220814271464737,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,66,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HFFF', 'HHFG']"
1,71,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,87,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'HHHF', 'FFHG']"
1,71,0,1.0,0.9502058312852957,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,78,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFFF', 'HHHG']"
1,11,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'FHFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,99,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HHFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,90,0,1.0,0.9674905716180701,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,26,0,1.0,0.90289112180858,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,7,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,19,0,1.0,0.9110661429076764,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,92,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFF', 'HHHG']"
1,81,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FFHF', 'FFFG']"
1,75,0,1.0,0.9332298921513504,"['SFFF', 'HFFH', 'FHFH', 'HFFG']"
1,57,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,26,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HHFH', 'FFFG']"
1,36,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'HFFG']"
1,60,0,1.0,0.9276389118674717,"['SHFF', 'FHFH', 'FFFF', 'FHHG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,42,0,1.0,0.7863441585589971,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,83,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'HHFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,75,0,1.0,0.9559328248389055,"['SFHH', 'FFHH', 'FHHH', 'FFFG']"
1,41,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FFHF', 'HHFG']"
1,82,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFHF', 'FHHG']"
1,18,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,6,0,1.0,0.7630697687590515,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,21,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFH', 'HHFG']"
1,84,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'HHFF', 'FFFG']"
1,63,0,1.0,0.9248559951318693,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,49,0,1.0,0.9056079456455165,"['SFHH', 'HFFH', 'HFFF', 'HFHG']"
1,77,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,94,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'HFFH', 'FFFG']"
1,71,0,1.0,0.9791880578299021,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,42,0,1.0,0.7427123967299725,"['SHHF', 'FFFH', 'HFFF', 'FHFG']"
1,18,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,46,0,1.0,0.79346393184295,"['SFHH', 'HFHH', 'FFFF', 'HFHG']"
1,46,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,23,0,1.0,0.8103284404851119,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
1,44,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SFHH', 'FFFF', 'FFFH', 'FHFG']"
1,41,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHF', 'FHFF', 'FFFG']"
1,69,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFHF', 'HFHG']"
1,20,0,1.0,0.9416796087056153,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,63,0,1.0,0.985089730404757,"['SFHF', 'HFHF', 'FFFF', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SHFF', 'FHHF', 'FFFF', 'FHHG']"
1,15,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,81,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFHF', 'FHFG']"
1,44,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHHG']"
1,12,0,1.0,0.9220814271464737,"['SFFH', 'FHHF', 'FFFH', 'FFFG']"
1,15,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,82,0,1.0,0.9791880578299021,"['SHHF', 'FHHF', 'FFFF', 'HFFG']"
1,20,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'HFHF', 'HFHG']"
1,67,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'FFHG']"
1,4,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,28,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'FFFG']"
1,51,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'HFFF', 'FFHG']"
1,1,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHH', 'FFFG']"
1,68,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFF', 'FFHG']"
1,95,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FFHF', 'HFFG']"
1,82,0,1.0,0.9445131481500655,"['SHFF', 'FFFH', 'HHFF', 'HFFG']"
1,15,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,97,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HHHF', 'HFHG']"
1,48,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFF', 'HFFG']"
1,42,0,1.0,0.9762504936564125,"['SFFF', 'FHHH', 'FHHF', 'FFFG']"
1,84,0,1.0,0.9645880999032158,"['SHFH', 'FFHF', 'FFFH', 'FHFG']"
1,89,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
