Temperature,Simulations,Return
500,1,10.0
500,10,355.0
500,13,455.0
500,3,201.0
500,3,193.0
500,13,245.0
500,5,220.0
500,10,266.0
500,6,262.0
500,7,393.0
500,8,267.0
500,15,450.0
500,8,500.0
500,3,174.0
500,10,218.0
500,13,204.0
500,6,500.0
500,4,126.0
500,16,221.0
500,3,315.0
500,3,482.0
500,12,500.0
500,9,211.0
500,10,345.0
500,10,279.0
500,6,376.0
500,11,227.0
500,11,261.0
500,7,500.0
500,13,492.0
500,7,385.0
500,1,9.0
500,12,287.0
500,16,500.0
500,6,400.0
500,6,269.0
500,15,452.0
500,13,315.0
500,13,241.0
500,3,382.0
500,12,312.0
500,11,270.0
500,16,500.0
500,5,219.0
500,11,396.0
500,9,343.0
500,10,221.0
500,12,378.0
500,14,422.0
500,11,279.0
500,15,500.0
500,4,175.0
500,9,312.0
500,8,341.0
500,6,500.0
500,15,500.0
500,16,500.0
500,1,10.0
500,14,500.0
500,11,185.0
500,4,157.0
500,1,9.0
500,4,121.0
500,13,456.0
500,13,228.0
500,4,224.0
500,15,304.0
500,7,500.0
500,14,234.0
500,9,192.0
500,8,500.0
500,15,500.0
500,16,500.0
500,15,327.0
500,12,309.0
500,3,310.0
500,7,264.0
500,16,323.0
500,9,270.0
500,5,257.0
500,14,468.0
500,3,297.0
500,4,239.0
500,4,193.0
500,5,405.0
500,16,288.0
500,11,195.0
500,5,242.0
500,1,10.0
500,12,241.0
500,16,500.0
500,8,330.0
500,8,284.0
500,16,500.0
500,12,351.0
500,6,500.0
500,16,500.0
500,5,256.0
500,15,500.0
500,1,10.0
500,10,275.0
500,5,341.0
500,14,500.0
500,3,389.0
500,3,62.0
500,7,331.0
500,4,180.0
500,14,339.0
500,6,426.0
500,3,418.0
500,5,209.0
500,11,460.0
500,16,273.0
500,8,361.0
500,12,346.0
500,1,10.0
500,2,500.0
500,8,500.0
500,10,446.0
500,15,424.0
500,14,500.0
500,10,191.0
500,15,420.0
500,2,367.0
500,6,207.0
500,3,500.0
500,16,422.0
500,9,500.0
500,1,10.0
500,11,286.0
500,12,195.0
500,2,170.0
500,10,284.0
500,15,500.0
500,12,309.0
500,4,228.0
500,15,406.0
500,1,10.0
500,16,442.0
500,5,226.0
500,15,335.0
500,3,251.0
500,4,196.0
500,2,424.0
500,13,486.0
500,3,304.0
500,1,10.0
500,2,402.0
500,4,225.0
500,14,410.0
500,15,500.0
500,9,273.0
500,15,249.0
500,4,269.0
500,13,397.0
500,4,220.0
500,4,172.0
500,10,224.0
500,5,251.0
500,13,360.0
500,16,500.0
500,6,238.0
500,9,134.0
500,7,250.0
500,9,500.0
500,4,223.0
500,6,343.0
500,11,273.0
500,13,263.0
500,14,500.0
500,13,500.0
500,15,291.0
500,5,256.0
500,16,391.0
500,13,419.0
500,14,500.0
500,8,206.0
500,6,139.0
500,9,294.0
500,8,243.0
500,5,320.0
500,13,500.0
500,9,252.0
500,16,500.0
500,11,186.0
500,11,461.0
500,14,500.0
500,8,355.0
500,9,209.0
500,15,500.0
500,2,245.0
500,4,178.0
500,4,213.0
500,11,338.0
500,15,384.0
500,1,10.0
500,4,157.0
500,2,179.0
500,16,425.0
500,2,500.0
500,4,163.0
500,2,464.0
500,12,219.0
500,1,8.0
500,10,154.0
500,9,390.0
500,15,307.0
500,1,10.0
500,15,263.0
500,4,222.0
500,4,264.0
500,2,452.0
500,10,271.0
500,5,328.0
500,14,239.0
500,4,198.0
500,15,365.0
500,13,199.0
500,11,439.0
500,1,9.0
500,13,500.0
500,13,411.0
500,3,189.0
500,8,500.0
500,12,500.0
500,12,282.0
500,5,398.0
500,3,188.0
500,12,178.0
500,12,500.0
500,14,460.0
500,9,215.0
500,12,292.0
500,3,435.0
500,1,9.0
500,5,500.0
500,9,221.0
500,9,267.0
500,13,500.0
500,5,179.0
500,6,331.0
500,11,194.0
500,10,207.0
500,8,325.0
500,11,365.0
500,5,217.0
500,7,380.0
500,11,238.0
500,7,408.0
500,4,209.0
500,15,282.0
500,15,500.0
500,12,181.0
500,6,422.0
500,1,8.0
500,1,8.0
500,4,179.0
500,5,280.0
500,4,251.0
500,8,208.0
500,11,241.0
500,8,449.0
500,15,500.0
500,11,364.0
500,13,500.0
500,6,232.0
500,7,500.0
500,14,387.0
500,16,500.0
500,11,269.0
500,7,333.0
500,16,353.0
500,12,337.0
500,15,322.0
500,1,9.0
500,13,474.0
500,11,175.0
500,14,354.0
500,14,293.0
500,8,500.0
500,15,343.0
500,9,280.0
500,15,500.0
500,2,417.0
500,7,212.0
500,11,326.0
500,9,260.0
500,12,500.0
500,1,10.0
500,13,327.0
500,5,240.0
500,9,142.0
500,2,428.0
500,6,342.0
500,12,500.0
500,11,320.0
500,15,500.0
500,3,175.0
500,9,275.0
500,15,387.0
500,4,150.0
500,13,500.0
500,11,209.0
500,6,299.0
500,10,193.0
500,9,259.0
500,9,426.0
500,15,482.0
500,14,500.0
500,15,500.0
500,11,291.0
500,15,268.0
500,16,500.0
500,12,321.0
500,5,292.0
500,6,468.0
500,12,200.0
500,8,198.0
500,5,286.0
500,4,258.0
500,7,466.0
500,8,263.0
500,15,328.0
500,9,147.0
500,12,327.0
500,9,377.0
500,2,148.0
500,11,375.0
500,9,235.0
500,8,434.0
500,1,8.0
500,5,243.0
500,7,333.0
500,16,500.0
500,2,214.0
500,1,9.0
500,5,488.0
500,6,500.0
500,7,355.0
500,2,197.0
500,4,156.0
500,6,500.0
500,9,274.0
500,6,342.0
500,7,500.0
500,16,500.0
500,5,414.0
500,12,218.0
500,5,229.0
500,12,339.0
500,11,257.0
500,2,253.0
500,8,283.0
500,2,210.0
500,7,203.0
500,4,125.0
500,9,358.0
500,4,119.0
500,12,481.0
500,15,500.0
500,1,9.0
500,5,203.0
500,16,208.0
500,16,500.0
500,13,297.0
500,12,303.0
500,2,173.0
500,6,500.0
500,15,371.0
500,9,252.0
500,14,500.0
500,14,281.0
500,3,211.0
500,5,293.0
500,15,364.0
500,9,199.0
500,6,500.0
500,6,287.0
500,4,447.0
500,5,500.0
500,15,500.0
500,4,168.0
500,2,120.0
500,5,175.0
500,11,273.0
500,4,246.0
500,2,258.0
500,2,142.0
500,15,500.0
500,7,311.0
500,1,9.0
500,8,208.0
500,9,500.0
500,10,194.0
500,10,288.0
500,11,264.0
500,4,337.0
500,1,9.0
500,14,500.0
500,4,188.0
500,10,258.0
500,6,323.0
500,2,167.0
500,12,256.0
500,11,500.0
500,13,445.0
500,6,489.0
500,8,357.0
500,8,408.0
500,10,275.0
500,13,495.0
500,14,394.0
500,7,500.0
500,8,180.0
500,2,500.0
500,13,500.0
500,9,500.0
500,4,466.0
500,4,178.0
500,5,404.0
500,3,225.0
500,4,164.0
500,12,314.0
500,5,284.0
500,7,500.0
500,13,500.0
