Temperature,Map,Simulations,Return,Discounted Return
1,"['SFFFF', 'FHHHF', 'HFHFF', 'FFFFF', 'FHHFG']",60,1.0,0.9704017769489168
1,"['SFFHF', 'HFHFH', 'HFHFF', 'FFFHF', 'HFFFG']",4,0.0,0.0
1,"['SHHHH', 'FFHFH', 'HFHHH', 'HFFHF', 'HHFFG']",15,0.0,0.0
1,"['SFFHH', 'FFFFF', 'FFFFF', 'FFHFF', 'FFFFG']",39,1.0,0.7958514863018556
1,"['SFFHF', 'FFFFF', 'HFFFH', 'FFHFF', 'FFHHG']",49,0.0,0.0
1,"['SFFFF', 'FFHFF', 'FFHFF', 'FFHFF', 'FHFFG']",83,1.0,0.9388545698794984
1,"['SFFHH', 'HHFFF', 'HHHFH', 'HFHFF', 'HHHFG']",85,1.0,0.7816331707050701
1,"['SFFFF', 'FFFFF', 'HFFFF', 'FFFFF', 'FFFFG']",4,1.0,0.9138075656044898
1,"['SFHFF', 'FHFFF', 'FFFFH', 'HHHFF', 'FFHHG']",94,0.0,0.0
1,"['SFHFF', 'FFHHF', 'HFHFF', 'HFFFH', 'FFFFG']",71,0.0,0.0
1,"['SHHHH', 'FHFHF', 'FHHHH', 'FFFFH', 'HFHFG']",11,0.0,0.0
1,"['SHFFH', 'FFFFF', 'FFHFF', 'FFFFF', 'FFHFG']",39,1.0,0.8974819010978248
1,"['SFHHF', 'FHHFH', 'FFHHF', 'HFHHF', 'HFFFG']",97,0.0,0.0
1,"['SFFFF', 'FHFFH', 'FFHFF', 'HFFHF', 'HHFFG']",22,0.0,0.0
1,"['SHHFH', 'FFFFH', 'HHFFH', 'HHHFF', 'HFFHG']",95,0.0,0.0
1,"['SFHHF', 'FFHFF', 'FHHFF', 'FFFFF', 'HFFFG']",68,1.0,0.8201257512162927
1,"['SFFFH', 'HHFFF', 'HFFHF', 'FFFHF', 'FFFFG']",94,1.0,0.8476834558136123
1,"['SFFFH', 'HFFFH', 'HHHFH', 'HHHFH', 'HFFFG']",92,1.0,0.9248559951318693
1,"['SFFHF', 'FFHHH', 'FHFFH', 'FFFFF', 'FHHFG']",2,0.0,0.0
1,"['SFFHF', 'FFHFH', 'FFFFF', 'FHFFF', 'FFHFG']",1,0.0,0.0
1,"['SFFHH', 'FHFHH', 'HHFFH', 'FHHFF', 'HHFHG']",63,0.0,0.0
1,"['SFHHF', 'FHFHH', 'FHHHH', 'FFFFF', 'FHFHG']",56,0.0,0.0
1,"['SFFFF', 'FFFHF', 'FHFFF', 'HFFFF', 'FFHHG']",8,0.0,0.0
1,"['SFFFF', 'HFFFH', 'HHFFH', 'HFHFF', 'FFHFG']",14,0.0,0.0
1,"['SFFFF', 'FFFHF', 'FFHFH', 'FFFFF', 'FFFFG']",28,1.0,0.8974819010978248
1,"['SFFFF', 'FFHHF', 'FFFFF', 'HFFHH', 'HFFFG']",22,0.0,0.0
1,"['SFFHF', 'HHFHF', 'FHFHH', 'FFFFF', 'HHFHG']",55,0.0,0.0
1,"['SHHFF', 'FHFFF', 'FHFHF', 'FFFFF', 'HHHFG']",57,0.0,0.0
1,"['SFFFF', 'FFFFH', 'FFFFF', 'FFHFF', 'FFFFG']",55,1.0,0.9733217421754432
1,"['SHFHH', 'FFHFH', 'FFFHH', 'FHFFF', 'HHFFG']",21,0.0,0.0
1,"['SFFHH', 'FHHHF', 'FFFFF', 'FHFHF', 'HHHFG']",49,0.0,0.0
1,"['SFHHH', 'FFFHH', 'HFFFH', 'FFFFF', 'FHHHG']",87,1.0,0.8103284404851119
1,"['SHFHH', 'FFHHF', 'HFHHH', 'HFHFH', 'FFFFG']",96,0.0,0.0
1,"['SHHHH', 'FFFHH', 'HHFHH', 'FHFHH', 'FHFFG']",43,0.0,0.0
1,"['SFFHH', 'FHHFF', 'FFFHH', 'FHFFH', 'HFHFG']",49,0.0,0.0
1,"['SHFFH', 'FHHFF', 'FFHHH', 'HFFFH', 'HHHFG']",88,0.0,0.0
1,"['SHFHH', 'FFFHH', 'FFHFF', 'FFFFF', 'FFFFG']",81,1.0,0.9791880578299021
1,"['SFFHF', 'FFFFF', 'FFHFH', 'HFFFF', 'FHHHG']",91,0.0,0.0
