Temperature,Simulations,Return,Discounted Return,Map
1,79,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9821344612135428,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,85,0,0.0,0.0,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,16,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HFHG']"
1,86,0,1.0,0.8176653739626438,"['SFFF', 'FHHH', 'FFFF', 'HHFG']"
1,70,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HHHF', 'HFHG']"
1,28,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,77,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FHFF', 'HFHG']"
1,79,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFHF', 'FHFG']"
1,1,0,0.0,0.0,"['SFHF', 'FFFF', 'FHHF', 'FFHG']"
1,42,0,1.0,0.93603800616986,"['SFFH', 'HHFH', 'FHFF', 'HHHG']"
1,21,0,1.0,0.8225935318117279,"['SFFH', 'HHFF', 'HHFH', 'FFFG']"
1,32,0,1.0,0.8201257512162927,"['SFFF', 'FHFH', 'HHFF', 'FHHG']"
1,22,0,1.0,0.9276389118674717,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,38,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHHG']"
1,15,0,0.0,0.0,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,66,0,1.0,0.9674905716180701,"['SFFH', 'FHHF', 'FHFH', 'FFFG']"
1,42,0,1.0,0.9193151828650342,"['SFFF', 'FFHH', 'FHFH', 'FFFG']"
1,69,0,1.0,0.9248559951318693,"['SFHF', 'FHHH', 'FHFH', 'FFFG']"
1,40,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,63,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,95,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,33,0,0.0,0.0,"['SHFF', 'FFHH', 'HFFH', 'FHFG']"
1,99,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,45,0,1.0,0.9674905716180701,"['SFFH', 'FFHH', 'HFFF', 'FFHG']"
1,51,0,1.0,0.8894287717672626,"['SFFH', 'HFHF', 'HFHF', 'FFFG']"
1,67,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'FFFF', 'HFHG']"
1,25,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFHG']"
1,46,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFF', 'HHHG']"
1,75,0,1.0,0.9821344612135428,"['SHFF', 'FHHH', 'FFFH', 'FFFG']"
1,68,0,1.0,0.9304302024748964,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,65,0,1.0,0.9193151828650342,"['SFHH', 'HFFH', 'FFHH', 'HFFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHFG']"
1,39,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HHHG']"
1,16,0,1.0,0.9445131481500655,"['SFFH', 'HFFF', 'FHFF', 'HHFG']"
1,99,0,1.0,0.9110661429076764,"['SFHF', 'HFFH', 'FFHH', 'FFFG']"
1,79,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'FHHF', 'HHHG']"
1,9,0,1.0,0.93603800616986,"['SFFF', 'HHFF', 'HHFF', 'FFFG']"
1,73,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,29,0,1.0,0.9704017769489168,"['SHHF', 'FHFF', 'FFFF', 'FFFG']"
1,37,0,1.0,0.803057341509771,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,47,0,1.0,0.9193151828650342,"['SFHH', 'HFFF', 'FHHF', 'HFFG']"
1,92,0,1.0,0.9530650263643888,"['SFHH', 'FFHF', 'FFFF', 'HFHG']"
1,36,0,1.0,0.8894287717672626,"['SFHH', 'HFFF', 'FHFF', 'FHHG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FHHG']"
1,25,0,1.0,0.8921050870283477,"['SFHH', 'HFHH', 'HFFF', 'HHFG']"
1,15,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,68,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHFH', 'FHHF', 'FHHF', 'FFFG']"
1,89,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,33,0,1.0,0.8476834558136123,"['SFFH', 'FHFF', 'HHHF', 'FFHG']"
1,89,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FHFH', 'FFFG']"
1,61,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,62,0,1.0,0.9138075656044898,"['SFFF', 'FHHF', 'FHHH', 'FFFG']"
1,59,0,1.0,0.9083329444789534,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,40,0,1.0,0.9530650263643888,"['SFFF', 'FFFF', 'HHFH', 'HFFG']"
1,68,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,47,0,1.0,0.8814479033836181,"['SFFH', 'FHFF', 'FHHF', 'HFFG']"
1,46,0,1.0,0.9304302024748964,"['SFFH', 'HFHF', 'HFFF', 'FHFG']"
1,74,0,1.0,0.9559328248389055,"['SFHF', 'HFFH', 'HFFH', 'HFFG']"
1,83,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HHFF', 'FHFG']"
1,24,0,1.0,0.8451404054461714,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,43,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFHF', 'HHHG']"
1,58,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,65,0,1.0,0.8426049842298329,"['SFFH', 'HFFH', 'HFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFH', 'HFFG']"
1,93,0,1.0,0.9193151828650342,"['SFHF', 'HFFF', 'FHFH', 'HHFG']"
1,78,0,1.0,0.9248559951318693,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,68,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'FHHG']"
1,72,0,1.0,0.884100203995605,"['SHFF', 'FFHH', 'FFFH', 'FHFG']"
1,44,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,60,0,1.0,0.9530650263643888,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,20,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'HFFG']"
1,53,0,1.0,0.9445131481500655,"['SHHH', 'FFFF', 'FHFH', 'FFFG']"
1,59,0,1.0,0.884100203995605,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,29,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,89,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HFFF', 'HHFG']"
1,99,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,21,0,1.0,0.9445131481500655,"['SFFF', 'FFFF', 'HHHF', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'HHFH', 'HFFF', 'FFFG']"
1,99,0,1.0,0.9248559951318693,"['SHFF', 'FFHH', 'HFFF', 'HFFG']"
1,29,0,1.0,0.8103284404851119,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,29,0,1.0,0.9733217421754432,"['SHHF', 'FHHH', 'FFFH', 'FFFG']"
1,69,0,1.0,0.9110661429076764,"['SFFH', 'FHHF', 'FHHF', 'FFFG']"
1,63,0,1.0,0.7958514863018556,"['SFFH', 'HFHH', 'HFFF', 'FFHG']"
1,81,0,1.0,0.8325391341551359,"['SFFH', 'HHFH', 'HFFH', 'HHFG']"
1,41,0,1.0,0.9733217421754432,"['SFFF', 'HFFH', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHH', 'HFFG']"
1,16,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'HHFF', 'HHHG']"
1,16,0,1.0,0.8631032605924442,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,65,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'FFFF', 'HFHG']"
1,99,0,1.0,0.9645880999032158,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,43,0,1.0,0.9791880578299021,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9445131481500655,"['SFFF', 'FFFH', 'HHFF', 'HFHG']"
1,58,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,94,0,1.0,0.9762504936564125,"['SHHH', 'FHHH', 'FHHH', 'FFFG']"
1,70,0,1.0,0.9791880578299021,"['SFHF', 'HFHF', 'HFFF', 'FFFG']"
1,57,0,1.0,0.8426049842298329,"['SFFH', 'FHFF', 'HHHF', 'HHHG']"
1,59,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FFHF', 'HHHG']"
1,57,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,98,0,1.0,0.8152123778407558,"['SHFF', 'FFHF', 'HFFF', 'HHHG']"
1,25,0,1.0,0.8867604854519608,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,43,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FFHF', 'HHHG']"
1,18,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'FHFG']"
1,77,0,1.0,0.8657003616774767,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,42,0,0.0,0.0,"['SHHH', 'FHFF', 'FFFF', 'HFHG']"
1,93,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'FHFG']"
1,18,0,1.0,0.9416796087056153,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,55,0,1.0,0.8814479033836181,"['SHHH', 'FFHH', 'HFFH', 'FHFG']"
1,52,0,1.0,0.9304302024748964,"['SHHH', 'FFFF', 'FFHF', 'HFFG']"
1,75,0,1.0,0.8735386475474635,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,44,0,1.0,0.9821344612135428,"['SHFH', 'FFFH', 'FFHF', 'FFFG']"
1,94,0,1.0,0.93603800616986,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,44,0,1.0,0.9304302024748964,"['SFHF', 'FHFH', 'FFFH', 'FFFG']"
1,71,0,1.0,0.9588092525966956,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,45,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'HHFF', 'FHFG']"
1,57,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'HFFF', 'HFFG']"
1,65,0,1.0,0.9304302024748964,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,78,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HHHF', 'FFHG']"
1,26,0,1.0,0.9056079456455165,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,35,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFF', 'HHFG']"
1,35,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'HHFF', 'HHHG']"
1,87,0,1.0,0.8553586117313603,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,12,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,56,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHHF', 'HHHG']"
1,74,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HHFF', 'HFHG']"
1,49,0,1.0,0.9416796087056153,"['SFFH', 'FFHH', 'HFHH', 'FFFG']"
1,72,0,1.0,0.9502058312852957,"['SHFH', 'FFFH', 'FFHH', 'HFFG']"
1,51,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'FHFG']"
1,63,0,1.0,0.9559328248389055,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,6,0,0.0,0.0,"['SHFF', 'FHFF', 'FHHF', 'FFFG']"
1,25,0,1.0,0.8761671489944468,"['SFFH', 'FFFH', 'FFFF', 'HHHG']"
1,84,0,1.0,0.9220814271464737,"['SFHF', 'HFHF', 'FFFF', 'FHHG']"
1,68,0,1.0,0.9762504936564125,"['SFFH', 'HFHF', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFFH', 'HFFG']"
1,50,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HFHG']"
1,30,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,22,0,1.0,0.9056079456455165,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,8,0,0.0,0.0,"['SFFF', 'HFFH', 'HHFF', 'HHHG']"
1,8,0,1.0,0.9388545698794984,"['SFFH', 'FFFF', 'FHFF', 'FFFG']"
1,30,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,27,0,1.0,0.7699788094052729,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,94,0,1.0,0.8974819010978248,"['SFFH', 'HHFH', 'FFFF', 'HHHG']"
1,75,0,1.0,0.9248559951318693,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,42,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'FHFF', 'HHHG']"
1,58,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFHF', 'HFFG']"
1,52,0,1.0,0.8947894553945313,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,97,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HFFG']"
1,2,0,0.0,0.0,"['SFHH', 'HFFF', 'FFHH', 'FFFG']"
1,49,0,1.0,0.9645880999032158,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,98,0,1.0,0.9733217421754432,"['SFFH', 'FHFH', 'FHFF', 'FHFG']"
1,13,0,1.0,0.8814479033836181,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,79,0,1.0,0.9645880999032158,"['SFFF', 'HFHF', 'HFFF', 'FFHG']"
1,42,0,1.0,0.9821344612135428,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,80,0,1.0,0.9645880999032158,"['SFHF', 'HFFH', 'FFFF', 'HHFG']"
1,63,0,1.0,0.9416796087056153,"['SFHF', 'FFHF', 'FFFF', 'HFFG']"
1,94,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'FHFG']"
1,63,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FHFF', 'FFFG']"
1,69,0,1.0,0.9588092525966956,"['SFFF', 'HFHH', 'FFFF', 'FFHG']"
1,58,0,1.0,0.9416796087056153,"['SFHF', 'HFHH', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HFFH', 'HHFG']"
1,36,0,0.0,0.0,"['SFHH', 'HFFH', 'HFHF', 'FFFG']"
1,47,0,1.0,0.9674905716180701,"['SHHF', 'FFFF', 'HFFF', 'HFHG']"
1,97,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,91,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHH', 'HFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'FFHG']"
1,26,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,85,0,1.0,0.9388545698794984,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,19,0,1.0,0.9473552137914398,"['SFHF', 'HFFF', 'FFFF', 'FFHG']"
1,83,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HFFH', 'HHFG']"
1,11,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHF', 'FFFG']"
1,58,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,47,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'HHHF', 'FFFG']"
1,46,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFH', 'HHFG']"
1,76,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'HFFF', 'HFHG']"
1,19,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HHHG']"
1,72,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'HHFG']"
1,68,0,1.0,0.9733217421754432,"['SFFH', 'FFFH', 'FHFF', 'FHFG']"
1,40,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFFG']"
1,19,0,0.0,0.0,"['SFHH', 'HFHF', 'FFHF', 'HFFG']"
1,25,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,82,0,1.0,0.9193151828650342,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,70,0,1.0,0.9276389118674717,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,45,0,1.0,0.9138075656044898,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,27,0,1.0,0.8631032605924442,"['SFHH', 'FFFF', 'FHHH', 'FFFG']"
1,3,0,1.0,0.9616943356035061,"['SFFF', 'HFFH', 'HFFF', 'FHFG']"
1,14,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFFH', 'FFFG']"
1,9,0,1.0,0.8894287717672626,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,84,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'HFHF', 'HFFG']"
1,77,0,1.0,0.9001824484431542,"['SHHF', 'FHHF', 'FHHF', 'FFFG']"
1,49,0,1.0,0.9304302024748964,"['SFFF', 'HHFH', 'FHFF', 'FHHG']"
1,25,0,1.0,0.9674905716180701,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,89,0,1.0,0.93603800616986,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,35,0,1.0,0.9733217421754432,"['SFHH', 'FHFF', 'FFFH', 'FFFG']"
1,11,0,1.0,0.9248559951318693,"['SFFF', 'HFHF', 'HHHF', 'HHFG']"
1,73,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'HFHF', 'HFFG']"
1,61,0,1.0,0.9193151828650342,"['SHHH', 'FFFH', 'HFFF', 'HHHG']"
1,73,0,1.0,0.9056079456455165,"['SFFH', 'FHFF', 'HFFH', 'FHFG']"
1,68,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9056079456455165,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,96,0,1.0,0.9762504936564125,"['SHHH', 'FHFF', 'FHHF', 'FFFG']"
1,84,0,1.0,0.9416796087056153,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,26,0,1.0,0.9332298921513504,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,77,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFHF', 'HFHG']"
1,17,0,1.0,0.9388545698794984,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,60,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'HHFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HFFF', 'FHFG']"
1,39,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,80,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'HHHF', 'HFHG']"
1,97,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FFFH', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,23,0,1.0,0.93603800616986,"['SHFF', 'FHFF', 'FFFF', 'HFFG']"
1,79,0,1.0,0.93603800616986,"['SFFF', 'FFHF', 'HFHH', 'FFFG']"
1,41,0,1.0,0.8709180316048211,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,64,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFFH', 'FFFF', 'HHHG']"
1,42,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'HFFF', 'FHHG']"
1,16,0,1.0,0.8502341582884777,"['SFFF', 'FHHF', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9502058312852957,"['SFHF', 'HFFF', 'FFFH', 'FHFG']"
1,76,0,1.0,0.8300415167526705,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,40,0,1.0,0.8867604854519608,"['SFFF', 'HFFF', 'HFHH', 'FFFG']"
1,100,0,1.0,0.9762504936564125,"['SFHF', 'HFHH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9388545698794984,"['SFHF', 'FFFH', 'HHFF', 'FHHG']"
1,93,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'HFFF', 'FFFG']"
1,94,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHFG']"
1,9,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFF', 'FHFG']"
1,63,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,48,0,1.0,0.9588092525966956,"['SFHF', 'FFHH', 'FFFF', 'FFFG']"
1,49,0,1.0,0.9083329444789534,"['SFFF', 'FHFF', 'FHHF', 'FFHG']"
1,7,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,28,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FFHF', 'FFHG']"
1,64,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHHF', 'HHFG']"
1,91,0,1.0,0.93603800616986,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHFF', 'FFHF', 'FHHH', 'FFFG']"
1,84,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FFFF', 'HHFG']"
1,99,0,1.0,0.803057341509771,"['SHFF', 'FFFH', 'HHFF', 'HFHG']"
1,53,0,1.0,0.8867604854519608,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,76,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HHFH', 'HHFG']"
1,68,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HFHF', 'FFHG']"
1,90,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFHF', 'FFFG']"
1,65,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'HFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFFH', 'HHFH', 'HHFF', 'HHFG']"
1,72,0,1.0,0.9821344612135428,"['SFHH', 'HFHH', 'FFFH', 'HFFG']"
1,89,0,1.0,0.9193151828650342,"['SFHH', 'FHFH', 'FFFF', 'FHFG']"
1,92,0,1.0,0.9645880999032158,"['SHFF', 'FHFH', 'FHFH', 'FFFG']"
1,40,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFH', 'FHFG']"
1,54,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFF', 'FFFG']"
1,16,0,1.0,0.93603800616986,"['SFFF', 'HFFF', 'HHHF', 'HFHG']"
1,94,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'FFFF', 'HFHG']"
1,96,0,1.0,0.9733217421754432,"['SFHH', 'FFFF', 'FHHF', 'FHHG']"
1,91,0,1.0,0.93603800616986,"['SFHH', 'FFFF', 'HFHF', 'FHFG']"
1,14,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFH', 'FHFG']"
1,57,0,1.0,0.857932408958235,"['SFHH', 'FFHF', 'HFHF', 'HFFG']"
1,94,0,1.0,0.9733217421754432,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,59,0,1.0,0.9248559951318693,"['SFFH', 'HFFF', 'FHFH', 'HFFG']"
1,53,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FFHG']"
1,10,0,1.0,0.835044266956004,"['SFHF', 'FFFF', 'FHFF', 'FHFG']"
1,48,0,1.0,0.8709180316048211,"['SFFF', 'HHHF', 'FFHF', 'FHHG']"
1,57,0,1.0,0.9193151828650342,"['SFHF', 'HFFH', 'FFHH', 'HFFG']"
1,32,0,1.0,0.9762504936564125,"['SHFF', 'FFFH', 'FFHH', 'FFFG']"
1,49,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,80,0,1.0,0.9193151828650342,"['SHFH', 'FHHF', 'FFFH', 'HHFG']"
1,75,0,1.0,0.9559328248389055,"['SFFF', 'HFHF', 'FHHF', 'FHFG']"
1,81,0,1.0,0.9332298921513504,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,17,0,1.0,0.9588092525966956,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,13,0,0.0,0.0,"['SFHH', 'FHHH', 'FFHH', 'FFFG']"
1,66,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FHFH', 'FFFG']"
1,24,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'HHHG']"
1,54,0,1.0,0.9056079456455165,"['SFFF', 'FFFH', 'FHFF', 'FHHG']"
1,35,0,0.0,0.0,"['SFFF', 'FHHF', 'FFFH', 'HHFG']"
1,49,0,1.0,0.8400771692771434,"['SFFH', 'HHFH', 'FFFF', 'FFHG']"
1,55,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FFHG']"
1,47,0,1.0,0.93603800616986,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,33,0,1.0,0.9559328248389055,"['SHHF', 'FFHH', 'FFHF', 'FFFG']"
1,48,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHHF', 'FHFG']"
1,34,0,1.0,0.9616943356035061,"['SFHH', 'FFFH', 'FHFF', 'FFHG']"
1,88,0,1.0,0.9388545698794984,"['SHFF', 'FFFF', 'FFHF', 'HHHG']"
1,69,0,1.0,0.8225935318117279,"['SFHH', 'HFFF', 'HFHF', 'FFHG']"
1,81,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'FFHH', 'HFFG']"
1,60,0,1.0,0.9248559951318693,"['SFHH', 'HFFH', 'HHFF', 'FHFG']"
1,54,0,1.0,0.9220814271464737,"['SHHF', 'FFHH', 'FFFH', 'FHFG']"
1,39,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HFFF', 'FHFG']"
1,40,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFHG']"
1,82,0,1.0,0.8127667407072335,"['SFFH', 'FHFF', 'HFHF', 'FHHG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'FFFF', 'FHHG']"
1,52,0,1.0,0.884100203995605,"['SFFF', 'HHFH', 'FHFH', 'FHFG']"
