Temperature,Simulations,Return,Discounted Return,Map
1,66,0,1.0,0.9138075656044898,"['SFFH', 'HHFH', 'FHFF', 'FFHG']"
1,57,0,1.0,0.9276389118674717,"['SFFF', 'HHFH', 'FFFF', 'HFHG']"
1,62,0,1.0,0.8103284404851119,"['SFHH', 'HFHH', 'FFFH', 'HHFG']"
1,65,0,1.0,0.9502058312852957,"['SHHH', 'FFHF', 'HFFF', 'HFFG']"
1,67,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,52,0,1.0,0.9733217421754432,"['SFHH', 'FHFF', 'FFHF', 'FFFG']"
1,88,0,1.0,0.93603800616986,"['SHFH', 'FFFH', 'HHFF', 'HHFG']"
1,36,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,100,0,1.0,0.9110661429076764,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,79,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'HHHF', 'HHFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFFF', 'FHFH', 'HHFG']"
1,87,0,1.0,0.9762504936564125,"['SFFH', 'FHFF', 'FFFF', 'HFFG']"
1,67,0,1.0,0.8176653739626438,"['SFFH', 'FFHH', 'HFHF', 'HFFG']"
1,4,0,1.0,0.9388545698794984,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,93,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFF', 'FHHG']"
1,100,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HHHF', 'HFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HHHG']"
1,25,0,1.0,0.9388545698794984,"['SFFF', 'HHFH', 'FFFF', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,23,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HHHG']"
1,63,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HFFF', 'HFFG']"
1,60,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FHFF', 'HHHG']"
1,64,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FHHF', 'FFFG']"
1,3,0,0.0,0.0,"['SFHF', 'HFFF', 'FFHF', 'FHHG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HFHG']"
1,34,0,1.0,0.7699788094052729,"['SHFF', 'FHFF', 'FFFF', 'HHFG']"
1,58,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'FFFF', 'HFFG']"
1,95,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'FHFH', 'HHFG']"
1,34,0,1.0,0.9276389118674717,"['SFHH', 'FFHF', 'FFFH', 'FHFG']"
1,43,0,0.0,0.0,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,58,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'HFFH', 'HFFG']"
1,47,0,1.0,0.9220814271464737,"['SHFH', 'FHHH', 'FHHH', 'FFFG']"
1,75,0,1.0,0.9616943356035061,"['SFFH', 'HFHF', 'FFFF', 'FFHG']"
1,26,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'FHFF', 'HFHG']"
1,22,0,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FHHH', 'FFFG']"
1,82,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'FFHF', 'FHFG']"
1,100,0,1.0,0.9473552137914398,"['SFFH', 'FFHH', 'HFHH', 'HFFG']"
1,27,0,1.0,0.884100203995605,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,86,0,1.0,0.9821344612135428,"['SHFH', 'FHFF', 'FFHH', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFHF', 'FHFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHHG']"
1,22,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,17,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFF', 'HFHG']"
1,36,0,1.0,0.9645880999032158,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,85,0,1.0,0.9110661429076764,"['SFFF', 'HHFF', 'HHFH', 'HHFG']"
1,67,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FFHH', 'FFFG']"
1,80,0,1.0,0.9083329444789534,"['SHHF', 'FFFF', 'HFFH', 'FHFG']"
1,79,0,1.0,0.9733217421754432,"['SHHF', 'FFFH', 'FFFH', 'HHFG']"
1,46,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,47,0,1.0,0.9704017769489168,"['SFFF', 'HHFH', 'HFFF', 'HHFG']"
1,95,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FFFH', 'FHFG']"
1,57,0,0.0,0.0,"['SFHH', 'FFFH', 'FFFH', 'HHFG']"
1,78,0,1.0,0.8788035596734672,"['SHFF', 'FFFH', 'HFHF', 'HFFG']"
1,18,0,1.0,0.9056079456455165,"['SFFF', 'FHHF', 'FHHF', 'HHFG']"
1,30,0,1.0,0.9416796087056153,"['SFHF', 'HFHF', 'FFFH', 'FHFG']"
1,59,0,1.0,0.8867604854519608,"['SFFH', 'HFHF', 'HFFH', 'FHFG']"
1,51,0,1.0,0.9645880999032158,"['SFHH', 'FFHF', 'FFFH', 'HFFG']"
1,37,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FHHF', 'FFFG']"
1,23,0,1.0,0.9416796087056153,"['SFHH', 'HFHH', 'FFHF', 'FFFG']"
1,66,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFFF', 'HFFG']"
1,41,0,1.0,0.9165572373164391,"['SFFF', 'HFHF', 'FHHF', 'HFHG']"
1,61,0,1.0,0.9304302024748964,"['SFHF', 'FFFF', 'FFHF', 'HHFG']"
1,17,0,0.0,0.0,"['SFHF', 'FFFF', 'FHFH', 'FFFG']"
1,16,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,89,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'HHHF', 'HFHG']"
1,43,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,94,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,59,0,1.0,0.9733217421754432,"['SHHH', 'FHFF', 'FHFH', 'FFFG']"
1,71,0,1.0,0.985089730404757,"['SFHH', 'HFFF', 'FFFF', 'FHHG']"
1,70,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FFHH', 'FFFG']"
1,75,0,1.0,0.9645880999032158,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,78,0,1.0,0.9704017769489168,"['SFHF', 'HFHF', 'FFFH', 'FFFG']"
1,4,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFF', 'HHHG']"
1,35,0,1.0,0.9559328248389055,"['SFFF', 'HHFH', 'FHFF', 'HHFG']"
1,74,0,1.0,0.9559328248389055,"['SHFH', 'FFHH', 'FFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'FFHG']"
1,45,0,1.0,0.860513950810667,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,43,0,1.0,0.9138075656044898,"['SFHH', 'FFHF', 'HFFH', 'HFFG']"
1,27,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,46,0,1.0,0.9588092525966956,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,73,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,24,0,1.0,0.9248559951318693,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,67,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,67,0,1.0,0.9674905716180701,"['SHFH', 'FHHH', 'FHFH', 'FFFG']"
1,49,0,1.0,0.9304302024748964,"['SFFF', 'FHFF', 'FHHF', 'HHHG']"
1,65,0,1.0,0.8921050870283477,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,61,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,59,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HFFF', 'HHFG']"
1,62,0,1.0,0.8553586117313603,"['SHFF', 'FHHF', 'FFHF', 'HFFG']"
1,56,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,62,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,59,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'FFFH', 'HFFG']"
1,29,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'HHHF', 'FHHG']"
1,47,0,1.0,0.7887102894272789,"['SHFF', 'FFHF', 'HFHH', 'HFFG']"
1,21,0,1.0,0.9276389118674717,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,48,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHF', 'HFFG']"
1,70,0,1.0,0.8325391341551359,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,6,0,0.0,0.0,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,33,0,0.0,0.0,"['SHHF', 'FFHH', 'HFHF', 'HFFG']"
1,56,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FHHG']"
1,37,0,1.0,0.9559328248389055,"['SHHF', 'FHFH', 'FFFF', 'HFFG']"
1,11,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHH', 'HFFG']"
1,85,0,1.0,0.90289112180858,"['SFHH', 'HFHH', 'FFHF', 'HFFG']"
1,80,0,1.0,0.9674905716180701,"['SHFH', 'FFHF', 'FFFF', 'HFHG']"
1,45,0,1.0,0.9762504936564125,"['SHHH', 'FFHF', 'FHFF', 'FFFG']"
1,80,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HFFF', 'HHFG']"
1,13,0,0.0,0.0,"['SFFF', 'FFHH', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,84,0,1.0,0.9530650263643888,"['SHFH', 'FHHF', 'FHHH', 'FFFG']"
1,92,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FFHF', 'HHFG']"
1,29,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SFFH', 'FFFF', 'FFHH', 'HFFG']"
1,38,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,70,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,99,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFFH', 'FHFG']"
1,60,0,1.0,0.9083329444789534,"['SFHH', 'FHFF', 'FFFF', 'FHFG']"
1,34,0,1.0,0.93603800616986,"['SHHH', 'FFFH', 'FHFH', 'FFFG']"
1,46,0,1.0,0.776950406379376,"['SHHF', 'FFHF', 'FHHH', 'FFFG']"
1,90,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'HHFH', 'FHFG']"
1,71,0,1.0,0.79346393184295,"['SFHH', 'HFFH', 'FHFH', 'FHFG']"
1,94,0,1.0,0.9165572373164391,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,88,0,1.0,0.8867604854519608,"['SHFH', 'FFHF', 'FFFF', 'HHHG']"
1,83,0,1.0,0.9388545698794984,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,99,0,1.0,0.9733217421754432,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,66,0,1.0,0.9445131481500655,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,56,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFH', 'FHFG']"
1,72,0,1.0,0.9473552137914398,"['SFFF', 'FHFH', 'FHFH', 'HFFG']"
1,100,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HHFF', 'FHHG']"
1,82,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HHHF', 'FFHG']"
1,84,0,1.0,0.9332298921513504,"['SFFF', 'HFFH', 'HHFF', 'FHHG']"
1,93,0,1.0,0.9821344612135428,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,10,0,1.0,0.8103284404851119,"['SFHH', 'FFHF', 'FFHF', 'FFFG']"
1,11,0,1.0,0.8476834558136123,"['SFFH', 'HFFH', 'HFFF', 'HFHG']"
1,31,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'FHFF', 'FFFG']"
1,94,0,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,94,0,1.0,0.93603800616986,"['SHFF', 'FFFH', 'FHFH', 'HHFG']"
1,51,0,1.0,0.9416796087056153,"['SFFF', 'HFFH', 'FFHH', 'FFFG']"
1,21,0,0.0,0.0,"['SFFH', 'FFFF', 'FHHH', 'FFFG']"
1,60,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFFH', 'HFFG']"
1,25,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHFF', 'HFHG']"
1,33,0,1.0,0.9616943356035061,"['SFHH', 'HFFF', 'FHFF', 'FFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFHF', 'FHFH', 'FFFG']"
1,6,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFF', 'FFHG']"
1,37,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFHH', 'FFFG']"
1,62,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,44,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FFFF', 'FHHG']"
1,8,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFH', 'HHFG']"
1,28,0,1.0,0.9445131481500655,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,6,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,56,0,1.0,0.9588092525966956,"['SHFH', 'FHHH', 'FFFF', 'HFFG']"
1,64,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHFF', 'HFHG']"
1,73,0,1.0,0.9304302024748964,"['SFHF', 'HFHF', 'FFFF', 'HHHG']"
1,10,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,28,0,1.0,0.9473552137914398,"['SHFH', 'FHFF', 'FFFH', 'FFFG']"
1,20,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'HFFG']"
1,69,0,1.0,0.9674905716180701,"['SFHH', 'HFFH', 'HFFH', 'HHFG']"
1,47,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,39,0,1.0,0.8921050870283477,"['SFHH', 'HFHH', 'HFFH', 'FFFG']"
1,76,0,1.0,0.9416796087056153,"['SFFH', 'FHHH', 'FFHH', 'FFFG']"
1,83,0,1.0,0.7887102894272789,"['SHHF', 'FHHF', 'FFFF', 'HHHG']"
1,54,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,63,0,1.0,0.8006481694852418,"['SFFF', 'FHFH', 'FFFF', 'HHHG']"
1,53,0,1.0,0.7607805594527743,"['SFHH', 'FFHH', 'HFFH', 'FHFG']"
1,47,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,71,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'FFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFF', 'FHHG']"
1,79,0,1.0,0.9530650263643888,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,76,0,1.0,0.9588092525966956,"['SFHF', 'FFHF', 'FHFH', 'FFFG']"
1,35,0,1.0,0.8225935318117279,"['SFFF', 'HFHH', 'FFFF', 'FHFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FFFG']"
1,44,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'HFFF', 'HFFG']"
1,87,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FHFF', 'FFHG']"
1,8,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'FHFG']"
1,89,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHH', 'HFFG']"
1,37,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'HHFG']"
1,12,0,1.0,0.9138075656044898,"['SFFH', 'HFHH', 'HFFH', 'HFFG']"
1,37,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHHF', 'FFFG']"
1,16,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'HFFG']"
1,76,0,1.0,0.9762504936564125,"['SFHF', 'FFFF', 'HFHF', 'FFFG']"
1,66,0,1.0,0.9791880578299021,"['SHHH', 'FHFF', 'FFHH', 'FFFG']"
1,27,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFH', 'FHFG']"
1,38,0,1.0,0.9530650263643888,"['SFFF', 'HFFF', 'FHFH', 'FFFG']"
1,24,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,21,0,1.0,0.8201257512162927,"['SFHF', 'FFFF', 'HFHF', 'HFFG']"
1,25,0,1.0,0.9416796087056153,"['SFFH', 'HFFH', 'FFFF', 'FHHG']"
1,50,0,1.0,0.798246224976786,"['SFFH', 'FFHF', 'HFHF', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FFFG']"
1,61,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'HHHG']"
1,91,0,1.0,0.8103284404851119,"['SFHF', 'HFHH', 'HFFF', 'HFHG']"
1,65,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'HFFF', 'HFFG']"
1,25,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'HHHG']"
1,67,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'HHHG']"
1,7,0,0.0,0.0,"['SHHH', 'FFHF', 'FFHH', 'HFFG']"
1,41,0,1.0,0.8006481694852418,"['SFFF', 'HFHH', 'FFHF', 'HFFG']"
1,54,0,1.0,0.803057341509771,"['SHFF', 'FFFH', 'FFHF', 'HFFG']"
1,88,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FHFF', 'FFFG']"
1,16,0,1.0,0.9056079456455165,"['SFHF', 'HFFH', 'HFFF', 'HFFG']"
1,33,0,1.0,0.8947894553945313,"['SFFF', 'FFHF', 'HFFH', 'HFFG']"
1,67,0,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,29,0,1.0,0.9821344612135428,"['SFFF', 'HFHF', 'HFHF', 'HHHG']"
1,36,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FHFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'FFFG']"
1,82,0,1.0,0.9704017769489168,"['SFFF', 'FHHF', 'FFHH', 'FFFG']"
1,61,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'FFHF', 'HFFG']"
1,54,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FHFG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,16,0,1.0,0.9388545698794984,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,5,0,0.0,0.0,"['SHFF', 'FFFF', 'HHHF', 'FFFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HHHG']"
1,73,0,1.0,0.8152123778407558,"['SFFH', 'FFHH', 'FFFH', 'FHFG']"
1,91,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HHFF', 'FFHG']"
1,24,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFF', 'HFFG']"
1,31,0,1.0,0.9056079456455165,"['SFHH', 'HFFH', 'HFFF', 'HFHG']"
1,12,0,1.0,0.7494371162085136,"['SFFH', 'HHFH', 'HHFH', 'FHFG']"
1,54,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'HFFF', 'HFFG']"
1,53,0,1.0,0.9704017769489168,"['SHFF', 'FFFH', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9588092525966956,"['SHHF', 'FHHF', 'FHFH', 'FFFG']"
1,38,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,86,0,1.0,0.8761671489944468,"['SHFH', 'FFHF', 'HFFF', 'HFHG']"
1,88,0,1.0,0.9791880578299021,"['SFHF', 'FHFF', 'FFHF', 'FFFG']"
1,88,0,1.0,0.9821344612135428,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,36,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HFHF', 'HHHG']"
1,20,0,1.0,0.9473552137914398,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,1,0,0.0,0.0,"['SFFF', 'HFHH', 'FFHH', 'FFFG']"
1,23,0,0.0,0.0,"['SFHH', 'HFFH', 'HHFH', 'HHFG']"
1,96,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'HHHF', 'HFFG']"
1,64,0,1.0,0.9762504936564125,"['SFFH', 'FFHH', 'FFHF', 'HFFG']"
1,75,0,1.0,0.9559328248389055,"['SFFF', 'HHHF', 'HHHF', 'HHFG']"
1,32,0,1.0,0.9056079456455165,"['SFFH', 'HHFF', 'FHFH', 'HHFG']"
1,39,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'HHHF', 'HHFG']"
1,67,0,1.0,0.9733217421754432,"['SFHF', 'FHFF', 'FFFF', 'FHFG']"
1,15,0,1.0,0.9588092525966956,"['SFFF', 'FHFF', 'HHFF', 'FHFG']"
1,67,0,1.0,0.9416796087056153,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,25,0,0.0,0.0,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,50,0,1.0,0.8709180316048211,"['SFHH', 'FHHH', 'FFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,47,0,1.0,0.7746195551602378,"['SHHF', 'FHFH', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFF', 'HFFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,26,0,1.0,0.7699788094052729,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,97,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FHFF', 'FFFG']"
1,9,0,1.0,0.9473552137914398,"['SFFF', 'FHFF', 'FFFF', 'FFHG']"
1,38,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFHF', 'FHFG']"
1,78,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'FHFF', 'FHHG']"
1,36,0,1.0,0.7910835400474212,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,76,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFH', 'HHFG']"
1,18,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFH', 'HFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'FHFG']"
1,21,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'FHHG']"
1,63,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'HFFF', 'FHHG']"
1,98,0,1.0,0.9502058312852957,"['SHHF', 'FFHH', 'FFHF', 'HFFG']"
1,32,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,95,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,48,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,40,0,1.0,0.9388545698794984,"['SFFH', 'HHFF', 'FHFF', 'FHHG']"
1,81,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'HFHF', 'FFFG']"
1,23,0,1.0,0.9416796087056153,"['SFHF', 'FFFF', 'FHHF', 'FHHG']"
1,63,0,1.0,0.9821344612135428,"['SFHF', 'FHFF', 'FHHF', 'FFFG']"
1,70,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'FHHG']"
1,6,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFH', 'HFFG']"
1,45,0,1.0,0.9138075656044898,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,38,0,1.0,0.93603800616986,"['SFFH', 'FHHF', 'FFHH', 'FFFG']"
1,41,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'FFFG']"
1,85,0,0.0,0.0,"['SHFF', 'FFHH', 'HFHF', 'FFFG']"
1,61,0,1.0,0.9733217421754432,"['SFFF', 'FFHF', 'HFHF', 'HFHG']"
1,42,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'FFFF', 'HFFG']"
1,14,0,1.0,0.9193151828650342,"['SFFF', 'FHHF', 'HHHF', 'FFHG']"
1,80,0,1.0,0.9332298921513504,"['SFFF', 'FFHF', 'FHFF', 'FHHG']"
1,37,0,1.0,0.9559328248389055,"['SFFH', 'HFFF', 'FHHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHF', 'FFFG']"
1,37,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHH', 'FFFG']"
1,92,0,1.0,0.9674905716180701,"['SFFF', 'HFFH', 'FHFH', 'FFFG']"
1,98,0,1.0,0.9502058312852957,"['SFFH', 'FFFH', 'HHFF', 'HFFG']"
1,84,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FHHF', 'FFFG']"
1,36,0,1.0,0.9001824484431542,"['SFFH', 'FHFF', 'HFHF', 'FHHG']"
1,76,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'HHFF', 'FHFG']"
1,87,0,1.0,0.9733217421754432,"['SFHF', 'FHFF', 'FFHH', 'FFFG']"
1,73,0,1.0,0.9193151828650342,"['SHHH', 'FHFH', 'FHHF', 'FFFG']"
1,45,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9445131481500655,"['SFFH', 'FHFF', 'HHFF', 'FFFG']"
1,49,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,88,0,0.0,0.0,"['SHHF', 'FFFF', 'HHHF', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SFFF', 'HHFH', 'HFFH', 'FHFG']"
1,10,0,0.0,0.0,"['SHHF', 'FHHF', 'FFHF', 'FFFG']"
1,82,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'HFHF', 'HFFG']"
1,26,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'HFFF', 'FFFG']"
1,66,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'HFHF', 'HHFG']"
1,9,0,1.0,0.79346393184295,"['SFFH', 'HFFF', 'FHFF', 'HFHG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,78,0,1.0,0.9588092525966956,"['SFHF', 'HFFH', 'HFFH', 'HHFG']"
