Temperature,Simulations,Return,Discounted Return,Map
1,69,0,1.0,0.9056079456455165,"['SFFH', 'HHFH', 'HFFF', 'HHHG']"
1,17,0,0.0,0.0,"['SFFF', 'HFFF', 'FFHH', 'HFFG']"
1,28,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFHG']"
1,12,0,0.0,0.0,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFH', 'HFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHH', 'HFFG']"
1,39,0,1.0,0.8735386475474635,"['SFFF', 'HFHF', 'FFHH', 'HFFG']"
1,66,0,1.0,0.8325391341551359,"['SHFF', 'FHFH', 'FFFH', 'HHFG']"
1,22,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'FHFF', 'HHHG']"
1,86,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FFFG']"
1,16,0,0.0,0.0,"['SFFH', 'FHFH', 'FFHF', 'FFFG']"
1,19,0,1.0,0.9056079456455165,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,87,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHH', 'HFFG']"
1,78,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,90,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHF', 'FHFG']"
1,60,0,1.0,0.9674905716180701,"['SHHF', 'FFFH', 'HFHF', 'FFFG']"
1,97,0,1.0,0.8553586117313603,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,80,0,1.0,0.9674905716180701,"['SFHF', 'FHFH', 'FFFH', 'HFFG']"
1,58,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,60,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFF', 'FHFG']"
1,40,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HHFF', 'HHFG']"
1,97,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FHFF', 'HHHG']"
1,82,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'FFFF', 'FHFG']"
1,66,0,1.0,0.985089730404757,"['SFHH', 'HFHH', 'FFFF', 'FFHG']"
1,60,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'HHHG']"
1,80,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'FHFF', 'HHHG']"
1,53,0,1.0,0.860513950810667,"['SFFH', 'HHFF', 'FFHF', 'HHHG']"
1,23,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFFF', 'FHFG']"
1,73,0,1.0,0.9276389118674717,"['SFHH', 'FFFF', 'FHHF', 'FHFG']"
1,83,0,1.0,0.78398512608332,"['SFHF', 'FFFF', 'HHFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFHH', 'FFHH', 'HFFH', 'HFFG']"
1,23,0,1.0,0.9502058312852957,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,29,0,1.0,0.9502058312852957,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,52,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHFG']"
1,90,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'FFHF', 'HHHG']"
1,48,0,1.0,0.9645880999032158,"['SHHH', 'FFFH', 'HFFH', 'FFFG']"
1,23,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,28,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFH', 'FHFG']"
1,56,0,1.0,0.9674905716180701,"['SFFH', 'FHFH', 'FFHH', 'FFFG']"
1,89,0,1.0,0.9502058312852957,"['SFHH', 'FHFF', 'FFHF', 'HFFG']"
1,8,0,1.0,0.8894287717672626,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,11,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'HFFF', 'HFFG']"
1,91,0,1.0,0.9138075656044898,"['SHHH', 'FHFH', 'FFFF', 'HHFG']"
1,68,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHHF', 'HFFG']"
1,78,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FHHF', 'FHHG']"
1,57,0,1.0,0.9388545698794984,"['SHHF', 'FFHH', 'FFFF', 'FHFG']"
1,21,0,1.0,0.835044266956004,"['SHFF', 'FHHH', 'FHFF', 'FFFG']"
1,44,0,1.0,0.9645880999032158,"['SFFH', 'HFFH', 'FHFF', 'HHFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFFF', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'FHHF', 'FHFG']"
1,41,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HHHG']"
1,95,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'HFFF', 'FFFG']"
1,75,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFF', 'HFHG']"
1,52,0,1.0,0.8527925358961662,"['SHFH', 'FFFH', 'FFFF', 'HHHG']"
1,16,0,0.0,0.0,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,18,0,1.0,0.9165572373164391,"['SFHF', 'FFFF', 'FFFF', 'HHFG']"
1,11,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'HHHG']"
1,34,0,1.0,0.9704017769489168,"['SHFH', 'FFFF', 'FFHH', 'FFFG']"
1,56,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FFHH', 'FFFG']"
1,16,0,0.0,0.0,"['SFHF', 'FFFF', 'HFFH', 'FHFG']"
1,53,0,1.0,0.9588092525966956,"['SFFH', 'HHFH', 'FHFF', 'HHFG']"
1,38,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,57,0,1.0,0.7516921927868743,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,55,0,1.0,0.8006481694852418,"['SHHF', 'FFFF', 'FFHF', 'HHFG']"
1,97,0,1.0,0.9616943356035061,"['SHFH', 'FHHH', 'FFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'HHHG']"
1,52,0,1.0,0.9588092525966956,"['SFHH', 'FFHF', 'FFFF', 'FHHG']"
1,21,0,1.0,0.9445131481500655,"['SFFF', 'HHFF', 'HHFF', 'HFHG']"
1,96,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FHFF', 'HHHG']"
1,29,0,1.0,0.9193151828650342,"['SFFH', 'FFFF', 'FHHF', 'HFHG']"
1,21,0,1.0,0.9416796087056153,"['SFHH', 'FFFH', 'FFHH', 'FFFG']"
1,28,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFH', 'FHFG']"
1,27,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'FFFH', 'HFFG']"
1,18,0,1.0,0.8761671489944468,"['SFFF', 'FFFF', 'FFHF', 'FHHG']"
1,51,0,1.0,0.8814479033836181,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,51,0,1.0,0.9248559951318693,"['SFHH', 'FFHH', 'FFFF', 'FFHG']"
1,91,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFFF', 'HHFG']"
1,85,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFH', 'HFHF', 'FFFF', 'HFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'HFFF', 'FFFG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HFFF', 'HHFG']"
1,20,0,1.0,0.79346393184295,"['SFFF', 'HHFH', 'FHFH', 'FHFG']"
1,53,0,1.0,0.9791880578299021,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FHHF', 'HHHG']"
1,84,0,1.0,0.9616943356035061,"['SHHF', 'FFFF', 'HFFH', 'HFFG']"
1,70,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HHFF', 'FFFG']"
1,78,0,1.0,0.9704017769489168,"['SHHH', 'FFHH', 'FFHF', 'FFFG']"
1,95,0,1.0,0.9821344612135428,"['SHFF', 'FHFH', 'FHHF', 'FFFG']"
1,70,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FHFF', 'HHFG']"
1,44,0,1.0,0.9791880578299021,"['SFFH', 'HFFF', 'HFFF', 'HHHG']"
1,7,0,1.0,0.8451404054461714,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,44,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'FFFF', 'FFFG']"
1,53,0,1.0,0.9248559951318693,"['SFHF', 'FFHF', 'HFFF', 'HHHG']"
1,49,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,82,0,1.0,0.93603800616986,"['SFFH', 'FHFH', 'HHFF', 'HFFG']"
1,15,0,1.0,0.860513950810667,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,69,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHHG']"
1,67,0,1.0,0.9704017769489168,"['SFFH', 'FFHH', 'FFFF', 'HFHG']"
1,43,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'FFHH', 'FFFG']"
1,65,0,0.0,0.0,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,3,0,1.0,0.9110661429076764,"['SFFF', 'FFFF', 'FFFF', 'FFHG']"
1,37,0,1.0,0.9791880578299021,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,99,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'FHFF', 'HFHG']"
1,55,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,42,0,0.0,0.0,"['SFHH', 'HFFF', 'FHHF', 'FFHG']"
1,30,0,1.0,0.9248559951318693,"['SFFH', 'FFHH', 'FFFF', 'HFHG']"
1,77,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'HFHF', 'HHHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFF', 'FFFG']"
1,66,0,1.0,0.9616943356035061,"['SFFF', 'FHHH', 'FFFH', 'HFFG']"
1,30,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHH', 'HFFG']"
1,11,0,0.0,0.0,"['SFHF', 'FFHF', 'HFHH', 'HFFG']"
1,78,0,1.0,0.9056079456455165,"['SHFH', 'FFFF', 'FHHF', 'HFFG']"
1,82,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'FHHG']"
1,45,0,1.0,0.9559328248389055,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,99,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'FHFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FHHG']"
1,30,0,1.0,0.9588092525966956,"['SFHH', 'HFFF', 'FHFF', 'HFFG']"
1,66,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'HFHH', 'FFFG']"
1,23,0,1.0,0.8921050870283477,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,57,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FHHH', 'FFFG']"
1,40,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'FHHF', 'HHFG']"
1,6,0,0.0,0.0,"['SFHH', 'HFFF', 'FFFF', 'HHFG']"
1,84,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'FHHF', 'FHHG']"
1,25,0,1.0,0.9138075656044898,"['SFFH', 'HHFF', 'FHFF', 'HFHG']"
1,29,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,82,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'FFHG']"
1,36,0,1.0,0.8078974551636565,"['SFFH', 'HFFF', 'HHFH', 'FFFG']"
1,61,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'HFFF', 'FFFG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFH', 'HHFH', 'HHFG']"
1,64,0,1.0,0.8683052775100066,"['SFFF', 'FFHH', 'FFFH', 'FHFG']"
1,33,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,58,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,88,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FHFG']"
1,15,0,0.0,0.0,"['SFFH', 'FHFF', 'FFFH', 'HFFG']"
1,8,0,1.0,0.93603800616986,"['SHHH', 'FFHH', 'FFFF', 'HHFG']"
1,90,0,1.0,0.90289112180858,"['SHHF', 'FHHH', 'FFFF', 'FHFG']"
1,84,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FHFF', 'HFFG']"
1,100,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HHFF', 'HFHG']"
1,16,0,1.0,0.78398512608332,"['SFFF', 'FHFH', 'HHFH', 'FFFG']"
1,97,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HHFF', 'HHFG']"
1,69,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,18,0,1.0,0.9276389118674717,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,90,0,1.0,0.9791880578299021,"['SFHH', 'FHHF', 'FFFF', 'FHHG']"
1,74,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,98,0,1.0,0.9388545698794984,"['SHHH', 'FHFF', 'FFFF', 'HHFG']"
1,3,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,59,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HHFG']"
1,27,0,1.0,0.9056079456455165,"['SFFH', 'FFHH', 'HFFH', 'FFFG']"
1,12,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,59,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HHFF', 'FHFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HFFF', 'FFFG']"
1,48,0,1.0,0.8201257512162927,"['SFFF', 'FFHF', 'HFFH', 'HHFG']"
1,89,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'HFFG']"
1,68,0,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,41,0,1.0,0.9502058312852957,"['SFHH', 'HFFH', 'FFFF', 'HFFG']"
1,75,0,1.0,0.9645880999032158,"['SFHF', 'FHFH', 'FFHF', 'FFFG']"
1,73,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFHF', 'FFFG']"
1,51,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FHHF', 'FFHG']"
1,13,0,1.0,0.8078974551636565,"['SFFH', 'HFHF', 'HFFF', 'HFFG']"
1,58,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'HFFG']"
1,24,0,1.0,0.9083329444789534,"['SFFH', 'FHFF', 'HFFF', 'FFFG']"
1,57,0,1.0,0.9445131481500655,"['SHFF', 'FFFF', 'FHHF', 'HFHG']"
1,29,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'FFFH', 'FHFG']"
1,19,0,1.0,0.8553586117313603,"['SFFF', 'HFHH', 'FFFF', 'HHFG']"
1,82,0,1.0,0.9762504936564125,"['SFHF', 'FFHF', 'FFFH', 'HFFG']"
1,17,0,0.0,0.0,"['SFFH', 'HHFF', 'FHHF', 'HHFG']"
1,49,0,1.0,0.8127667407072335,"['SHHH', 'FFHF', 'FFFF', 'FFHG']"
1,26,0,1.0,0.9276389118674717,"['SFFH', 'FHFF', 'FHHF', 'FHHG']"
1,88,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFFF', 'HFFG']"
1,65,0,1.0,0.9704017769489168,"['SFFH', 'FFFH', 'HHFF', 'FHHG']"
1,87,0,1.0,0.9762504936564125,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,27,0,1.0,0.9791880578299021,"['SHHH', 'FFFH', 'FFHF', 'FFFG']"
1,91,0,1.0,0.9733217421754432,"['SFHH', 'FHHH', 'FFFF', 'HHHG']"
1,18,0,1.0,0.9645880999032158,"['SHHH', 'FFHF', 'HFFF', 'FFFG']"
1,69,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,57,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFHF', 'FFHG']"
1,58,0,1.0,0.985089730404757,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,17,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FFHG']"
1,37,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FFHF', 'FHHG']"
1,90,0,1.0,0.9616943356035061,"['SFFH', 'FFFH', 'HHFH', 'FFFG']"
1,8,0,1.0,0.9588092525966956,"['SFFF', 'FFFF', 'FFFF', 'FHFG']"
1,51,0,0.0,0.0,"['SFHF', 'HFFF', 'FHHF', 'FHHG']"
1,48,0,1.0,0.9674905716180701,"['SFHH', 'FFFF', 'FHFF', 'FHHG']"
1,35,0,1.0,0.9645880999032158,"['SHHF', 'FFFH', 'HFFF', 'FFFG']"
1,92,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHHF', 'HFFG']"
1,65,0,1.0,0.9704017769489168,"['SHFF', 'FHHF', 'FFFF', 'HHFG']"
1,51,0,1.0,0.9416796087056153,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFF', 'HFFG']"
1,9,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,91,0,1.0,0.9762504936564125,"['SHHH', 'FHFH', 'FFFF', 'FHFG']"
1,65,0,1.0,0.9733217421754432,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,50,0,1.0,0.9502058312852957,"['SHFF', 'FFHH', 'FFFF', 'FFHG']"
1,62,0,1.0,0.985089730404757,"['SHFF', 'FFFH', 'FFFF', 'FFHG']"
1,52,0,1.0,0.9791880578299021,"['SFHF', 'HFFF', 'HFFF', 'HHFG']"
1,23,0,0.0,0.0,"['SHFH', 'FFFH', 'HFHF', 'FFFG']"
1,92,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'HFFH', 'HFFG']"
1,94,0,1.0,0.985089730404757,"['SHHH', 'FFFF', 'FHFF', 'FHHG']"
1,82,0,1.0,0.9821344612135428,"['SHFH', 'FFHH', 'FFFH', 'HFFG']"
1,82,0,1.0,0.9110661429076764,"['SFHH', 'FFHF', 'HFHF', 'HFFG']"
1,76,0,1.0,0.93603800616986,"['SFHF', 'HFHF', 'FFFH', 'HFFG']"
1,59,0,1.0,0.8735386475474635,"['SFHH', 'HFFF', 'FHHF', 'HFFG']"
1,24,0,1.0,0.8894287717672626,"['SFFH', 'FFFF', 'FHFH', 'HHFG']"
1,63,0,1.0,0.9645880999032158,"['SFFF', 'HHHF', 'HFHF', 'FHHG']"
1,28,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,5,0,1.0,0.835044266956004,"['SFFF', 'HHFF', 'FHHF', 'HFFG']"
1,85,0,1.0,0.9388545698794984,"['SFHF', 'HFFH', 'FFFH', 'FHFG']"
1,10,0,1.0,0.9502058312852957,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,4,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'FHHF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'FHHF', 'FHHG']"
1,83,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFHF', 'HFFG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FHFG']"
1,86,0,1.0,0.9733217421754432,"['SHFH', 'FFFH', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HFFH', 'FHFG']"
1,65,0,1.0,0.79346393184295,"['SHFH', 'FHFH', 'FFFF', 'HFHG']"
1,13,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'HFFG']"
1,6,0,1.0,0.7722956964947572,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,89,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFHF', 'HFHG']"
1,96,0,1.0,0.8894287717672626,"['SFHH', 'HFFH', 'HHFH', 'FFFG']"
1,18,0,1.0,0.8527925358961662,"['SHFF', 'FHFH', 'FFHF', 'FFFG']"
1,26,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'HHFG']"
1,38,0,1.0,0.7816331707050701,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,80,0,1.0,0.9791880578299021,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,74,0,1.0,0.9502058312852957,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'HHFH', 'HFFG']"
1,56,0,1.0,0.9674905716180701,"['SHFF', 'FFFF', 'FFFF', 'HFHG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFH', 'FFFH', 'HFFG']"
1,98,0,1.0,0.9559328248389055,"['SFFF', 'FFHH', 'HFFH', 'FHFG']"
1,93,0,1.0,0.9791880578299021,"['SHHF', 'FFFF', 'FHFF', 'HFFG']"
1,62,0,1.0,0.9559328248389055,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,72,0,1.0,0.9304302024748964,"['SFFH', 'HFFH', 'HHFF', 'FHHG']"
1,38,0,1.0,0.9530650263643888,"['SFFH', 'FHFH', 'FHFF', 'HHFG']"
1,97,0,1.0,0.9530650263643888,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,59,0,1.0,0.9445131481500655,"['SFFF', 'FFHF', 'HFHF', 'FHHG']"
1,98,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,22,0,0.0,0.0,"['SFFH', 'FFHF', 'FHFF', 'FFFG']"
1,95,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,39,0,1.0,0.9502058312852957,"['SFFF', 'FHHF', 'HFFF', 'FHFG']"
1,63,0,1.0,0.7887102894272789,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,76,0,1.0,0.9248559951318693,"['SHHF', 'FFHF', 'HFFH', 'HHFG']"
1,92,0,1.0,0.9445131481500655,"['SHFF', 'FFHH', 'HFFF', 'HFFG']"
1,42,0,1.0,0.9304302024748964,"['SFFF', 'HHFH', 'FHFF', 'FHFG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,16,0,0.0,0.0,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,99,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'FHHF', 'FHFG']"
1,73,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,26,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'HHHG']"
1,71,0,1.0,0.9704017769489168,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,34,0,0.0,0.0,"['SFHF', 'HFFH', 'HFFF', 'FFHG']"
1,77,0,1.0,0.884100203995605,"['SFHF', 'FFHH', 'HFFH', 'FHFG']"
1,93,0,1.0,0.9704017769489168,"['SFHF', 'FFHF', 'HFHF', 'FFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFF', 'FHFH', 'HFFG']"
1,5,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,84,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'HHFF', 'HHFG']"
1,86,0,1.0,0.985089730404757,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,46,0,1.0,0.9332298921513504,"['SFHF', 'FHHF', 'FFFH', 'FFFG']"
1,60,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHHG']"
1,32,0,1.0,0.8527925358961662,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,84,0,1.0,0.90289112180858,"['SFFH', 'HFHH', 'HFFH', 'HHFG']"
1,55,0,1.0,0.9733217421754432,"['SFFH', 'FFHH', 'FFHH', 'HFFG']"
1,57,0,1.0,0.9530650263643888,"['SHHF', 'FFFF', 'HFFF', 'FFHG']"
1,30,0,1.0,0.9502058312852957,"['SHFH', 'FFFF', 'HFFF', 'FFFG']"
1,47,0,1.0,0.9588092525966956,"['SFHF', 'FFFF', 'FHFF', 'HHFG']"
1,100,0,1.0,0.985089730404757,"['SHHF', 'FHFH', 'FFHH', 'HFFG']"
1,68,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'FFHF', 'HHFG']"
1,27,0,1.0,0.798246224976786,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFH', 'HHFH', 'FFFH', 'HFFG']"
1,84,0,1.0,0.9821344612135428,"['SHHH', 'FHHF', 'FFFH', 'HFFG']"
1,65,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FHFF', 'HFHG']"
1,32,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HHHF', 'FFHG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'FFFF', 'HHHG']"
1,52,0,1.0,0.9559328248389055,"['SFFF', 'FFHH', 'HFFH', 'FFFG']"
1,23,0,1.0,0.9791880578299021,"['SFFF', 'FFHH', 'FFFH', 'HFFG']"
1,63,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FFHF', 'HHHG']"
1,76,0,1.0,0.9388545698794984,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,46,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'FFFF', 'HHFG']"
1,31,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FFFF', 'FFFG']"
1,30,0,1.0,0.9248559951318693,"['SFFH', 'HHFF', 'FHFF', 'HFFG']"
1,2,0,0.0,0.0,"['SHFH', 'FHHF', 'FFFF', 'FHFG']"
1,73,0,1.0,0.9645880999032158,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,14,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'FFFF', 'FHFG']"
1,59,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'FHFF', 'HHHG']"
1,49,0,1.0,0.9704017769489168,"['SFFH', 'HHFF', 'HHHF', 'HFFG']"
1,71,0,1.0,0.93603800616986,"['SHHF', 'FHFH', 'FHHF', 'FFFG']"
1,59,0,1.0,0.9304302024748964,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,35,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FFFH', 'FHFG']"
1,55,0,1.0,0.9193151828650342,"['SHFH', 'FFFH', 'FFFH', 'FHFG']"
1,86,0,1.0,0.9165572373164391,"['SFFH', 'HFFH', 'HHFF', 'HHHG']"
