Temperature,Simulations,Return,Discounted Return,Map
1,2,0,0.0,0.0,"['SFFF', 'FHFH', 'HHFF', 'HFFG']"
1,84,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HHFF', 'HHFG']"
1,96,0,1.0,0.9276389118674717,"['SHHF', 'FFFH', 'HHFF', 'HHFG']"
1,74,0,1.0,0.90289112180858,"['SFFH', 'FFHF', 'HFFF', 'FHFG']"
1,26,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HHFF', 'FFFG']"
1,36,0,1.0,0.9733217421754432,"['SFHH', 'FHFF', 'FHHH', 'FFFG']"
1,57,0,1.0,0.9248559951318693,"['SHHF', 'FFFF', 'HFFH', 'FFFG']"
1,49,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,61,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'HFFF', 'HFFG']"
1,24,0,1.0,0.9502058312852957,"['SFFF', 'FHFF', 'FHHF', 'HFFG']"
1,28,0,1.0,0.860513950810667,"['SFHH', 'HFFH', 'HHFF', 'HFFG']"
1,69,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,16,0,0.0,0.0,"['SHFF', 'FHHH', 'FHHF', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,27,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'FFFF', 'HHFG']"
1,80,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,50,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,22,0,0.0,0.0,"['SFFH', 'FFHH', 'HFHF', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHFF', 'FFHG']"
1,69,0,1.0,0.9762504936564125,"['SFHH', 'HFFF', 'HHFF', 'FHFG']"
1,11,0,1.0,0.8788035596734672,"['SFFH', 'HHFH', 'FHFF', 'FFFG']"
1,53,0,1.0,0.9304302024748964,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,40,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFH', 'FHFG']"
1,70,0,1.0,0.985089730404757,"['SFFH', 'FHHF', 'FFFF', 'FHFG']"
1,40,0,1.0,0.9645880999032158,"['SFFF', 'FHHF', 'FHFF', 'FHHG']"
1,54,0,1.0,0.9704017769489168,"['SHHF', 'FFHH', 'FFHH', 'HFFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FFFG']"
1,95,0,1.0,0.9559328248389055,"['SFFH', 'FHHF', 'FFHH', 'HFFG']"
1,18,0,0.0,0.0,"['SHHH', 'FFFH', 'HHFF', 'HHFG']"
1,48,0,0.0,0.0,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,67,0,1.0,0.9733217421754432,"['SFHF', 'HFFF', 'HFFF', 'FHHG']"
1,46,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'HHFG']"
1,6,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'FFFH', 'FFFG']"
1,85,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHH', 'FFFG']"
1,67,0,1.0,0.9193151828650342,"['SFHF', 'FHHF', 'FHHF', 'FFFG']"
1,43,0,1.0,0.9530650263643888,"['SFFF', 'FHFF', 'FFHF', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'HFFG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'HFFH', 'FFFF', 'FHFG']"
1,15,0,0.0,0.0,"['SHFF', 'FFHF', 'HFHF', 'HFFG']"
1,8,0,0.0,0.0,"['SFFF', 'FFFH', 'FHFF', 'FFHG']"
1,95,0,1.0,0.9674905716180701,"['SFHF', 'HFHH', 'FFFH', 'HFFG']"
1,40,0,1.0,0.9502058312852957,"['SHHH', 'FHFH', 'FFHF', 'FFFG']"
1,93,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'HFHF', 'FFFG']"
1,39,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'FHHF', 'FHHG']"
1,36,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'FFFF', 'FHFG']"
1,66,0,1.0,0.9733217421754432,"['SFHH', 'HFFF', 'FFHF', 'FFFG']"
1,64,0,1.0,0.9704017769489168,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,45,0,1.0,0.8947894553945313,"['SFFF', 'FFFF', 'FHFH', 'HFFG']"
1,83,0,1.0,0.9674905716180701,"['SHHF', 'FHFH', 'FFHF', 'FFFG']"
1,80,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HFHG']"
1,5,0,1.0,0.8250687380258053,"['SFHH', 'FFFH', 'FFFF', 'FFFG']"
1,51,0,1.0,0.93603800616986,"['SFFH', 'FHHF', 'FFFH', 'FHFG']"
1,92,0,1.0,0.9220814271464737,"['SHFH', 'FFFF', 'HHFH', 'FHFG']"
1,2,0,0.0,0.0,"['SFFF', 'HFHF', 'FFFH', 'HHFG']"
1,82,0,1.0,0.9559328248389055,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,82,0,1.0,0.9473552137914398,"['SFHF', 'HFFH', 'HHFF', 'FHHG']"
1,11,0,0.0,0.0,"['SFFF', 'HHFF', 'FFFH', 'FFFG']"
1,99,0,1.0,0.9704017769489168,"['SHHF', 'FHFF', 'FHFF', 'FFFG']"
1,53,0,1.0,0.9332298921513504,"['SFFF', 'FFFH', 'HFHH', 'FFFG']"
1,95,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'FFFG']"
1,80,0,1.0,0.985089730404757,"['SFFH', 'HHFF', 'HHHF', 'FHFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFF', 'HFHF', 'HFFG']"
1,81,0,1.0,0.9791880578299021,"['SFHF', 'FHFH', 'FHFH', 'FFFG']"
1,45,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'HFHG']"
1,68,0,1.0,0.9645880999032158,"['SFFH', 'HHFF', 'FHHF', 'HFFG']"
1,16,0,1.0,0.9559328248389055,"['SHFF', 'FFFH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFFH', 'HHFG']"
1,52,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'HHHF', 'HFHG']"
1,96,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,14,0,1.0,0.8527925358961662,"['SFHH', 'HFFF', 'HFHF', 'FFFG']"
1,27,0,1.0,0.9530650263643888,"['SFFH', 'FHFF', 'HFFF', 'FHHG']"
1,100,0,1.0,0.93603800616986,"['SHFH', 'FFHF', 'FFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SFHF', 'FHFF', 'FFFF', 'HFHG']"
1,32,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,80,0,1.0,0.8683052775100066,"['SHHF', 'FFFF', 'HHHF', 'FFHG']"
1,5,0,0.0,0.0,"['SFHH', 'FFFH', 'FHHF', 'FFFG']"
1,15,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FFFG']"
1,55,0,1.0,0.9588092525966956,"['SFHH', 'FHHH', 'FHHF', 'FFFG']"
1,64,0,1.0,0.9388545698794984,"['SFHH', 'HFFH', 'HFHH', 'FFFG']"
1,80,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,70,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HHHF', 'FFHG']"
1,38,0,1.0,0.9645880999032158,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,11,0,0.0,0.0,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,79,0,1.0,0.9821344612135428,"['SFHF', 'HFHF', 'HFFH', 'HFFG']"
1,79,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FHHG']"
1,37,0,1.0,0.9762504936564125,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,83,0,1.0,0.9502058312852957,"['SHFF', 'FFHH', 'HFHH', 'HFFG']"
1,50,0,1.0,0.7863441585589971,"['SFHH', 'HFFF', 'HFFH', 'FHFG']"
1,78,0,1.0,0.9791880578299021,"['SFHF', 'HFFH', 'HHFF', 'FFHG']"
1,21,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,52,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFFF', 'FFFG']"
1,26,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'FFFG']"
1,41,0,1.0,0.9332298921513504,"['SHFH', 'FFFF', 'HFHF', 'FFFG']"
1,96,0,1.0,0.9416796087056153,"['SFHH', 'FFHH', 'HFFH', 'HHFG']"
1,33,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,29,0,1.0,0.9704017769489168,"['SFHH', 'FFFH', 'FFFF', 'HFFG']"
1,30,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'HHFF', 'HHHG']"
1,82,0,1.0,0.9821344612135428,"['SHHH', 'FFFF', 'HHFF', 'HHFG']"
1,87,0,1.0,0.9733217421754432,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,58,0,1.0,0.9083329444789534,"['SFFF', 'HHFH', 'FHFF', 'HHHG']"
1,23,0,0.0,0.0,"['SHHF', 'FFFH', 'FFFF', 'FFHG']"
1,34,0,1.0,0.9332298921513504,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,49,0,1.0,0.9276389118674717,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,78,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HFFH', 'FFFG']"
1,46,0,1.0,0.835044266956004,"['SHHF', 'FFFH', 'FHFF', 'FHFG']"
1,55,0,1.0,0.8974819010978248,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,4,0,0.0,0.0,"['SHFH', 'FFHF', 'FHHF', 'FFFG']"
1,48,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,64,0,1.0,0.9821344612135428,"['SFFH', 'HFFF', 'HFFH', 'FFFG']"
1,88,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFH', 'HHFG']"
1,32,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HHFF', 'HFFG']"
1,49,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'FFFF', 'HHFG']"
1,66,0,1.0,0.9821344612135428,"['SFFH', 'HHFF', 'HFFF', 'HHHG']"
1,14,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FFFF', 'HFFG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFH', 'FHFH', 'HFFG']"
1,5,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,93,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'HFFF', 'HFFG']"
1,97,0,1.0,0.9588092525966956,"['SFHH', 'HFHH', 'FFHH', 'FFFG']"
1,51,0,1.0,0.8553586117313603,"['SFFH', 'FHFF', 'HHHF', 'HFHG']"
1,40,0,1.0,0.884100203995605,"['SFHF', 'HFFF', 'HFHF', 'FFFG']"
1,36,0,1.0,0.9304302024748964,"['SFHF', 'HFFF', 'HFHH', 'FFFG']"
1,71,0,1.0,0.9733217421754432,"['SFHH', 'FFHF', 'FFFF', 'HFFG']"
1,69,0,1.0,0.9791880578299021,"['SFFH', 'HHFH', 'FFFF', 'FHFG']"
1,12,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HFFF', 'FHHG']"
1,39,0,1.0,0.9416796087056153,"['SFHF', 'FHHH', 'FHHH', 'FFFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FFHH', 'FFFF', 'FHHG']"
1,27,0,1.0,0.8127667407072335,"['SHHF', 'FHFH', 'FHFH', 'FFFG']"
1,44,0,1.0,0.8176653739626438,"['SHFF', 'FHHH', 'FFFF', 'FHFG']"
1,40,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HHHG']"
1,38,0,1.0,0.9220814271464737,"['SFFH', 'HFFF', 'HFHF', 'HHHG']"
1,13,0,1.0,0.9304302024748964,"['SFFF', 'FHHF', 'HFHF', 'FFHG']"
1,70,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'HFFF', 'HHFG']"
1,39,0,1.0,0.8451404054461714,"['SFFH', 'HFHF', 'HFHF', 'HFFG']"
1,27,0,1.0,0.9138075656044898,"['SFFF', 'FHHF', 'FFFF', 'FHHG']"
1,31,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HFFF', 'HHHG']"
1,61,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFH', 'FFFG']"
1,12,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHH', 'HFFG']"
1,6,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFH', 'FHFG']"
1,87,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'FFHF', 'HFFG']"
1,10,0,0.0,0.0,"['SFHF', 'FFFF', 'FFHF', 'HFFG']"
1,14,0,1.0,0.9388545698794984,"['SFFH', 'HFFF', 'FHHF', 'FHFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'FFFG']"
1,26,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'HFFF', 'HHHG']"
1,88,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'FFHH', 'FFFG']"
1,81,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,13,0,1.0,0.7887102894272789,"['SFFH', 'HHFF', 'FFHF', 'FFFG']"
1,87,0,1.0,0.9704017769489168,"['SFHH', 'HFFH', 'FFFF', 'HFFG']"
1,28,0,1.0,0.9616943356035061,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,11,0,1.0,0.8921050870283477,"['SFFF', 'HFHF', 'HHHF', 'FFFG']"
1,1,0,0.0,0.0,"['SFHH', 'FHHH', 'FHFF', 'FFFG']"
1,77,0,1.0,0.9704017769489168,"['SFFH', 'FHFF', 'HHFF', 'HFFG']"
1,7,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFH', 'FHFG']"
1,84,0,1.0,0.9645880999032158,"['SFFF', 'HHFH', 'HHFH', 'FFFG']"
1,59,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'FHFF', 'FFHG']"
1,64,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FHHG']"
1,69,0,1.0,0.9530650263643888,"['SFFF', 'FHHF', 'HFHF', 'FHHG']"
1,1,0,0.0,0.0,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,68,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'HFHG']"
1,53,0,1.0,0.9791880578299021,"['SHFF', 'FFFF', 'FFFF', 'FHFG']"
1,13,0,1.0,0.9056079456455165,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,97,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHFF', 'HFFG']"
1,90,0,1.0,0.9674905716180701,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,33,0,1.0,0.9502058312852957,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,35,0,1.0,0.9674905716180701,"['SFFH', 'FHFF', 'HFHF', 'FFHG']"
1,22,0,0.0,0.0,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,36,0,1.0,0.8476834558136123,"['SFFH', 'HHFF', 'HHHF', 'HFFG']"
1,81,0,1.0,0.9473552137914398,"['SHFH', 'FFFF', 'FFHH', 'HFFG']"
1,63,0,1.0,0.9733217421754432,"['SHHF', 'FHHH', 'FFHF', 'FFFG']"
1,85,0,1.0,0.9616943356035061,"['SFFH', 'HHFH', 'HHFH', 'FFFG']"
1,55,0,1.0,0.9791880578299021,"['SHHF', 'FFHF', 'FFHF', 'FFFG']"
1,9,0,1.0,0.7607805594527743,"['SFFH', 'FHFH', 'HHFF', 'FFFG']"
1,50,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FHHF', 'FFHG']"
1,59,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FFHF', 'FHHG']"
1,10,0,1.0,0.9276389118674717,"['SFFH', 'HHFF', 'FFFF', 'FHHG']"
1,48,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'FFFH', 'FFFG']"
1,31,0,1.0,0.8947894553945313,"['SFFF', 'HFFH', 'HFFF', 'FFHG']"
1,67,0,0.0,0.0,"['SHFH', 'FFFF', 'HHFH', 'HHFG']"
1,61,0,0.0,0.0,"['SFHH', 'HFFF', 'HHHF', 'FHFG']"
1,16,0,1.0,0.9248559951318693,"['SHHF', 'FFHH', 'FFHH', 'FFFG']"
1,62,0,1.0,0.9733217421754432,"['SFFF', 'FHFF', 'HFHF', 'FFHG']"
1,26,0,1.0,0.9083329444789534,"['SFFH', 'FFFF', 'HFHF', 'HFHG']"
1,74,0,1.0,0.9645880999032158,"['SFHF', 'FFHF', 'FFFH', 'FFFG']"
1,93,0,0.0,0.0,"['SHHH', 'FFFH', 'HFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'FHFG']"
1,50,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFH', 'HHFG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'FHFF', 'FFFG']"
1,17,0,1.0,0.8788035596734672,"['SFFH', 'HHFF', 'FHHF', 'HHHG']"
1,71,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FHHF', 'HFFG']"
1,94,0,1.0,0.9821344612135428,"['SFHF', 'FFHF', 'FFFF', 'FFHG']"
1,52,0,1.0,0.9473552137914398,"['SFFF', 'FFFF', 'HHFH', 'FHFG']"
1,26,0,0.0,0.0,"['SFFF', 'FFHF', 'FFHH', 'HFFG']"
1,8,0,0.0,0.0,"['SHFF', 'FHHH', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9762504936564125,"['SFHF', 'HFFF', 'FFHF', 'FFFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFF', 'FHFH', 'HFFG']"
1,60,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'HHFF', 'FHFG']"
1,51,0,1.0,0.9674905716180701,"['SFFH', 'HHFF', 'HFHF', 'FHHG']"
1,23,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,5,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'HFHG']"
1,98,0,1.0,0.9473552137914398,"['SHFF', 'FHHF', 'FFFH', 'HFFG']"
1,19,0,0.0,0.0,"['SFHH', 'FFHF', 'HFFH', 'FHFG']"
1,38,0,1.0,0.8814479033836181,"['SFHH', 'FFFF', 'HFFH', 'FHFG']"
1,66,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFHH', 'FFFG']"
1,47,0,0.0,0.0,"['SHFF', 'FHHF', 'FFHF', 'HFFG']"
1,38,0,1.0,0.7494371162085136,"['SFFH', 'FHFF', 'FFFH', 'FHFG']"
1,23,0,1.0,0.9733217421754432,"['SFFH', 'HHFF', 'FHFF', 'HHFG']"
1,6,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'FHHG']"
1,55,0,1.0,0.9733217421754432,"['SFFH', 'FHFF', 'FHFF', 'FHFG']"
1,85,0,1.0,0.9559328248389055,"['SFFF', 'FHFH', 'FHFF', 'FHHG']"
1,45,0,1.0,0.9762504936564125,"['SFHH', 'FHHF', 'FFHF', 'FFFG']"
1,48,0,0.0,0.0,"['SHHH', 'FFFH', 'FFFH', 'HHFG']"
1,63,0,1.0,0.985089730404757,"['SFFH', 'HFFH', 'HFFF', 'FHFG']"
1,68,0,1.0,0.9416796087056153,"['SFFH', 'HFFH', 'HFFF', 'FHHG']"
1,78,0,1.0,0.985089730404757,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,36,0,1.0,0.9473552137914398,"['SFFH', 'HHFF', 'FHFF', 'FFFG']"
1,25,0,1.0,0.9821344612135428,"['SHHH', 'FHFH', 'FFFH', 'FFFG']"
1,79,0,1.0,0.90289112180858,"['SFFH', 'HHFH', 'FHFF', 'HFHG']"
1,12,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,61,0,1.0,0.9616943356035061,"['SFFF', 'HFHF', 'FHFF', 'FFFG']"
1,25,0,1.0,0.9762504936564125,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHHG']"
1,15,0,0.0,0.0,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,85,0,1.0,0.9762504936564125,"['SFHF', 'HFHH', 'FFHF', 'FFFG']"
1,84,0,1.0,0.9502058312852957,"['SFFH', 'FHFF', 'FHHF', 'HFFG']"
1,55,0,1.0,0.985089730404757,"['SFFH', 'FFFF', 'HFFF', 'HFFG']"
1,94,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'FHHF', 'FFFG']"
1,38,0,1.0,0.8788035596734672,"['SFFH', 'FFFH', 'HHFF', 'HHHG']"
1,88,0,1.0,0.9791880578299021,"['SFHH', 'FHHH', 'FFHF', 'FFFG']"
1,46,0,1.0,0.9276389118674717,"['SFFF', 'FHHF', 'HFHF', 'FFHG']"
1,51,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'HHFG']"
1,73,0,1.0,0.9733217421754432,"['SFFH', 'HFFH', 'FFFF', 'HFHG']"
1,43,0,0.0,0.0,"['SFHH', 'HFHH', 'HFFF', 'FFHG']"
1,62,0,1.0,0.8426049842298329,"['SHHF', 'FHFF', 'FFHF', 'HFFG']"
1,41,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHH', 'FFFG']"
1,25,0,1.0,0.7792882711929549,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,24,0,1.0,0.9332298921513504,"['SFFF', 'FHHF', 'HHHF', 'FHFG']"
1,21,0,0.0,0.0,"['SFFH', 'FHHF', 'FFFF', 'HHHG']"
1,29,0,1.0,0.9791880578299021,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,65,0,1.0,0.9674905716180701,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,47,0,1.0,0.8921050870283477,"['SHHH', 'FFFF', 'FHHH', 'FFFG']"
1,91,0,1.0,0.9588092525966956,"['SFHH', 'FHHF', 'FFFF', 'FHFG']"
1,94,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HFHG']"
1,97,0,1.0,0.9704017769489168,"['SFHH', 'FFFF', 'HHFF', 'FHHG']"
1,32,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FHHG']"
1,12,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FHFG']"
1,1,0,0.0,0.0,"['SFHH', 'HFHH', 'FFHH', 'HFFG']"
1,3,0,0.0,0.0,"['SFFH', 'FHFH', 'HFFF', 'FHFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFHH', 'FFFH', 'FHFG']"
1,73,0,0.0,0.0,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SHHH', 'FFHF', 'FFFH', 'HHFG']"
1,75,0,1.0,0.9821344612135428,"['SFFH', 'HHFH', 'FFFF', 'FFFG']"
1,52,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'HHFG']"
1,83,0,1.0,0.9165572373164391,"['SFFH', 'FFFF', 'FHFH', 'FHFG']"
1,76,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,47,0,1.0,0.9821344612135428,"['SHHH', 'FFHF', 'FHHH', 'FFFG']"
1,94,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FFHG']"
1,25,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,81,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'HHFG']"
1,43,0,1.0,0.9674905716180701,"['SFFF', 'HFHH', 'HFFH', 'HFFG']"
1,76,0,1.0,0.9388545698794984,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,31,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'FHHF', 'FHHG']"
1,76,0,1.0,0.9559328248389055,"['SHFF', 'FFFH', 'HFFF', 'HFHG']"
1,74,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FFFH', 'FFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FHHG']"
1,12,0,1.0,0.9588092525966956,"['SFFH', 'FFFF', 'HFFF', 'FHFG']"
1,25,0,1.0,0.9704017769489168,"['SFHF', 'FHFH', 'FHHF', 'FFFG']"
1,38,0,1.0,0.9220814271464737,"['SFHF', 'FFHF', 'HFFF', 'HHFG']"
1,96,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFHF', 'HHHG']"
1,18,0,1.0,0.9674905716180701,"['SFHF', 'HFFF', 'HFFH', 'HFFG']"
1,33,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'FHHG']"
1,68,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'FFHF', 'HHHG']"
1,33,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FHFF', 'FHHG']"
1,91,0,1.0,0.9588092525966956,"['SHHF', 'FFHF', 'FFFH', 'HHFG']"
1,34,0,1.0,0.9276389118674717,"['SFHF', 'FFHH', 'FFFF', 'FFHG']"
1,2,0,0.0,0.0,"['SFFH', 'HFFH', 'HFFF', 'HHFG']"
1,74,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'FFHG']"
1,84,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'HFFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'HFFF', 'FHHG']"
1,25,0,1.0,0.9388545698794984,"['SFFH', 'HHFH', 'FFFF', 'HFFG']"
1,30,0,1.0,0.7699788094052729,"['SFHH', 'HFFH', 'HHFH', 'HFFG']"
1,41,0,1.0,0.9762504936564125,"['SFFH', 'FFFF', 'FHFF', 'FHHG']"
1,77,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HHFF', 'HHFH', 'HFFG']"
1,91,0,1.0,0.9821344612135428,"['SFHF', 'HFFH', 'HFFH', 'FHFG']"
1,57,0,1.0,0.9388545698794984,"['SFFF', 'FFFF', 'HFFH', 'HFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFHF', 'HHFG']"
1,81,0,1.0,0.9762504936564125,"['SHHH', 'FHHF', 'FHFH', 'FFFG']"
1,41,0,1.0,0.9762504936564125,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,52,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'FHHF', 'FFFG']"
