Temperature,Simulations,Return,Discounted Return,Map
1,88,0,1.0,0.9821344612135428,"['SHFF', 'FHFF', 'FHFH', 'FFFG']"
1,56,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'HFHF', 'HFHG']"
1,29,0,0.0,0.0,"['SFHH', 'FHHH', 'FHFH', 'FFFG']"
1,15,0,0.0,0.0,"['SHFF', 'FHFH', 'FFFF', 'HHHG']"
1,90,0,1.0,0.9791880578299021,"['SHHF', 'FHHH', 'FFHF', 'FFFG']"
1,22,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,51,0,0.0,0.0,"['SHFH', 'FFHH', 'HFHF', 'HFFG']"
1,72,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HFFF', 'FFFG']"
1,51,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HHFF', 'FFFG']"
1,40,0,1.0,0.8814479033836181,"['SFFH', 'FHFH', 'HHFH', 'HHFG']"
1,61,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,70,0,1.0,0.8735386475474635,"['SHFH', 'FFFH', 'FHFF', 'FFHG']"
1,88,0,1.0,0.9733217421754432,"['SHHF', 'FFFF', 'HHFF', 'HFHG']"
1,42,0,1.0,0.8006481694852418,"['SFFF', 'FHFF', 'FHHH', 'FFFG']"
1,31,0,1.0,0.9821344612135428,"['SHHH', 'FHFH', 'FHFF', 'FFFG']"
1,62,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'FHFG']"
1,77,0,1.0,0.9559328248389055,"['SFFH', 'FHFH', 'FHHH', 'FFFG']"
1,39,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HHFG']"
1,35,0,1.0,0.9616943356035061,"['SFHF', 'FFHH', 'HFFF', 'HFFG']"
1,65,0,1.0,0.9530650263643888,"['SFFF', 'HHFH', 'FHFH', 'FFFG']"
1,41,0,1.0,0.9588092525966956,"['SFHH', 'FFHF', 'FFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FFHG']"
1,43,0,1.0,0.9791880578299021,"['SFFF', 'FFFH', 'FFFF', 'HHFG']"
1,25,0,1.0,0.9733217421754432,"['SFFF', 'FFFF', 'HHFF', 'FFFG']"
1,79,0,1.0,0.7746195551602378,"['SHHF', 'FHFH', 'FFHF', 'HFFG']"
1,25,0,1.0,0.8947894553945313,"['SHHF', 'FHHH', 'FHHH', 'FFFG']"
1,92,0,1.0,0.9193151828650342,"['SHHF', 'FFHH', 'HFFF', 'HHFG']"
1,16,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'HHFF', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'FFFF', 'FFFH', 'HHFG']"
1,39,0,1.0,0.8735386475474635,"['SFHF', 'HFHH', 'HFHH', 'HFFG']"
1,92,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HHHF', 'HHHG']"
1,11,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'FFHG']"
1,32,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHFG']"
1,17,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'HFHG']"
1,20,0,0.0,0.0,"['SFFH', 'FFHF', 'HFFH', 'HHFG']"
1,21,0,0.0,0.0,"['SFHF', 'FFFF', 'HFHF', 'FFHG']"
1,9,0,1.0,0.9056079456455165,"['SFFF', 'HHFH', 'HFFF', 'FHFG']"
1,61,0,1.0,0.8947894553945313,"['SFFH', 'FFFF', 'FFHF', 'FFHG']"
1,25,0,1.0,0.9276389118674717,"['SHFF', 'FFHH', 'FHFH', 'FFFG']"
1,14,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFF', 'FHHG']"
1,63,0,1.0,0.8300415167526705,"['SHHF', 'FHHF', 'FFFH', 'FHFG']"
1,19,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFF', 'FHFG']"
1,81,0,1.0,0.9473552137914398,"['SFFF', 'HHFF', 'HFFH', 'HHFG']"
1,66,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'HFHF', 'HHHG']"
1,76,0,1.0,0.9248559951318693,"['SFFH', 'FFFH', 'FHFF', 'FHHG']"
1,39,0,0.0,0.0,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,30,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFH', 'FHFG']"
1,68,0,1.0,0.9530650263643888,"['SFHH', 'FFFF', 'HFHH', 'FFFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFFH', 'FFHF', 'HFFG']"
1,82,0,1.0,0.9821344612135428,"['SFHH', 'HFFF', 'FFFF', 'FHFG']"
1,6,0,1.0,0.7722956964947572,"['SFFF', 'FHHF', 'FHFF', 'HFHG']"
1,35,0,1.0,0.9473552137914398,"['SFFH', 'HFFF', 'HHHF', 'HFFG']"
1,92,0,1.0,0.9821344612135428,"['SHHF', 'FHHH', 'FFHH', 'FFFG']"
1,67,0,1.0,0.9445131481500655,"['SHFH', 'FFFF', 'HFHF', 'FHFG']"
1,53,0,1.0,0.8476834558136123,"['SFFH', 'FFHH', 'FFFH', 'HHFG']"
1,72,0,1.0,0.9616943356035061,"['SFFH', 'FHFF', 'FFHF', 'HFFG']"
1,90,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'FFHF', 'FFHG']"
1,9,0,0.0,0.0,"['SHHH', 'FHFH', 'FFHF', 'FFFG']"
1,48,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFH', 'FHFG']"
1,61,0,1.0,0.8947894553945313,"['SFFH', 'HFHH', 'FFFF', 'HFHG']"
1,100,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FFFG']"
1,47,0,1.0,0.8201257512162927,"['SFFH', 'FHFH', 'HHFF', 'FHHG']"
1,4,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,86,0,1.0,0.9791880578299021,"['SHFH', 'FFHH', 'FFFH', 'FFFG']"
1,1,0,0.0,0.0,"['SFFF', 'HHHF', 'HHHF', 'HFFG']"
1,29,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'HFFF', 'HFFG']"
1,37,0,1.0,0.9056079456455165,"['SFFF', 'HFFH', 'FFFF', 'FHHG']"
1,91,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,15,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'FFHG']"
1,59,0,1.0,0.9733217421754432,"['SFFF', 'HFHF', 'FHFF', 'HFFG']"
1,54,0,1.0,0.93603800616986,"['SHFH', 'FFFF', 'HFFF', 'HHHG']"
1,41,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'HFFF', 'FFFG']"
1,70,0,1.0,0.9530650263643888,"['SFFH', 'HHFH', 'HHFF', 'HFHG']"
1,91,0,1.0,0.985089730404757,"['SFHF', 'HFHF', 'FFFH', 'FFFG']"
1,34,0,1.0,0.9502058312852957,"['SFHF', 'HFFH', 'HFFF', 'HHFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFFH', 'HFHF', 'HFFG']"
1,20,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHHG']"
1,62,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'FHHF', 'FFHG']"
1,58,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFHF', 'HFHG']"
1,76,0,1.0,0.9645880999032158,"['SFHH', 'FFFF', 'FHFH', 'HHFG']"
1,87,0,1.0,0.9083329444789534,"['SFHH', 'FFHF', 'FFFH', 'HHFG']"
1,57,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'FHFF', 'FFFG']"
1,38,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,46,0,1.0,0.9083329444789534,"['SHHH', 'FFFH', 'HFHF', 'HFFG']"
1,66,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFH', 'FHFG']"
1,67,0,1.0,0.9762504936564125,"['SHFF', 'FHHH', 'FHFH', 'FFFG']"
1,29,0,1.0,0.9674905716180701,"['SFFH', 'FFHF', 'FFFH', 'HFFG']"
1,88,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'FFFF', 'FHHG']"
1,35,0,1.0,0.9388545698794984,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,33,0,1.0,0.9588092525966956,"['SFFF', 'HFFF', 'FFHF', 'HFFG']"
1,65,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,1,0,0.0,0.0,"['SFFF', 'HFFF', 'FHFH', 'FFFG']"
1,10,0,1.0,0.9056079456455165,"['SFFF', 'FHFF', 'HFHF', 'HHHG']"
1,4,0,0.0,0.0,"['SFFH', 'HFFF', 'HFFH', 'HFFG']"
1,88,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HFHG']"
1,42,0,1.0,0.9559328248389055,"['SFHH', 'HFHH', 'FFFF', 'HFFG']"
1,92,0,1.0,0.985089730404757,"['SHFH', 'FFHF', 'FHFF', 'FFFG']"
1,11,0,0.0,0.0,"['SFHF', 'HFFF', 'HHFH', 'FHFG']"
1,73,0,1.0,0.9704017769489168,"['SHHH', 'FFFH', 'FFHH', 'HFFG']"
1,31,0,1.0,0.8553586117313603,"['SFHH', 'HFFF', 'FHHF', 'HHHG']"
1,49,0,1.0,0.9821344612135428,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,65,0,1.0,0.9645880999032158,"['SFHH', 'FFHH', 'HFFF', 'HHFG']"
1,31,0,1.0,0.985089730404757,"['SHHH', 'FHFH', 'FFHH', 'FFFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,24,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'HHFF', 'HFFG']"
1,57,0,1.0,0.9733217421754432,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,85,0,1.0,0.9762504936564125,"['SFFH', 'FHFH', 'FFFF', 'FHFG']"
1,45,0,1.0,0.8894287717672626,"['SHHH', 'FFFF', 'HFFF', 'HHHG']"
1,32,0,1.0,0.8152123778407558,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,14,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'HHFG']"
1,79,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'HFFF', 'HHHG']"
1,68,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'HFHG']"
1,52,0,1.0,0.9674905716180701,"['SFFH', 'FHHH', 'FHHF', 'FFFG']"
1,81,0,1.0,0.9791880578299021,"['SHHF', 'FFHF', 'HFFF', 'HFFG']"
1,49,0,1.0,0.9220814271464737,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,69,0,1.0,0.9762504936564125,"['SFFF', 'FHHH', 'FFHH', 'FFFG']"
1,14,0,0.0,0.0,"['SFHH', 'FFFF', 'HFHF', 'HFHG']"
1,77,0,1.0,0.8867604854519608,"['SFFF', 'HHFH', 'HHFF', 'HFHG']"
1,71,0,1.0,0.9762504936564125,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,29,0,1.0,0.9445131481500655,"['SFHF', 'FFFH', 'FHHH', 'FFFG']"
1,89,0,1.0,0.9502058312852957,"['SHHH', 'FHFF', 'FFFH', 'HHFG']"
1,56,0,1.0,0.9704017769489168,"['SFHF', 'FHHH', 'FHHF', 'FFFG']"
1,18,0,1.0,0.9388545698794984,"['SHHH', 'FFHF', 'FFFH', 'FFFG']"
1,20,0,0.0,0.0,"['SFFF', 'HFFH', 'HFHF', 'FFFG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'FHFF', 'HHFG']"
1,11,0,1.0,0.8176653739626438,"['SFFF', 'HHHF', 'FHHF', 'HFFG']"
1,24,0,1.0,0.9388545698794984,"['SHFH', 'FHHF', 'FFHF', 'FFFG']"
1,10,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'HHHG']"
1,68,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'HHHF', 'HHHG']"
1,27,0,1.0,0.8300415167526705,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,52,0,1.0,0.9588092525966956,"['SFFF', 'HFFH', 'HFFH', 'FFFG']"
1,65,0,1.0,0.9616943356035061,"['SHFF', 'FFFH', 'HFFF', 'HHFG']"
1,62,0,1.0,0.9674905716180701,"['SFFH', 'FFFF', 'FFHH', 'FFFG']"
1,22,0,0.0,0.0,"['SFFH', 'FHFF', 'FHFH', 'FFFG']"
1,34,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHHG']"
1,23,0,0.0,0.0,"['SHFF', 'FFHF', 'FHFH', 'FFFG']"
1,25,0,0.0,0.0,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,63,0,1.0,0.9530650263643888,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHH', 'HFHF', 'FFFF', 'FFHG']"
1,99,0,1.0,0.9674905716180701,"['SFFH', 'HFFH', 'FFHH', 'FFFG']"
1,29,0,0.0,0.0,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,18,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFF', 'FFFG']"
1,50,0,1.0,0.9704017769489168,"['SFFF', 'HFFF', 'HHHF', 'FHFG']"
1,58,0,1.0,0.9530650263643888,"['SHHH', 'FFHF', 'HFHH', 'HFFG']"
1,84,0,1.0,0.985089730404757,"['SHHH', 'FHHH', 'FFHH', 'FFFG']"
1,68,0,1.0,0.8527925358961662,"['SFFH', 'HHFF', 'HHFH', 'HHFG']"
1,89,0,1.0,0.7607805594527743,"['SFHF', 'HFFH', 'HHFF', 'HHHG']"
1,45,0,1.0,0.9110661429076764,"['SHHH', 'FFHF', 'FFFF', 'FHHG']"
1,50,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFF', 'HHHG']"
1,47,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,22,0,0.0,0.0,"['SFHH', 'HFFF', 'HHFH', 'HHFG']"
1,61,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFF', 'FFHG']"
1,44,0,1.0,0.985089730404757,"['SHHH', 'FFFH', 'FHFF', 'FFFG']"
1,99,0,1.0,0.9502058312852957,"['SFFH', 'HFHH', 'FFFF', 'HHFG']"
1,13,0,1.0,0.8867604854519608,"['SFFF', 'HHFF', 'HHHF', 'HHFG']"
1,85,0,1.0,0.9530650263643888,"['SFFF', 'HFHF', 'FHFF', 'HFHG']"
1,20,0,0.0,0.0,"['SHFF', 'FFFF', 'FFHF', 'HFHG']"
1,69,0,1.0,0.9473552137914398,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,27,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'FHHG']"
1,39,0,1.0,0.9588092525966956,"['SFFF', 'FHHF', 'HFFF', 'HFFG']"
1,77,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFF', 'HFFG']"
1,84,0,0.0,0.0,"['SHHH', 'FFHH', 'HFFF', 'HHHG']"
1,48,0,1.0,0.9645880999032158,"['SFFH', 'FFFF', 'HHHF', 'FHHG']"
1,52,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'HFFF', 'HFFG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'FHFH', 'FFHH', 'FFFG']"
1,52,0,1.0,0.9332298921513504,"['SFFF', 'HHFH', 'HFFF', 'HFFG']"
1,49,0,1.0,0.9588092525966956,"['SFHH', 'FFFH', 'FHHH', 'FFFG']"
1,89,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,31,0,0.0,0.0,"['SFHH', 'FFFF', 'FHFH', 'FHFG']"
1,57,0,1.0,0.7887102894272789,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,25,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'FHFG']"
1,49,0,1.0,0.9110661429076764,"['SFHH', 'HFFF', 'HFFF', 'HHHG']"
1,72,0,1.0,0.9762504936564125,"['SFHF', 'FHHH', 'FFHF', 'FFFG']"
1,94,0,1.0,0.9559328248389055,"['SHHF', 'FFFH', 'FFFF', 'FHHG']"
1,89,0,1.0,0.9704017769489168,"['SFHH', 'HFHF', 'HFFH', 'HHFG']"
1,52,0,1.0,0.9674905716180701,"['SFFH', 'HHFH', 'HHFF', 'FHHG']"
1,94,0,1.0,0.8814479033836181,"['SHHH', 'FFFH', 'HFFH', 'FHFG']"
1,89,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'HFFF', 'FFFG']"
1,30,0,1.0,0.884100203995605,"['SHHH', 'FHHH', 'FFFF', 'HHFG']"
1,93,0,1.0,0.9791880578299021,"['SFFH', 'FHHH', 'FFFF', 'FFFG']"
1,98,0,1.0,0.8761671489944468,"['SFHH', 'HFHF', 'HFFH', 'FHFG']"
1,98,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,90,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'FFHF', 'HHHG']"
1,66,0,1.0,0.9193151828650342,"['SFHF', 'FFHH', 'FFFH', 'HHFG']"
1,51,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'HHFG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'FFHH', 'HFFH', 'HFFG']"
1,7,0,0.0,0.0,"['SHFF', 'FFHF', 'HFFH', 'FHFG']"
1,67,0,1.0,0.9001824484431542,"['SFFF', 'FFFH', 'HHFH', 'HHFG']"
1,43,0,0.0,0.0,"['SHHH', 'FFFF', 'HFHF', 'FHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'HFFG']"
1,35,0,0.0,0.0,"['SHHF', 'FHHF', 'FFHF', 'HFFG']"
1,100,0,1.0,0.985089730404757,"['SFHF', 'FFFF', 'HFFF', 'HHFG']"
1,9,0,0.0,0.0,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,58,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FFFF', 'HFHG']"
1,87,0,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,59,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'FFHG']"
1,61,0,1.0,0.9733217421754432,"['SFFF', 'FHHF', 'FFFF', 'HFFG']"
1,82,0,1.0,0.9762504936564125,"['SHFH', 'FFFF', 'HHFF', 'HHFG']"
1,38,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'HFFF', 'FFFG']"
1,15,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'FFFF', 'HFFG']"
1,14,0,1.0,0.9473552137914398,"['SFHH', 'FHFF', 'FFHH', 'FFFG']"
1,94,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,1,0,0.0,0.0,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,80,0,1.0,0.9762504936564125,"['SFFF', 'FFHH', 'FFFF', 'HFHG']"
1,25,0,1.0,0.9530650263643888,"['SFFF', 'FFHF', 'HFFF', 'HHFG']"
1,22,0,1.0,0.9165572373164391,"['SHHH', 'FFHF', 'FHFF', 'FFFG']"
1,83,0,1.0,0.8814479033836181,"['SFFH', 'FHFH', 'HHFH', 'HFFG']"
1,54,0,1.0,0.93603800616986,"['SFFF', 'FFHH', 'HFFF', 'HHFG']"
1,63,0,1.0,0.9304302024748964,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,34,0,1.0,0.8974819010978248,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,67,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HFHG']"
1,9,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,53,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,39,0,1.0,0.9588092525966956,"['SFFH', 'HFFF', 'FHFF', 'HHHG']"
1,14,0,0.0,0.0,"['SHHF', 'FHHF', 'FFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SFHF', 'HFHH', 'HFFF', 'HHFG']"
1,68,0,1.0,0.8867604854519608,"['SHFH', 'FHHF', 'FFFF', 'HHHG']"
1,62,0,1.0,0.9193151828650342,"['SFFH', 'FHFF', 'HFFH', 'HFFG']"
1,12,0,0.0,0.0,"['SHFF', 'FHFF', 'FFFH', 'FHFG']"
1,16,0,1.0,0.8867604854519608,"['SFFF', 'FFHF', 'HHHF', 'HHFG']"
1,34,0,1.0,0.9416796087056153,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,82,0,1.0,0.9304302024748964,"['SFHH', 'FFFF', 'FFHF', 'FFHG']"
1,75,0,1.0,0.7494371162085136,"['SHFH', 'FFHF', 'HFFF', 'HFHG']"
1,29,0,1.0,0.9674905716180701,"['SFHH', 'HFHF', 'HFFF', 'FFFG']"
1,8,0,1.0,0.8683052775100066,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,83,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFF', 'HFHG']"
1,84,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,35,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'HFFF', 'HFHG']"
1,47,0,1.0,0.9616943356035061,"['SFFF', 'HHFF', 'FFFH', 'HHFG']"
1,11,0,1.0,0.8947894553945313,"['SFFF', 'FHHF', 'FFFF', 'FHFG']"
1,64,0,1.0,0.8502341582884777,"['SFHF', 'HFHF', 'HFFF', 'FHHG']"
1,70,0,1.0,0.9645880999032158,"['SFFF', 'FFFF', 'HHHF', 'HFHG']"
1,36,0,1.0,0.9674905716180701,"['SFHF', 'FFFF', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HHFH', 'FHFG']"
1,10,0,0.0,0.0,"['SHFH', 'FFHH', 'FFFF', 'HFFG']"
1,86,0,1.0,0.9791880578299021,"['SFFH', 'FFFH', 'FHFF', 'HFHG']"
1,14,0,0.0,0.0,"['SFHF', 'FHHF', 'FHFH', 'FFFG']"
1,22,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HFHF', 'HFFG']"
1,16,0,1.0,0.9445131481500655,"['SFFF', 'FHFF', 'FFHF', 'FFHG']"
1,30,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'HHFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,61,0,1.0,0.9559328248389055,"['SFFH', 'HHFF', 'FFFF', 'FFHG']"
1,53,0,1.0,0.9083329444789534,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,61,0,1.0,0.985089730404757,"['SFFH', 'HFFF', 'FHFF', 'FHFG']"
1,87,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
1,23,0,1.0,0.7722956964947572,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,17,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HHHG']"
1,32,0,1.0,0.8867604854519608,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,66,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFFF', 'HHFG']"
1,14,0,1.0,0.8631032605924442,"['SFFF', 'FFHF', 'HFHF', 'FHHG']"
1,59,0,1.0,0.9332298921513504,"['SHHH', 'FHHF', 'FHHH', 'FFFG']"
1,6,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'FHFF', 'HHFG']"
1,98,0,1.0,0.837556937769312,"['SHHH', 'FHFH', 'FFFF', 'HHFG']"
1,29,0,1.0,0.9530650263643888,"['SHFF', 'FFFF', 'FHFF', 'HFHG']"
1,78,0,1.0,0.9791880578299021,"['SFFF', 'FHHF', 'FFFF', 'HFHG']"
1,25,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFH', 'HHFG']"
1,60,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,74,0,1.0,0.9530650263643888,"['SHFH', 'FFFF', 'HFFH', 'FHFG']"
1,48,0,1.0,0.9559328248389055,"['SFFF', 'FHHF', 'FFHF', 'FHHG']"
1,28,0,1.0,0.9056079456455165,"['SFFF', 'HFFH', 'HHFF', 'HHHG']"
1,52,0,1.0,0.9674905716180701,"['SHFH', 'FHFH', 'FFFF', 'HFFG']"
1,67,0,1.0,0.9416796087056153,"['SFHH', 'FFFF', 'HHHF', 'HFHG']"
1,69,0,1.0,0.9704017769489168,"['SFFF', 'FFFH', 'HFFH', 'HFFG']"
1,58,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HHHF', 'FFHG']"
1,28,0,0.0,0.0,"['SHFF', 'FHFH', 'FHHH', 'FFFG']"
1,92,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,1,0,0.0,0.0,"['SHFH', 'FFHF', 'FFFF', 'HHHG']"
1,23,0,1.0,0.8631032605924442,"['SFHH', 'FFFH', 'FFFF', 'FHFG']"
1,8,0,0.0,0.0,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,52,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFHF', 'HHFG']"
1,92,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,29,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'FHHG']"
1,52,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,27,0,1.0,0.9388545698794984,"['SFFF', 'FFHF', 'FFHF', 'HHFG']"
1,84,0,1.0,0.9674905716180701,"['SFHH', 'FFHF', 'FFFF', 'HHHG']"
1,23,0,1.0,0.9733217421754432,"['SFFF', 'FFFH', 'HFFF', 'FHFG']"
1,75,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'HFFF', 'FHFG']"
1,27,0,1.0,0.7958514863018556,"['SFHF', 'FFFH', 'HHFF', 'FHFG']"
1,31,0,1.0,0.8921050870283477,"['SFHF', 'FFFH', 'HHFF', 'HHFG']"
1,57,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'FFHF', 'FFFG']"
1,25,0,0.0,0.0,"['SFHF', 'HFFH', 'HHFH', 'HHFG']"
1,99,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFFF', 'FHHG']"
1,95,0,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,27,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,18,0,1.0,0.9056079456455165,"['SHFH', 'FFFF', 'FFFH', 'FHFG']"
1,75,0,1.0,0.9559328248389055,"['SFHF', 'FFFF', 'FHFF', 'HHHG']"
1,85,0,1.0,0.9762504936564125,"['SHHF', 'FFHH', 'FFHF', 'HFFG']"
1,95,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'HFFH', 'FHFG']"
1,18,0,1.0,0.9616943356035061,"['SFFF', 'FHFF', 'FHFF', 'FHFG']"
1,40,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHHF', 'HFHG']"
1,79,0,1.0,0.8867604854519608,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFHH', 'FFHH', 'HFFG']"
1,71,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'FFFF', 'HHFG']"
