Temperature,Simulations,Return,Discounted Return,Map
1,98,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FHHF', 'HFFG']"
1,36,0,1.0,0.9416796087056153,"['SFFF', 'HHFF', 'HFHF', 'FHHG']"
1,48,0,1.0,0.79346393184295,"['SHHF', 'FFHF', 'FHHF', 'FFFG']"
1,61,0,1.0,0.9704017769489168,"['SHFH', 'FFFH', 'FHFF', 'FFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,32,0,1.0,0.8947894553945313,"['SFHH', 'FFFF', 'FHHF', 'HHFG']"
1,16,0,1.0,0.8451404054461714,"['SHFF', 'FFFF', 'FHFF', 'HHFG']"
1,50,0,1.0,0.985089730404757,"['SFHH', 'FFFF', 'HFFF', 'HHFG']"
1,58,0,1.0,0.9138075656044898,"['SFFH', 'HFHH', 'HFFF', 'HFHG']"
1,33,0,1.0,0.884100203995605,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,15,0,1.0,0.9791880578299021,"['SFHF', 'FFHH', 'FFFF', 'FFFG']"
1,98,0,1.0,0.9791880578299021,"['SFFF', 'FFHF', 'HFFH', 'FFFG']"
1,12,0,1.0,0.9502058312852957,"['SFFH', 'FFFF', 'HHFF', 'HHHG']"
1,28,0,1.0,0.9056079456455165,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,62,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'FHHF', 'HHFG']"
1,39,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'FHHG']"
1,91,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HHHF', 'FFFG']"
1,35,0,1.0,0.8527925358961662,"['SHHH', 'FFFF', 'FHFH', 'FFFG']"
1,90,0,0.0,0.0,"['SFFH', 'FHHH', 'FFFF', 'HHHG']"
1,12,0,0.0,0.0,"['SHHF', 'FFFH', 'FHFH', 'HHFG']"
1,69,0,1.0,0.9791880578299021,"['SFFH', 'FFFF', 'HFFF', 'FHHG']"
1,56,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFFF', 'FHHG']"
1,31,0,1.0,0.9138075656044898,"['SHFH', 'FFFF', 'FFFF', 'FHHG']"
1,23,0,0.0,0.0,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,55,0,1.0,0.9791880578299021,"['SFHH', 'FFFF', 'HFFF', 'FHFG']"
1,11,0,1.0,0.8426049842298329,"['SFFF', 'HFFH', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9473552137914398,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,100,0,1.0,0.9588092525966956,"['SFHH', 'HFFH', 'FHFF', 'FHHG']"
1,24,0,0.0,0.0,"['SFFF', 'FHFH', 'FFHH', 'HFFG']"
1,9,0,0.0,0.0,"['SFFH', 'FHFH', 'HHFF', 'HHHG']"
1,48,0,1.0,0.9762504936564125,"['SFFF', 'FHFF', 'HHFF', 'FFHG']"
1,26,0,1.0,0.8451404054461714,"['SFFF', 'FFHH', 'HFFF', 'HHHG']"
1,87,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HHHF', 'FFHG']"
1,92,0,1.0,0.985089730404757,"['SFFF', 'HFHF', 'HFHF', 'FFFG']"
1,38,0,1.0,0.9645880999032158,"['SFHF', 'HFFF', 'HFFF', 'FFFG']"
1,91,0,1.0,0.8683052775100066,"['SFHH', 'FFFF', 'HHFH', 'HFFG']"
1,23,0,1.0,0.8300415167526705,"['SFFF', 'HFFH', 'FFHF', 'FFFG']"
1,30,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHFF', 'HHHG']"
1,86,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'HFFF', 'HHHG']"
1,47,0,0.0,0.0,"['SHFF', 'FFFH', 'HFFF', 'HHHG']"
1,58,0,1.0,0.9733217421754432,"['SHHF', 'FFFH', 'HFFF', 'FFFG']"
1,80,0,1.0,0.9138075656044898,"['SFHF', 'HFFF', 'FFHF', 'HHHG']"
1,34,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HFFF', 'FFHG']"
1,18,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HFHG']"
1,78,0,1.0,0.985089730404757,"['SHHF', 'FFFF', 'HFHF', 'FFFG']"
1,54,0,0.0,0.0,"['SHFF', 'FFHF', 'FFFH', 'FHFG']"
1,93,0,0.0,0.0,"['SFFH', 'FHFF', 'FFHH', 'HFFG']"
1,34,0,1.0,0.9821344612135428,"['SFFF', 'FFHF', 'FFFF', 'FFFG']"
1,55,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'HHFF', 'HHHG']"
1,28,0,1.0,0.9220814271464737,"['SFFH', 'HHFH', 'HFFH', 'HFFG']"
1,88,0,1.0,0.9559328248389055,"['SFHH', 'HFFF', 'HFFH', 'HHFG']"
1,25,0,0.0,0.0,"['SFHF', 'FFHF', 'HFFF', 'HFHG']"
1,86,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FHFF', 'FFFG']"
1,33,0,1.0,0.8103284404851119,"['SFHH', 'HFFF', 'HFHF', 'HHFG']"
1,3,0,0.0,0.0,"['SFFH', 'HFFH', 'FFHH', 'HFFG']"
1,98,0,1.0,0.8867604854519608,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFH', 'FHFH', 'HFFG']"
1,81,0,1.0,0.9559328248389055,"['SHHH', 'FFFF', 'HHFH', 'HFFG']"
1,45,0,1.0,0.9559328248389055,"['SFFF', 'FFHF', 'HFHF', 'HHFG']"
1,48,0,1.0,0.9110661429076764,"['SFFF', 'HHFH', 'HHFF', 'HHFG']"
1,54,0,1.0,0.9473552137914398,"['SHHF', 'FFHF', 'FFFF', 'FHFG']"
1,76,0,1.0,0.9704017769489168,"['SFFF', 'FHFF', 'HHFF', 'HFHG']"
1,61,0,1.0,0.9762504936564125,"['SHHF', 'FHHH', 'FFHF', 'HFFG']"
1,85,0,1.0,0.9733217421754432,"['SHFF', 'FHHH', 'FFFF', 'HHFG']"
1,99,0,1.0,0.9674905716180701,"['SFFF', 'HHFF', 'HHHF', 'HFFG']"
1,57,0,1.0,0.9445131481500655,"['SFFF', 'FHFH', 'HHFF', 'FHHG']"
1,39,0,1.0,0.8867604854519608,"['SFFH', 'FFHF', 'HFHH', 'FFFG']"
1,24,0,0.0,0.0,"['SFFF', 'HFHH', 'HFHF', 'HFFG']"
1,72,0,1.0,0.9588092525966956,"['SFFH', 'FHFH', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHHF', 'HFFG']"
1,38,0,0.0,0.0,"['SFHF', 'FFHH', 'HFFF', 'HHHG']"
1,72,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,79,0,1.0,0.8974819010978248,"['SHHF', 'FFFH', 'FFHF', 'HFFG']"
1,40,0,1.0,0.9502058312852957,"['SHHF', 'FFFH', 'HFFF', 'FFFG']"
1,93,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,56,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,88,0,1.0,0.93603800616986,"['SHFF', 'FFFF', 'FFHF', 'FFHG']"
1,72,0,1.0,0.9001824484431542,"['SFFH', 'HHFH', 'HHFH', 'HHFG']"
1,96,0,1.0,0.9821344612135428,"['SFHH', 'FHFH', 'FFFH', 'FFFG']"
1,44,0,1.0,0.9445131481500655,"['SFFF', 'HHHF', 'HHFF', 'FFHG']"
1,22,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'HHFG']"
1,94,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFFF', 'FFFG']"
1,96,0,1.0,0.9704017769489168,"['SFFF', 'FFHF', 'HHHF', 'HFHG']"
1,14,0,0.0,0.0,"['SHHH', 'FFHF', 'HFFH', 'HFFG']"
1,71,0,1.0,0.9733217421754432,"['SHFF', 'FHFH', 'FFFH', 'FFFG']"
1,94,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHFG']"
1,33,0,1.0,0.9304302024748964,"['SFFH', 'HFFF', 'FHHF', 'FHHG']"
1,70,0,1.0,0.8631032605924442,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,55,0,1.0,0.985089730404757,"['SFHF', 'HFFH', 'FFFF', 'HHFG']"
1,19,0,0.0,0.0,"['SFFH', 'FHFF', 'HFFH', 'HHFG']"
1,2,0,0.0,0.0,"['SFHH', 'HFFH', 'FFHF', 'HFFG']"
1,76,0,1.0,0.9193151828650342,"['SFFF', 'FFHF', 'FFFH', 'FHFG']"
1,53,0,1.0,0.860513950810667,"['SFFF', 'FHHF', 'HHHF', 'FFHG']"
1,68,0,1.0,0.9791880578299021,"['SHFF', 'FHFH', 'FFFF', 'FHFG']"
1,97,0,1.0,0.9165572373164391,"['SHFH', 'FFFH', 'HFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFHF', 'HFFF', 'HFFF', 'HFHG']"
1,93,0,1.0,0.9821344612135428,"['SFHH', 'FHHF', 'FHHH', 'FFFG']"
1,91,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'HFFF', 'HFFG']"
1,78,0,1.0,0.9616943356035061,"['SFHF', 'FFHH', 'FFFF', 'HHFG']"
1,100,0,1.0,0.9530650263643888,"['SFFH', 'FFFH', 'HHFF', 'FFHG']"
1,16,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'FFHG']"
1,46,0,1.0,0.7792882711929549,"['SFFH', 'HFFH', 'FFFH', 'HHFG']"
1,9,0,0.0,0.0,"['SFHH', 'FFHH', 'FFFH', 'HFFG']"
1,3,0,0.0,0.0,"['SHHF', 'FHHH', 'FFFH', 'FHFG']"
1,44,0,1.0,0.9704017769489168,"['SFFF', 'HHHF', 'FFHF', 'HFHG']"
1,55,0,1.0,0.9332298921513504,"['SFFH', 'HHFF', 'FFHF', 'HFHG']"
1,32,0,1.0,0.8451404054461714,"['SHFH', 'FHHF', 'FFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFFH', 'FFFF', 'HFHF', 'FHHG']"
1,42,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHH', 'HFFG']"
1,14,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FFFF', 'HFFG']"
1,20,0,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,41,0,1.0,0.90289112180858,"['SFHH', 'HFFF', 'FFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFFF', 'FHHH', 'FFFF', 'FHFG']"
1,17,0,1.0,0.9674905716180701,"['SFHH', 'FFFH', 'FFHH', 'FFFG']"
1,50,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'FFFG']"
1,13,0,0.0,0.0,"['SFHF', 'HFHH', 'HFHH', 'FFFG']"
1,27,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'HHFG']"
1,91,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'FFFF', 'HHHG']"
1,49,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HFFH', 'HHFG']"
1,77,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'FFFG']"
1,77,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFF', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFHF', 'FHFF', 'FFHG']"
1,3,0,0.0,0.0,"['SFFF', 'FFHF', 'FHFH', 'FFFG']"
1,8,0,1.0,0.9001824484431542,"['SFFF', 'FFFF', 'HHHF', 'FHFG']"
1,91,0,1.0,0.9110661429076764,"['SFFH', 'HHFF', 'HFFH', 'FFFG']"
1,30,0,1.0,0.9165572373164391,"['SFFF', 'FFFF', 'FFHF', 'HFFG']"
1,77,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HFHF', 'HHHG']"
1,40,0,1.0,0.9791880578299021,"['SHHH', 'FFFF', 'FFFH', 'FFFG']"
1,60,0,0.0,0.0,"['SHFF', 'FFFH', 'HHFF', 'HHHG']"
1,88,0,1.0,0.9502058312852957,"['SHHF', 'FFHF', 'FHHF', 'FFFG']"
1,13,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,2,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFF', 'HFHG']"
1,62,0,1.0,0.9616943356035061,"['SFHF', 'HFHF', 'HFFF', 'HFHG']"
1,37,0,0.0,0.0,"['SFHH', 'FHHH', 'FFFF', 'FFHG']"
1,13,0,0.0,0.0,"['SFHH', 'HFFH', 'FHFF', 'HFHG']"
1,19,0,1.0,0.8103284404851119,"['SFFF', 'FFHF', 'FFFF', 'FFHG']"
1,50,0,1.0,0.9733217421754432,"['SFHF', 'HFFH', 'HFFF', 'FFFG']"
1,17,0,1.0,0.9502058312852957,"['SFHH', 'FHFF', 'FFFF', 'FFFG']"
1,42,0,1.0,0.93603800616986,"['SHFH', 'FHFF', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9791880578299021,"['SFFF', 'FHFF', 'HFFH', 'HFFG']"
1,82,0,1.0,0.985089730404757,"['SHHF', 'FHHH', 'FFHF', 'FFFG']"
1,69,0,1.0,0.8476834558136123,"['SHFF', 'FFFH', 'HFFH', 'HHFG']"
1,84,0,1.0,0.9304302024748964,"['SFFH', 'HFFH', 'HFHH', 'FFFG']"
1,27,0,1.0,0.9445131481500655,"['SFFH', 'FHHH', 'FFFF', 'FFHG']"
1,72,0,1.0,0.9473552137914398,"['SHHH', 'FFFF', 'HHFF', 'FHHG']"
1,43,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'FFFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'HFHF', 'HHHG']"
1,9,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'HFFF', 'FHHG']"
1,79,0,1.0,0.9388545698794984,"['SFFH', 'FHFF', 'FFFF', 'HFHG']"
1,47,0,1.0,0.9502058312852957,"['SHHF', 'FFFF', 'HFFF', 'HHHG']"
1,91,0,1.0,0.9001824484431542,"['SFFH', 'HHFF', 'FFFH', 'HHFG']"
1,4,0,0.0,0.0,"['SFFF', 'HFFH', 'FFFF', 'FHHG']"
1,21,0,1.0,0.79346393184295,"['SFHH', 'FFHF', 'FHHH', 'FFFG']"
1,55,0,1.0,0.9502058312852957,"['SFHH', 'FFHH', 'HFFF', 'FHFG']"
1,56,0,0.0,0.0,"['SFHH', 'FHFH', 'FFFF', 'HFHG']"
1,44,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'FFFF', 'HHHG']"
1,23,0,1.0,0.9762504936564125,"['SFHH', 'FFFF', 'FFFF', 'FFFG']"
1,39,0,0.0,0.0,"['SHFH', 'FHFH', 'FFFF', 'HHHG']"
1,28,0,1.0,0.9674905716180701,"['SHFH', 'FHHF', 'FFFH', 'FHFG']"
1,38,0,1.0,0.9704017769489168,"['SFHH', 'FFHH', 'FFHH', 'FFFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'HFHG']"
1,64,0,0.0,0.0,"['SFFH', 'FFHH', 'HFFF', 'HHHG']"
1,84,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHFF', 'HFFG']"
1,41,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'HHHG']"
1,79,0,1.0,0.9791880578299021,"['SFHF', 'FFHF', 'HFHH', 'FFFG']"
1,79,0,0.0,0.0,"['SHFH', 'FFFF', 'HHHF', 'HHFG']"
1,25,0,1.0,0.8921050870283477,"['SFFF', 'HHFH', 'FFFF', 'HFFG']"
1,3,0,0.0,0.0,"['SHFH', 'FFFF', 'FHFF', 'FFFG']"
1,32,0,0.0,0.0,"['SHFH', 'FHFF', 'FFFF', 'FFHG']"
1,86,0,1.0,0.9248559951318693,"['SFHF', 'FFHF', 'FFFF', 'HHHG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FFFF', 'HFFG']"
1,90,0,1.0,0.985089730404757,"['SFHF', 'FHHF', 'FFFF', 'FFFG']"
1,72,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HHHF', 'HHFG']"
1,17,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'HFHG']"
1,74,0,1.0,0.9530650263643888,"['SFHH', 'FFFH', 'FHFH', 'FHFG']"
1,50,0,1.0,0.9821344612135428,"['SFHF', 'FFHH', 'HFHF', 'HFFG']"
1,57,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HFHG']"
1,48,0,1.0,0.9821344612135428,"['SHFF', 'FHFF', 'FFFF', 'FFFG']"
1,92,0,1.0,0.9762504936564125,"['SHFF', 'FFFF', 'FFHF', 'HFFG']"
1,72,0,1.0,0.8947894553945313,"['SFFF', 'FHFH', 'HFFF', 'HFHG']"
1,96,0,1.0,0.9559328248389055,"['SFFH', 'FFFH', 'HHFH', 'FHFG']"
1,69,0,1.0,0.9762504936564125,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,91,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HHFH', 'FFFG']"
1,33,0,0.0,0.0,"['SHHH', 'FFFF', 'FFHF', 'FHFG']"
1,65,0,1.0,0.9821344612135428,"['SFFF', 'FFFH', 'FHFF', 'HFFG']"
1,64,0,1.0,0.9645880999032158,"['SFHH', 'FHFH', 'FHFH', 'FFFG']"
1,32,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FHFF', 'FFHG']"
1,32,0,1.0,0.9502058312852957,"['SFHH', 'FFFH', 'FHFH', 'FFFG']"
1,60,0,1.0,0.9445131481500655,"['SFFH', 'HFFH', 'HFFF', 'FFHG']"
1,54,0,1.0,0.9733217421754432,"['SFHF', 'HFHH', 'FFFF', 'HFFG']"
1,61,0,1.0,0.9530650263643888,"['SHFH', 'FHHF', 'FFFH', 'HFFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFHH', 'FFFF', 'HHHG']"
1,54,0,1.0,0.9674905716180701,"['SFFF', 'FFFH', 'FHFH', 'HHFG']"
1,89,0,1.0,0.9821344612135428,"['SFFF', 'FHHF', 'FFFF', 'FFHG']"
1,8,0,0.0,0.0,"['SFHH', 'HFFH', 'HFFF', 'HHHG']"
1,66,0,1.0,0.835044266956004,"['SFHH', 'FFFF', 'FHHF', 'FHFG']"
1,44,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'HHFG']"
1,71,0,1.0,0.9762504936564125,"['SHFH', 'FFHH', 'FHHF', 'FFFG']"
1,72,0,0.0,0.0,"['SFHF', 'HFFH', 'HFHF', 'HFFG']"
1,48,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFH', 'HHFG']"
1,100,0,1.0,0.9559328248389055,"['SFFF', 'FHFF', 'HFHF', 'HFHG']"
1,25,0,1.0,0.8054737627981655,"['SFFF', 'HHFH', 'HHFH', 'HHFG']"
1,33,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FFFF', 'HFFG']"
1,25,0,1.0,0.9502058312852957,"['SFFF', 'FFFH', 'HFFF', 'HFFG']"
1,34,0,1.0,0.9733217421754432,"['SHHH', 'FFHF', 'FHHF', 'FFFG']"
1,97,0,1.0,0.985089730404757,"['SFFF', 'FHHF', 'FFHF', 'FFFG']"
1,93,0,1.0,0.9821344612135428,"['SHFH', 'FHFF', 'FFHF', 'FFFG']"
1,96,0,1.0,0.985089730404757,"['SHFF', 'FFHH', 'FFFF', 'FHFG']"
1,50,0,1.0,0.9616943356035061,"['SHFF', 'FFHF', 'FFHF', 'FFFG']"
1,33,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFH', 'FHFG']"
1,11,0,1.0,0.9645880999032158,"['SFFF', 'HFFF', 'FHFF', 'HHHG']"
1,38,0,0.0,0.0,"['SHHH', 'FFFH', 'FHFF', 'FFHG']"
1,44,0,1.0,0.9588092525966956,"['SFFF', 'FFHF', 'FFHF', 'FFHG']"
1,48,0,0.0,0.0,"['SHHH', 'FFFF', 'FHHF', 'HFHG']"
1,92,0,1.0,0.9762504936564125,"['SFHF', 'HFHF', 'FFFF', 'HFFG']"
1,91,0,1.0,0.9791880578299021,"['SHFH', 'FFFF', 'FFHF', 'HFFG']"
1,78,0,1.0,0.9733217421754432,"['SFFH', 'HFFF', 'FFHF', 'FFFG']"
1,82,0,0.0,0.0,"['SHHH', 'FHHF', 'FFFF', 'HFHG']"
1,61,0,1.0,0.8275513922024125,"['SFHF', 'HFFH', 'HHFF', 'FHHG']"
1,15,0,1.0,0.747188804859888,"['SFHH', 'HFFF', 'FFFF', 'HHHG']"
1,21,0,1.0,0.9762504936564125,"['SFFH', 'HHFF', 'FFFF', 'FFFG']"
1,37,0,1.0,0.9502058312852957,"['SFFF', 'FFFF', 'FHFF', 'HHHG']"
1,87,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HFHF', 'HFFG']"
1,35,0,1.0,0.8788035596734672,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,88,0,0.0,0.0,"['SHFF', 'FFFF', 'HFHF', 'HFFG']"
1,81,0,1.0,0.9674905716180701,"['SHHH', 'FHFH', 'FFHH', 'HFFG']"
1,18,0,1.0,0.9165572373164391,"['SFHH', 'HFFH', 'HFFF', 'FHFG']"
1,20,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FHFF', 'HHHG']"
1,10,0,1.0,0.8103284404851119,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,54,0,1.0,0.9588092525966956,"['SFFH', 'FFHF', 'FHHH', 'FFFG']"
1,46,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'HFHG']"
1,46,0,1.0,0.8250687380258053,"['SFFH', 'FFHF', 'FFFH', 'HHFG']"
1,83,0,1.0,0.9588092525966956,"['SFFH', 'HFFH', 'FFFH', 'FHFG']"
1,94,0,1.0,0.9445131481500655,"['SFHH', 'FFHH', 'FHFH', 'FFFG']"
1,24,0,1.0,0.9276389118674717,"['SFFH', 'FFFF', 'FHFF', 'FHFG']"
1,65,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SHFF', 'FFFF', 'FHFF', 'FHHG']"
1,60,0,1.0,0.9791880578299021,"['SFHH', 'FFHH', 'FFFF', 'HFFG']"
1,97,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'HFFH', 'HHFG']"
1,28,0,1.0,0.8867604854519608,"['SHFF', 'FHFF', 'FFFH', 'HFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFH', 'FFFH', 'FFHF', 'FFFG']"
1,13,0,0.0,0.0,"['SFFH', 'HFFH', 'HHFF', 'HFHG']"
1,3,0,0.0,0.0,"['SFHF', 'FHFH', 'FFHH', 'HFFG']"
1,76,0,1.0,0.9276389118674717,"['SFHH', 'HFFH', 'FHFF', 'FFFG']"
1,42,0,1.0,0.985089730404757,"['SHFH', 'FFFF', 'FFFF', 'FHFG']"
1,53,0,1.0,0.90289112180858,"['SFHH', 'HFFF', 'HHFF', 'HHHG']"
1,40,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HFFF', 'HHFG']"
1,61,0,1.0,0.9733217421754432,"['SFHF', 'FHFF', 'FFFF', 'FFFG']"
1,55,0,1.0,0.9220814271464737,"['SFHF', 'HFHH', 'FFFF', 'HHHG']"
1,29,0,0.0,0.0,"['SHHF', 'FHHH', 'FFHH', 'HFFG']"
1,45,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFF', 'HFFG']"
1,22,0,0.0,0.0,"['SHFH', 'FFHH', 'HFFF', 'HHHG']"
1,66,0,1.0,0.9821344612135428,"['SHHF', 'FHFF', 'FFFH', 'HFFG']"
1,5,0,0.0,0.0,"['SFHF', 'FHHH', 'FFHH', 'FFFG']"
1,67,0,1.0,0.9821344612135428,"['SFFH', 'HHFH', 'HFFF', 'FHFG']"
1,88,0,1.0,0.9304302024748964,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,25,0,1.0,0.9110661429076764,"['SHHH', 'FHHF', 'FHFF', 'FFFG']"
1,67,0,1.0,0.9473552137914398,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,22,0,1.0,0.9276389118674717,"['SFFH', 'HHFH', 'HHFF', 'FHFG']"
1,90,0,1.0,0.9791880578299021,"['SHFF', 'FHHH', 'FFHF', 'FFFG']"
1,45,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FHFG']"
1,16,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'FHFG']"
1,73,0,1.0,0.9733217421754432,"['SHFH', 'FFFF', 'FFFF', 'FFHG']"
1,7,0,0.0,0.0,"['SHFH', 'FFFH', 'HHFH', 'HHFG']"
1,54,0,1.0,0.9616943356035061,"['SHFF', 'FFHH', 'HFFF', 'FHFG']"
1,87,0,1.0,0.9762504936564125,"['SFFF', 'HFFH', 'FFHH', 'FFFG']"
1,79,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFFH', 'HFFG']"
1,18,0,1.0,0.9502058312852957,"['SFFF', 'HFHF', 'HHFF', 'HFHG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFH', 'FHFH', 'FHFG']"
1,30,0,1.0,0.9674905716180701,"['SFFF', 'FFFF', 'HFHF', 'HHFG']"
1,96,0,1.0,0.985089730404757,"['SFFF', 'FFFF', 'FFFF', 'HFHG']"
1,18,0,1.0,0.9248559951318693,"['SFHF', 'FFFH', 'FFFF', 'FFHG']"
1,30,0,1.0,0.9332298921513504,"['SFFF', 'FFFF', 'FHFH', 'FFFG']"
1,84,0,1.0,0.985089730404757,"['SFFF', 'FHFF', 'HHFF', 'HHFG']"
1,24,0,0.0,0.0,"['SFFH', 'HFHH', 'FFFH', 'HHFG']"
1,94,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'FFFF', 'HFHG']"
1,91,0,1.0,0.9762504936564125,"['SFFF', 'HFHH', 'HFFF', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SHHF', 'FFFF', 'FFFF', 'HFFG']"
1,59,0,1.0,0.860513950810667,"['SFHF', 'FFFF', 'HHHF', 'HFFG']"
1,66,0,0.0,0.0,"['SHFF', 'FFFH', 'FFFH', 'FHFG']"
1,64,0,0.0,0.0,"['SHHH', 'FHFH', 'FFFF', 'HHHG']"
1,64,0,1.0,0.8683052775100066,"['SHFH', 'FFFH', 'HFFF', 'FFHG']"
1,34,0,0.0,0.0,"['SHFH', 'FHHF', 'FHHH', 'FFFG']"
1,52,0,1.0,0.9704017769489168,"['SFFH', 'HFHF', 'HFFF', 'FFFG']"
1,55,0,1.0,0.985089730404757,"['SFFF', 'HFFF', 'HFHF', 'HFHG']"
1,41,0,1.0,0.9704017769489168,"['SHHH', 'FFFF', 'FFFF', 'HFHG']"
1,11,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFH', 'FHFG']"
1,85,0,1.0,0.9588092525966956,"['SFHF', 'HFFF', 'HHFH', 'HFFG']"
1,35,0,1.0,0.9674905716180701,"['SFFF', 'HFHH', 'FFFF', 'HFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFFF', 'HHHF', 'FHHG']"
1,11,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HFFG']"
1,30,0,1.0,0.9821344612135428,"['SFHH', 'FFHF', 'HFFF', 'FFHG']"
1,81,0,1.0,0.9559328248389055,"['SFFF', 'FFFF', 'FFFH', 'HFFG']"
