Temperature,Simulations,Return,Discounted Return,Map
1,31,0,1.0,0.8275513922024125,"['SFFF', 'HHFH', 'FFFH', 'HHFG']"
1,24,0,0.0,0.0,"['SFHF', 'HFFF', 'HFHF', 'FHFG']"
1,56,0,1.0,0.9645880999032158,"['SFHF', 'FFFF', 'HHHF', 'FHHG']"
1,56,0,1.0,0.9704017769489168,"['SFFH', 'FFHF', 'FHFF', 'FFFG']"
1,96,0,1.0,0.9165572373164391,"['SHHH', 'FFFH', 'HFFH', 'HHFG']"
1,53,0,1.0,0.9733217421754432,"['SFFH', 'FFFF', 'HFHF', 'HHFG']"
1,77,0,1.0,0.9502058312852957,"['SHFF', 'FFFF', 'HHHF', 'FHFG']"
1,36,0,0.0,0.0,"['SHHF', 'FFFH', 'HFFH', 'FHFG']"
1,62,0,1.0,0.985089730404757,"['SHFF', 'FFHF', 'FFFF', 'HFFG']"
1,73,0,1.0,0.985089730404757,"['SFHF', 'FFHH', 'HFHH', 'FFFG']"
1,33,0,1.0,0.9674905716180701,"['SHHH', 'FFFF', 'FFFF', 'FFFG']"
1,45,0,1.0,0.9704017769489168,"['SHHF', 'FFFF', 'FFHH', 'FFFG']"
1,20,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FHHF', 'HHHG']"
1,45,0,1.0,0.8683052775100066,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,75,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'HHFF', 'HFFG']"
1,98,0,1.0,0.9704017769489168,"['SFFF', 'HFHF', 'HFFH', 'HFFG']"
1,13,0,1.0,0.7584982177744161,"['SFFF', 'HHFF', 'HFFH', 'FFFG']"
1,48,0,1.0,0.9791880578299021,"['SFFF', 'HFHF', 'FFFF', 'HHHG']"
1,87,0,1.0,0.9704017769489168,"['SHFH', 'FHFH', 'FHHF', 'FFFG']"
1,31,0,0.0,0.0,"['SFFF', 'FFFF', 'FFHH', 'HFFG']"
1,56,0,1.0,0.9416796087056153,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,44,0,1.0,0.9821344612135428,"['SHFH', 'FHFH', 'FHFF', 'FFFG']"
1,18,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHHG']"
1,31,0,1.0,0.9733217421754432,"['SFHF', 'FHFH', 'FFFH', 'FFFG']"
1,67,0,1.0,0.9645880999032158,"['SFFH', 'HHFH', 'FFFH', 'FFFG']"
1,9,0,0.0,0.0,"['SHFH', 'FFFF', 'FFHH', 'HFFG']"
1,5,0,0.0,0.0,"['SFFH', 'HFHH', 'HFHH', 'HFFG']"
1,46,0,1.0,0.767668872977057,"['SFFH', 'FHFF', 'FHHF', 'FHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HFHH', 'FFFF', 'FHHG']"
1,73,0,1.0,0.9559328248389055,"['SFFF', 'FFFH', 'FFFH', 'HFFG']"
1,37,0,1.0,0.90289112180858,"['SFHH', 'HFFH', 'HFFF', 'HHFG']"
1,23,0,1.0,0.9056079456455165,"['SFFF', 'FHFF', 'HFFH', 'FFFG']"
1,14,0,0.0,0.0,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,100,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'FFHF', 'FFHG']"
1,41,0,0.0,0.0,"['SHHF', 'FFFF', 'HFHF', 'FHHG']"
1,6,0,0.0,0.0,"['SFHH', 'FHFF', 'FFFF', 'HHFG']"
1,19,0,1.0,0.9502058312852957,"['SFFF', 'FFHF', 'FHHF', 'FHFG']"
1,65,0,0.0,0.0,"['SHHF', 'FFHF', 'HFHF', 'HFFG']"
1,41,0,1.0,0.985089730404757,"['SHFH', 'FFHH', 'FFHH', 'FFFG']"
1,48,0,1.0,0.9733217421754432,"['SFFH', 'HHFH', 'HFFH', 'FHFG']"
1,12,0,0.0,0.0,"['SFFH', 'HHFH', 'FHFH', 'HHFG']"
1,10,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHF', 'FFFG']"
1,70,0,1.0,0.985089730404757,"['SFFF', 'FHHH', 'FFFF', 'FFFG']"
1,84,0,1.0,0.90289112180858,"['SHFH', 'FFFF', 'HHFF', 'HHHG']"
1,76,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHFH', 'FFFG']"
1,34,0,1.0,0.9674905716180701,"['SFFF', 'HHHF', 'HHFF', 'FFFG']"
1,2,0,0.0,0.0,"['SFFF', 'HFFH', 'FFFF', 'FFFG']"
1,94,0,1.0,0.9645880999032158,"['SFFH', 'HFHF', 'HFFF', 'FFHG']"
1,18,0,0.0,0.0,"['SFHF', 'FHHH', 'FFFF', 'HHHG']"
1,100,0,1.0,0.8103284404851119,"['SHFH', 'FFHH', 'HFFH', 'FHFG']"
1,50,0,1.0,0.8735386475474635,"['SFHH', 'HFFH', 'HHFF', 'HHHG']"
1,21,0,1.0,0.7449472384453084,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,65,0,1.0,0.9165572373164391,"['SFFH', 'HFHH', 'FFHH', 'HFFG']"
1,86,0,1.0,0.9645880999032158,"['SFFH', 'HFFF', 'FHHF', 'HFHG']"
1,45,0,1.0,0.985089730404757,"['SFFF', 'HFFH', 'HFFF', 'HFFG']"
1,97,0,1.0,0.9473552137914398,"['SFFF', 'FHHH', 'FHHH', 'FFFG']"
1,57,0,1.0,0.9821344612135428,"['SHFH', 'FHHF', 'FFFH', 'FFFG']"
1,11,0,0.0,0.0,"['SFHF', 'FHFH', 'FFFF', 'HHHG']"
1,32,0,1.0,0.8921050870283477,"['SFHF', 'HFFF', 'HHHF', 'FFFG']"
1,95,0,1.0,0.8814479033836181,"['SFFF', 'HFHH', 'HFFF', 'FHHG']"
1,24,0,1.0,0.8947894553945313,"['SFHF', 'FFHH', 'HFFF', 'HHFG']"
1,58,0,0.0,0.0,"['SHFH', 'FFHF', 'HFHF', 'FFFG']"
1,22,0,0.0,0.0,"['SHHH', 'FHHH', 'FFFF', 'HHHG']"
1,28,0,1.0,0.9416796087056153,"['SFFH', 'FFFF', 'FFHF', 'HHFG']"
1,83,0,1.0,0.9733217421754432,"['SHHF', 'FFHF', 'FFHH', 'HFFG']"
1,28,0,1.0,0.8103284404851119,"['SHHF', 'FHFF', 'FFHF', 'FFFG']"
1,17,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'HHHG']"
1,37,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FHHG']"
1,31,0,0.0,0.0,"['SHHF', 'FFFH', 'HHFF', 'FHFG']"
1,78,0,1.0,0.9821344612135428,"['SFFF', 'HHHF', 'FHHF', 'HHHG']"
1,91,0,0.0,0.0,"['SHHH', 'FFHH', 'HFHH', 'HFFG']"
1,61,0,1.0,0.9821344612135428,"['SFHH', 'FFFF', 'FFFF', 'FHFG']"
1,37,0,0.0,0.0,"['SHHF', 'FFHF', 'FFFF', 'FHHG']"
1,34,0,1.0,0.9821344612135428,"['SFFF', 'HFFH', 'FFFF', 'HHFG']"
1,82,0,1.0,0.9616943356035061,"['SFFF', 'FHFH', 'HFFF', 'HHFG']"
1,60,0,1.0,0.9733217421754432,"['SHHH', 'FFFH', 'FFFH', 'FFFG']"
1,3,0,1.0,0.9138075656044898,"['SFFF', 'HHFF', 'FFFF', 'HHFG']"
1,38,0,1.0,0.9193151828650342,"['SFFH', 'FHFH', 'HHFH', 'FFFG']"
1,3,0,0.0,0.0,"['SFFF', 'HFHH', 'HFFF', 'FFHG']"
1,84,0,1.0,0.9821344612135428,"['SFHH', 'FFFH', 'HFFF', 'HFFG']"
1,39,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFF', 'HHHG']"
1,71,0,1.0,0.9762504936564125,"['SHHF', 'FFFF', 'FFFH', 'HFFG']"
1,50,0,1.0,0.9588092525966956,"['SFFF', 'HHHF', 'HFHF', 'HFHG']"
1,83,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FFFF', 'FHFG']"
1,18,0,1.0,0.9110661429076764,"['SFHF', 'FFFF', 'HFFF', 'FFHG']"
1,16,0,1.0,0.8201257512162927,"['SFFH', 'HFFF', 'HFHF', 'FHHG']"
1,15,0,1.0,0.8657003616774767,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,42,0,1.0,0.9193151828650342,"['SFHF', 'HFHF', 'FFFH', 'FHFG']"
1,40,0,0.0,0.0,"['SFFF', 'HHFH', 'FFFF', 'FFHG']"
1,42,0,1.0,0.9791880578299021,"['SFFH', 'HFFH', 'HFFH', 'FFFG']"
1,3,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FHFF', 'FFHG']"
1,22,0,0.0,0.0,"['SHHF', 'FFHH', 'HFFH', 'FHFG']"
1,29,0,0.0,0.0,"['SHHF', 'FFFF', 'FFHF', 'FFHG']"
1,13,0,1.0,0.857932408958235,"['SFFF', 'FHHF', 'HFFF', 'FHHG']"
1,40,0,0.0,0.0,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,29,0,0.0,0.0,"['SHHH', 'FHHH', 'FFHF', 'HFFG']"
1,46,0,1.0,0.9645880999032158,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,81,0,1.0,0.9791880578299021,"['SFFF', 'HHHF', 'HFHF', 'HHFG']"
1,36,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'HFFF', 'HHHG']"
1,78,0,1.0,0.985089730404757,"['SFFH', 'FFFH', 'FFFF', 'FHFG']"
1,95,0,1.0,0.9762504936564125,"['SFFH', 'FFHF', 'FHHH', 'FFFG']"
1,10,0,1.0,0.8974819010978248,"['SFFH', 'HFFH', 'HFFF', 'HFFG']"
1,89,0,1.0,0.9791880578299021,"['SHHF', 'FFFH', 'FHFF', 'HHFG']"
1,36,0,0.0,0.0,"['SFFH', 'FHFH', 'FFFF', 'FHHG']"
1,16,0,1.0,0.93603800616986,"['SFFF', 'FFHF', 'FHHF', 'FHHG']"
1,64,0,1.0,0.9733217421754432,"['SFHH', 'FFFH', 'FFFF', 'FFHG']"
1,80,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'HFFH', 'HFFG']"
1,62,0,1.0,0.9821344612135428,"['SFFF', 'FHFF', 'HHHF', 'FHFG']"
1,54,0,1.0,0.8325391341551359,"['SHFH', 'FHHF', 'FFFF', 'FFHG']"
1,11,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HHFG']"
1,12,0,1.0,0.8502341582884777,"['SFHF', 'HFFF', 'FFFH', 'FFFG']"
1,82,0,1.0,0.9821344612135428,"['SFHF', 'HFFF', 'FHHF', 'HFHG']"
1,61,0,1.0,0.9762504936564125,"['SFHH', 'FFHH', 'HFHH', 'FFFG']"
1,51,0,1.0,0.9416796087056153,"['SFFF', 'HFHH', 'HFFH', 'FHFG']"
1,51,0,1.0,0.8426049842298329,"['SFFF', 'HFFH', 'FHFF', 'HFHG']"
1,12,0,1.0,0.93603800616986,"['SFFF', 'HHFH', 'HHFF', 'HFFG']"
1,87,0,1.0,0.9530650263643888,"['SFFH', 'FFFF', 'FHHF', 'FFFG']"
1,83,0,1.0,0.985089730404757,"['SHFH', 'FHHH', 'FHFF', 'FFFG']"
1,59,0,1.0,0.985089730404757,"['SHHF', 'FFHF', 'FFFH', 'FFFG']"
1,24,0,1.0,0.9616943356035061,"['SFHF', 'HFFH', 'FFFF', 'FHFG']"
1,37,0,1.0,0.8894287717672626,"['SFFF', 'HFFF', 'HHFH', 'FFFG']"
1,76,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'HFHF', 'FHFG']"
1,63,0,1.0,0.9791880578299021,"['SFFF', 'FFFF', 'FHFF', 'FFHG']"
1,10,0,0.0,0.0,"['SFFH', 'HFFF', 'HFFH', 'HHFG']"
1,61,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'FFFF', 'HFHG']"
1,71,0,1.0,0.985089730404757,"['SFFH', 'FFHF', 'FFFF', 'FFFG']"
1,85,0,1.0,0.9791880578299021,"['SFFF', 'HHFF', 'FHHF', 'FHHG']"
1,67,0,0.0,0.0,"['SHHF', 'FFHF', 'HFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SHFH', 'FFHF', 'HFFH', 'FFFG']"
1,8,0,0.0,0.0,"['SFHF', 'HFFH', 'FHFF', 'HFHG']"
1,11,0,0.0,0.0,"['SHHH', 'FHHF', 'FHFF', 'FFFG']"
1,73,0,1.0,0.9791880578299021,"['SFFH', 'FFHF', 'FFHF', 'FFFG']"
1,70,0,1.0,0.8325391341551359,"['SFFF', 'HFHF', 'HFFH', 'HHFG']"
1,31,0,1.0,0.9733217421754432,"['SFFF', 'HHFF', 'HFFF', 'HFHG']"
1,19,0,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,24,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'HHHG']"
1,93,0,1.0,0.9645880999032158,"['SFFF', 'FHFH', 'HFFF', 'HFFG']"
1,96,0,1.0,0.9083329444789534,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,22,0,0.0,0.0,"['SHHF', 'FHFH', 'FHHF', 'FFFG']"
1,36,0,1.0,0.9821344612135428,"['SFFF', 'HFFF', 'FFFF', 'HHHG']"
1,3,0,0.0,0.0,"['SFHH', 'FFHF', 'FHFH', 'FFFG']"
1,62,0,0.0,0.0,"['SHFH', 'FFFF', 'FHHF', 'FHFG']"
1,50,0,1.0,0.9645880999032158,"['SFFF', 'HHFF', 'FFFH', 'FFFG']"
1,41,0,1.0,0.8894287717672626,"['SFHF', 'HFHH', 'FFFF', 'HHFG']"
1,72,0,1.0,0.860513950810667,"['SFFF', 'FHFH', 'FFFH', 'HHFG']"
1,39,0,1.0,0.78398512608332,"['SHHF', 'FHHH', 'FFFF', 'HHHG']"
1,60,0,1.0,0.9530650263643888,"['SHHH', 'FFFH', 'FFFF', 'FHFG']"
1,62,0,1.0,0.8974819010978248,"['SHHF', 'FFFF', 'HHFF', 'HHFG']"
1,38,0,0.0,0.0,"['SHFH', 'FFFH', 'FFHF', 'HFFG']"
1,72,0,1.0,0.8735386475474635,"['SFHH', 'HFFF', 'HHFF', 'FHHG']"
1,79,0,1.0,0.9733217421754432,"['SFHH', 'HFFH', 'HFFH', 'HFFG']"
1,40,0,1.0,0.9304302024748964,"['SFFF', 'HHFF', 'FFFH', 'FFFG']"
1,55,0,1.0,0.9559328248389055,"['SHHF', 'FFHH', 'FFFF', 'HHFG']"
1,5,0,1.0,0.7427123967299725,"['SFFH', 'FHFH', 'FHFF', 'FFFG']"
1,81,0,0.0,0.0,"['SHHF', 'FFFF', 'FHFF', 'HFHG']"
1,25,0,1.0,0.9674905716180701,"['SFFF', 'FFHF', 'HHFF', 'FHHG']"
1,93,0,0.0,0.0,"['SHHH', 'FFFF', 'HHHF', 'HHHG']"
1,57,0,1.0,0.8867604854519608,"['SFFH', 'FHHH', 'FFHF', 'HFFG']"
1,56,0,0.0,0.0,"['SHHF', 'FFFF', 'FHHF', 'FHFG']"
1,12,0,1.0,0.93603800616986,"['SFFF', 'HHHF', 'FFHF', 'FHFG']"
1,48,0,1.0,0.8657003616774767,"['SFHF', 'FFFF', 'FHHF', 'HFFG']"
1,6,0,0.0,0.0,"['SFHH', 'FFFH', 'FHFH', 'HFFG']"
1,3,0,0.0,0.0,"['SHHH', 'FHFF', 'FHFF', 'FFFG']"
1,30,0,1.0,0.9616943356035061,"['SFFH', 'HFFF', 'HHFF', 'FFHG']"
1,9,0,0.0,0.0,"['SFHH', 'FHFF', 'FHFH', 'FFFG']"
1,24,0,1.0,0.9704017769489168,"['SFFF', 'HHFF', 'HHFF', 'HFFG']"
1,86,0,1.0,0.9248559951318693,"['SHFF', 'FHHF', 'FFFF', 'FHFG']"
1,4,0,0.0,0.0,"['SFHF', 'FFHH', 'FHFH', 'FFFG']"
1,83,0,1.0,0.9762504936564125,"['SFFF', 'FFHF', 'FHFF', 'FHFG']"
1,98,0,1.0,0.985089730404757,"['SHFF', 'FFFF', 'HFFF', 'HHFG']"
1,70,0,1.0,0.9616943356035061,"['SFFH', 'FFFF', 'FFHF', 'FFFG']"
1,34,0,0.0,0.0,"['SHHH', 'FFFF', 'HHFH', 'FHFG']"
1,53,0,1.0,0.9762504936564125,"['SFFF', 'FFFH', 'HHFF', 'HFFG']"
1,55,0,1.0,0.9530650263643888,"['SFHH', 'HFHF', 'FFFH', 'HFFG']"
1,87,0,1.0,0.9588092525966956,"['SHHF', 'FFHF', 'FHFH', 'FFFG']"
1,52,0,0.0,0.0,"['SFHH', 'FHFH', 'FFHF', 'HFFG']"
1,85,0,1.0,0.8176653739626438,"['SHFF', 'FHHF', 'FFFF', 'HFHG']"
1,77,0,1.0,0.9645880999032158,"['SFFH', 'FHFH', 'HFFH', 'HFFG']"
1,71,0,1.0,0.9821344612135428,"['SFFH', 'FFFF', 'HFFH', 'HFFG']"
1,94,0,1.0,0.9559328248389055,"['SFFH', 'FFFF', 'FFHF', 'FHHG']"
1,84,0,1.0,0.985089730404757,"['SFFF', 'HHFF', 'FHFF', 'FFFG']"
1,93,0,1.0,0.9821344612135428,"['SHFF', 'FFFH', 'FFFF', 'HHFG']"
1,8,0,0.0,0.0,"['SHFF', 'FFFF', 'HHFH', 'HFFG']"
1,83,0,1.0,0.93603800616986,"['SFHH', 'FHHF', 'FFHF', 'HFFG']"
1,19,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FHHG']"
1,8,0,1.0,0.8400771692771434,"['SFFF', 'HFFF', 'FHHF', 'FFFG']"
1,45,0,1.0,0.9473552137914398,"['SFHH', 'HFFF', 'HHHF', 'HFHG']"
1,34,0,1.0,0.9762504936564125,"['SFFF', 'FHHF', 'HHFF', 'FFFG']"
1,17,0,0.0,0.0,"['SHHF', 'FHFF', 'FFFF', 'FFHG']"
1,92,0,1.0,0.9502058312852957,"['SHHH', 'FHHH', 'FFFF', 'FHFG']"
1,82,0,1.0,0.9704017769489168,"['SFFH', 'FFFF', 'HHHF', 'FHFG']"
1,17,0,1.0,0.9559328248389055,"['SFFF', 'HFFF', 'HHHF', 'FFHG']"
1,21,0,0.0,0.0,"['SHFH', 'FFFH', 'FFFH', 'FHFG']"
1,4,0,0.0,0.0,"['SFHH', 'HFHH', 'FFFF', 'FHFG']"
1,50,0,1.0,0.9332298921513504,"['SHHH', 'FFFH', 'FFFF', 'HFHG']"
1,73,0,1.0,0.9791880578299021,"['SHFF', 'FFFH', 'HFFH', 'HFFG']"
1,33,0,0.0,0.0,"['SHHF', 'FHFF', 'FFHH', 'HFFG']"
1,53,0,1.0,0.9704017769489168,"['SFFH', 'HFFF', 'FFFF', 'HFHG']"
1,52,0,1.0,0.985089730404757,"['SHHF', 'FFHH', 'FFHF', 'FFFG']"
1,44,0,1.0,0.985089730404757,"['SHHH', 'FFHH', 'FFFH', 'FFFG']"
1,33,0,1.0,0.9791880578299021,"['SHFH', 'FFHF', 'FFFF', 'HFFG']"
1,95,0,1.0,0.9388545698794984,"['SFFH', 'FHFF', 'HFFF', 'HHHG']"
1,57,0,1.0,0.8103284404851119,"['SFHH', 'FFFF', 'HHHF', 'FHHG']"
1,46,0,0.0,0.0,"['SFFH', 'FFHF', 'FFFF', 'HHHG']"
1,8,0,0.0,0.0,"['SFHH', 'FFFH', 'HFFF', 'HFFG']"
1,8,0,0.0,0.0,"['SHHH', 'FHFF', 'FFHH', 'HFFG']"
1,40,0,0.0,0.0,"['SHFF', 'FHHH', 'FFFH', 'FHFG']"
1,48,0,1.0,0.9473552137914398,"['SHFF', 'FFFF', 'FFFF', 'HHHG']"
1,32,0,1.0,0.9445131481500655,"['SFHH', 'FFFF', 'FHFF', 'HFHG']"
1,41,0,1.0,0.9704017769489168,"['SFFF', 'FHFH', 'HFFF', 'FHFG']"
1,3,0,0.0,0.0,"['SFFF', 'FHFH', 'HFFF', 'FHHG']"
1,21,0,0.0,0.0,"['SFFH', 'FHFF', 'HHHF', 'HFHG']"
1,86,0,1.0,0.9704017769489168,"['SFFF', 'HFFH', 'HHFF', 'FFFG']"
1,62,0,1.0,0.8476834558136123,"['SFFH', 'FHFH', 'FHFH', 'HHFG']"
1,84,0,1.0,0.9138075656044898,"['SHHH', 'FFFH', 'FHFF', 'HFFG']"
1,11,0,0.0,0.0,"['SFFH', 'FHHH', 'FFHH', 'HFFG']"
1,13,0,1.0,0.9332298921513504,"['SHFF', 'FFFF', 'HFFF', 'FFFG']"
1,53,0,1.0,0.9616943356035061,"['SFFF', 'FFFF', 'HHHF', 'FFFG']"
1,36,0,1.0,0.9616943356035061,"['SFFH', 'FFHF', 'HFFF', 'HHFG']"
1,97,0,1.0,0.9530650263643888,"['SFHF', 'HFHH', 'FFFF', 'FFHG']"
1,79,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFHH', 'FFFG']"
1,59,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFH', 'HHFG']"
1,59,0,1.0,0.7562227231210928,"['SFHH', 'HFFF', 'HFHF', 'HFHG']"
1,59,0,1.0,0.9645880999032158,"['SFHH', 'FHHF', 'FFHH', 'FFFG']"
1,46,0,0.0,0.0,"['SHFH', 'FHHH', 'FFFF', 'HFHG']"
1,23,0,1.0,0.835044266956004,"['SFHH', 'FFHH', 'HFHF', 'HFFG']"
1,31,0,1.0,0.9762504936564125,"['SHFF', 'FFHH', 'FHHF', 'FFFG']"
1,85,0,1.0,0.9138075656044898,"['SHFF', 'FFFF', 'HHFF', 'HHHG']"
1,34,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'FHHG']"
1,71,0,1.0,0.9733217421754432,"['SHFF', 'FFFH', 'FFHH', 'HFFG']"
1,78,0,1.0,0.93603800616986,"['SFFF', 'FHFF', 'HFFH', 'FHFG']"
1,27,0,1.0,0.9791880578299021,"['SFHF', 'FFFF', 'FHFF', 'HFFG']"
1,72,0,1.0,0.8527925358961662,"['SFHH', 'HFHF', 'HFHH', 'FFFG']"
1,47,0,1.0,0.9762504936564125,"['SFFF', 'FFFF', 'HFFH', 'HHFG']"
1,32,0,1.0,0.9791880578299021,"['SFFH', 'HHFF', 'HFFF', 'HFFG']"
1,79,0,1.0,0.9332298921513504,"['SFHH', 'HFFF', 'HFHH', 'FFFG']"
1,43,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'FHHF', 'HHFG']"
1,46,0,1.0,0.7816331707050701,"['SFFF', 'HFHF', 'FFFH', 'FHFG']"
1,5,0,0.0,0.0,"['SFFF', 'HHFF', 'FFFH', 'FHFG']"
1,81,0,1.0,0.9674905716180701,"['SFFF', 'HFFF', 'FHFH', 'FFFG']"
1,27,0,0.0,0.0,"['SFFF', 'FHHH', 'FFHF', 'FFFG']"
1,74,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'HHFF', 'FHHG']"
1,98,0,1.0,0.985089730404757,"['SFFF', 'FHFH', 'FFFH', 'FFFG']"
1,87,0,1.0,0.985089730404757,"['SHFH', 'FHFH', 'FFFF', 'FFFG']"
1,44,0,1.0,0.9791880578299021,"['SFFF', 'HFFF', 'FHFF', 'HHFG']"
1,97,0,1.0,0.9821344612135428,"['SHHF', 'FFFH', 'FHHH', 'FFFG']"
1,7,0,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,92,0,1.0,0.9762504936564125,"['SFHH', 'HFFH', 'HFFF', 'FFHG']"
1,29,0,1.0,0.9616943356035061,"['SHFF', 'FFFF', 'FFHH', 'FFFG']"
1,92,0,1.0,0.985089730404757,"['SFFH', 'FFHH', 'HFFF', 'HHFG']"
1,31,0,1.0,0.8078974551636565,"['SFHF', 'HFFH', 'HFHF', 'FFFG']"
1,61,0,1.0,0.8735386475474635,"['SFHF', 'HFFF', 'FFHF', 'HHHG']"
1,31,0,1.0,0.9248559951318693,"['SFFH', 'HFFH', 'HHFF', 'FFHG']"
1,83,0,1.0,0.9276389118674717,"['SFHH', 'HFFH', 'FFFF', 'HFHG']"
1,76,0,1.0,0.9588092525966956,"['SFFH', 'HHFF', 'FFFH', 'FFFG']"
1,39,0,1.0,0.9762504936564125,"['SFFF', 'HFHF', 'FHHF', 'HHHG']"
1,84,0,1.0,0.8761671489944468,"['SFFF', 'FHHH', 'FFHF', 'HFFG']"
1,58,0,1.0,0.9821344612135428,"['SFHF', 'FFFF', 'FFFH', 'HFFG']"
1,70,0,1.0,0.8709180316048211,"['SFHH', 'HFHF', 'HFFF', 'HFHG']"
1,18,0,0.0,0.0,"['SFFF', 'HFFH', 'FHFF', 'FFHG']"
1,52,0,1.0,0.8657003616774767,"['SFHH', 'FFFF', 'HHFH', 'HFFG']"
1,85,0,1.0,0.9502058312852957,"['SFHF', 'HFHF', 'HFFF', 'FHFG']"
1,66,0,1.0,0.9762504936564125,"['SFFF', 'HHFF', 'HHHF', 'FHHG']"
1,79,0,1.0,0.9821344612135428,"['SHFF', 'FFFF', 'FHFF', 'HFFG']"
1,90,0,1.0,0.9674905716180701,"['SFHH', 'HFFF', 'HFHF', 'HFFG']"
1,49,0,1.0,0.9332298921513504,"['SHFF', 'FFFF', 'FHHF', 'FHFG']"
1,44,0,1.0,0.9083329444789534,"['SHFH', 'FHHH', 'FFHH', 'HFFG']"
1,40,0,0.0,0.0,"['SHFF', 'FHHF', 'FFFF', 'HHHG']"
1,79,0,1.0,0.9110661429076764,"['SHFH', 'FHHH', 'FFFF', 'HHFG']"
1,88,0,1.0,0.9304302024748964,"['SFHF', 'FHHF', 'FFFF', 'FHHG']"
1,83,0,1.0,0.9704017769489168,"['SFHF', 'FFFF', 'FFHF', 'FFHG']"
1,61,0,1.0,0.985089730404757,"['SHFF', 'FHHF', 'FFFH', 'FFFG']"
1,73,0,1.0,0.9762504936564125,"['SFFF', 'HHHF', 'HHHF', 'FHFG']"
1,64,0,1.0,0.9821344612135428,"['SFFF', 'FFFF', 'FFFF', 'HFFG']"
1,24,0,1.0,0.8761671489944468,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,91,0,1.0,0.9304302024748964,"['SFFF', 'FFFH', 'FHHF', 'FFFG']"
1,39,0,1.0,0.9416796087056153,"['SFFH', 'HFFF', 'FHHF', 'HHHG']"
1,69,0,0.0,0.0,"['SHFH', 'FFFH', 'HFFF', 'HFHG']"
1,87,0,1.0,0.9416796087056153,"['SHFH', 'FHFH', 'FHFH', 'FFFG']"
1,2,0,0.0,0.0,"['SFHH', 'FHHF', 'FFFF', 'FFHG']"
1,62,0,1.0,0.9616943356035061,"['SFFH', 'HFFH', 'HFFH', 'FHFG']"
1,20,0,0.0,0.0,"['SFFF', 'FFHH', 'HFFF', 'HHHG']"
1,44,0,1.0,0.8325391341551359,"['SFFH', 'HHFF', 'FFHF', 'HFFG']"
1,4,0,0.0,0.0,"['SHFF', 'FFHH', 'FFFF', 'FHFG']"
1,58,0,1.0,0.8761671489944468,"['SFHF', 'HFHH', 'FFFF', 'FHFG']"
1,60,0,1.0,0.8947894553945313,"['SFFH', 'FHFH', 'FFFF', 'HFHG']"
1,77,0,1.0,0.9733217421754432,"['SFFF', 'HFFF', 'HFFH', 'HHFG']"
1,5,0,0.0,0.0,"['SFFF', 'FFFF', 'FFFH', 'HHFG']"
1,51,0,1.0,0.9473552137914398,"['SFFF', 'FFHF', 'FHFF', 'HFFG']"
1,41,0,1.0,0.9276389118674717,"['SFFF', 'HHFF', 'FHFH', 'HFFG']"
1,4,0,0.0,0.0,"['SHHH', 'FFHF', 'FFFF', 'HFHG']"
1,55,0,1.0,0.884100203995605,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,50,0,1.0,0.985089730404757,"['SFHH', 'FFFH', 'FFFH', 'HFFG']"
