Temperature,Simulations,Return,Discounted Return,Map
1,21,1.0,0.9056079456455165,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,24,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,34,1.0,0.9138075656044898,"['SFHF', 'FFFH', 'FFFF', 'HFHG']"
1,17,0.0,0.0,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,20,1.0,0.747188804859888,"['SFHF', 'FFFH', 'FFFF', 'HHFG']"
1,16,1.0,0.9001824484431542,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,18,1.0,0.9083329444789534,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,22,1.0,0.767668872977057,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,25,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,26,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'FFFF', 'HHHG']"
1,7,0.0,0.0,"['SFHF', 'FFFH', 'FFFH', 'FFFG']"
1,18,1.0,0.8761671489944468,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,33,1.0,0.9138075656044898,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,53,1.0,0.9110661429076764,"['SFHF', 'FFFH', 'FFFH', 'FHFG']"
1,10,0.0,0.0,"['SFHF', 'FFFH', 'FFFH', 'HFFG']"
1,25,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,48,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FFFH', 'HHFG']"
1,16,0.0,0.0,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,17,0.0,0.0,"['SFHF', 'FFFH', 'FFHF', 'FFFG']"
1,29,0.0,0.0,"['SFHF', 'FFFH', 'FFHF', 'HFFG']"
1,16,1.0,0.8127667407072335,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,25,1.0,0.9165572373164391,"['SFHF', 'FFFH', 'FFHH', 'FFFG']"
1,41,1.0,0.9445131481500655,"['SFHF', 'FFFH', 'FFHH', 'HFFG']"
1,47,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'FFHH', 'HFFG']"
1,18,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,21,1.0,0.8250687380258053,"['SFHF', 'FFFH', 'FHFF', 'FFFG']"
1,35,1.0,0.9388545698794984,"['SFHF', 'FFFH', 'FHFF', 'FFHG']"
1,43,1.0,0.9304302024748964,"['SFHF', 'FFFH', 'FHFF', 'FFHG']"
1,7,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,17,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'FHFG']"
1,34,1.0,0.8527925358961662,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,42,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,46,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,51,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,53,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,74,1.0,0.9704017769489168,"['SFHF', 'FFFH', 'FHFF', 'FHHG']"
1,7,1.0,0.803057341509771,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,13,0.0,0.0,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,14,1.0,0.8426049842298329,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,28,1.0,0.8152123778407558,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,41,1.0,0.8709180316048211,"['SFHF', 'FFFH', 'FHFF', 'HFFG']"
1,36,1.0,0.835044266956004,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,43,1.0,0.8921050870283477,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,51,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,68,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FHFF', 'HFHG']"
1,23,1.0,0.8250687380258053,"['SFHF', 'FFFH', 'FHFF', 'HHFG']"
1,24,1.0,0.9056079456455165,"['SFHF', 'FFFH', 'FHFF', 'HHFG']"
1,15,1.0,0.8152123778407558,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,33,1.0,0.8201257512162927,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,51,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,62,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,67,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,100,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'FHFF', 'HHHG']"
1,37,1.0,0.8176653739626438,"['SFHF', 'FFFH', 'FHFH', 'FHFG']"
1,45,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FHFH', 'FHFG']"
1,51,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'FHFH', 'FHFG']"
1,27,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,45,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,47,1.0,0.8947894553945313,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,49,1.0,0.93603800616986,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,58,1.0,0.9248559951318693,"['SFHF', 'FFFH', 'FHFH', 'HFFG']"
1,30,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,31,1.0,0.8814479033836181,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,62,1.0,0.985089730404757,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,93,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'FHFH', 'HHFG']"
1,23,1.0,0.7792882711929549,"['SFHF', 'FFFH', 'FHHF', 'FFFG']"
1,28,1.0,0.9193151828650342,"['SFHF', 'FFFH', 'FHHH', 'FFFG']"
1,2,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,7,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,10,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,35,1.0,0.79346393184295,"['SFHF', 'FFFH', 'HFFF', 'FFFG']"
1,21,1.0,0.884100203995605,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,25,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,28,1.0,0.8631032605924442,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,29,1.0,0.8152123778407558,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,38,1.0,0.8709180316048211,"['SFHF', 'FFFH', 'HFFF', 'FFHG']"
1,8,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'FHFG']"
1,10,1.0,0.7584982177744161,"['SFHF', 'FFFH', 'HFFF', 'FHFG']"
1,15,1.0,0.8325391341551359,"['SFHF', 'FFFH', 'HFFF', 'FHFG']"
1,18,1.0,0.8127667407072335,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,21,1.0,0.884100203995605,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,42,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HFFF', 'FHHG']"
1,11,1.0,0.8709180316048211,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,36,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'HFFG']"
1,17,1.0,0.8788035596734672,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,20,1.0,0.9001824484431542,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,23,1.0,0.9332298921513504,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,27,1.0,0.8735386475474635,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,35,1.0,0.9502058312852957,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,37,1.0,0.8553586117313603,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,42,1.0,0.93603800616986,"['SFHF', 'FFFH', 'HFFF', 'HFHG']"
1,8,0.0,0.0,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,18,1.0,0.8974819010978248,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,64,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'HFFF', 'HHHG']"
1,10,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,13,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,17,1.0,0.8325391341551359,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,24,1.0,0.803057341509771,"['SFHF', 'FFFH', 'HFFH', 'FFFG']"
1,55,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFFH', 'FHFG']"
1,18,1.0,0.8451404054461714,"['SFHF', 'FFFH', 'HFFH', 'HFFG']"
1,14,0.0,0.0,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,26,1.0,0.9248559951318693,"['SFHF', 'FFFH', 'HFFH', 'HHFG']"
1,15,1.0,0.8788035596734672,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,46,1.0,0.9762504936564125,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,90,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,98,1.0,0.9674905716180701,"['SFHF', 'FFFH', 'HFHF', 'FFFG']"
1,30,1.0,0.9110661429076764,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,40,1.0,0.9220814271464737,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,61,1.0,0.9821344612135428,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,90,1.0,0.9791880578299021,"['SFHF', 'FFFH', 'HFHF', 'HFFG']"
1,13,1.0,0.8814479033836181,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,43,1.0,0.8947894553945313,"['SFHF', 'FFFH', 'HFHH', 'FFFG']"
1,22,1.0,0.7494371162085136,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,25,1.0,0.90289112180858,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,29,1.0,0.8527925358961662,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,47,1.0,0.9530650263643888,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,48,1.0,0.9733217421754432,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,51,1.0,0.9416796087056153,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,56,1.0,0.8709180316048211,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,90,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,92,1.0,0.9559328248389055,"['SFHF', 'FFFH', 'HFHH', 'HFFG']"
1,35,1.0,0.9616943356035061,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
1,36,1.0,0.9645880999032158,"['SFHF', 'FFFH', 'HHFF', 'FFFG']"
